ptal_score,imd_score,log_pop_density,shap_ptal_score,shap_imd_score,shap_log_pop_density,LSOA11CD,actual,predicted,residual
8.137,44.704,9.36586439405141,-0.7013572993948103,1.645823374398506,-0.2604843788233247,E01000048,0.0,0.49161403800568054,0.49161403800568054
7.736,41.172,9.137178106347198,-0.7538746892241219,1.3873479285453718,-0.015341002280022113,E01000049,0.0,0.47517132496813436,0.47517132496813436
23.446,34.701,9.499728488307154,1.3036021043381856,0.9137933956700519,-0.40398181539113814,E01000050,0.0,0.7494882837909703,0.7494882837909703
13.439,36.941,9.718518494200762,-0.006975252324959723,1.0777189332439536,-0.6385167380449206,E01000051,0.0,0.4291544642513377,0.4291544642513377
7.912,33.284,9.380825486994182,-0.7308246627653717,0.8100958569458472,-0.27652212589416303,E01000052,0.0,0.2860227753853226,0.2860227753853226
5.843,40.044,9.098246124437267,-1.0017934397151116,1.3047997114099428,0.026392665255250327,E01000053,0.0,0.40416760554874015,0.40416760554874015
6.314,29.788,9.2992391334014,-0.9401084257260698,0.5542549286608652,-0.18906452447706742,E01000054,0.0,0.2154389674385158,0.2154389674385158
7.786,30.898,9.365556198618824,-0.7473263862528862,0.6354858870122182,-0.26015400453749477,E01000055,0.0,0.25170807475486406,0.25170807475486406
1.628,35.903,8.851935360905419,-1.5538153801902945,1.0017570100289044,0.29042883837838496,E01000056,0.0,0.273058842793377,0.273058842793377
9.981,32.887,9.25867328876682,-0.4598558858156318,0.7810429826526156,-0.14557941557139342,E01000057,0.0,0.36774081994628416,0.36774081994628416
7.259,31.763,9.3689582020709,-0.816345499569712,0.6987874896914258,-0.2638008284097351,E01000058,0.0,0.24994839613093672,0.24994839613093672
5.435,32.331,9.01218207335588,-1.0552275919603964,0.7403543224333795,0.11865019539791913,E01000059,0.0,0.2862327241916701,0.2862327241916701
4.728,36.154,8.285362011704462,-1.1478205959736714,1.0201254519624088,0.8977748462081838,E01000060,1.0,0.5131347304506364,-0.4868652695493636
7.364,46.283,8.056490177053456,-0.8025940633301167,1.7613762421793948,1.143117122324788,E01000061,0.0,0.7996920223693106,0.7996920223693106
4.488,26.669,9.21269759154986,-1.1792524502356034,0.3260032537979193,-0.09629514160882076,E01000062,0.0,0.15881481045981838,0.15881481045981838
7.428,33.371,9.191504077629888,-0.7942122355269349,0.816462607735548,-0.07357646610222783,E01000063,0.0,0.3167268915652423,0.3167268915652423
4.115,35.283,9.305395973923767,-1.2281027904010229,0.9563847630218425,-0.19566443341626832,E01000064,0.0,0.23417030754628668,0.23417030754628668
5.83,39.89,9.04612588819126,-1.0034959984876328,1.2935298307017373,0.08226366140394376,E01000065,0.0,0.4145393192268578,0.4145393192268578
3.484,25.763,9.23065267328806,-1.3107423738980195,0.259701228332761,-0.11554233569116203,E01000066,0.0,0.13191725468822066,0.13191725468822066
5.811,20.973,9.360637923744935,-1.0059843536167026,-0.09083597031857334,-0.2548817928913261,E01000067,0.0,0.11212359035318088,0.11212359035318088
16.953,25.603,8.572646819601204,0.45323948049349644,0.24799226136319658,0.5898159889264055,E01000068,0.0,0.6395747783007499,0.6395747783007499
8.91,16.375,9.25482604701546,-0.600120535459504,-0.4273224086064301,-0.14145531244839912,E01000069,0.0,0.13165240376408735,0.13165240376408735
9.088,21.038,8.573951525234847,-0.5768085768819043,-0.0860792024871877,0.5884173919766834,E01000070,1.0,0.31173959000376494,-0.6882604099962351
8.505,18.848,9.172794255902213,-0.6531617895265143,-0.24634568788310046,-0.05352021822269591,E01000071,0.0,0.15835001230042867,0.15835001230042867
3.471,41.016,8.326541031301957,-1.3124449326705407,1.3759316857500465,0.8536324360610152,E01000072,0.0,0.5497326370073718,0.5497326370073718
3.681,38.757,8.778680148084833,-1.2849420601913502,1.2106157083485092,0.3689557601300901,E01000073,0.0,0.3958231860704828,0.3958231860704828
5.224,35.044,9.27925990744078,-1.0828614304990116,0.9388944936110554,-0.16764752146443848,E01000074,0.0,0.26325025645876055,0.26325025645876055
9.07,36.999,8.299310776023498,-0.5791659659515491,1.0819634337704207,0.8828222785745794,E01000075,0.0,0.6610755831117375,0.6610755831117375
5.923,36.246,9.335465278905083,-0.9913161549611342,1.0268581079699084,-0.22789763387367531,E01000076,0.0,0.28702349913725217,0.28702349913725217
7.487,41.032,9.199451300644014,-0.7864852380208766,1.377102582447003,-0.08209559990506143,E01000077,0.0,0.4479376496886755,0.4479376496886755
6.909,35.033,9.287579152316985,-0.862183620368363,0.9380895021318981,-0.17656544916232142,E01000078,0.0,0.30614837784884136,0.30614837784884136
5.875,34.522,8.620399388194647,-0.9976025258135206,0.9006939888728517,0.5386269735239888,E01000079,0.0,0.43148124614796174,0.43148124614796174
5.888,33.185,8.946856480960744,-0.9958999670409994,0.8028509336334294,0.18867685268114204,E01000080,0.0,0.32697453566881934,0.32697453566881934
4.958,30.608,9.27200915434955,-1.1176984023059864,0.6142633843798827,-0.15987497806837453,E01000081,0.0,0.20087433688804976,0.20087433688804976
4.943,27.895,9.384730558443858,-1.1196628931973571,0.4157232132022064,-0.2807082203488276,E01000082,0.0,0.15418120363295926,0.15418120363295926
7.386,34.377,9.275003885301905,-0.799712810022773,0.8900827375566842,-0.16308522064508876,E01000083,0.0,0.3121162839227365,0.3121162839227365
13.916,39.815,9.168236305953371,0.05549555802063042,1.2880412524347538,-0.048634261780831814,E01000084,0.0,0.640462907663791,0.640462907663791
13.558,35.154,9.335147569236094,0.008609708746581594,0.9469444084026314,-0.2275570606727267,E01000085,0.0,0.5026170677308313,0.5026170677308313
11.325,38.156,9.244123249943751,-0.28383750194881197,1.166633901169083,-0.1299823035550546,E01000086,0.0,0.5088204362823502,0.5088204362823502
7.101,34.357,8.38749444481189,-0.8370381369588173,0.8886191166854884,0.7882925954012553,E01000087,0.0,0.5305481264098211,0.5305481264098211
4.09,28.849,9.073890438838284,-1.231376941886641,0.48553792875823415,0.052501073702916005,E01000088,0.0,0.196097402145324,0.196097402145324
3.147,28.968,9.4364475274741,-1.3548779359241492,0.49424647294184765,-0.33614692872060786,E01000089,0.0,0.1284977467076478,0.1284977467076478
3.187,28.317,6.774338165541786,-1.3496392935471606,0.4466056135844325,2.517537410043548,E01000090,0.0,0.710327475991765,0.710327475991765
4.698,42.183,9.04712708382016,-1.1517495777564128,1.461333963584307,0.08119041613194718,E01000091,0.0,0.4190306611955196,0.4190306611955196
2.502,33.768,9.258987668797705,-1.439351044253092,0.8455154820287796,-0.1459164195214881,E01000092,0.0,0.18888359177439,0.18888359177439
4.77,46.922,8.725539806034343,-1.1423200214778333,1.8081389290140923,0.42592027257069875,E01000093,0.0,0.5924759881556652,0.5924759881556652
3.089,28.182,8.3145627992244,-1.3624739673707826,0.43672617270386244,0.866472664856499,E01000094,0.0,0.3150091445452987,0.3150091445452987
3.884,32.254,6.890812558251825,-1.2583559501281325,0.7347193820792762,2.392681100570806,E01000095,1.0,0.7597876828581597,-0.24021231714184033
3.52,40.926,7.920555471236099,-1.3060275957587297,1.3693453918296667,1.2888341791191544,E01000096,0.0,0.6535370376741245,0.6535370376741245
14.571,38.009,9.28617114497023,0.14127832694382012,1.1558762877657958,-0.17505611653618916,E01000097,0.0,0.5997851088016746,0.5997851088016746
11.056,39.405,9.309153500195611,-0.31906737193406093,1.2580370245752452,-0.1996923648107446,E01000098,0.0,0.5054369351640712,0.5054369351640712
9.591,29.266,9.101105694769757,-0.5109326489912717,0.5160544239226612,0.023327309943364485,E01000099,0.0,0.33423785094737674,0.33423785094737674
4.915,31.83,9.125109227613525,-1.1233299428612493,0.7036906196099306,-0.002403603568599928,E01000100,0.0,0.24239902135386027,0.24239902135386027
8.701,40.463,9.24639260926868,-0.6274924418792698,1.3354625686614898,-0.13241497414972828,E01000101,0.0,0.464566114234081,0.464566114234081
5.783,42.631,8.861917004235215,-1.0096514032805946,1.4941190710990873,0.2797288800473366,E01000102,0.0,0.5116648474927326,0.5116648474927326
3.048,32.894,7.835658326184458,-1.367843575807196,0.7815552499575339,1.3798408284717583,E01000103,0.0,0.5189968045219737,0.5189968045219737
8.248,34.672,9.07080240451677,-0.6868200667986668,0.9116711454068182,0.055811334095250374,E01000104,0.0,0.3924879254508984,0.3924879254508984
8.917,44.149,9.264620202222517,-0.5992037730435309,1.6052078952228295,-0.15195429033618862,E01000105,1.0,0.5340773740016125,-0.4659226259983875
4.767,43.523,9.21635226428265,-1.1427129196561074,1.559396561954409,-0.10021281775316206,E01000106,0.0,0.40105820291050376,0.40105820291050376
2.676,28.332,8.111658080857959,-1.4165629499131909,0.44770332923782924,1.0839791374844197,E01000107,0.0,0.35379270654006767,0.35379270654006767
9.59,28.166,8.976009475021396,-0.5110636150506963,0.43555527600690613,0.157425904178192,E01000108,0.0,0.3462393233240492,0.3462393233240492
4.309,25.691,9.18004609934258,-1.2026953748726277,0.25443219319645677,-0.06129393043334768,E01000109,0.0,0.15096071728892682,0.15096071728892682
5.205,17.741,8.997666818445087,-1.0853497856280812,-0.3273571031037741,0.13421002032638718,E01000110,0.0,0.11962084485744866,0.11962084485744866
5.315,28.903,8.891057547254514,-1.070943519091362,0.489489705110462,0.24849127860751624,E01000111,0.0,0.2591307832290161,0.2591307832290161
9.714,24.743,8.868371054050575,-0.49482382368203126,0.1850565639017877,0.27281037356406834,E01000112,0.0,0.31984470278137955,0.31984470278137955
14.538,25.268,9.468928284223589,0.13695644698280451,0.22347661177067105,-0.3709651176998714,E01000113,0.0,0.3256204268978598,0.3256204268978598
5.975,23.288,9.153007825328938,-0.984505919871049,0.07857814552231161,-0.032309884847806614,E01000114,0.0,0.160331133156616,0.160331133156616
7.01,6.227,8.535465236203686,-0.8489560483664667,-1.169963638651052,0.6296732929685398,E01000115,0.0,0.10844006078358173,0.10844006078358173
5.309,7.79,8.870325868930557,-1.0717293154479104,-1.0555816675671197,0.2707148831653802,E01000116,0.0,0.07082238481192354,0.07082238481192354
5.748,9.642,8.564553762776075,-1.0142352153604597,-0.9200503748944119,0.5984914512664775,E01000117,0.0,0.11371705824412952,0.11371705824412952
5.744,9.812,8.88016824790345,-1.0147590795981587,-0.9076095974892497,0.26016421115589555,E01000118,0.0,0.08473125769815933,0.08473125769815933
8.405,11.589,8.414673082425766,-0.6662583954689862,-0.7775668830835251,0.7591580851453107,E01000119,0.0,0.19746788912174418,0.19746788912174418
7.207,5.902,8.716142405980047,-0.8231557346597973,-1.1937474778079795,0.4359939433760854,E01000120,0.0,0.09125241122153675,0.09125241122153675
3.314,36.203,8.275121630216509,-1.3330066040002213,1.023711323096838,0.9087521624270533,E01000121,0.0,0.4705162925154188,0.4705162925154188
3.912,10.152,8.764849827011455,-1.2546889004642405,-0.8827280426789254,0.38378136091552567,E01000122,0.0,0.07790455801503736,0.07790455801503736
5.588,11.048,8.114504226254825,-1.0351897848684144,-0.8171578276493647,1.0809281732148728,E01000123,0.0,0.18407965995339262,0.18407965995339262
12.91,23.589,8.895972034261897,-0.07625629776063511,0.10060563963380452,0.24322312741636848,E01000124,0.0,0.38937117503030355,0.38937117503030355
12.382,26.704,9.056291353647886,-0.14540637713688587,0.3285645903225115,0.07136665244381321,E01000125,0.0,0.3862734755962891,0.3862734755962891
4.623,33.625,9.552617158128587,-1.1615720322132663,0.8350505927997314,-0.460676544362731,E01000126,0.0,0.18172161511668586,0.18172161511668586
14.666,27.543,8.957085490805156,0.15372010258916832,0.3899634858691647,0.1777117264502364,E01000127,0.0,0.5009666550341049,0.5009666550341049
14.621,27.055,9.02440830512803,0.14782662991505607,0.3542511366119933,0.10554411995669079,E01000128,0.0,0.47255092450913083,0.47255092450913083
20.556,31.0,9.14178311987904,0.9251101926007527,0.6429503534553155,-0.0202774091698112,E01000129,1.0,0.6964087286013245,-0.3035912713986755
9.849,30.863,9.334935706698776,-0.47714340565969443,0.632924550487626,-0.22732995174423515,E01000130,0.0,0.31236678304152493,0.31236678304152493
8.717,20.904,8.701861991278541,-0.6253969849284743,-0.09588546232419791,0.45130202814806714,E01000131,0.0,0.2714043559062048,0.2714043559062048
10.033,25.53,9.26247731039601,-0.4530456507255466,0.24265004518333277,-0.14965718829657523,E01000132,0.0,0.2539639711875674,0.2539639711875674
11.542,30.774,9.266058860732526,-0.2554178670536483,0.6264114376108059,-0.15349647989366938,E01000133,0.0,0.3775332428761363,0.3775332428761363
11.042,24.669,9.345212115928398,-0.32090089676600686,0.17964116667836433,-0.23834588839081125,E01000134,0.0,0.2502772236763622,0.2502772236763622
14.616,12.523,8.545119594057077,0.14717179961793236,-0.7092157883986929,0.6193241727554438,E01000135,0.0,0.34068379033683716,0.34068379033683716
11.632,8.96,7.957142308840869,-0.24363092170542375,-0.96995984660218,1.2496144209188929,E01000136,0.0,0.33592547667625505,0.33592547667625505
11.49,28.786,9.509014311901428,-0.26222810214373354,0.48092752301396824,-0.41393588029261597,E01000137,0.0,0.28643433558518994,0.28643433558518994
10.272,27.86,8.730431850844914,-0.42174476252303905,0.41316187667761417,0.4206761785976675,E01000138,0.0,0.4242292958521295,0.4242292958521295
10.187,12.388,8.282837012887924,-0.4328768775741402,-0.719095229279263,0.9004815530329262,E01000139,0.0,0.2750760308838836,0.2750760308838836
14.511,16.817,9.504762181291024,0.13342036337833701,-0.39497638735300844,-0.4093777510501417,E01000140,0.0,0.19965332900387164,0.19965332900387164
17.382,28.797,8.523314418421174,0.5094239199867003,0.48173251449312576,0.6426985273578448,E01000141,1.0,0.7142929672934937,-0.2857070327065063
12.984,16.669,9.324472306021097,-0.06656480936320607,-0.4058071817998555,-0.2161135670715808,E01000142,0.0,0.19686347528490405,0.19686347528490405
13.918,31.342,9.167109227783904,0.05575749013947971,0.6679782703527593,-0.04742607500730338,E01000143,0.0,0.48969670762115836,0.48969670762115836
24.466,18.338,9.033674789958386,1.437187484951397,-0.2836680200985868,0.09561078550622809,E01000144,0.0,0.6298565729785562,0.6298565729785562
12.03,14.626,8.961776443315062,-0.19150643005438636,-0.555316053792481,0.17268319610402716,E01000145,0.0,0.21557062210122777,0.21557062210122777
30.034,18.538,9.111845125227084,2.166406503828222,-0.2690318113866314,0.011815031394042509,E01000146,1.0,0.7670380071834617,-0.2329619928165383
4.931,12.786,9.154542209045935,-1.1212344859104535,-0.6899691739424715,-0.03395468834290848,E01000147,0.0,0.07157876878170451,0.07157876878170451
11.27,27.671,9.154542209045935,-0.2910406352171714,0.3993306594448162,-0.03395468834290848,E01000148,0.0,0.3445250345109456,0.3445250345109456
5.1,15.583,8.487475976628089,-1.0991012218676766,-0.48528179510577385,0.68111603248859,E01000150,1.0,0.16509516619102174,-0.8349048338089783
4.14,38.897,9.401266469966057,-1.2248286389154048,1.220861054446878,-0.2984341156155186,E01000151,0.0,0.26504095993185844,0.26504095993185844
3.95,32.418,9.586417863189755,-1.2497121902061012,0.7467210732230799,-0.4969096698877573,E01000152,0.0,0.15220255964495838,0.15220255964495838
5.494,41.649,9.366651573337906,-1.0475005944543379,1.422255286323386,-0.2613282063661729,E01000153,0.0,0.3534057358009198,0.3534057358009198
9.276,32.667,9.562249979714448,-0.5521869577100574,0.7649431530694647,-0.471002578480926,E01000154,0.0,0.2737309054115253,0.2737309054115253
12.02,20.797,9.154542209045935,-0.1928160906486335,-0.10371583398509406,-0.03395468834290848,E01000155,0.0,0.25960639921492407,0.25960639921492407
8.165,8.319,9.32870990227762,-0.6976902497309183,-1.0168688955239973,-0.22065611601572635,E01000156,0.0,0.06582008881331937,0.06582008881331937
4.751,12.655,9.438789822080574,-1.1448083766069026,-0.6995558906488023,-0.3386577832823518,E01000157,0.0,0.05212634472431917,0.05212634472431917
6.748,19.721,8.596965093194397,-0.8832691559357425,-0.18245863685541466,0.5637476847871998,E01000158,0.0,0.22802290456025934,0.22802290456025934
4.514,16.257,8.194643583635381,-1.1758473326905607,-0.4359577717464837,0.9950216990685519,E01000159,0.0,0.2084469886051309,0.2084469886051309
7.358,12.121,8.773972659128201,-0.803379859686665,-0.7386345679097235,0.37400201694528473,E01000160,0.0,0.1317537067544595,0.1317537067544595
9.431,14.513,9.034628920221834,-0.5318872184992264,-0.5635855117147358,0.09458799259287966,E01000161,0.0,0.15207563709566413,0.15207563709566413
10.215,18.504,9.11013322155915,-0.42920982791024803,-0.2715199668676638,0.013650129815058944,E01000162,0.0,0.1970858533420337,0.1970858533420337
3.796,28.541,9.086578247137805,-1.2698809633575079,0.4629981673418227,0.03890020502511518,E01000163,0.0,0.18459641568239013,0.18459641568239013
7.307,25.331,8.048852179256402,-0.8100591287173255,0.22808701751493696,1.1513047779503063,E01000164,1.0,0.463018651657147,-0.5369813483428529
8.897,13.258,9.188605879830176,-0.6018230942320252,-0.6554277213822566,-0.07046970355146712,E01000165,0.0,0.11453330315574778,0.11453330315574778
5.245,14.861,8.385465884735307,-1.0801111432510924,-0.5381185085559331,0.7904671379664738,E01000166,0.0,0.17576740547273711,0.17576740547273711
1.794,28.35,7.744613117208381,-1.5320750143257915,0.4490205880219053,1.4774379785700367,E01000167,0.0,0.419909445508441,0.419909445508441
6.793,6.975,8.48272596253399,-0.8773756832616302,-1.1152242180683385,0.6862078747032905,E01000168,0.0,0.11671418861367688,0.11671418861367688
6.723,13.226,8.830484529374438,-0.8865433074213604,-0.6577695147761693,0.313423348997962,E01000169,0.0,0.12472594385283287,0.12472594385283287
8.015,20.384,8.76862094660874,-0.7173351586446257,-0.13393960497528218,0.37973885797095525,E01000170,0.0,0.23342627384421719,0.23342627384421719
11.328,24.261,8.83563237697444,-0.2834446037705378,0.14978330090597503,0.30790504374554123,E01000171,1.0,0.3674237508110447,-0.6325762491889553
3.482,8.421,8.041992078623176,-1.311004306016869,-1.0094044290809001,1.1586585561306186,E01000172,0.0,0.13247172610329086,0.13247172610329086
3.155,9.709,8.438647695694641,-1.3538302074487516,-0.9151472449759068,0.7334581723649977,E01000173,0.0,0.09508687733993482,0.09508687733993482
9.698,16.271,9.141793829441072,-0.49691928063282675,-0.4349332371366469,-0.020288889430495595,E01000174,0.0,0.1584681684146312,0.1584681684146312
5.88,7.614,8.30807581183512,-0.9969476955163971,-1.0684615312336405,0.8734264792201237,E01000175,0.0,0.12903574955030933,0.12903574955030933
3.719,30.549,8.966407206454416,-1.279965349933211,0.6099457028098558,0.1677191865722356,E01000176,0.0,0.2279665183082024,0.2279665183082024
5.029,8.263,9.194332933830363,-1.1083998120868315,-1.020967033963345,-0.07660889698254741,E01000177,0.0,0.05100381072824873,0.05100381072824873
4.034,8.055,8.29562340109032,-1.238711041214425,-1.0361886910237788,0.8867750102874217,E01000178,0.0,0.10854855259350712,0.10854855259350712
3.104,8.467,9.431610168908582,-1.3605094764794121,-1.0060381010771504,-0.33096145641176833,E01000179,0.0,0.03182878973587666,0.03182878973587666
8.578,14.555,9.155662408685409,-0.6436012671885101,-0.5605119078852251,-0.03515550158265215,E01000180,0.0,0.12381406412225658,0.12381406412225658
14.153,8.204,9.374896724517322,0.08653451410428842,-1.0252847155333717,-0.27016670831801004,E01000181,0.0,0.12714452067652718,0.12714452067652718
14.505,8.01,8.907463440141859,0.1326345670217889,-1.0394818379839688,0.23090475858488407,E01000182,0.0,0.19885417734040137,0.19885417734040137
2.927,10.613,8.791972378512495,-1.383690468997587,-0.8489915815978679,0.3547069729310804,E01000183,0.0,0.06942835139366546,0.06942835139366546
1.938,31.921,7.912532965312492,-1.5132159017686322,0.7103500945738705,1.2974340134607547,E01000184,0.0,0.44448964678687736,0.44448964678687736
2.906,25.824,9.386526478664054,-1.386440756245506,0.2641652719899074,-0.2826333814557795,E01000185,0.0,0.10693506089816666,0.10693506089816666
7.951,5.195,8.846324261780557,-0.7257169864478078,-1.2454864756047423,0.296443732403718,E01000186,0.0,0.08376263642748231,0.08376263642748231
4.098,13.015,8.993911725143604,-1.2303292134112433,-0.6732107149672824,0.13823534366519222,E01000187,0.0,0.07707042802826886,0.07707042802826886
0.981,8.028,6.20617261960109,-1.6385504206380865,-1.0381645791998926,3.1265901948245114,E01000188,0.0,0.43348324904066476,0.43348324904066476
1.919,24.526,9.63179037157599,-1.5157042568977017,0.1691762774493161,-0.5455473473790609,E01000189,0.0,0.06852287402115048,0.06852287402115048
4.045,10.149,8.850116280113605,-1.2372704145607532,-0.8829475858096048,0.29237882677509636,E01000190,0.0,0.07273829341178661,0.07273829341178661
10.543,6.834,8.714764543417068,-0.38625296041894086,-1.125542745210267,0.43747096189124085,E01000191,0.0,0.14284563739044667,0.14284563739044667
21.425,15.472,8.858325979348173,1.038919698240832,-0.49340489094090917,0.2835783280177331,E01000192,0.0,0.5278622181177791,0.5278622181177791
20.066,16.117,8.765770543987257,0.860936823482641,-0.4462031178448526,0.3827943858303347,E01000193,1.0,0.5199891907730672,-0.48001080922693284
16.012,19.392,8.654360466203082,0.3300004185748377,-0.20653520018658147,0.5022219340368534,E01000194,0.0,0.4770557410005047,0.4770557410005047
1.503,26.999,8.76506837894963,-1.5701861376183843,0.3501529981726457,0.3835470811928004,E01000195,0.0,0.1745071699778378,0.1745071699778378
15.332,12.284,9.06441245901511,0.24094349816603003,-0.7267060578094797,0.06266112308754468,E01000196,0.0,0.242204687796269,0.242204687796269
9.2,12.516,8.807367156522997,-0.562140378226336,-0.7097280557036114,0.3382043312531933,E01000197,0.0,0.16094780540378276,0.16094780540378276
