LSOA11CD,crime_count,hotspot_10,ptal_score,imd_score,pop_density,road_density,node_density
E01001121,62.0,0.0,1.184,7.244,597.6,10017.0,281.0
E01001122,183.0,0.0,3.568,9.529,1163.5,14567.0,430.0
E01001123,125.0,0.0,2.102,9.235,2160.3,31305.0,750.0
E01001124,112.0,0.0,2.584,5.837,2607.0,19098.0,393.0
E01001125,337.0,0.0,6.196,12.056,4236.4,29347.0,490.0
E01001126,83.0,0.0,3.315,6.813,6446.8,34985.0,749.0
E01001127,232.0,0.0,3.627,9.41,4931.8,34622.0,2199.0
E01001128,267.0,0.0,3.937,34.857,7301.7,43213.0,2657.0
E01001129,129.0,0.0,3.702,4.626,4793.4,39985.0,2892.0
E01001130,344.0,0.0,3.311,37.162,12773.4,54625.0,2178.0
E01001131,172.0,0.0,1.024,12.694,9585.1,35425.0,2721.0
E01001132,283.0,0.0,3.009,9.259,3752.0,19824.0,580.0
E01001133,165.0,0.0,5.216,11.327,3974.0,22678.0,1164.0
E01001134,174.0,0.0,4.095,9.9,4283.8,34041.0,2674.0
E01001135,318.0,0.0,5.392,8.602,3724.5,43411.0,3266.0
E01001136,912.0,1.0,20.639,32.903,7238.2,30670.0,1085.0
E01001137,492.0,0.0,7.336,23.5,6002.8,37337.0,1917.0
E01001138,258.0,0.0,8.529,18.603,5767.6,32236.0,1047.0
E01001139,314.0,0.0,12.233,19.585,9213.7,39188.0,623.0
E01001140,221.0,0.0,5.838,21.715,4646.5,18349.0,692.0
E01001141,213.0,0.0,8.061,27.47,8337.7,24271.0,756.0
E01001142,465.0,0.0,11.513,21.44,6195.2,27627.0,755.0
E01001143,363.0,0.0,10.652,30.177,8645.5,32255.0,1170.0
E01001144,366.0,0.0,19.1,37.101,14625.6,26672.0,323.0
E01001145,675.0,0.0,20.684,39.931,13078.0,35929.0,1575.0
E01001146,312.0,0.0,4.45,19.749,11608.5,47621.0,1080.0
E01001147,403.0,0.0,5.389,34.0,8870.1,39109.0,1282.0
E01001148,341.0,0.0,3.735,23.162,12385.6,34571.0,746.0
E01001149,222.0,0.0,3.956,16.06,11576.6,56482.0,1575.0
E01001150,361.0,0.0,5.491,20.545,6131.7,44439.0,1153.0
E01001151,464.0,0.0,11.524,40.839,10485.3,38126.0,917.0
E01001152,586.0,0.0,14.218,37.166,11981.4,42359.0,1193.0
E01001153,346.0,0.0,12.725,22.665,11665.5,61783.0,1553.0
E01001154,647.0,0.0,16.377,28.926,11129.4,54495.0,1324.0
E01001155,1138.0,1.0,18.316,43.809,13230.1,42659.0,1689.0
E01001156,258.0,0.0,7.795,26.234,6378.7,41882.0,1534.0
E01001157,369.0,0.0,4.17,18.181,5576.6,41992.0,999.0
E01001158,248.0,0.0,6.979,20.443,7308.2,40335.0,1901.0
E01001159,352.0,0.0,6.861,14.456,4820.2,31052.0,1029.0
E01001160,444.0,0.0,3.799,13.743,6065.4,25734.0,568.0
E01001161,399.0,0.0,4.911,42.566,5847.3,28582.0,464.0
E01001162,342.0,0.0,9.155,28.352,5772.0,36329.0,1317.0
E01001163,347.0,0.0,8.411,16.31,6998.6,25673.0,857.0
E01001164,656.0,0.0,18.024,20.492,10831.1,49643.0,2244.0
E01001165,356.0,0.0,16.835,24.16,10227.0,35713.0,967.0
E01001166,514.0,0.0,21.47,32.149,11200.9,77338.0,3884.0
E01001167,782.0,1.0,10.656,21.834,4127.5,34239.0,1718.0
E01001168,426.0,0.0,13.612,21.176,8104.4,42906.0,1471.0
E01001169,345.0,0.0,6.67,32.702,8202.1,38208.0,1236.0
E01001170,548.0,0.0,18.518,27.089,7536.9,40773.0,2007.0
E01001171,300.0,0.0,11.03,24.566,5899.3,29089.0,994.0
E01001172,909.0,1.0,5.2,43.062,3136.5,29582.0,1205.0
E01001173,463.0,0.0,3.926,19.768,2692.1,19522.0,723.0
E01001174,264.0,0.0,3.577,22.452,7387.5,40865.0,1017.0
E01001175,435.0,0.0,12.111,30.599,10811.3,47893.0,1035.0
E01001176,585.0,0.0,7.882,22.748,7320.7,52021.0,1466.0
E01001177,639.0,0.0,5.574,31.6,5601.2,35969.0,623.0
E01001178,1456.0,1.0,11.304,58.173,9002.8,61111.0,2279.0
E01001179,281.0,0.0,6.149,20.706,14532.8,44678.0,1200.0
E01001180,429.0,0.0,8.179,27.841,12958.1,54783.0,1446.0
E01001181,871.0,1.0,11.94,42.449,15000.0,46269.0,1696.0
E01001182,320.0,0.0,5.699,21.65,10438.1,70661.0,1587.0
E01001183,1057.0,1.0,9.617,24.133,13478.9,56732.0,1294.0
E01001184,231.0,0.0,4.81,16.909,6883.9,32404.0,838.0
E01001185,310.0,0.0,14.225,19.985,8463.5,46146.0,1501.0
E01001186,415.0,0.0,10.351,29.074,9344.8,45065.0,1145.0
E01001187,353.0,0.0,5.573,20.607,11936.3,39563.0,797.0
E01001188,448.0,0.0,16.652,28.153,10420.2,49891.0,959.0
E01001189,198.0,0.0,12.909,17.717,10330.8,52353.0,1360.0
E01001190,225.0,0.0,8.525,27.441,6153.8,36563.0,1344.0
E01001191,765.0,0.0,20.279,34.93,13189.1,39330.0,857.0
E01001192,391.0,0.0,13.671,27.765,8535.3,49915.0,1709.0
E01001193,370.0,0.0,5.909,34.356,9546.0,43633.0,1438.0
E01001194,297.0,0.0,9.515,18.25,2977.0,35433.0,1505.0
E01001195,264.0,0.0,8.069,13.986,4402.6,37909.0,758.0
E01001196,458.0,0.0,11.844,38.041,7055.0,81476.0,2145.0
E01001197,278.0,0.0,7.277,22.602,4598.0,39356.0,841.0
E01001198,209.0,0.0,6.107,14.822,14268.7,98623.0,1706.0
E01001199,354.0,0.0,7.809,22.254,15703.5,115472.0,1977.0
E01001200,344.0,0.0,4.753,15.981,11781.2,95010.0,1530.0
E01001201,263.0,0.0,5.554,17.646,12985.3,90204.0,1268.0
E01001202,1279.0,1.0,15.491,33.786,15312.1,97338.0,3313.0
E01001203,473.0,0.0,11.537,32.757,18327.9,91318.0,2704.0
E01001204,177.0,0.0,9.82,13.681,9584.3,35333.0,664.0
E01001205,237.0,0.0,7.125,31.013,7234.0,55113.0,1329.0
E01001206,371.0,0.0,5.117,42.319,10534.0,47379.0,1266.0
E01001207,318.0,0.0,11.159,16.207,11047.0,42238.0,1301.0
E01001208,175.0,0.0,8.159,11.841,2523.2,27226.0,661.0
E01001209,323.0,0.0,4.401,7.107,6078.0,31058.0,490.0
E01001210,392.0,0.0,9.255,50.708,8342.9,35674.0,1374.0
E01001211,173.0,0.0,6.774,10.395,9639.1,34851.0,768.0
E01001212,229.0,0.0,8.411,13.453,6191.3,34182.0,902.0
E01001213,366.0,0.0,12.402,28.161,13302.4,30113.0,407.0
E01001214,219.0,0.0,8.057,15.937,7511.8,30990.0,765.0
E01001215,572.0,0.0,17.607,30.196,11828.6,40847.0,1080.0
E01001216,228.0,0.0,10.879,22.184,12328.9,51848.0,1499.0
E01001217,208.0,0.0,4.491,16.083,7783.1,40382.0,1339.0
E01001218,418.0,0.0,4.888,36.313,7428.7,35536.0,954.0
E01001219,437.0,0.0,5.449,36.023,13246.8,41183.0,1021.0
E01001220,379.0,0.0,7.481,47.749,1626.6,23709.0,1025.0
E01001221,352.0,0.0,31.601,24.068,6671.6,39819.0,1982.0
E01001222,200.0,0.0,19.688,21.852,7205.0,32072.0,1358.0
E01001223,214.0,0.0,14.325,11.671,6508.5,23190.0,725.0
E01001224,195.0,0.0,8.958,9.146,6521.7,26596.0,446.0
E01001225,859.0,1.0,32.116,21.713,7727.5,32234.0,1272.0
E01001226,161.0,0.0,16.683,13.363,6604.1,27507.0,689.0
E01001227,181.0,0.0,9.711,10.29,8797.0,35749.0,831.0
E01001228,264.0,0.0,24.178,11.398,6897.3,30369.0,840.0
E01001229,230.0,0.0,7.696,30.226,7452.1,40939.0,616.0
E01001230,364.0,0.0,8.208,21.257,7157.8,25842.0,591.0
E01001231,360.0,0.0,13.376,13.847,5089.6,30083.0,1088.0
E01001232,225.0,0.0,3.383,23.753,7219.6,39651.0,1093.0
E01001233,368.0,0.0,12.026,23.841,8453.4,54256.0,1313.0
E01001234,482.0,0.0,16.003,22.923,4477.1,38360.0,1127.0
E01001235,385.0,0.0,28.254,14.225,6465.0,41563.0,1493.0
E01001236,210.0,0.0,14.167,16.278,10527.8,41817.0,854.0
E01001237,370.0,0.0,4.957,17.023,6622.9,33792.0,927.0
E01001238,981.0,0.0,18.524,24.534,3609.4,54058.0,2948.0
E01001239,343.0,0.0,14.983,32.662,3567.0,35687.0,1296.0
E01001240,372.0,0.0,21.588,20.451,9297.0,77095.0,2712.0
E01001241,467.0,0.0,9.755,22.203,5253.5,48301.0,1574.0
E01001242,265.0,0.0,3.505,26.914,7775.6,50374.0,1137.0
E01001243,469.0,0.0,13.379,25.381,10766.5,51109.0,1552.0
E01001244,497.0,0.0,10.786,28.857,13046.7,50871.0,1624.0
E01001245,526.0,0.0,10.955,15.441,19629.6,47877.0,896.0
E01001246,855.0,1.0,12.855,32.021,1817.2,30296.0,1129.0
E01001247,2268.0,1.0,10.362,21.278,1998.6,40799.0,1508.0
E01001248,310.0,0.0,4.915,17.386,2390.5,53966.0,1496.0
E01001249,1025.0,1.0,18.744,41.534,15655.5,57829.0,2589.0
E01001250,610.0,0.0,13.167,37.117,8815.7,83357.0,1958.0
E01001251,328.0,0.0,14.279,18.709,9684.2,90818.0,2523.0
E01001252,710.0,0.0,14.89,25.654,12724.5,91695.0,2595.0
E01001253,220.0,0.0,5.609,15.645,13031.2,114806.0,2107.0
E01001254,228.0,0.0,8.629,14.588,8330.9,87949.0,2792.0
E01001255,141.0,0.0,7.702,13.456,8957.2,109154.0,1977.0
E01001257,544.0,0.0,7.045,40.826,13549.8,46148.0,1210.0
E01001258,230.0,0.0,10.086,15.858,8814.7,38855.0,553.0
E01001259,253.0,0.0,11.962,20.119,6128.8,34803.0,750.0
E01001260,268.0,0.0,13.747,20.741,7605.4,36793.0,982.0
E01001261,1268.0,1.0,16.081,22.674,5396.8,29846.0,1139.0
E01001262,277.0,0.0,5.983,31.334,6247.6,41203.0,1272.0
E01001263,549.0,0.0,3.783,34.487,5932.4,52167.0,2146.0
E01001264,276.0,0.0,3.274,24.398,6000.0,34821.0,666.0
E01001265,315.0,0.0,2.136,20.568,3437.7,29759.0,694.0
E01001266,633.0,0.0,9.71,16.109,2499.7,33743.0,820.0
E01001267,510.0,0.0,8.613,31.849,5301.0,47915.0,1400.0
E01001268,241.0,0.0,4.445,18.541,6463.6,43114.0,911.0
E01001269,245.0,0.0,8.364,13.557,7802.2,34570.0,1024.0
E01001270,251.0,0.0,3.366,15.651,6252.2,37635.0,862.0
E01001271,353.0,0.0,6.966,16.877,5662.0,43652.0,1186.0
E01001272,462.0,0.0,14.683,19.058,3138.6,37090.0,1201.0
E01001273,281.0,0.0,9.994,9.462,4307.0,27383.0,584.0
E01001274,164.0,0.0,8.733,8.494,6009.0,39642.0,867.0
E01001275,348.0,0.0,18.895,19.035,5156.1,26105.0,827.0
E01001276,602.0,0.0,6.174,20.56,4933.4,30043.0,976.0
E01001277,620.0,0.0,12.708,17.535,3762.9,51650.0,1819.0
E01001278,916.0,1.0,17.062,23.769,4595.8,42137.0,1471.0
E01001279,157.0,0.0,6.534,7.15,5901.9,25311.0,513.0
E01001280,237.0,0.0,8.946,13.686,4888.3,41276.7,1422.0
E01001281,170.0,0.0,5.894,7.459,5464.0,33953.0,868.0
E01001282,160.0,0.0,8.628,35.01,10771.8,39120.0,819.0
E01001283,390.0,0.0,12.958,40.085,6834.2,56079.0,1128.0
E01001284,224.0,0.0,7.344,15.752,3637.1,27250.0,525.0
E01001285,410.0,0.0,7.674,23.184,8297.4,37030.0,527.0
E01001286,220.0,0.0,6.753,23.532,7810.0,42321.0,1006.0
E01001287,143.0,0.0,5.177,31.223,17548.8,28433.0,666.0
E01001288,244.0,0.0,8.263,16.018,8536.7,36114.0,533.0
E01001289,150.0,0.0,8.685,15.526,10661.9,41885.0,596.0
E01001290,314.0,0.0,5.793,12.68,4044.2,34058.0,1371.0
E01001291,268.0,0.0,8.702,19.365,10633.7,43801.0,628.0
E01001292,235.0,0.0,7.32,13.864,8986.1,31425.0,554.0
E01001293,250.0,0.0,5.523,17.362,12530.9,43324.0,568.0
E01001294,319.0,0.0,5.552,22.485,6831.6,32175.0,498.0
E01001295,214.0,0.0,5.835,17.222,11218.8,36486.0,673.0
E01001296,172.0,0.0,6.062,22.011,9096.1,33725.0,790.0
E01001297,357.0,0.0,5.439,23.36,7332.3,33686.0,1033.0
E01001298,331.0,0.0,7.63,27.974,12029.6,36149.0,694.0
E01001299,226.0,0.0,9.2,8.007,7694.0,68077.0,1299.0
E01001300,188.0,0.0,13.241,8.87,11736.9,53934.0,936.0
E01001301,339.0,0.0,8.743,20.032,7508.0,52829.0,2297.0
E01001302,216.0,0.0,11.128,11.697,4755.1,33613.0,1102.0
E01001303,319.0,0.0,12.418,9.914,10734.3,36326.0,918.0
E01001304,235.0,0.0,9.88,14.074,14330.2,34599.0,749.0
E01001305,172.0,0.0,7.026,7.673,11466.5,132109.0,2297.0
E01001306,130.0,0.0,9.203,8.308,10657.6,96517.0,2011.0
E01001307,315.0,0.0,2.717,11.103,3289.1,30076.0,888.0
E01001308,240.0,0.0,4.371,11.391,1746.4,24535.0,838.0
E01001309,285.0,0.0,4.056,15.083,5558.2,33848.0,762.0
E01001310,317.0,0.0,6.853,18.59,8981.1,30662.0,958.0
E01001311,331.0,0.0,6.109,28.942,7834.5,47732.0,1747.0
E01001312,271.0,0.0,11.927,16.657,9604.7,41495.0,1098.0
E01001313,168.0,0.0,7.066,13.693,9965.3,44842.0,963.0
E01001314,215.0,0.0,4.141,10.954,5203.0,39793.0,965.0
E01001315,189.0,0.0,7.795,18.255,8917.9,42933.0,1268.0
E01001316,304.0,0.0,9.92,31.82,9535.9,53452.0,2066.0
E01001317,356.0,0.0,6.903,26.465,6456.5,28144.0,762.0
E01001318,399.0,0.0,10.732,36.013,7658.2,41082.0,811.0
E01001319,181.0,0.0,10.536,18.036,11072.2,47940.0,992.0
E01001320,306.0,0.0,1.14,41.628,3543.7,30702.0,590.0
E01001321,394.0,0.0,7.949,26.07,6826.5,33800.0,1203.0
E01001322,493.0,0.0,10.02,23.866,3800.0,37935.0,956.0
E01001323,704.0,0.0,14.415,23.054,5952.7,43652.0,1824.0
E01001324,334.0,0.0,6.319,33.507,5256.0,45045.0,1322.0
E01001325,339.0,0.0,1.698,26.632,2084.1,11864.0,217.0
E01001326,582.0,0.0,1.362,33.051,2648.3,26523.0,788.0
E01001327,559.0,0.0,6.895,30.832,6817.7,48957.0,2037.0
E01001328,646.0,0.0,6.969,33.629,4753.6,42738.0,1582.0
E01001329,257.0,0.0,4.095,24.129,6502.2,30535.0,917.0
E01001330,499.0,0.0,6.553,42.882,6258.0,46156.0,1571.0
E01001331,316.0,0.0,6.286,37.261,12612.4,55269.0,1198.0
E01001332,347.0,0.0,7.336,39.944,11618.1,61627.0,2226.0
E01001333,790.0,1.0,11.526,39.653,8857.3,37907.0,1200.0
E01001334,314.0,0.0,4.943,41.199,10484.3,25939.0,489.0
E01001335,322.0,0.0,1.554,20.851,3667.5,19586.0,395.0
E01001336,312.0,0.0,3.769,24.895,7268.1,27265.0,910.0
E01001337,772.0,0.0,3.479,35.728,1743.5,28737.0,899.0
E01001338,510.0,0.0,5.799,27.178,3413.2,29499.0,968.0
E01001339,468.0,0.0,2.078,35.644,3007.9,27154.0,889.0
E01001340,1379.0,1.0,4.401,38.035,12851.3,52834.0,2048.0
E01001341,243.0,0.0,3.129,12.828,7818.5,45029.0,721.0
E01001342,207.0,0.0,4.064,14.813,9984.2,56567.0,1205.0
E01001343,231.0,0.0,4.172,15.378,4991.3,34775.0,652.0
E01001344,512.0,0.0,9.273,18.422,4738.1,45033.0,982.0
E01001345,226.0,0.0,4.403,17.505,9707.3,30409.0,644.0
E01001346,219.0,0.0,7.02,12.0,8508.0,53882.0,772.0
E01001347,953.0,1.0,4.073,18.682,2932.8,24289.0,771.0
E01001348,659.0,0.0,10.924,19.431,4064.2,44476.0,1578.0
E01001349,339.0,0.0,8.296,33.598,2073.8,29304.0,1142.0
E01001350,183.0,0.0,11.732,16.166,4824.0,30905.0,418.0
E01001351,1176.0,1.0,19.593,28.006,10164.9,94600.0,5031.0
E01001352,404.0,0.0,18.863,15.249,9893.8,34766.0,810.0
E01001353,265.0,0.0,18.202,23.368,7234.2,56722.8,1908.5
E01001354,866.0,1.0,20.066,22.226,7600.7,31567.0,1256.0
E01001355,526.0,0.0,14.027,24.463,13376.6,54231.0,1615.0
E01001356,385.0,0.0,16.503,45.936,17861.4,66882.0,2693.0
E01001357,354.0,0.0,10.01,41.995,24708.0,62457.0,1668.0
E01001358,353.0,0.0,13.321,45.789,7671.5,43321.0,1658.0
E01001359,683.0,0.0,8.323,24.895,18540.3,46319.0,503.0
E01001360,325.0,0.0,15.375,29.132,15750.9,29661.0,1028.0
E01001361,2380.0,1.0,15.907,34.209,5879.6,31553.0,1185.0
E01001362,755.0,0.0,11.768,29.18,10758.5,29666.0,1175.0
E01001363,268.0,0.0,6.804,26.151,14737.6,50795.0,661.0
E01001364,389.0,0.0,4.905,42.16,15450.7,45335.0,974.0
E01001365,397.0,0.0,1.962,28.015,5555.1,28959.0,873.0
E01001366,366.0,0.0,5.225,28.541,12030.5,33236.0,585.0
E01001367,972.0,1.0,14.32,30.306,13323.5,46387.0,1570.0
E01001368,328.0,0.0,6.587,28.942,13706.3,47741.0,1040.0
E01001369,424.0,0.0,10.5,24.898,13750.8,35312.0,816.0
E01001370,415.0,0.0,4.145,25.905,4843.9,30521.0,708.0
E01001371,512.0,0.0,6.879,27.142,11402.5,44985.0,1038.0
E01001372,426.0,0.0,7.116,31.007,19883.4,45212.0,1098.0
E01001373,401.0,0.0,9.248,26.285,13546.3,35918.0,676.0
E01001374,179.0,0.0,7.198,11.21,14984.6,60044.0,1375.0
E01001375,209.0,0.0,7.888,5.53,12259.9,61146.0,1114.0
E01001376,298.0,0.0,6.404,23.916,10977.5,54668.0,1662.0
E01001377,210.0,0.0,13.337,8.237,8599.2,48536.0,787.0
E01001379,157.0,0.0,8.075,6.511,13033.0,44470.0,710.0
E01001380,251.0,0.0,12.295,12.501,13132.1,34675.0,1094.0
E01001381,734.0,0.0,9.901,18.031,6576.7,41751.0,1685.0
E01001382,164.0,0.0,9.002,8.388,7259.8,37059.0,795.0
E01001383,156.0,0.0,8.348,11.57,15168.5,99332.0,1843.0
E01001384,292.0,0.0,11.571,9.84,16051.4,102472.0,1512.0
E01001385,229.0,0.0,11.081,8.565,10474.4,61893.0,969.0
E01001386,348.0,0.0,10.214,9.924,5828.2,41709.0,1334.0
E01001387,504.0,0.0,16.677,16.451,6105.8,46493.0,1896.0
E01001388,545.0,0.0,19.715,34.821,8113.4,41025.0,1588.0
E01001389,906.0,1.0,15.537,21.071,13096.8,96575.0,2085.0
E01001390,218.0,0.0,22.052,10.543,11829.4,38872.0,637.0
E01001391,310.0,0.0,11.927,25.639,13441.5,44794.0,453.0
E01001392,222.0,0.0,15.624,10.702,11640.7,43439.0,1127.0
E01001393,313.0,0.0,15.788,19.095,10974.9,44920.0,799.0
E01001394,440.0,0.0,11.47,26.964,11583.5,37119.0,940.0
E01001395,337.0,0.0,2.876,35.279,6809.8,43413.0,1389.0
E01001396,267.0,0.0,11.909,19.048,9865.0,41867.0,332.0
E01001397,484.0,0.0,7.45,24.623,7239.9,47306.0,1299.0
E01001398,304.0,0.0,8.656,9.217,7671.6,31202.0,284.0
E01001399,223.0,0.0,7.352,11.221,6106.3,59665.0,1254.0
E01001400,261.0,0.0,7.771,10.379,6402.8,40998.0,402.0
E01001401,141.0,0.0,8.21,12.406,9416.9,43751.0,827.0
E01001402,305.0,0.0,6.77,8.991,5277.9,30617.0,748.0
E01001403,286.0,0.0,5.441,15.86,4605.6,48086.0,1464.0
E01001404,247.0,0.0,1.388,19.168,2863.2,35320.0,743.0
E01001405,280.0,0.0,8.739,12.081,6540.8,27471.0,515.0
E01001406,562.0,0.0,8.229,24.464,8123.5,45138.0,853.0
E01001407,385.0,0.0,1.172,18.518,1543.9,29960.0,1091.0
E01001408,365.0,0.0,9.042,16.678,11469.8,47182.0,865.0
E01001409,379.0,0.0,3.285,34.902,10779.0,71864.0,2581.0
E01001410,524.0,0.0,1.522,45.507,13752.4,57256.0,797.0
E01001411,427.0,0.0,5.3,13.411,10236.7,46286.0,1117.0
E01001412,706.0,0.0,0.567,28.35,122.6,9911.0,402.0
E01001413,210.0,0.0,2.488,7.768,3200.9,35138.0,935.0
E01001414,343.0,0.0,3.943,42.821,4241.9,36766.0,2114.0
E01001415,723.0,0.0,7.823,15.471,1894.0,37620.0,1284.0
E01001416,193.0,0.0,6.844,7.674,5322.2,40615.0,1780.0
E01001417,353.0,0.0,0.983,8.251,331.0,14511.0,660.0
E01001418,352.0,0.0,9.093,21.09,2806.9,34807.0,1314.0
E01001419,449.0,0.0,11.71,15.206,2959.5,35129.0,1257.0
E01001420,296.0,0.0,4.875,26.371,5011.2,28297.0,692.0
E01001421,201.0,0.0,6.276,26.74,8641.5,36520.0,927.0
E01001422,174.0,0.0,1.581,7.863,1146.0,13361.0,625.0
E01001423,421.0,0.0,12.88,31.815,9029.7,38121.0,1267.0
E01001424,219.0,0.0,21.257,45.659,17089.1,73845.0,3203.0
E01001425,906.0,1.0,17.237,48.205,5027.3,50220.0,3016.0
E01001426,573.0,0.0,7.941,41.035,5909.8,28140.0,802.0
E01001427,1083.0,1.0,2.877,42.558,1293.1,37426.0,1452.0
E01001428,424.0,0.0,8.048,38.085,10953.6,42676.0,1088.0
E01001429,2764.0,1.0,22.628,46.391,9564.5,49498.0,1687.0
E01001430,406.0,0.0,19.349,42.061,17234.6,35973.0,897.0
E01001431,444.0,0.0,6.335,43.347,13151.7,56854.0,1739.0
E01001432,713.0,0.0,14.753,39.635,12170.8,63315.0,1755.0
E01001433,502.0,0.0,5.314,36.086,5448.6,41813.0,1195.0
E01001434,381.0,0.0,3.488,28.191,9014.2,51059.0,465.0
E01001435,241.0,0.0,5.152,26.237,9631.7,32782.0,531.0
E01001436,423.0,0.0,4.711,28.56,9887.5,37904.0,666.0
E01001437,941.0,1.0,1.973,38.766,861.4,19493.0,674.0
E01001438,529.0,0.0,7.039,34.949,6053.5,46364.0,1478.0
E01001439,973.0,1.0,7.979,35.255,10147.6,40992.0,716.0
E01001440,457.0,0.0,7.769,30.551,5330.6,43084.0,2507.0
E01001441,563.0,0.0,5.272,37.103,4945.9,25803.0,689.0
E01001442,514.0,0.0,8.969,44.482,15047.8,40308.0,712.0
E01001444,463.0,0.0,6.076,22.75,5495.4,28733.0,674.0
E01001445,833.0,1.0,3.278,29.846,1978.5,29421.0,1575.0
E01001446,318.0,0.0,7.562,27.924,10282.2,32138.0,547.0
E01001447,539.0,0.0,6.998,42.79,10669.9,37384.0,1036.0
E01001448,433.0,0.0,7.983,30.162,12600.1,36867.0,559.0
E01001449,329.0,0.0,7.158,29.422,6976.6,32958.0,551.0
E01001450,1726.0,1.0,16.394,21.426,6647.1,32846.0,1371.0
E01001451,432.0,0.0,8.444,16.806,2688.8,28916.0,1330.0
E01001452,129.0,0.0,3.502,11.358,2150.0,25686.0,888.0
E01001453,156.0,0.0,5.344,6.185,3230.8,22367.0,565.0
E01001454,197.0,0.0,7.688,9.141,4396.5,27618.0,416.0
E01001455,229.0,0.0,5.502,11.174,6117.6,50802.0,2156.0
E01001456,184.0,0.0,8.254,5.686,5242.2,35664.0,1013.0
E01001457,273.0,0.0,14.286,13.891,6831.2,31740.0,1622.0
E01001458,499.0,0.0,10.528,40.254,10976.1,89734.0,3491.0
E01001459,353.0,0.0,5.011,23.802,7940.9,29031.0,590.0
E01001460,515.0,0.0,17.669,38.272,17234.9,56302.0,1965.0
E01001461,532.0,0.0,5.731,40.049,5447.6,24470.0,746.0
E01001462,327.0,0.0,8.259,35.063,13336.4,40576.0,821.0
E01001463,226.0,0.0,5.472,22.651,5958.7,17009.0,148.0
E01001464,266.0,0.0,4.293,38.337,6519.6,41200.0,926.0
E01001465,486.0,0.0,6.532,24.442,6837.5,43449.0,1131.0
E01001466,344.0,0.0,9.782,28.341,20202.4,43608.0,1405.0
E01001467,285.0,0.0,8.585,26.454,18965.8,32969.0,338.0
E01001468,995.0,1.0,4.646,29.819,1805.2,25774.0,1472.0
E01001469,220.0,0.0,8.298,23.277,7863.8,32816.0,1009.0
E01001470,286.0,0.0,2.17,10.556,869.5,13000.0,424.0
E01001471,306.0,0.0,4.387,17.36,5227.4,32286.0,1647.0
E01001472,258.0,0.0,10.936,13.774,6596.2,31506.0,897.0
E01001473,209.0,0.0,3.263,15.973,1894.1,22072.0,883.0
E01001474,227.0,0.0,7.256,13.064,4918.4,32745.0,1211.0
E01001475,164.0,0.0,5.901,7.273,5340.6,26724.0,1166.0
E01001476,431.0,0.0,7.53,28.029,8655.5,52645.0,1253.0
E01001477,405.0,0.0,2.053,34.984,2933.8,17367.0,383.0
E01001478,257.0,0.0,3.894,25.908,5218.8,32006.0,774.0
E01001479,539.0,0.0,6.58,33.274,7327.3,38272.0,995.0
E01001480,327.0,0.0,4.343,30.603,8048.7,39869.0,758.0
E01001481,286.0,0.0,3.896,26.529,10447.9,57442.0,857.0
E01001482,335.0,0.0,4.539,38.527,10895.2,38431.0,722.0
E01001483,560.0,0.0,1.313,53.716,2122.7,15457.0,320.0
E01001484,367.0,0.0,4.789,24.503,4292.7,33059.0,469.0
E01001485,464.0,0.0,20.342,37.13,14722.7,52113.0,1395.0
E01001486,573.0,0.0,5.797,41.507,11900.3,67133.0,1748.0
E01001487,468.0,0.0,11.708,35.047,14980.7,39920.0,561.0
E01001488,409.0,0.0,10.005,30.484,15060.9,43421.0,758.0
E01001489,492.0,0.0,7.011,30.915,10594.8,39346.0,789.0
E01001491,572.0,0.0,17.533,32.824,13157.9,50413.0,1234.0
E01001492,419.0,0.0,8.648,32.044,13276.9,37466.0,1217.0
E01001493,241.0,0.0,3.663,29.242,8205.2,32587.0,719.0
E01001494,257.0,0.0,3.25,15.474,9106.0,56800.0,853.0
E01001495,336.0,0.0,8.265,12.544,11971.5,41226.0,863.0
E01001496,251.0,0.0,2.866,14.271,7266.8,40766.0,723.0
E01001497,261.0,0.0,2.738,23.466,7165.4,59547.0,1499.0
E01001498,1009.0,1.0,11.008,17.405,9638.0,40255.0,1181.0
E01001499,323.0,0.0,5.506,24.023,7389.6,88597.0,3817.0
E01001500,327.0,0.0,6.562,19.827,7074.8,55029.0,1468.0
E01001501,767.0,0.0,12.511,26.291,7321.9,45701.0,2344.0
E01001502,644.0,0.0,6.394,31.213,6961.2,31516.0,597.0
E01001503,491.0,0.0,7.15,28.155,11079.8,30808.0,454.0
E01001504,349.0,0.0,6.692,30.29,11778.6,31944.0,603.0
E01001505,447.0,0.0,13.434,33.573,10072.0,35044.0,1313.0
E01001506,702.0,0.0,3.204,38.67,6515.1,17065.0,493.0
E01001507,1268.0,1.0,13.134,40.471,9641.7,44659.0,2177.0
E01001508,602.0,0.0,10.609,31.854,11778.3,46395.0,2297.0
E01001509,462.0,0.0,8.032,34.342,12168.8,48857.0,1501.0
E01001510,702.0,0.0,6.111,47.177,6515.1,58021.0,1782.0
E01001511,677.0,0.0,9.963,21.859,4948.5,33343.0,965.0
E01001512,607.0,0.0,14.49,18.403,11946.5,29671.0,909.0
E01001513,1548.0,1.0,7.433,33.421,2085.2,33240.0,1506.0
E01001514,318.0,0.0,5.784,21.731,12902.0,38885.0,564.0
E01001515,514.0,0.0,8.159,37.118,15806.9,56162.0,2019.0
E01001516,550.0,0.0,3.863,28.911,6476.5,28064.0,882.0
