LSOA11CD,crime_count,hotspot_10,ptal_score,imd_score,pop_density,road_density,node_density
E01002735,1053.0,1.0,49.092,33.51,27287.8,61200.0,2797.0
E01002736,314.0,0.0,32.633,45.005,20177.6,48601.0,1279.0
E01002737,382.0,0.0,16.818,35.801,25318.6,68597.0,1961.0
E01002738,518.0,0.0,21.782,24.682,7339.3,33196.0,1760.0
E01002739,565.0,0.0,27.066,17.378,15677.7,55186.0,1275.0
E01002740,1069.0,1.0,37.859,16.104,10184.7,42906.0,1839.0
E01002741,423.0,0.0,11.417,34.846,14407.9,51435.0,1517.0
E01002742,343.0,0.0,23.806,15.801,18709.1,44427.0,1200.0
E01002743,295.0,0.0,11.083,19.06,15689.3,71679.0,2254.0
E01002744,347.0,0.0,15.196,17.889,13262.6,38934.0,747.0
E01002745,355.0,0.0,20.071,15.807,13233.4,48815.0,1129.0
E01002747,543.0,0.0,39.48,13.325,15160.7,43202.0,835.0
E01002748,811.0,1.0,41.185,39.897,11705.6,39744.0,1300.0
E01002749,327.0,0.0,26.98,22.829,18317.3,44699.0,1318.0
E01002751,479.0,0.0,32.762,38.0,23764.6,72608.0,3063.0
E01002752,293.0,0.0,22.951,22.426,17971.2,44000.0,1132.0
E01002753,275.0,0.0,16.315,29.443,17857.1,59809.0,2097.0
E01002754,232.0,0.0,24.414,16.43,12583.3,41464.0,1101.0
E01002755,276.0,0.0,10.657,39.869,13445.5,68610.0,2473.0
E01002756,297.0,0.0,14.304,27.776,11396.4,47422.0,1753.0
E01002757,289.0,0.0,9.184,24.102,15923.1,57347.0,1768.0
E01002758,542.0,0.0,12.388,44.134,14551.6,68104.0,3055.0
E01002759,202.0,0.0,19.867,20.645,14135.3,62802.0,2591.0
E01002760,368.0,0.0,14.011,38.826,19140.0,53868.0,1930.0
E01002762,423.0,0.0,25.727,20.717,11700.0,58261.0,2048.0
E01002763,467.0,0.0,30.579,33.113,13191.5,74039.0,2997.0
E01002764,404.0,0.0,20.903,30.946,13695.3,50060.0,1817.0
E01002765,882.0,1.0,22.054,28.236,16717.4,43986.0,1644.0
E01002766,603.0,0.0,16.822,31.553,15947.3,42135.0,1464.0
E01002767,529.0,0.0,25.106,36.783,18099.2,59762.0,3036.0
E01002768,389.0,0.0,18.292,29.312,15535.2,51261.0,1392.0
E01002769,396.0,0.0,13.79,20.118,8637.8,32770.0,840.0
E01002770,1669.0,1.0,32.997,29.977,8768.4,59688.0,2963.0
E01002771,435.0,0.0,21.738,27.333,12898.9,46074.0,1635.0
E01002772,996.0,1.0,32.096,28.721,18177.4,45349.0,1311.0
E01002773,408.0,0.0,28.844,50.095,17046.6,64001.0,1772.0
E01002774,670.0,0.0,26.371,30.891,11989.9,47445.0,1877.0
E01002775,447.0,0.0,29.987,22.198,11891.9,48574.0,2650.0
E01002776,472.0,0.0,27.82,32.142,16039.7,54620.0,2837.0
E01002777,463.0,0.0,29.347,27.576,14220.3,39009.0,1555.0
E01002778,401.0,0.0,27.281,39.066,18476.2,56704.0,3986.0
E01002779,616.0,0.0,18.194,18.595,15840.9,60989.0,3053.0
E01002780,371.0,0.0,23.94,26.351,21506.3,43821.0,2066.0
E01002781,332.0,0.0,19.365,28.936,19078.9,57838.0,3370.0
E01002782,426.0,0.0,21.428,37.168,16254.3,57187.0,2182.0
E01002783,515.0,0.0,15.826,46.454,17286.6,30453.0,1224.0
E01002784,404.0,0.0,12.755,34.3,13562.6,43448.0,1860.0
E01002785,505.0,0.0,15.319,18.889,13089.4,48175.0,1076.0
E01002786,543.0,0.0,20.957,36.106,17821.7,59157.0,2189.0
E01002787,263.0,0.0,17.16,32.105,13264.2,57328.0,1768.0
E01002788,373.0,0.0,12.112,16.985,14861.3,46633.0,1540.0
E01002789,367.0,0.0,14.678,13.703,13814.5,38168.0,1060.0
E01002790,469.0,0.0,30.812,42.268,17896.1,64023.0,2559.0
E01002791,686.0,0.0,38.159,13.879,12995.8,49407.0,3035.0
E01002792,644.0,0.0,26.062,16.098,17504.7,43353.0,1898.0
E01002793,645.0,0.0,31.008,36.247,17307.7,75499.0,3094.0
E01002794,2086.0,1.0,30.878,22.216,11295.7,60191.0,3449.0
E01002795,1599.0,1.0,36.079,25.019,10975.1,52332.0,3988.0
E01002796,309.0,0.0,30.677,23.575,14217.9,54986.0,1797.0
E01002797,784.0,1.0,22.27,32.118,16780.1,56043.0,2211.0
E01002798,505.0,0.0,16.149,21.479,14274.4,66031.0,1915.0
E01002799,455.0,0.0,22.765,32.282,22553.2,55919.0,2189.0
E01002800,462.0,0.0,13.452,38.934,21313.3,66108.0,2778.0
E01002801,707.0,0.0,30.576,16.852,13644.9,47638.0,1127.0
E01002802,398.0,0.0,17.254,25.903,17075.6,55603.0,2262.0
E01002803,1245.0,0.0,25.179,23.761,13453.1,59727.0,2924.0
E01002804,422.0,0.0,11.407,37.376,13978.2,44809.0,882.0
E01002805,685.0,0.0,29.273,22.828,11195.3,54024.0,1433.0
E01002806,382.0,0.0,18.981,26.952,14735.9,34038.0,1052.0
E01002807,439.0,0.0,11.817,31.573,18492.4,69222.0,1845.0
E01002808,458.0,0.0,13.282,24.642,14580.8,45348.0,985.0
E01002809,355.0,0.0,17.717,31.444,19100.1,42137.0,1281.0
E01002810,660.0,0.0,14.094,33.321,21162.2,65435.0,1434.0
E01002811,332.0,0.0,14.152,38.606,17071.5,38344.0,1452.0
E01002812,287.0,0.0,23.538,11.548,16440.3,50764.0,2112.0
E01002813,259.0,0.0,29.7,10.093,13405.6,47240.0,1576.0
E01002814,830.0,1.0,31.204,25.028,15253.1,50497.0,1672.0
E01002815,253.0,0.0,29.539,18.289,18140.6,72211.0,2610.0
E01002816,357.0,0.0,24.271,11.528,17777.8,49354.0,1426.0
E01002817,439.0,0.0,29.084,10.4,8556.9,42631.0,1613.0
E01002818,2576.0,1.0,31.544,12.656,7324.2,51175.0,1507.0
E01002819,1843.0,1.0,28.397,11.072,5074.6,50452.0,2029.0
E01002820,534.0,0.0,34.401,9.557,14536.2,51555.0,1610.0
E01002821,1103.0,1.0,37.477,10.933,5646.3,59422.0,1798.0
E01002822,534.0,0.0,38.527,12.856,14536.2,67712.0,2274.0
E01002823,370.0,0.0,37.285,28.418,15223.9,74416.0,2045.0
E01002824,217.0,0.0,27.065,10.045,8144.5,61451.0,2001.0
E01002825,489.0,0.0,22.672,9.697,9301.7,48073.0,1771.0
E01002826,1185.0,1.0,26.351,10.756,5709.1,56494.0,1658.0
E01002827,779.0,0.0,32.885,12.075,6786.7,35655.0,1078.0
E01002828,331.0,0.0,32.314,16.243,12372.5,38799.0,916.0
E01002829,478.0,0.0,18.08,34.531,24065.7,50451.0,597.0
E01002830,658.0,0.0,16.96,35.373,23140.9,53028.0,892.0
E01002831,1342.0,1.0,19.292,36.708,15575.7,48762.0,1501.0
E01002832,569.0,0.0,25.226,31.366,21587.3,59275.0,1928.0
E01002833,698.0,0.0,21.903,19.197,16712.7,90328.0,3030.0
E01002834,266.0,0.0,34.366,15.607,19951.8,43319.0,916.0
E01002835,1097.0,1.0,35.604,10.461,9387.9,52396.0,1576.0
E01002836,347.0,0.0,31.391,11.093,18118.9,57407.0,1423.0
E01002837,159.0,0.0,29.758,13.106,16101.7,36579.0,534.0
E01002838,532.0,0.0,32.857,11.108,12522.5,44936.0,1360.0
E01002839,477.0,0.0,31.574,25.779,24428.6,55765.0,1691.0
E01002840,384.0,0.0,17.242,37.672,11764.0,67905.0,5446.0
E01002841,445.0,0.0,15.328,26.462,10933.6,54125.0,2060.0
E01002842,109.0,0.0,14.217,47.396,55769.2,125889.0,2897.0
E01002843,609.0,0.0,19.367,42.608,19242.2,127251.0,5542.0
E01002844,422.0,0.0,15.706,17.02,9264.9,71293.0,3035.0
E01002845,343.0,0.0,17.674,21.021,16605.1,67189.0,2385.0
E01002846,433.0,0.0,42.165,30.857,12218.0,52919.0,1933.0
E01002847,445.0,0.0,41.268,22.142,19293.6,44600.0,889.0
E01002848,329.0,0.0,33.992,29.533,15256.1,44294.0,2161.0
E01002849,381.0,0.0,39.811,17.215,23759.6,57194.0,1742.0
E01002850,1112.0,1.0,36.904,23.704,18833.8,43725.0,1082.0
E01002851,644.0,0.0,35.14,39.773,22225.9,53472.0,1770.0
E01002852,1242.0,1.0,13.438,41.748,4309.6,39123.0,1645.0
E01002853,291.0,0.0,15.816,57.097,22488.2,46162.0,925.0
E01002854,473.0,0.0,17.466,45.147,8583.7,81464.0,2054.0
E01002855,575.0,0.0,14.508,45.479,15033.1,84135.0,1731.0
E01002856,830.0,1.0,19.889,37.842,18356.9,98818.0,1234.0
E01002857,523.0,0.0,13.627,59.009,22933.3,74100.0,3323.0
E01002858,483.0,0.0,29.048,23.406,22500.0,66335.0,3091.0
E01002859,996.0,1.0,29.885,10.18,9750.2,49740.0,2248.0
E01002860,396.0,0.0,26.754,11.416,10287.8,52782.0,1378.0
E01002861,480.0,0.0,29.48,15.041,14570.8,53313.0,2074.0
E01002862,218.0,0.0,31.246,26.044,24750.0,91093.0,2528.0
E01002863,285.0,0.0,31.278,9.933,8993.6,48113.0,1188.0
E01002864,336.0,0.0,16.648,9.506,4994.9,46075.0,2017.0
E01002865,751.0,0.0,20.49,7.26,11069.5,38767.0,1088.0
E01002866,329.0,0.0,26.99,20.684,11616.0,53090.0,1649.0
E01002867,550.0,0.0,22.82,22.328,15864.0,67583.0,2724.0
E01002868,214.0,0.0,23.003,9.26,5497.0,32735.0,1467.0
E01002869,402.0,0.0,43.02,19.675,17159.8,63352.0,1331.0
E01002870,715.0,0.0,11.703,41.357,12602.8,58182.0,1885.0
E01002871,616.0,0.0,26.93,11.335,11202.1,74031.0,2734.0
E01002872,284.0,0.0,15.34,38.9,13911.2,72187.0,2241.0
E01002873,305.0,0.0,36.128,19.842,10469.2,69346.0,3166.0
E01002874,259.0,0.0,21.29,20.025,13679.1,121622.0,5297.0
E01002875,261.0,0.0,22.647,14.928,7889.8,90156.0,4608.0
E01002876,348.0,0.0,9.388,20.135,14679.5,38350.0,447.0
E01002877,675.0,0.0,12.158,41.177,13019.7,61350.0,1675.0
E01002878,671.0,0.0,19.82,33.862,11850.9,86840.0,1648.0
E01002879,360.0,0.0,14.789,41.706,22894.1,70499.0,1976.0
E01002880,400.0,0.0,12.196,44.248,17736.4,61246.0,2697.0
E01002881,280.0,0.0,8.057,40.49,23225.3,99219.0,2010.0
E01002882,372.0,0.0,28.093,17.09,8841.9,59440.0,2655.0
E01002883,725.0,0.0,33.922,11.744,12757.1,48074.0,1717.0
E01002884,715.0,0.0,36.246,21.59,17974.0,82122.0,5120.0
E01002885,298.0,0.0,34.894,19.621,24407.4,64921.0,1791.0
E01002886,394.0,0.0,31.442,14.819,10748.0,40636.0,1111.0
E01002887,288.0,0.0,28.803,12.569,13576.1,75178.0,1449.0
E01002888,430.0,0.0,22.37,10.9,19623.1,58948.0,2172.0
E01002889,1295.0,1.0,24.397,8.169,13070.5,34446.0,1105.0
E01002890,237.0,0.0,21.075,8.969,8898.8,45352.0,1312.0
E01002891,273.0,0.0,26.396,9.515,11983.8,45410.0,1584.0
E01002892,355.0,0.0,29.531,8.544,17598.9,78418.0,1447.0
E01002893,357.0,0.0,27.994,21.771,16081.6,65809.0,1274.0
E01002894,422.0,0.0,36.769,19.923,13024.6,75702.0,2005.0
E01002895,532.0,0.0,16.717,11.214,12522.5,50480.0,1379.0
E01002896,310.0,0.0,28.21,10.304,13949.0,39478.0,996.0
E01002897,351.0,0.0,18.575,15.663,10419.0,56587.0,3139.0
E01002898,241.0,0.0,31.0,9.458,12993.0,29029.0,707.0
E01002899,419.0,0.0,16.578,21.45,16751.7,68633.0,1336.0
E01002900,317.0,0.0,8.051,8.274,13141.5,54547.0,1778.0
E01002901,196.0,0.0,16.993,16.507,3206.2,46831.0,1728.0
E01002902,1621.0,1.0,30.722,10.759,8871.2,44071.0,1483.0
E01002903,726.0,0.0,19.704,7.616,11537.1,59567.0,1237.0
E01002904,234.0,0.0,3.245,45.079,13028.2,58067.0,2234.0
E01002905,366.0,0.0,16.074,44.52,9922.8,39725.0,885.0
E01002906,979.0,1.0,11.19,33.044,9044.9,37679.0,954.0
E01002907,272.0,0.0,4.555,52.561,24664.1,70310.0,1288.0
E01002908,327.0,0.0,8.228,26.916,14460.6,45282.0,1147.0
E01002909,450.0,0.0,18.998,29.726,21460.2,29659.0,221.0
E01002910,291.0,0.0,26.377,16.317,9613.8,67532.0,2016.0
E01002911,667.0,0.0,21.776,12.544,10637.4,75979.0,3408.0
E01002912,936.0,1.0,17.612,13.905,13199.6,69241.0,2464.0
E01002913,410.0,0.0,19.1,18.046,16141.2,89144.0,4455.0
E01002914,675.0,0.0,32.079,8.875,6704.1,70577.0,2735.0
E01002915,100.0,0.0,3.328,8.064,4759.3,31618.0,781.0
E01002916,152.0,0.0,6.314,8.236,3360.6,28911.0,1047.0
E01002917,102.0,0.0,2.491,4.073,5183.2,40995.0,629.0
E01002918,181.0,0.0,3.454,12.197,4100.3,23623.0,644.0
E01002919,607.0,0.0,5.297,15.611,2593.5,20400.0,737.0
E01002920,147.0,0.0,2.917,5.052,3428.8,28192.0,537.0
E01002921,235.0,0.0,14.642,15.232,10034.9,51705.0,1881.0
E01002922,137.0,0.0,4.113,9.061,5173.5,23905.0,478.0
E01002923,351.0,0.0,9.894,30.061,14302.8,51857.0,1772.0
E01002924,82.0,0.0,2.609,3.339,4742.3,25205.0,430.0
E01002925,292.0,0.0,7.253,11.459,6792.0,42261.0,939.0
E01002926,126.0,0.0,5.245,7.351,5552.1,44775.0,1032.0
E01002927,136.0,0.0,3.256,12.635,7616.7,26130.0,702.0
E01002928,275.0,0.0,6.958,16.639,7622.4,41053.0,1735.0
E01002929,362.0,0.0,7.389,8.833,2825.7,22223.0,698.0
E01002930,678.0,0.0,13.768,11.051,7367.0,52053.0,2398.0
E01002931,294.0,0.0,9.028,11.45,6567.7,40979.0,2320.0
E01002932,435.0,0.0,4.006,26.643,8876.4,33230.0,1255.0
E01002933,280.0,0.0,11.064,15.439,12402.7,40686.0,842.0
E01002934,161.0,0.0,3.954,3.665,9196.1,38355.0,1367.0
E01002935,332.0,0.0,16.2,8.24,10215.1,50972.0,3171.0
E01002937,176.0,0.0,16.928,5.062,12134.3,31859.0,902.0
E01002938,228.0,0.0,5.361,4.776,8445.9,31774.0,913.0
E01002939,262.0,0.0,6.243,12.767,6287.2,47043.0,928.0
E01002940,141.0,0.0,8.029,18.071,7502.2,43405.0,1272.0
E01002941,226.0,0.0,3.108,9.426,2664.4,17124.0,563.0
E01002942,90.0,0.0,7.821,10.777,6617.9,33832.0,889.0
E01002943,189.0,0.0,2.074,16.752,4749.2,27077.0,805.0
E01002944,177.0,0.0,3.171,13.363,4418.7,36287.0,1095.0
E01002945,153.0,0.0,4.916,9.082,6347.9,47518.0,1021.0
E01002946,135.0,0.0,2.883,8.721,3229.2,18417.0,633.0
E01002947,170.0,0.0,5.819,7.288,5581.9,21302.0,730.0
E01002948,518.0,0.0,1.239,17.875,420.2,10999.0,529.0
E01002949,178.0,0.0,5.127,9.745,6197.2,28249.0,1127.0
E01002950,243.0,0.0,2.733,17.972,1683.6,13000.0,501.0
E01002951,170.0,0.0,7.417,5.416,6726.4,34989.0,1692.0
E01002952,193.0,0.0,2.547,6.26,979.7,19881.0,1010.0
E01002953,210.0,0.0,2.553,7.065,1139.6,28930.0,1541.0
E01002954,566.0,0.0,14.959,12.215,5950.5,40139.0,1577.0
E01002955,275.0,0.0,4.079,14.326,3041.1,50980.0,1456.0
E01002956,256.0,0.0,3.677,7.327,2172.1,42995.0,2356.0
E01002957,306.0,0.0,4.307,14.322,6939.2,36675.0,1427.0
E01002958,86.0,0.0,5.585,6.841,9389.5,40153.0,1047.0
E01002959,101.0,0.0,3.302,3.101,3241.5,19420.0,673.0
E01002960,217.0,0.0,7.779,6.07,6022.0,25561.0,760.0
E01002961,144.0,0.0,5.42,7.367,5186.3,28688.0,726.0
E01002962,186.0,0.0,2.685,12.943,6601.1,26655.0,856.0
E01002963,158.0,0.0,9.692,9.886,9866.4,62413.0,2123.0
E01002964,1181.0,1.0,17.413,17.289,8005.7,46568.0,1609.0
E01002965,668.0,0.0,11.902,12.957,7229.7,44950.0,1992.0
E01002966,275.0,0.0,4.664,9.456,3930.6,26320.0,596.0
E01002967,197.0,0.0,14.844,5.324,9436.8,56179.0,1793.0
E01002968,6774.0,1.0,28.912,14.52,5234.0,52045.0,3262.0
E01002969,439.0,0.0,4.316,40.913,27460.1,71640.0,2345.0
E01002970,339.0,0.0,5.527,21.15,6310.6,29380.0,863.0
E01002971,384.0,0.0,9.166,12.432,5660.4,36020.0,1275.0
E01002972,539.0,0.0,21.931,13.608,12246.1,43446.0,2314.0
E01002973,255.0,0.0,4.766,23.106,5293.3,31576.0,1218.0
E01002974,371.0,0.0,16.35,13.924,9832.8,30299.0,866.0
E01002975,237.0,0.0,5.535,12.123,5023.6,25370.0,858.0
E01002976,130.0,0.0,2.877,8.143,6164.9,32437.0,1055.0
E01002977,310.0,0.0,6.615,18.446,5682.3,27990.0,992.0
E01002978,201.0,0.0,10.261,7.414,5104.5,29953.0,1098.0
E01002979,129.0,0.0,5.717,9.478,4521.0,23392.0,776.0
E01002980,92.0,0.0,6.152,7.43,6101.5,22887.0,796.0
E01002981,181.0,0.0,4.847,11.94,4250.9,42549.0,1250.0
E01002982,133.0,0.0,6.776,13.639,5753.6,27165.0,561.0
E01002983,223.0,0.0,5.649,7.399,2570.5,20976.0,847.0
E01002984,234.0,0.0,9.829,17.185,5272.7,36981.0,1542.0
E01002985,246.0,0.0,9.486,11.766,9994.2,85081.0,3505.0
E01002986,131.0,0.0,1.74,12.627,3122.2,17336.0,572.0
E01002987,888.0,1.0,20.759,18.608,8917.6,61350.0,2669.0
E01002988,254.0,0.0,10.5,6.657,5881.5,32046.0,990.0
E01002989,200.0,0.0,15.212,8.627,12541.3,39655.0,1415.0
E01002990,155.0,0.0,18.94,7.626,10112.5,56372.0,1792.0
E01002991,164.0,0.0,8.069,7.648,6868.7,25153.0,705.0
E01002992,182.0,0.0,3.257,6.631,4751.5,33953.0,984.0
E01002993,133.0,0.0,13.202,10.174,9488.3,40538.0,799.0
E01002994,115.0,0.0,4.769,7.883,4719.7,30456.0,734.0
E01002995,127.0,0.0,7.289,5.88,3907.6,27741.0,935.0
E01002996,180.0,0.0,7.881,7.571,7599.6,37315.0,1384.0
E01002997,117.0,0.0,8.206,8.337,6523.8,38637.0,1116.0
E01002998,167.0,0.0,5.377,14.437,11225.6,45298.0,630.0
E01002999,237.0,0.0,16.872,14.372,8104.5,66173.0,3092.0
E01003000,429.0,0.0,2.544,19.425,1629.9,30800.0,909.0
E01003001,303.0,0.0,5.955,12.804,5206.5,56291.0,1725.0
E01003002,339.0,0.0,5.11,17.542,6277.2,39518.0,1093.0
E01003003,761.0,0.0,8.527,15.301,7396.1,42720.0,1692.0
E01003004,229.0,0.0,3.175,10.869,5265.9,44656.0,1226.0
E01003005,167.0,0.0,3.587,7.542,6662.3,35934.0,776.0
E01003006,170.0,0.0,4.902,7.813,4744.5,40961.0,1509.0
E01003007,133.0,0.0,4.334,4.72,8017.8,47866.0,969.0
E01003008,96.0,0.0,4.307,3.164,7195.4,40091.0,883.0
E01003009,166.0,0.0,3.556,9.258,6785.5,51301.0,1151.0
E01003010,153.0,0.0,4.374,4.323,4765.2,37088.0,781.0
E01003011,337.0,0.0,5.117,6.829,6707.6,37477.0,1030.0
E01003013,3340.0,1.0,76.144,12.271,5640.2,69946.0,5173.0
E01003014,635.0,0.0,63.699,26.261,8055.7,77829.0,3922.0
E01003015,285.0,0.0,18.313,26.682,18000.0,92856.0,4450.0
E01003016,1057.0,1.0,106.841,13.265,7225.2,66230.0,4385.0
E01003017,1084.0,1.0,107.861,23.436,12536.5,52857.0,2596.0
E01003018,711.0,0.0,20.885,22.512,13487.0,75630.0,2525.0
E01003019,375.0,0.0,13.265,18.843,13530.6,76137.0,2440.0
E01003020,858.0,1.0,34.946,24.0,12663.4,82615.0,3213.0
E01003021,573.0,0.0,14.632,33.319,13395.5,60959.0,1427.0
E01003022,324.0,0.0,11.224,20.494,13956.9,37741.0,993.0
E01003023,671.0,0.0,22.063,19.316,20352.9,76201.0,4573.0
E01003024,470.0,0.0,18.371,31.514,14834.8,88973.0,2665.0
E01003025,327.0,0.0,14.212,21.733,13056.8,79393.0,3596.0
E01003026,553.0,0.0,17.087,17.427,4318.2,56877.0,2186.0
E01003027,200.0,0.0,10.483,10.074,11241.9,85868.0,2595.0
E01003028,258.0,0.0,7.077,19.787,10849.2,70866.0,1544.0
E01003029,354.0,0.0,16.155,19.197,12293.2,86876.0,3130.0
E01003030,541.0,0.0,18.559,16.656,10305.2,71670.0,2364.0
E01003031,295.0,0.0,11.591,23.596,17392.3,89798.0,2908.0
E01003032,610.0,0.0,26.476,31.549,9561.1,71208.0,3761.0
E01003033,181.0,0.0,10.836,14.91,10895.6,74085.0,1861.0
E01003034,302.0,0.0,10.543,18.498,14315.6,90346.0,4382.0
E01003035,1470.0,1.0,26.579,24.936,14333.1,68793.0,2671.0
E01003036,294.0,0.0,15.085,24.245,15566.4,55526.0,2224.0
E01003037,592.0,0.0,13.99,38.342,12604.9,76165.0,2798.0
E01003038,304.0,0.0,20.898,14.932,12806.6,81325.0,3542.0
E01003039,897.0,1.0,27.0,10.643,11043.8,84442.0,4730.0
E01003040,211.0,0.0,20.52,21.291,8256.0,80013.0,3355.0
E01003041,1007.0,1.0,31.318,34.66,15833.3,66458.0,2370.0
E01003042,235.0,0.0,19.727,26.014,11579.5,88544.0,2583.0
E01003043,255.0,0.0,30.594,23.727,15648.0,83988.0,2817.0
E01003044,218.0,0.0,13.564,43.069,20997.0,75119.0,2162.0
E01003045,466.0,0.0,19.153,38.842,17440.8,58907.0,2776.0
E01003046,325.0,0.0,11.945,33.936,17721.5,76892.0,2556.0
E01003047,4198.0,1.0,45.904,39.632,9900.4,75084.0,3812.0
E01003048,427.0,0.0,18.203,37.906,15757.8,90332.0,3188.0
E01003049,505.0,0.0,29.275,39.746,14869.6,70780.0,2074.0
E01003050,666.0,0.0,39.901,27.883,16146.8,95895.0,3441.0
E01003051,812.0,1.0,22.266,36.268,11455.8,82252.0,2670.0
E01003052,540.0,0.0,24.621,40.689,17680.7,58399.0,2081.0
E01003053,459.0,0.0,30.849,23.236,14443.5,106114.0,4608.0
E01003054,477.0,0.0,28.899,21.766,25011.4,66718.0,2145.0
E01003055,1731.0,1.0,37.587,34.093,11695.9,70698.0,3129.0
E01003056,386.0,0.0,22.927,29.918,20541.5,118316.0,3201.0
E01003057,358.0,0.0,24.637,36.558,17705.1,90106.0,2771.0
E01003058,444.0,0.0,21.979,24.327,21723.4,132870.0,4073.0
E01003059,486.0,0.0,23.077,39.166,28554.8,54259.0,2354.0
E01003060,311.0,0.0,35.42,36.815,19906.1,53389.0,1978.0
E01003061,1349.0,1.0,38.114,37.895,16738.0,99523.0,4643.0
E01003062,520.0,0.0,21.552,22.44,13525.1,56928.0,2981.0
E01003063,393.0,0.0,11.856,37.714,11047.1,64634.0,2136.0
E01003064,276.0,0.0,5.587,12.812,9586.9,66862.0,1650.0
E01003065,329.0,0.0,6.485,41.077,13657.1,70153.0,3531.0
E01003066,423.0,0.0,14.944,37.398,5472.7,42577.0,1923.0
E01003067,273.0,0.0,9.703,20.479,10366.7,66026.0,3012.0
E01003068,315.0,0.0,8.459,28.816,8849.0,71487.0,3026.0
E01003069,326.0,0.0,8.782,32.698,5821.3,36585.0,1694.0
E01003070,325.0,0.0,9.309,43.799,12048.3,49978.0,1660.0
E01003071,432.0,0.0,19.413,16.108,13096.8,102438.0,2426.0
E01003072,203.0,0.0,16.378,16.47,8371.1,58034.0,1855.0
E01003073,458.0,0.0,12.014,30.231,9490.8,108537.0,2732.0
E01003074,1042.0,1.0,16.475,24.577,3316.5,52203.0,2489.0
E01003075,351.0,0.0,15.815,42.602,21971.8,81579.0,2642.0
E01003076,1349.0,1.0,16.784,18.536,7181.6,60620.0,3096.0
E01003077,352.0,0.0,13.715,19.571,18017.4,107001.0,2738.0
E01003078,277.0,0.0,14.726,10.834,7795.9,78655.0,2004.0
E01003079,628.0,0.0,14.582,30.785,7582.3,49426.0,1697.0
E01003080,244.0,0.0,13.506,18.517,13174.0,74817.0,2599.0
E01003081,562.0,0.0,18.563,29.721,9041.4,50979.0,1744.0
E01003082,305.0,0.0,15.713,30.194,10956.2,57211.0,2716.0
E01003083,213.0,0.0,9.229,19.665,10384.1,40847.0,956.0
E01003084,261.0,0.0,18.32,19.315,10680.4,37384.0,1120.0
E01003085,262.0,0.0,9.494,16.358,7976.0,41062.0,1314.0
E01003086,328.0,0.0,9.36,31.39,10693.7,61394.0,1691.0
E01003087,498.0,0.0,8.645,42.482,12407.5,67789.0,2006.0
E01003088,321.0,0.0,22.281,32.424,16822.0,65686.0,2267.0
E01003089,515.0,0.0,12.032,31.444,14670.2,72641.0,2702.0
E01003090,820.0,1.0,27.292,25.416,16905.1,77415.0,2981.0
E01003091,220.0,0.0,11.205,23.431,21281.1,83670.0,2896.0
E01003092,370.0,0.0,14.335,36.627,14908.1,71846.0,3935.0
E01003093,768.0,0.0,29.413,33.26,31294.3,70811.0,3360.0
E01003094,273.0,0.0,25.526,30.432,18228.8,82177.0,2706.0
E01003095,250.0,0.0,20.338,19.761,10600.4,57391.0,2710.0
E01003096,985.0,1.0,23.932,25.455,14663.9,86812.0,2779.0
E01003097,303.0,0.0,19.156,32.154,15881.8,74798.0,2889.0
E01003098,243.0,0.0,20.364,23.401,18447.2,73176.0,2644.0
E01003099,559.0,0.0,36.334,26.601,5589.9,66712.0,3500.0
E01003100,426.0,0.0,29.485,16.907,19822.8,82454.0,3290.0
E01003101,408.0,0.0,43.76,28.222,12355.5,109547.0,4694.0
E01003102,1279.0,1.0,48.979,25.93,10271.1,75489.0,4907.0
E01003104,335.0,0.0,33.182,24.638,21263.8,75543.0,2931.0
E01003105,375.0,0.0,34.266,29.263,17807.9,94443.0,4695.0
E01003106,447.0,0.0,24.552,27.175,17941.2,83136.0,3011.0
E01003107,405.0,0.0,40.234,17.52,14293.4,95682.0,4051.0
E01003108,378.0,0.0,34.503,33.192,19375.8,81894.0,2867.0
E01003109,409.0,0.0,40.523,27.59,15599.5,64648.0,4476.0
E01003110,397.0,0.0,35.843,17.446,13603.2,91238.0,3951.0
E01003111,343.0,0.0,10.712,35.303,26938.8,89328.0,3716.0
E01003112,445.0,0.0,19.235,29.912,12061.8,68446.0,3704.0
E01003113,396.0,0.0,23.447,23.176,10917.9,50578.0,2339.0
E01003114,884.0,1.0,23.229,22.363,12205.4,54253.0,1555.0
E01003115,361.0,0.0,23.831,20.481,14894.2,49773.0,1165.0
E01003116,259.0,0.0,10.758,20.465,6338.8,48236.0,2022.0
E01003117,509.0,0.0,25.37,22.2,11044.2,63774.0,1844.0
E01003118,953.0,1.0,24.296,22.781,8812.7,58153.0,2262.0
E01003119,402.0,0.0,25.192,22.028,12096.0,76655.0,3255.0
E01003120,750.0,0.0,32.405,32.875,16547.7,41836.0,1180.0
E01003121,246.0,0.0,15.04,32.792,25553.7,46623.0,2451.0
E01003122,371.0,0.0,11.186,25.76,18477.2,44085.0,1853.0
E01003123,324.0,0.0,20.228,19.16,11021.4,51929.0,1793.0
E01003124,259.0,0.0,25.42,29.873,16642.1,43528.0,1501.0
E01003125,337.0,0.0,22.086,30.312,24458.2,69103.0,1844.0
E01003126,454.0,0.0,31.362,28.68,17034.8,57432.0,2650.0
E01003127,451.0,0.0,29.998,26.097,15577.1,52896.0,2449.0
E01003128,624.0,0.0,25.173,34.369,18927.3,76330.0,2959.0
