LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ
E01003999,Southwark 014E,E02000820,Southwark 014,E09000028,Southwark,E12000007,London,"1442","1442","0",164.1000,"602",2.4000
E01004000,Southwark 026A,E02000832,Southwark 026,E09000028,Southwark,E12000007,London,"1881","1874","7",115.9000,"839",2.2000
E01004001,Southwark 026B,E02000832,Southwark 026,E09000028,Southwark,E12000007,London,"1738","1738","0",88.9000,"718",2.4000
E01004002,Southwark 029A,E02000835,Southwark 029,E09000028,Southwark,E12000007,London,"1609","1602","7",47.7000,"639",2.5000
E01004003,Southwark 023B,E02000829,Southwark 023,E09000028,Southwark,E12000007,London,"1702","1700","2",134.8000,"755",2.3000
E01004004,Southwark 023C,E02000829,Southwark 023,E09000028,Southwark,E12000007,London,"2499","2492","7",127.6000,"1069",2.3000
E01004005,Southwark 023D,E02000829,Southwark 023,E09000028,Southwark,E12000007,London,"2223","2079","144",144.7000,"882",2.4000
E01004006,Southwark 023E,E02000829,Southwark 023,E09000028,Southwark,E12000007,London,"1968","1968","0",130.0000,"772",2.5000
E01004007,Southwark 018E,E02000824,Southwark 018,E09000028,Southwark,E12000007,London,"1261","1261","0",157.8000,"436",2.9000
E01004008,Southwark 022B,E02000828,Southwark 022,E09000028,Southwark,E12000007,London,"2141","2134","7",213.2000,"808",2.6000
E01004010,Southwark 022D,E02000828,Southwark 022,E09000028,Southwark,E12000007,London,"1526","1526","0",118.7000,"601",2.5000
E01004011,Southwark 019B,E02000825,Southwark 019,E09000028,Southwark,E12000007,London,"2112","2112","0",184.9000,"724",2.9000
E01004012,Southwark 019C,E02000825,Southwark 019,E09000028,Southwark,E12000007,London,"2502","2502","0",177.8000,"934",2.7000
E01004013,Southwark 019D,E02000825,Southwark 019,E09000028,Southwark,E12000007,London,"1656","1656","0",158.3000,"606",2.7000
E01004014,Southwark 019E,E02000825,Southwark 019,E09000028,Southwark,E12000007,London,"1784","1739","45",194.5000,"710",2.4000
E01004015,Southwark 028C,E02000834,Southwark 028,E09000028,Southwark,E12000007,London,"1558","1548","10",27.2000,"690",2.2000
E01004016,Southwark 029B,E02000835,Southwark 029,E09000028,Southwark,E12000007,London,"2349","2347","2",41.1000,"934",2.5000
E01004017,Southwark 029C,E02000835,Southwark 029,E09000028,Southwark,E12000007,London,"1548","1515","33",43.5000,"627",2.4000
E01004018,Southwark 032E,E02000838,Southwark 032,E09000028,Southwark,E12000007,London,"1905","1894","11",70.6000,"780",2.4000
E01004019,Southwark 026C,E02000832,Southwark 026,E09000028,Southwark,E12000007,London,"2319","2292","27",169.5000,"912",2.5000
E01004020,Southwark 029D,E02000835,Southwark 029,E09000028,Southwark,E12000007,London,"1730","1730","0",88.4000,"730",2.4000
E01004021,Southwark 028D,E02000834,Southwark 028,E09000028,Southwark,E12000007,London,"2109","2102","7",139.0000,"1032",2.0000
E01004022,Southwark 004C,E02000810,Southwark 004,E09000028,Southwark,E12000007,London,"2483","2479","4",107.0000,"1146",2.2000
E01004023,Southwark 004D,E02000810,Southwark 004,E09000028,Southwark,E12000007,London,"1540","1540","0",134.7000,"703",2.2000
E01004024,Southwark 011C,E02000817,Southwark 011,E09000028,Southwark,E12000007,London,"1860","1825","35",154.5000,"819",2.2000
E01004027,Southwark 003E,E02000809,Southwark 003,E09000028,Southwark,E12000007,London,"2072","2072","0",68.5000,"993",2.1000
E01004028,Southwark 004E,E02000810,Southwark 004,E09000028,Southwark,E12000007,London,"1651","1642","9",137.8000,"713",2.3000
E01004029,Southwark 001A,E02000807,Southwark 001,E09000028,Southwark,E12000007,London,"1835","1835","0",170.4000,"819",2.2000
E01004030,Southwark 007A,E02000813,Southwark 007,E09000028,Southwark,E12000007,London,"1457","1457","0",155.2000,"726",2.0000
E01004031,Southwark 007B,E02000813,Southwark 007,E09000028,Southwark,E12000007,London,"2060","2036","24",48.3000,"880",2.3000
E01004032,Southwark 001B,E02000807,Southwark 001,E09000028,Southwark,E12000007,London,"1695","1694","1",124.2000,"714",2.4000
E01004033,Southwark 007C,E02000813,Southwark 007,E09000028,Southwark,E12000007,London,"1519","1513","6",104.5000,"699",2.2000
E01004034,Southwark 007D,E02000813,Southwark 007,E09000028,Southwark,E12000007,London,"1541","1541","0",116.7000,"635",2.4000
E01004035,Southwark 011D,E02000817,Southwark 011,E09000028,Southwark,E12000007,London,"1622","1593","29",72.3000,"687",2.3000
E01004036,Southwark 007E,E02000813,Southwark 007,E09000028,Southwark,E12000007,London,"2014","2014","0",207.8000,"806",2.5000
E01004037,Southwark 010B,E02000816,Southwark 010,E09000028,Southwark,E12000007,London,"1953","1953","0",131.7000,"878",2.2000
E01004038,Southwark 010C,E02000816,Southwark 010,E09000028,Southwark,E12000007,London,"2340","2340","0",109.0000,"920",2.5000
E01004039,Southwark 013B,E02000819,Southwark 013,E09000028,Southwark,E12000007,London,"1568","1568","0",183.2000,"633",2.5000
E01004040,Southwark 013C,E02000819,Southwark 013,E09000028,Southwark,E12000007,London,"1780","1780","0",161.5000,"680",2.6000
E01004041,Southwark 013D,E02000819,Southwark 013,E09000028,Southwark,E12000007,London,"1660","1660","0",216.1000,"699",2.4000
E01004042,Southwark 010D,E02000816,Southwark 010,E09000028,Southwark,E12000007,London,"1712","1710","2",115.8000,"762",2.2000
E01004043,Southwark 010E,E02000816,Southwark 010,E09000028,Southwark,E12000007,London,"1366","1355","11",114.3000,"599",2.3000
E01004044,Southwark 013E,E02000819,Southwark 013,E09000028,Southwark,E12000007,London,"1401","1394","7",199.3000,"556",2.5000
E01004045,Southwark 027A,E02000833,Southwark 027,E09000028,Southwark,E12000007,London,"1518","1518","0",243.7000,"601",2.5000
E01004046,Southwark 028E,E02000834,Southwark 028,E09000028,Southwark,E12000007,London,"1633","1625","8",110.6000,"674",2.4000
E01004047,Southwark 027B,E02000833,Southwark 027,E09000028,Southwark,E12000007,London,"1595","1595","0",157.6000,"607",2.6000
E01004048,Southwark 027C,E02000833,Southwark 027,E09000028,Southwark,E12000007,London,"1587","1587","0",39.3000,"645",2.5000
E01004049,Southwark 027D,E02000833,Southwark 027,E09000028,Southwark,E12000007,London,"1672","1332","340",155.8000,"507",2.6000
E01004050,Southwark 024D,E02000830,Southwark 024,E09000028,Southwark,E12000007,London,"1475","1472","3",79.9000,"652",2.3000
E01004051,Southwark 027E,E02000833,Southwark 027,E09000028,Southwark,E12000007,London,"1383","1302","81",91.5000,"613",2.1000
E01004052,Southwark 024E,E02000830,Southwark 024,E09000028,Southwark,E12000007,London,"1766","1759","7",102.1000,"798",2.2000
E01004053,Southwark 001C,E02000807,Southwark 001,E09000028,Southwark,E12000007,London,"1836","1830","6",124.5000,"877",2.1000
E01004054,Southwark 001D,E02000807,Southwark 001,E09000028,Southwark,E12000007,London,"1656","1655","1",134.3000,"782",2.1000
E01004055,Southwark 001E,E02000807,Southwark 001,E09000028,Southwark,E12000007,London,"1291","1291","0",65.6000,"513",2.5000
E01004056,Southwark 008A,E02000814,Southwark 008,E09000028,Southwark,E12000007,London,"2065","2061","4",110.1000,"906",2.3000
E01004057,Southwark 008B,E02000814,Southwark 008,E09000028,Southwark,E12000007,London,"1500","1488","12",61.6000,"668",2.2000
E01004058,Southwark 008C,E02000814,Southwark 008,E09000028,Southwark,E12000007,London,"1699","1699","0",121.1000,"855",2.0000
E01004059,Southwark 008D,E02000814,Southwark 008,E09000028,Southwark,E12000007,London,"1487","1487","0",47.4000,"662",2.2000
E01004060,Southwark 008E,E02000814,Southwark 008,E09000028,Southwark,E12000007,London,"1901","1828","73",194.4000,"785",2.3000
E01004061,Southwark 025A,E02000831,Southwark 025,E09000028,Southwark,E12000007,London,"1750","1748","2",83.8000,"772",2.3000
E01004062,Southwark 025B,E02000831,Southwark 025,E09000028,Southwark,E12000007,London,"1985","1932","53",119.4000,"830",2.3000
E01004063,Southwark 025C,E02000831,Southwark 025,E09000028,Southwark,E12000007,London,"1959","1927","32",111.4000,"847",2.3000
E01004064,Southwark 026D,E02000832,Southwark 026,E09000028,Southwark,E12000007,London,"1975","1973","2",120.6000,"808",2.4000
E01004065,Southwark 025D,E02000831,Southwark 025,E09000028,Southwark,E12000007,London,"1525","1515","10",135.8000,"625",2.4000
E01004066,Southwark 025E,E02000831,Southwark 025,E09000028,Southwark,E12000007,London,"2159","2159","0",151.4000,"844",2.6000
E01004067,Southwark 022E,E02000828,Southwark 022,E09000028,Southwark,E12000007,London,"2165","2147","18",93.1000,"831",2.6000
E01004068,Southwark 026E,E02000832,Southwark 026,E09000028,Southwark,E12000007,London,"2047","1974","73",109.2000,"829",2.4000
E01004069,Southwark 031A,E02000837,Southwark 031,E09000028,Southwark,E12000007,London,"1437","1387","50",15.7000,"497",2.8000
E01004070,Southwark 031B,E02000837,Southwark 031,E09000028,Southwark,E12000007,London,"1985","1985","0",61.7000,"779",2.5000
E01004071,Southwark 030D,E02000836,Southwark 030,E09000028,Southwark,E12000007,London,"1579","1572","7",125.7000,"663",2.4000
E01004072,Southwark 030E,E02000836,Southwark 030,E09000028,Southwark,E12000007,London,"1738","1726","12",61.7000,"617",2.8000
E01004073,Southwark 031C,E02000837,Southwark 031,E09000028,Southwark,E12000007,London,"1931","1931","0",96.7000,"736",2.6000
E01004074,Southwark 031D,E02000837,Southwark 031,E09000028,Southwark,E12000007,London,"1883","1868","15",53.3000,"631",3.0000
E01004075,Southwark 031E,E02000837,Southwark 031,E09000028,Southwark,E12000007,London,"1849","1849","0",31.4000,"657",2.8000
E01004076,Sutton 011A,E02000850,Sutton 011,E09000029,Sutton,E12000007,London,"1487","1487","0",4.3000,"616",2.4000
E01004077,Sutton 011B,E02000850,Sutton 011,E09000029,Sutton,E12000007,London,"1560","1558","2",59.1000,"629",2.5000
E01004078,Sutton 011C,E02000850,Sutton 011,E09000029,Sutton,E12000007,London,"1617","1617","0",50.1000,"686",2.4000
E01004079,Sutton 011D,E02000850,Sutton 011,E09000029,Sutton,E12000007,London,"1399","1399","0",43.7000,"489",2.9000
E01004080,Sutton 011E,E02000850,Sutton 011,E09000029,Sutton,E12000007,London,"1332","1326","6",45.1000,"506",2.6000
E01004081,Sutton 011F,E02000850,Sutton 011,E09000029,Sutton,E12000007,London,"1507","1507","0",88.5000,"615",2.5000
E01004082,Sutton 011G,E02000850,Sutton 011,E09000029,Sutton,E12000007,London,"1407","1407","0",80.1000,"496",2.8000
E01004083,Sutton 019A,E02000858,Sutton 019,E09000029,Sutton,E12000007,London,"1420","1420","0",57.8000,"612",2.3000
E01004084,Sutton 024A,E02000863,Sutton 024,E09000029,Sutton,E12000007,London,"1462","1447","15",28.8000,"504",2.9000
E01004085,Sutton 024B,E02000863,Sutton 024,E09000029,Sutton,E12000007,London,"1595","1595","0",19.7000,"582",2.7000
E01004086,Sutton 019B,E02000858,Sutton 019,E09000029,Sutton,E12000007,London,"1617","1612","5",28.9000,"592",2.7000
E01004087,Sutton 017A,E02000856,Sutton 017,E09000029,Sutton,E12000007,London,"1465","1458","7",40.9000,"522",2.8000
E01004088,Sutton 019C,E02000858,Sutton 019,E09000029,Sutton,E12000007,London,"1818","1818","0",38.8000,"733",2.5000
E01004089,Sutton 019D,E02000858,Sutton 019,E09000029,Sutton,E12000007,London,"1290","1290","0",115.0000,"549",2.3000
E01004090,Sutton 021A,E02000860,Sutton 021,E09000029,Sutton,E12000007,London,"1193","1168","25",63.0000,"540",2.2000
E01004091,Sutton 022A,E02000861,Sutton 022,E09000029,Sutton,E12000007,London,"1282","1282","0",34.3000,"474",2.7000
E01004092,Sutton 022B,E02000861,Sutton 022,E09000029,Sutton,E12000007,London,"1437","1430","7",22.1000,"585",2.4000
E01004093,Sutton 025A,E02006836,Sutton 025,E09000029,Sutton,E12000007,London,"1522","1499","23",37.8000,"598",2.5000
E01004094,Sutton 025B,E02006836,Sutton 025,E09000029,Sutton,E12000007,London,"1677","1677","0",60.4000,"748",2.2000
E01004095,Sutton 025C,E02006836,Sutton 025,E09000029,Sutton,E12000007,London,"1511","1459","52",52.1000,"635",2.3000
E01004096,Sutton 021B,E02000860,Sutton 021,E09000029,Sutton,E12000007,London,"1426","1412","14",92.7000,"756",1.9000
E01004097,Sutton 015A,E02000854,Sutton 015,E09000029,Sutton,E12000007,London,"1676","1676","0",61.6000,"625",2.7000
E01004098,Sutton 015B,E02000854,Sutton 015,E09000029,Sutton,E12000007,London,"1256","1234","22",56.2000,"504",2.4000
E01004099,Sutton 015C,E02000854,Sutton 015,E09000029,Sutton,E12000007,London,"1441","1441","0",37.1000,"711",2.0000
E01004100,Sutton 015D,E02000854,Sutton 015,E09000029,Sutton,E12000007,London,"1354","1354","0",38.5000,"536",2.5000
E01004101,Sutton 013A,E02000852,Sutton 013,E09000029,Sutton,E12000007,London,"1361","1361","0",60.8000,"531",2.6000
E01004102,Sutton 015E,E02000854,Sutton 015,E09000029,Sutton,E12000007,London,"1374","1362","12",35.1000,"556",2.4000
E01004103,Sutton 013B,E02000852,Sutton 013,E09000029,Sutton,E12000007,London,"1577","1577","0",89.8000,"734",2.1000
E01004104,Sutton 020A,E02000859,Sutton 020,E09000029,Sutton,E12000007,London,"1528","1515","13",41.5000,"551",2.7000
E01004105,Sutton 022C,E02000861,Sutton 022,E09000029,Sutton,E12000007,London,"1819","1819","0",47.3000,"647",2.8000
E01004106,Sutton 022D,E02000861,Sutton 022,E09000029,Sutton,E12000007,London,"1529","1529","0",18.8000,"522",2.9000
E01004107,Sutton 020B,E02000859,Sutton 020,E09000029,Sutton,E12000007,London,"1529","1522","7",63.2000,"619",2.5000
E01004108,Sutton 024C,E02000863,Sutton 024,E09000029,Sutton,E12000007,London,"1714","1645","69",3.7000,"595",2.8000
E01004109,Sutton 024D,E02000863,Sutton 024,E09000029,Sutton,E12000007,London,"1596","1596","0",24.0000,"638",2.5000
E01004110,Sutton 016A,E02000855,Sutton 016,E09000029,Sutton,E12000007,London,"1828","1809","19",58.9000,"790",2.3000
E01004111,Sutton 016B,E02000855,Sutton 016,E09000029,Sutton,E12000007,London,"1511","1511","0",31.7000,"578",2.6000
E01004112,Sutton 016C,E02000855,Sutton 016,E09000029,Sutton,E12000007,London,"1636","1635","1",31.2000,"668",2.4000
E01004114,Sutton 025D,E02006836,Sutton 025,E09000029,Sutton,E12000007,London,"1735","1676","59",11.2000,"595",2.8000
E01004115,Sutton 009A,E02000848,Sutton 009,E09000029,Sutton,E12000007,London,"1750","1750","0",67.4000,"664",2.6000
E01004116,Sutton 008A,E02000847,Sutton 008,E09000029,Sutton,E12000007,London,"1608","1532","76",49.8000,"640",2.4000
E01004117,Sutton 006A,E02000845,Sutton 006,E09000029,Sutton,E12000007,London,"1464","1464","0",57.4000,"508",2.9000
E01004118,Sutton 009B,E02000848,Sutton 009,E09000029,Sutton,E12000007,London,"1675","1675","0",61.8000,"669",2.5000
E01004119,Sutton 009C,E02000848,Sutton 009,E09000029,Sutton,E12000007,London,"1418","1418","0",55.4000,"506",2.8000
E01004120,Sutton 016D,E02000855,Sutton 016,E09000029,Sutton,E12000007,London,"1538","1538","0",53.3000,"547",2.8000
E01004121,Sutton 006B,E02000845,Sutton 006,E09000029,Sutton,E12000007,London,"1566","1566","0",61.8000,"627",2.5000
E01004122,Sutton 008B,E02000847,Sutton 008,E09000029,Sutton,E12000007,London,"1372","1372","0",52.9000,"517",2.7000
E01004123,Sutton 002A,E02000841,Sutton 002,E09000029,Sutton,E12000007,London,"2126","2126","0",52.2000,"838",2.5000
E01004124,Sutton 002B,E02000841,Sutton 002,E09000029,Sutton,E12000007,London,"1826","1826","0",99.3000,"655",2.8000
E01004125,Sutton 001A,E02000840,Sutton 001,E09000029,Sutton,E12000007,London,"1583","1583","0",114.1000,"630",2.5000
E01004126,Sutton 002C,E02000841,Sutton 002,E09000029,Sutton,E12000007,London,"1509","1509","0",117.2000,"564",2.7000
E01004127,Sutton 005A,E02000844,Sutton 005,E09000029,Sutton,E12000007,London,"1645","1645","0",79.8000,"630",2.6000
E01004128,Sutton 002D,E02000841,Sutton 002,E09000029,Sutton,E12000007,London,"1488","1401","87",87.2000,"528",2.7000
E01004129,Sutton 002E,E02000841,Sutton 002,E09000029,Sutton,E12000007,London,"1772","1762","10",66.9000,"750",2.3000
E01004130,Sutton 003A,E02000842,Sutton 003,E09000029,Sutton,E12000007,London,"1598","1598","0",23.6000,"644",2.5000
E01004131,Sutton 003B,E02000842,Sutton 003,E09000029,Sutton,E12000007,London,"1632","1632","0",79.5000,"613",2.7000
E01004132,Sutton 009D,E02000848,Sutton 009,E09000029,Sutton,E12000007,London,"1536","1536","0",89.8000,"514",3.0000
E01004133,Sutton 009E,E02000848,Sutton 009,E09000029,Sutton,E12000007,London,"1510","1510","0",78.9000,"533",2.8000
E01004134,Sutton 003C,E02000842,Sutton 003,E09000029,Sutton,E12000007,London,"1435","1435","0",65.5000,"555",2.6000
E01004135,Sutton 003D,E02000842,Sutton 003,E09000029,Sutton,E12000007,London,"1448","1448","0",52.3000,"517",2.8000
E01004136,Sutton 003E,E02000842,Sutton 003,E09000029,Sutton,E12000007,London,"1553","1553","0",64.3000,"550",2.8000
E01004137,Sutton 012A,E02000851,Sutton 012,E09000029,Sutton,E12000007,London,"1518","1518","0",65.5000,"763",2.0000
E01004138,Sutton 013C,E02000852,Sutton 013,E09000029,Sutton,E12000007,London,"1552","1552","0",91.9000,"697",2.2000
E01004139,Sutton 013D,E02000852,Sutton 013,E09000029,Sutton,E12000007,London,"1368","1358","10",88.5000,"595",2.3000
E01004140,Sutton 012B,E02000851,Sutton 012,E09000029,Sutton,E12000007,London,"1509","1509","0",114.1000,"746",2.0000
E01004141,Sutton 012C,E02000851,Sutton 012,E09000029,Sutton,E12000007,London,"1555","1536","19",129.3000,"724",2.1000
E01004142,Sutton 012D,E02000851,Sutton 012,E09000029,Sutton,E12000007,London,"2038","2024","14",53.1000,"1052",1.9000
E01004143,Sutton 014A,E02000853,Sutton 014,E09000029,Sutton,E12000007,London,"1453","1453","0",122.8000,"626",2.3000
E01004144,Sutton 007A,E02000846,Sutton 007,E09000029,Sutton,E12000007,London,"1627","1627","0",40.0000,"633",2.6000
E01004145,Sutton 007B,E02000846,Sutton 007,E09000029,Sutton,E12000007,London,"2131","2131","0",46.5000,"786",2.7000
E01004146,Sutton 007C,E02000846,Sutton 007,E09000029,Sutton,E12000007,London,"1710","1661","49",79.8000,"686",2.4000
E01004147,Sutton 007D,E02000846,Sutton 007,E09000029,Sutton,E12000007,London,"1585","1537","48",55.3000,"603",2.5000
E01004148,Sutton 014B,E02000853,Sutton 014,E09000029,Sutton,E12000007,London,"1592","1592","0",67.8000,"643",2.5000
E01004149,Sutton 012E,E02000851,Sutton 012,E09000029,Sutton,E12000007,London,"1710","1710","0",62.4000,"813",2.1000
E01004150,Sutton 021C,E02000860,Sutton 021,E09000029,Sutton,E12000007,London,"1560","1548","12",96.7000,"936",1.7000
E01004151,Sutton 021D,E02000860,Sutton 021,E09000029,Sutton,E12000007,London,"1711","1587","124",85.1000,"790",2.0000
E01004152,Sutton 018A,E02000857,Sutton 018,E09000029,Sutton,E12000007,London,"1562","1506","56",76.3000,"849",1.8000
E01004153,Sutton 021E,E02000860,Sutton 021,E09000029,Sutton,E12000007,London,"1708","1708","0",98.8000,"903",1.9000
E01004154,Sutton 022E,E02000861,Sutton 022,E09000029,Sutton,E12000007,London,"1430","1419","11",42.0000,"561",2.5000
E01004155,Sutton 018B,E02000857,Sutton 018,E09000029,Sutton,E12000007,London,"1628","1549","79",85.1000,"822",1.9000
E01004156,Sutton 018C,E02000857,Sutton 018,E09000029,Sutton,E12000007,London,"1687","1653","34",81.2000,"892",1.9000
E01004157,Sutton 016E,E02000855,Sutton 016,E09000029,Sutton,E12000007,London,"1274","1274","0",48.7000,"452",2.8000
E01004158,Sutton 018D,E02000857,Sutton 018,E09000029,Sutton,E12000007,London,"1479","1438","41",62.1000,"696",2.1000
E01004159,Sutton 014C,E02000853,Sutton 014,E09000029,Sutton,E12000007,London,"1528","1528","0",44.8000,"629",2.4000
E01004160,Sutton 014D,E02000853,Sutton 014,E09000029,Sutton,E12000007,London,"1575","1575","0",69.8000,"672",2.3000
E01004161,Sutton 014E,E02000853,Sutton 014,E09000029,Sutton,E12000007,London,"1444","1444","0",44.2000,"594",2.4000
E01004162,Sutton 018E,E02000857,Sutton 018,E09000029,Sutton,E12000007,London,"1549","1500","49",87.0000,"745",2.0000
E01004163,Sutton 005B,E02000844,Sutton 005,E09000029,Sutton,E12000007,London,"1541","1541","0",71.2000,"615",2.5000
E01004164,Sutton 004A,E02000843,Sutton 004,E09000029,Sutton,E12000007,London,"1476","1476","0",62.9000,"639",2.3000
E01004165,Sutton 005C,E02000844,Sutton 005,E09000029,Sutton,E12000007,London,"1668","1668","0",66.6000,"705",2.4000
E01004166,Sutton 004B,E02000843,Sutton 004,E09000029,Sutton,E12000007,London,"1449","1449","0",58.7000,"658",2.2000
E01004167,Sutton 005D,E02000844,Sutton 005,E09000029,Sutton,E12000007,London,"1318","1318","0",80.5000,"527",2.5000
E01004168,Sutton 013E,E02000852,Sutton 013,E09000029,Sutton,E12000007,London,"1576","1576","0",70.1000,"579",2.7000
E01004169,Sutton 004C,E02000843,Sutton 004,E09000029,Sutton,E12000007,London,"1135","1135","0",78.3000,"460",2.5000
E01004170,Sutton 017B,E02000856,Sutton 017,E09000029,Sutton,E12000007,London,"1721","1714","7",68.5000,"751",2.3000
E01004171,Sutton 010A,E02000849,Sutton 010,E09000029,Sutton,E12000007,London,"1518","1493","25",41.3000,"558",2.7000
E01004172,Sutton 010B,E02000849,Sutton 010,E09000029,Sutton,E12000007,London,"1549","1527","22",86.6000,"748",2.0000
E01004173,Sutton 010C,E02000849,Sutton 010,E09000029,Sutton,E12000007,London,"1385","1385","0",61.3000,"520",2.7000
E01004174,Sutton 017C,E02000856,Sutton 017,E09000029,Sutton,E12000007,London,"1444","1444","0",84.3000,"664",2.2000
E01004175,Sutton 010D,E02000849,Sutton 010,E09000029,Sutton,E12000007,London,"1614","1608","6",62.0000,"690",2.3000
E01004176,Sutton 010E,E02000849,Sutton 010,E09000029,Sutton,E12000007,London,"1419","1419","0",88.1000,"583",2.4000
E01004177,Sutton 020C,E02000859,Sutton 020,E09000029,Sutton,E12000007,London,"1754","1684","70",78.8000,"911",1.8000
E01004178,Sutton 017D,E02000856,Sutton 017,E09000029,Sutton,E12000007,London,"1979","1961","18",81.8000,"950",2.1000
E01004179,Sutton 017E,E02000856,Sutton 017,E09000029,Sutton,E12000007,London,"1567","1560","7",68.2000,"599",2.6000
E01004180,Sutton 020D,E02000859,Sutton 020,E09000029,Sutton,E12000007,London,"1711","1682","29",28.7000,"616",2.7000
E01004181,Sutton 020E,E02000859,Sutton 020,E09000029,Sutton,E12000007,London,"1643","1583","60",58.5000,"756",2.1000
E01004182,Sutton 019E,E02000858,Sutton 019,E09000029,Sutton,E12000007,London,"1546","1546","0",105.0000,"653",2.4000
E01004183,Sutton 001B,E02000840,Sutton 001,E09000029,Sutton,E12000007,London,"1667","1667","0",78.3000,"663",2.5000
E01004184,Sutton 001C,E02000840,Sutton 001,E09000029,Sutton,E12000007,London,"1590","1590","0",57.5000,"598",2.7000
E01004185,Sutton 001D,E02000840,Sutton 001,E09000029,Sutton,E12000007,London,"1452","1427","25",36.0000,"565",2.5000
E01004186,Sutton 004D,E02000843,Sutton 004,E09000029,Sutton,E12000007,London,"1724","1724","0",57.6000,"790",2.2000
E01004187,Sutton 005E,E02000844,Sutton 005,E09000029,Sutton,E12000007,London,"1607","1607","0",92.3000,"640",2.5000
E01004188,Sutton 004E,E02000843,Sutton 004,E09000029,Sutton,E12000007,London,"1711","1711","0",48.5000,"724",2.4000
E01004189,Sutton 001E,E02000840,Sutton 001,E09000029,Sutton,E12000007,London,"1879","1879","0",55.9000,"750",2.5000
E01004190,Sutton 008C,E02000847,Sutton 008,E09000029,Sutton,E12000007,London,"1367","1367","0",51.7000,"499",2.7000
E01004191,Sutton 008D,E02000847,Sutton 008,E09000029,Sutton,E12000007,London,"1651","1651","0",67.3000,"657",2.5000
E01004192,Sutton 006C,E02000845,Sutton 006,E09000029,Sutton,E12000007,London,"1931","1931","0",49.5000,"753",2.6000
E01004193,Sutton 006D,E02000845,Sutton 006,E09000029,Sutton,E12000007,London,"2328","2328","0",62.7000,"923",2.5000
E01004194,Sutton 008E,E02000847,Sutton 008,E09000029,Sutton,E12000007,London,"1356","1356","0",66.2000,"609",2.2000
E01004195,Sutton 006E,E02000845,Sutton 006,E09000029,Sutton,E12000007,London,"1578","1561","17",66.6000,"661",2.4000
E01004196,Sutton 008F,E02000847,Sutton 008,E09000029,Sutton,E12000007,London,"1444","1430","14",59.1000,"567",2.5000
E01004197,Tower Hamlets 002A,E02000865,Tower Hamlets 002,E09000030,Tower Hamlets,E12000007,London,"2329","2285","44",137.1000,"964",2.4000
E01004198,Tower Hamlets 002B,E02000865,Tower Hamlets 002,E09000030,Tower Hamlets,E12000007,London,"1529","1522","7",160.9000,"606",2.5000
E01004199,Tower Hamlets 002C,E02000865,Tower Hamlets 002,E09000030,Tower Hamlets,E12000007,London,"1637","1637","0",237.2000,"574",2.9000
E01004200,Tower Hamlets 005A,E02000868,Tower Hamlets 005,E09000030,Tower Hamlets,E12000007,London,"1566","1394","172",273.3000,"585",2.4000
E01004201,Tower Hamlets 002D,E02000865,Tower Hamlets 002,E09000030,Tower Hamlets,E12000007,London,"1556","1533","23",119.9000,"619",2.5000
E01004202,Tower Hamlets 005B,E02000868,Tower Hamlets 005,E09000030,Tower Hamlets,E12000007,London,"1705","1705","0",152.0000,"713",2.4000
E01004203,Tower Hamlets 005C,E02000868,Tower Hamlets 005,E09000030,Tower Hamlets,E12000007,London,"1779","1779","0",169.1000,"689",2.6000
E01004204,Tower Hamlets 005D,E02000868,Tower Hamlets 005,E09000030,Tower Hamlets,E12000007,London,"1582","1538","44",187.2000,"631",2.4000
E01004205,Tower Hamlets 013A,E02000876,Tower Hamlets 013,E09000030,Tower Hamlets,E12000007,London,"2106","2106","0",155.9000,"688",3.1000
E01004206,Tower Hamlets 013B,E02000876,Tower Hamlets 013,E09000030,Tower Hamlets,E12000007,London,"1492","1491","1",194.0000,"554",2.7000
E01004207,Tower Hamlets 011A,E02000874,Tower Hamlets 011,E09000030,Tower Hamlets,E12000007,London,"1416","1342","74",206.4000,"515",2.6000
E01004208,Tower Hamlets 013C,E02000876,Tower Hamlets 013,E09000030,Tower Hamlets,E12000007,London,"1976","1842","134",122.1000,"788",2.3000
E01004209,Tower Hamlets 011B,E02000874,Tower Hamlets 011,E09000030,Tower Hamlets,E12000007,London,"1366","1366","0",169.9000,"466",2.9000
E01004211,Tower Hamlets 013D,E02000876,Tower Hamlets 013,E09000030,Tower Hamlets,E12000007,London,"1463","1461","2",88.8000,"720",2.0000
E01004212,Tower Hamlets 011D,E02000874,Tower Hamlets 011,E09000030,Tower Hamlets,E12000007,London,"1780","1604","176",202.7000,"720",2.2000
E01004214,Tower Hamlets 030A,E02000893,Tower Hamlets 030,E09000030,Tower Hamlets,E12000007,London,"1669","1669","0",248.4000,"665",2.5000
E01004215,Tower Hamlets 028A,E02000891,Tower Hamlets 028,E09000030,Tower Hamlets,E12000007,London,"2756","2756","0",91.4000,"1168",2.4000
E01004216,Tower Hamlets 030B,E02000893,Tower Hamlets 030,E09000030,Tower Hamlets,E12000007,London,"1619","1619","0",178.5000,"737",2.2000
E01004217,Tower Hamlets 030C,E02000893,Tower Hamlets 030,E09000030,Tower Hamlets,E12000007,London,"1745","1745","0",42.2000,"779",2.2000
