LSOA11CD,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212,crime_count,hotspot_5,hotspot_10,hotspot_15,hotspot_20
E01000050,15,6,10,14,8,14,15,11,13,15,13,14,9,13,11,12,7,12,11,10,8,7,8,10,18,6,20,4,14,9,11,9,8,10,16,6,397,0,0,0,0
E01000051,3,2,7,5,9,12,7,5,5,4,5,2,4,3,0,3,8,5,11,6,3,5,8,8,5,6,9,4,8,7,4,7,2,8,11,6,207,0,0,0,0
E01000052,12,12,7,6,17,10,18,7,7,19,6,7,18,10,10,15,12,6,13,14,9,9,9,5,17,12,11,20,11,18,9,11,11,8,9,12,407,0,0,0,0
E01000053,9,13,2,9,9,5,6,8,9,12,11,11,8,5,17,14,17,11,12,12,7,7,10,18,14,9,10,13,10,19,15,12,4,14,10,6,378,0,0,0,0
E01000054,12,2,12,8,10,8,2,9,4,8,14,8,10,11,6,15,4,9,9,6,4,5,9,9,15,8,2,6,9,13,10,5,15,9,16,15,317,0,0,0,0
E01000055,10,13,13,4,6,3,9,5,6,11,15,9,12,6,10,10,8,10,7,9,11,6,9,7,5,6,5,8,10,5,7,10,17,10,9,5,306,0,0,0,0
E01000056,31,26,18,18,10,9,13,10,20,31,15,18,5,6,12,19,23,24,12,20,15,23,26,33,29,13,23,22,17,15,18,18,22,18,7,35,674,0,0,1,1
E01000057,8,13,16,8,9,11,7,15,13,13,18,9,15,16,13,9,12,9,9,12,18,16,18,8,9,11,7,8,12,13,11,14,11,17,19,15,442,0,0,0,0
E01000058,7,14,5,10,10,8,11,10,12,8,14,13,8,7,8,13,21,17,18,17,5,10,8,10,9,8,13,12,7,14,22,6,6,15,20,18,414,0,0,0,0
E01000059,9,8,6,9,5,12,11,8,8,5,4,9,4,8,10,1,11,10,7,4,6,9,11,7,4,8,8,10,8,7,6,11,8,9,14,5,280,0,0,0,0
E01000060,26,14,21,17,20,27,33,26,31,27,19,19,19,16,17,18,27,29,20,31,35,30,19,15,25,19,24,17,36,23,34,29,24,31,19,18,855,0,1,1,1
E01000061,20,14,17,13,19,21,20,23,9,19,16,18,13,17,17,9,13,27,21,16,31,26,8,27,26,23,13,14,20,33,18,32,27,21,23,25,709,0,0,1,1
E01000062,13,13,9,7,22,16,9,15,8,12,8,11,13,19,13,14,9,12,16,15,11,12,14,7,8,10,17,13,9,16,14,16,13,11,29,12,466,0,0,0,0
E01000063,10,6,5,7,7,5,6,9,9,12,9,4,8,10,2,6,4,16,12,8,14,8,5,4,3,6,9,13,11,11,18,14,17,17,9,9,323,0,0,0,0
E01000064,18,25,24,16,16,12,13,8,18,16,13,12,14,12,11,12,17,11,11,16,41,20,20,14,11,19,7,17,13,22,17,19,17,20,19,13,584,0,0,0,1
E01000065,15,10,12,18,9,8,12,11,8,6,7,7,7,6,9,13,10,14,16,8,5,7,11,5,12,17,12,5,9,11,16,7,17,10,10,16,376,0,0,0,0
E01000066,7,5,4,14,14,20,9,10,12,13,12,11,6,10,8,11,8,7,12,8,10,3,13,12,11,8,12,13,9,12,7,9,8,10,13,19,370,0,0,0,0
E01000067,7,10,8,3,6,10,8,8,7,10,15,5,5,5,14,5,9,10,9,5,11,18,12,12,3,7,18,14,7,8,10,11,15,30,7,24,366,0,0,0,0
E01000068,7,12,6,5,4,7,8,10,6,12,6,11,3,14,6,11,8,13,10,5,13,17,11,4,7,9,6,7,4,8,10,10,10,6,18,12,316,0,0,0,0
E01000069,6,5,1,4,3,2,4,5,7,11,5,10,7,6,5,7,6,6,3,4,5,10,13,12,3,10,5,6,8,6,7,6,6,14,4,5,227,0,0,0,0
E01000070,24,25,21,18,19,31,27,27,24,30,32,26,22,18,30,20,17,27,25,16,19,34,19,13,15,19,17,15,21,16,24,23,17,41,60,40,872,0,1,1,1
E01000071,10,11,7,9,13,12,14,16,15,20,14,14,22,11,15,16,12,17,12,14,14,19,12,18,15,6,12,10,7,13,9,21,15,13,11,14,483,0,0,0,0
E01000072,21,21,11,6,14,13,18,22,16,15,30,21,14,12,22,16,16,19,25,18,9,19,12,20,22,19,19,14,31,26,14,16,17,24,21,29,662,0,0,1,1
E01000073,6,8,8,5,9,5,9,9,8,10,5,7,12,10,12,11,12,13,9,9,5,7,3,11,11,7,8,7,14,7,10,9,15,11,10,12,324,0,0,0,0
E01000074,12,16,7,10,13,4,2,10,7,11,5,5,2,10,8,10,8,6,15,9,9,6,6,11,7,5,15,8,8,6,6,10,8,7,20,11,313,0,0,0,0
E01000075,13,16,13,12,23,16,11,12,12,16,17,11,11,10,16,14,15,14,11,16,9,8,21,15,18,25,11,10,12,13,23,37,10,22,17,20,550,0,0,0,0
E01000076,9,7,9,7,10,9,8,4,9,20,5,11,7,8,6,2,8,12,7,17,10,15,4,6,10,10,21,6,12,7,7,9,6,9,7,6,320,0,0,0,0
E01000077,11,7,7,12,6,23,10,12,8,15,12,11,5,10,11,12,16,15,5,9,3,21,6,10,9,17,13,9,17,13,6,12,11,14,10,4,392,0,0,0,0
E01000078,12,7,6,6,9,10,6,17,18,9,18,13,19,17,14,11,9,9,11,12,12,8,7,10,8,2,14,11,6,5,13,11,8,13,15,14,390,0,0,0,0
E01000079,6,8,8,4,10,3,12,8,8,5,6,12,7,13,11,16,18,6,4,10,1,12,9,6,5,12,7,6,9,13,14,9,7,7,6,4,302,0,0,0,0
E01000080,8,11,11,5,13,9,10,10,7,11,15,5,2,9,16,6,13,13,7,14,10,17,14,5,14,11,9,7,9,12,6,13,20,12,8,9,371,0,0,0,0
E01000081,6,6,6,5,4,6,4,3,5,2,3,2,8,11,12,12,6,7,5,6,1,8,11,6,4,20,5,6,4,5,11,14,6,10,12,15,257,0,0,0,0
E01000082,10,19,14,5,13,21,18,8,11,16,16,13,7,7,18,15,23,11,17,16,12,13,17,17,18,6,16,16,13,16,14,12,8,11,7,14,488,0,0,0,0
E01000083,14,3,7,10,10,12,4,4,11,13,6,7,2,7,9,6,8,7,14,7,11,16,13,7,10,4,9,9,4,9,8,11,11,8,9,6,306,0,0,0,0
E01000084,13,16,9,16,23,13,9,17,21,19,17,9,19,12,8,15,14,17,15,7,17,23,14,10,15,15,13,13,9,11,8,17,13,21,11,16,515,0,0,0,0
E01000085,11,8,13,6,11,10,12,8,12,21,16,15,10,11,12,19,12,12,10,7,10,14,9,11,11,10,16,6,9,7,15,6,20,13,17,14,424,0,0,0,0
E01000086,6,15,7,8,3,5,12,10,6,9,9,6,5,13,8,10,10,3,7,8,9,7,8,4,7,4,11,8,9,6,4,5,3,11,4,12,272,0,0,0,0
E01000087,19,13,16,8,10,14,15,16,9,13,16,19,10,13,8,8,18,19,22,14,17,33,32,22,15,20,19,21,21,22,15,22,23,19,20,26,627,0,0,0,1
E01000088,4,9,6,4,11,12,13,6,12,13,10,13,4,8,14,16,9,16,11,14,15,22,11,11,12,18,18,19,15,11,16,15,13,14,18,13,446,0,0,0,0
E01000089,10,11,8,5,9,12,9,11,5,9,13,11,15,12,10,9,15,11,14,8,10,13,15,8,5,4,17,16,16,10,11,8,4,16,12,10,382,0,0,0,0
E01000090,14,12,8,4,16,9,14,14,15,2,11,10,8,10,12,11,6,14,16,12,14,20,17,15,19,21,25,12,20,12,16,17,14,13,19,12,484,0,0,0,0
E01000091,14,19,12,7,21,14,8,9,17,7,13,19,11,11,20,15,18,7,9,15,13,18,15,12,11,17,10,9,13,12,22,18,10,14,8,24,492,0,0,0,0
E01000093,15,13,9,15,15,8,24,19,10,16,25,12,17,12,13,12,21,19,9,23,14,14,16,9,18,14,10,15,12,25,15,15,18,24,14,20,560,0,0,0,0
E01000094,16,14,9,11,4,21,8,6,19,11,12,11,9,4,12,8,13,15,7,9,10,8,7,12,8,3,11,11,16,13,12,14,19,11,4,11,389,0,0,0,0
E01000095,35,44,27,26,25,28,30,33,37,32,42,32,31,46,32,26,36,38,38,28,44,46,45,26,40,25,29,27,40,31,38,36,29,62,38,34,1256,1,1,1,1
E01000096,18,15,11,8,7,19,25,7,22,15,21,18,10,12,25,23,7,11,16,12,10,11,17,17,12,19,12,13,13,14,19,15,12,11,16,18,531,0,0,0,0
E01000097,5,6,7,10,12,7,9,8,16,8,10,4,4,11,11,17,14,4,17,8,13,12,7,13,12,10,7,9,16,9,8,19,16,18,11,8,376,0,0,0,0
E01000098,20,13,11,13,11,10,23,26,12,10,15,23,11,13,15,25,19,23,16,23,17,18,13,19,19,20,13,22,24,17,17,10,15,15,23,22,616,0,0,0,1
E01000099,10,13,13,12,7,3,9,12,8,14,17,6,13,11,9,4,10,8,18,7,6,10,13,19,7,10,11,17,13,11,7,9,13,14,12,9,385,0,0,0,0
E01000100,9,5,8,9,11,9,16,7,4,8,6,8,6,6,5,12,5,7,8,16,2,12,14,11,10,7,6,12,22,11,14,9,13,9,10,8,335,0,0,0,0
E01000101,9,13,2,9,13,7,7,9,6,10,11,4,6,3,12,10,11,10,7,9,7,13,12,10,12,13,12,9,13,7,12,9,4,9,9,3,322,0,0,0,0
E01000102,8,2,6,5,7,8,7,6,14,8,3,1,9,11,6,11,11,13,14,19,6,8,11,7,9,8,4,9,11,3,15,8,11,7,10,7,303,0,0,0,0
E01000103,11,10,6,4,7,21,12,12,6,7,16,10,5,6,12,10,13,17,14,11,6,8,8,5,8,6,6,11,11,13,5,14,3,8,16,8,346,0,0,0,0
E01000104,19,14,7,7,8,17,12,15,6,13,8,9,7,7,11,18,10,21,14,17,17,7,12,9,19,8,11,19,15,14,3,14,12,17,21,15,453,0,0,0,0
E01000105,36,18,19,27,20,38,29,32,37,38,49,42,19,33,17,27,26,28,29,20,16,24,27,22,20,18,35,19,40,32,36,29,19,18,31,25,995,0,1,1,1
E01000106,16,9,18,12,10,17,15,10,19,18,13,19,11,21,13,8,21,23,20,31,13,17,18,13,23,20,18,11,15,30,25,15,10,16,28,28,624,0,0,0,1
E01000107,8,7,4,6,7,3,3,10,2,7,6,3,6,4,5,9,4,8,9,7,3,11,5,3,7,9,2,10,13,9,6,8,9,14,13,4,244,0,0,0,0
E01000108,14,8,11,20,16,17,24,12,12,10,14,15,18,2,12,12,18,27,7,17,18,11,20,10,13,11,21,12,25,23,18,17,11,14,10,9,529,0,0,0,0
E01000110,11,6,10,2,5,6,6,3,3,18,15,14,8,6,4,4,4,9,6,5,5,6,5,4,4,4,6,9,0,6,8,4,5,3,6,9,229,0,0,0,0
E01000111,10,16,20,19,16,10,23,15,19,15,12,16,14,14,25,16,16,15,19,22,15,22,19,25,22,25,16,16,16,24,14,16,26,22,26,20,656,0,0,1,1
E01000112,23,18,13,6,18,11,20,20,11,13,9,10,14,16,12,12,20,8,16,12,20,23,9,12,27,22,17,16,11,17,13,8,21,18,18,19,553,0,0,0,0
E01000113,12,13,16,12,13,10,16,21,12,18,9,15,10,8,11,13,16,12,7,13,9,24,17,15,8,15,8,19,9,17,15,17,20,16,25,18,509,0,0,0,0
E01000114,12,21,13,14,17,16,22,16,23,19,26,16,28,20,17,13,16,25,13,14,18,17,26,15,11,12,21,22,20,7,14,17,16,24,25,18,644,0,0,0,1
E01000115,1,9,4,4,6,13,2,5,7,7,4,2,5,4,10,3,4,9,6,2,5,3,10,6,2,7,4,5,6,5,0,6,9,7,6,2,190,0,0,0,0
E01000116,10,16,7,3,12,7,12,3,5,6,9,4,5,8,9,12,5,7,11,3,9,9,3,11,6,4,5,7,4,10,9,6,5,5,7,4,258,0,0,0,0
E01000117,15,18,17,12,6,10,7,10,4,9,17,9,7,4,11,21,8,15,15,10,9,11,22,3,15,17,5,9,18,8,5,7,11,11,7,11,394,0,0,0,0
E01000118,8,6,6,5,9,3,5,11,2,10,8,5,8,6,5,6,6,9,6,5,6,1,3,8,4,4,7,11,12,6,11,6,8,6,9,7,238,0,0,0,0
E01000119,6,13,3,1,3,4,6,3,5,3,11,9,7,2,7,4,4,1,2,3,6,4,5,9,4,4,5,6,3,9,4,5,14,9,9,5,198,0,0,0,0
E01000120,6,6,0,1,2,3,1,2,4,8,3,3,2,1,3,4,9,3,5,5,4,4,6,2,8,1,3,3,4,7,2,5,5,10,5,2,142,0,0,0,0
E01000121,9,6,7,7,3,4,5,6,4,3,7,3,7,6,4,6,7,5,4,3,6,4,6,4,7,4,11,6,6,8,9,6,2,7,7,3,202,0,0,0,0
E01000122,3,5,2,5,9,4,3,6,4,4,6,2,8,5,1,4,3,2,2,8,6,1,5,3,5,1,3,1,3,6,6,2,9,6,2,1,146,0,0,0,0
E01000123,6,13,9,2,5,9,9,6,5,15,7,13,9,3,12,17,9,5,8,10,13,3,12,10,9,8,12,11,11,13,7,11,6,6,15,10,329,0,0,0,0
E01000124,29,36,12,17,16,22,25,17,18,11,26,22,13,26,38,23,19,22,15,26,23,19,24,11,18,18,21,12,15,26,21,23,14,13,23,10,724,0,0,1,1
E01000126,8,8,2,9,6,13,21,7,10,6,25,11,10,7,9,13,14,10,21,16,7,4,13,14,19,16,7,14,15,10,13,11,19,12,14,7,421,0,0,0,0
E01000127,6,9,4,4,5,5,12,2,6,14,12,6,6,3,8,8,15,21,13,7,6,7,5,6,7,13,9,14,12,10,7,6,8,10,6,6,298,0,0,0,0
E01000128,10,12,11,9,5,7,4,4,7,12,8,5,8,9,9,8,7,11,15,5,11,9,8,12,7,9,9,9,14,15,9,11,8,9,7,7,320,0,0,0,0
E01000129,13,15,17,8,21,11,18,15,26,23,30,16,20,21,27,23,32,26,21,29,25,23,29,29,26,31,26,21,31,22,25,12,22,24,21,27,806,0,1,1,1
E01000130,9,7,4,6,7,7,7,6,5,2,8,6,5,10,6,10,16,8,12,8,8,3,5,9,7,9,13,4,9,9,8,13,7,15,17,13,298,0,0,0,0
E01000131,10,8,4,9,7,4,10,10,8,6,9,9,14,7,12,10,8,15,11,8,23,7,7,5,11,5,9,4,7,13,7,14,11,8,11,8,329,0,0,0,0
E01000132,8,3,3,3,3,6,7,6,9,2,2,3,4,4,5,5,10,7,10,10,7,3,13,5,4,4,8,7,6,7,8,10,7,9,15,6,229,0,0,0,0
E01000133,9,3,8,6,10,9,6,9,3,8,5,8,8,13,6,4,9,8,12,9,1,5,10,9,17,14,7,7,4,16,8,5,6,13,11,5,291,0,0,0,0
E01000134,5,6,6,4,4,7,4,12,3,5,11,10,3,0,11,4,7,9,12,8,4,13,4,8,6,10,3,4,6,8,6,6,8,4,4,6,231,0,0,0,0
E01000135,4,8,6,12,9,5,9,9,12,9,6,4,5,7,7,6,13,5,10,3,4,10,9,8,7,4,9,7,9,10,4,7,7,9,9,6,268,0,0,0,0
E01000136,12,4,9,5,13,7,7,11,6,7,5,11,2,3,4,11,4,5,10,3,10,11,8,6,5,6,10,8,13,11,3,6,11,7,6,10,270,0,0,0,0
E01000137,15,11,9,11,21,11,7,6,7,6,8,7,5,7,17,11,11,16,13,13,5,7,5,7,7,5,4,6,11,6,1,6,13,7,12,3,317,0,0,0,0
E01000138,8,13,3,12,12,6,15,12,13,11,12,5,8,9,13,12,4,10,12,5,3,5,8,9,8,9,6,7,13,5,16,7,6,19,6,8,330,0,0,0,0
E01000139,7,10,5,3,10,10,4,5,6,9,4,9,6,5,5,6,4,5,10,6,9,5,3,4,2,2,13,7,10,9,9,3,12,7,12,8,244,0,0,0,0
E01000140,13,7,4,11,8,12,7,4,3,10,6,14,9,5,19,11,13,15,11,12,10,11,9,12,6,10,10,7,16,5,11,9,10,13,9,9,351,0,0,0,0
E01000141,55,59,32,23,30,33,47,52,44,65,55,33,33,13,30,34,35,48,46,41,39,46,31,45,37,49,33,47,43,42,38,33,41,37,39,34,1442,1,1,1,1
E01000142,11,9,8,14,17,6,12,25,7,11,16,8,5,9,14,7,10,9,9,6,8,12,15,9,11,8,11,9,10,9,4,10,11,9,11,12,372,0,0,0,0
E01000143,23,18,7,7,10,16,14,11,10,10,3,8,12,15,10,16,11,25,13,10,18,17,11,5,10,13,8,14,16,12,17,14,11,7,16,15,453,0,0,0,0
E01000144,23,14,14,11,13,17,11,8,20,18,21,15,19,5,17,24,15,11,18,12,7,10,17,17,13,13,11,6,18,21,16,20,12,23,16,15,541,0,0,0,0
E01000145,5,6,5,10,11,7,14,11,7,7,9,10,5,8,8,13,14,12,4,5,12,4,13,3,10,5,16,5,16,7,9,13,9,6,11,6,316,0,0,0,0
E01000146,31,30,33,20,18,31,32,34,22,32,40,36,30,23,31,24,35,41,31,38,25,34,44,35,43,41,41,33,47,37,39,61,41,54,51,31,1269,1,1,1,1
E01000147,4,4,5,2,7,4,4,7,12,10,5,4,3,4,5,0,6,10,5,2,9,5,10,8,12,6,9,11,7,4,11,5,2,5,7,5,219,0,0,0,0
E01000150,28,26,25,21,16,32,26,42,24,27,27,31,16,22,34,26,24,32,27,23,23,19,22,33,24,22,18,27,26,26,32,27,24,20,35,22,929,0,1,1,1
E01000151,15,22,7,10,20,9,16,22,17,20,15,15,18,18,13,13,21,13,24,20,19,22,8,10,16,22,19,17,27,19,19,13,13,20,26,21,619,0,0,0,1
E01000152,17,7,14,6,8,6,16,9,8,11,11,7,7,11,21,9,10,9,9,15,15,4,15,16,10,16,13,8,18,13,12,11,6,6,15,8,397,0,0,0,0
E01000153,10,9,5,6,4,10,2,11,7,5,7,10,5,14,20,10,9,10,11,10,5,4,4,7,8,15,12,6,13,6,9,7,6,8,18,5,308,0,0,0,0
E01000154,4,5,7,2,7,5,14,7,19,12,17,11,6,10,13,12,15,14,16,9,6,10,17,9,21,14,10,9,6,19,9,12,20,11,10,10,398,0,0,0,0
E01000156,8,9,9,7,7,8,10,12,6,8,7,10,6,3,2,10,3,9,7,7,9,8,5,9,5,10,9,6,6,7,2,14,6,8,7,6,265,0,0,0,0
E01000157,9,4,4,4,5,6,4,3,7,7,10,2,0,3,4,6,2,6,2,3,6,1,6,3,1,2,2,1,3,6,7,2,2,4,2,10,149,0,0,0,0
E01000158,10,15,6,11,7,9,8,5,6,8,9,9,8,15,10,5,6,2,5,6,12,12,11,4,6,9,3,8,16,8,4,12,2,7,4,12,290,0,0,0,0
E01000159,4,4,8,5,10,8,12,6,9,7,18,7,7,14,13,9,14,7,8,11,11,7,7,10,4,7,7,3,13,11,16,4,4,8,7,15,315,0,0,0,0
E01000160,21,21,9,12,24,21,19,23,20,17,12,16,14,11,13,12,23,22,15,13,13,23,11,15,10,11,14,20,28,23,23,18,25,29,16,24,641,0,0,0,1
E01000161,8,9,8,9,14,12,9,8,14,6,7,8,15,6,9,7,9,10,9,16,10,9,13,8,11,9,7,7,22,6,11,8,9,11,4,8,346,0,0,0,0
E01000162,24,18,14,2,6,7,14,15,18,14,16,11,12,15,9,24,21,17,8,7,19,5,9,18,17,20,25,13,8,25,11,14,13,19,21,14,523,0,0,0,0
E01000163,9,2,10,9,13,5,5,9,5,4,11,16,17,23,15,11,9,16,6,10,12,16,15,11,15,12,9,13,11,13,14,12,9,11,16,19,413,0,0,0,0
E01000164,63,51,37,38,45,33,84,44,65,39,57,46,15,22,20,24,23,23,20,16,19,22,21,13,14,14,15,14,23,14,19,24,22,11,18,9,1037,0,1,1,1
E01000165,6,6,4,7,9,7,6,6,10,4,5,3,3,6,5,6,4,2,8,3,3,7,10,2,14,2,16,6,8,6,11,7,9,9,8,9,237,0,0,0,0
E01000166,7,8,7,2,7,5,5,2,12,8,7,6,6,1,12,5,10,3,1,4,7,11,7,5,6,4,7,6,4,6,6,3,6,7,10,4,217,0,0,0,0
E01000167,9,4,20,4,11,10,15,5,11,7,5,5,4,3,3,15,4,14,8,6,8,6,11,8,4,10,7,7,8,7,6,9,10,7,8,12,291,0,0,0,0
E01000168,13,5,6,7,3,5,0,6,5,4,2,6,4,1,3,5,8,9,3,3,8,4,5,5,7,5,2,4,7,1,2,1,3,7,6,5,170,0,0,0,0
E01000169,5,7,4,1,5,1,5,2,7,2,5,4,3,5,12,7,7,2,4,6,7,7,9,3,9,6,4,4,4,3,6,3,5,3,6,9,182,0,0,0,0
E01000170,13,23,9,10,15,12,1,10,14,14,12,8,12,12,12,8,22,7,13,12,17,19,21,6,4,11,19,16,12,6,11,7,14,11,11,12,436,0,0,0,0
E01000171,42,36,17,24,16,22,39,27,27,18,17,20,21,17,31,26,29,19,22,22,25,22,19,26,22,13,23,23,26,13,26,17,24,26,22,29,848,0,1,1,1
