LSOA11CD,imd_score,imd_decile
E01001264,24.398,4
E01001265,20.568,5
E01001266,16.109,6
E01001267,31.849,3
E01001268,18.541,5
E01001269,13.557,7
E01001270,15.651,6
E01001271,16.877,6
E01001272,19.058,5
E01001273,9.462,8
E01001274,8.494,9
E01001275,19.035,5
E01001276,20.56,5
E01001277,17.535,6
E01001278,23.769,4
E01001279,7.15,9
E01001280,13.686,7
E01001281,7.459,9
E01001282,35.01,2
E01001283,40.085,2
E01001284,15.752,6
E01001285,23.184,4
E01001286,23.532,4
E01001287,31.223,3
E01001288,16.018,6
E01001289,15.526,6
E01001290,12.68,7
E01001291,19.365,5
E01001292,13.864,7
E01001293,17.362,6
E01001294,22.485,4
E01001295,17.222,6
E01001296,22.011,4
E01001297,23.36,4
E01001298,27.974,3
E01001299,8.007,9
E01001300,8.87,8
E01001301,20.032,5
E01001302,11.697,7
E01001303,9.914,8
E01001304,14.074,7
E01001305,7.673,9
E01001306,8.308,9
E01001307,11.103,8
E01001308,11.391,7
E01001309,15.083,6
E01001310,18.59,5
E01001311,28.942,3
E01001312,16.657,6
E01001313,13.693,7
E01001314,10.954,8
E01001315,18.255,5
E01001316,31.82,3
E01001317,26.465,4
E01001318,36.013,2
E01001319,18.036,5
E01001320,41.628,2
E01001321,26.07,4
E01001322,23.866,4
E01001323,23.054,4
E01001324,33.507,2
E01001325,26.632,3
E01001326,33.051,3
E01001327,30.832,3
E01001328,33.629,2
E01001329,24.129,4
E01001330,42.882,2
E01001331,37.261,2
E01001332,39.944,2
E01001333,39.653,2
E01001334,41.199,2
E01001335,20.851,5
E01001336,24.895,4
E01001337,35.728,2
E01001338,27.178,3
E01001339,35.644,2
E01001340,38.035,2
E01001341,12.828,7
E01001342,14.813,6
E01001343,15.378,6
E01001344,18.422,5
E01001345,17.505,6
E01001346,12.0,7
E01001347,18.682,5
E01001348,19.431,5
E01001349,33.598,2
E01001350,16.166,6
E01001351,28.006,3
E01001352,15.249,6
E01001353,23.368,4
E01001354,22.226,4
E01001355,24.463,4
E01001356,45.936,1
E01001357,41.995,2
E01001358,45.789,1
E01001359,24.895,4
E01001360,29.132,3
E01001361,34.209,2
E01001362,29.18,3
E01001363,26.151,4
E01001364,42.16,2
E01001365,28.015,3
E01001366,28.541,3
E01001367,30.306,3
E01001368,28.942,3
E01001369,24.898,4
E01001370,25.905,4
E01001371,27.142,3
E01001372,31.007,3
E01001373,26.285,4
E01001374,11.21,8
E01001375,5.53,10
E01001376,23.916,4
E01001377,8.237,9
E01001379,6.511,9
E01001380,12.501,7
E01001381,18.031,5
E01001382,8.388,9
E01001383,11.57,7
E01001384,9.84,8
E01001385,8.565,9
E01001386,9.924,8
E01001387,16.451,6
E01001388,34.821,2
E01001389,21.071,5
E01032572,16.309,6
E01032743,27.393,3
E01032744,33.801,2
E01001390,10.543,8
E01001391,25.639,4
E01001392,10.702,8
E01001393,19.095,5
E01001394,26.964,3
E01001395,35.279,2
E01001396,19.048,5
E01001397,24.623,4
E01001398,9.217,8
E01001399,11.221,8
E01001400,10.379,8
E01001401,12.406,7
E01001402,8.991,8
E01001403,15.86,6
E01001404,19.168,5
E01001405,12.081,7
E01001406,24.464,4
E01001407,18.518,5
E01001408,16.678,6
E01001409,34.902,2
E01001410,45.507,1
E01001411,13.411,7
E01001412,28.35,3
E01001413,7.768,9
E01001414,42.821,2
E01001415,15.471,6
E01001416,7.674,9
E01001417,8.251,9
E01001418,21.09,5
E01001419,15.206,6
E01001420,26.371,4
E01001421,26.74,3
E01001422,7.863,9
E01001423,31.815,3
E01001424,45.659,1
E01001425,48.205,1
E01001426,41.035,2
E01001427,42.558,2
E01001428,38.085,2
E01001429,46.391,1
E01001430,42.061,2
E01001431,43.347,2
E01001432,39.635,2
E01001433,36.086,2
E01001434,28.191,3
E01001435,26.237,4
E01001436,28.56,3
E01001437,38.766,2
E01001438,34.949,2
E01001439,35.255,2
E01001440,30.551,3
E01001441,37.103,2
E01001442,44.482,1
E01001444,22.75,4
E01001445,29.846,3
E01001446,27.924,3
E01001447,42.79,2
E01001448,30.162,3
E01001449,29.422,3
E01001450,21.426,5
E01001451,16.806,6
E01001452,11.358,7
E01001453,6.185,9
E01001454,9.141,8
E01001455,11.174,8
E01001456,5.686,10
E01001457,13.891,7
E01001458,40.254,2
E01001459,23.802,4
E01001460,38.272,2
E01001461,40.049,2
E01001462,35.063,2
E01001463,22.651,4
E01001464,38.337,2
E01001465,24.442,4
E01001466,28.341,3
E01001467,26.454,4
E01001468,29.819,3
E01001469,23.277,4
E01001470,10.556,8
E01001471,17.36,6
E01001472,13.774,7
E01001473,15.973,6
E01001474,13.064,7
E01001475,7.273,9
E01001476,28.029,3
E01001477,34.984,2
E01001478,25.908,4
E01001479,33.274,2
E01001480,30.603,3
E01001481,26.529,4
E01001482,38.527,2
E01001483,53.716,1
E01001484,24.503,4
E01001485,37.13,2
E01001486,41.507,2
E01001487,35.047,2
E01001488,30.484,3
E01001489,30.915,3
E01001491,32.824,3
E01001492,32.044,3
E01001493,29.242,3
E01001494,15.474,6
E01001495,12.544,7
E01001496,14.271,6
E01001497,23.466,4
E01001498,17.405,6
E01001499,24.023,4
E01001500,19.827,5
E01001501,26.291,4
E01001502,31.213,3
E01001503,28.155,3
E01001504,30.29,3
E01001505,33.573,2
E01001506,38.67,2
E01001507,40.471,2
E01001508,31.854,3
E01001509,34.342,2
E01001510,47.177,1
E01001511,21.859,4
E01001512,18.403,5
E01001513,33.421,2
E01001514,21.731,4
E01001515,37.118,2
E01001516,28.911,3
E01001517,48.739,1
E01001518,22.402,4
E01001519,13.242,7
E01001520,17.439,6
E01001521,8.942,8
E01001522,14.078,7
E01001523,8.803,8
E01001524,21.144,5
E01001525,16.784,6
E01001526,10.158,8
E01001527,15.807,6
E01001528,34.923,2
E01001529,32.233,3
E01001530,20.501,5
E01001531,8.429,9
E01001532,8.506,9
E01001533,7.078,9
E01001534,11.197,8
E01001535,14.357,6
E01001536,18.752,5
E01001537,11.559,7
E01001538,11.124,8
E01001539,15.185,6
E01001540,14.261,6
E01001541,9.711,8
E01001542,18.608,5
E01001543,9.625,8
E01001544,9.567,8
E01001545,45.483,1
E01001546,27.925,3
E01001547,29.152,3
E01001548,32.093,3
E01001549,42.876,2
E01001550,36.024,2
E01001551,42.143,2
E01001552,26.37,4
E01001553,38.285,2
E01001554,42.024,2
E01001555,34.676,2
E01001556,19.27,5
E01001557,30.164,3
E01001558,39.726,2
E01001559,41.09,2
E01001560,34.488,2
E01001562,46.641,1
E01001563,16.576,6
E01001564,10.265,8
E01001565,16.271,6
E01001566,13.927,7
E01001567,6.287,9
E01001568,9.832,8
E01001569,10.386,8
E01001570,17.923,5
E01032574,31.481,3
E01033146,37.571,2
E01033148,35.962,2
E01033150,26.753,3
E01033151,39.664,2
E01001571,17.934,5
E01001572,15.488,6
E01001573,15.713,6
E01001574,39.32,2
E01001575,47.53,1
E01001576,39.498,2
E01001577,33.562,2
E01001578,26.804,3
E01001579,37.671,2
E01001580,10.762,8
E01001581,20.417,5
E01001582,23.276,4
E01001583,13.467,7
E01001584,8.831,8
E01001585,12.942,7
E01001586,24.143,4
E01001587,12.083,7
E01001588,36.01,2
E01001589,27.748,3
E01001590,18.27,5
E01001591,31.725,3
E01001592,14.689,6
E01001593,11.428,7
E01001594,36.347,2
E01001595,23.247,4
E01001596,9.357,8
E01001597,15.157,6
E01001598,14.161,7
E01001599,17.402,6
E01001600,13.508,7
E01001601,10.965,8
E01001602,32.404,3
E01001603,36.698,2
E01001604,13.453,7
E01001605,7.194,9
E01001606,6.397,9
E01001607,17.855,5
E01001608,14.25,6
E01001609,21.984,4
E01001610,12.889,7
E01001611,18.934,5
E01001613,20.04,5
E01001614,8.565,9
E01001615,20.234,5
E01001617,8.775,8
E01001618,23.606,4
E01001619,14.743,6
E01001620,31.693,3
E01001621,31.869,3
E01001623,24.743,4
E01001624,25.331,4
E01001625,40.633,2
E01001629,30.377,3
E01001631,34.131,2
E01001632,18.55,5
E01001633,34.156,2
E01001634,41.733,2
E01001635,23.232,4
E01001636,25.682,4
E01001637,27.056,3
E01001638,28.086,3
E01001640,30.555,3
E01001641,16.332,6
E01001642,11.497,7
E01001644,17.25,6
E01001645,27.85,3
E01001646,25.032,4
E01001647,21.637,4
E01001648,19.236,5
E01001649,35.196,2
E01001650,31.966,3
E01001651,43.603,2
E01001652,17.489,6
E01001653,40.929,2
E01001654,39.916,2
E01001655,42.546,2
E01001656,18.273,5
E01001657,11.265,8
E01001658,18.198,5
E01001659,20.724,5
E01001660,33.571,2
E01001661,35.08,2
E01001662,22.073,4
E01001664,21.316,5
E01001665,17.153,6
E01001666,25.344,4
E01001667,42.578,2
E01001668,26.89,3
E01001669,27.835,3
E01001671,22.947,4
E01001672,27.142,3
E01001673,35.883,2
E01001674,22.128,4
E01001675,28.69,3
E01001676,28.338,3
E01001677,19.733,5
E01001678,14.09,7
E01001679,13.493,7
E01001680,8.857,8
E01001681,18.3,5
E01001682,18.224,5
E01001683,22.811,4
E01001684,24.72,4
E01001685,17.339,6
E01001686,20.534,5
E01001687,35.651,2
E01001688,26.616,3
E01001690,29.707,3
E01001692,30.003,3
E01001693,33.676,2
E01001694,23.21,4
E01001695,36.783,2
E01001696,36.797,2
E01001697,33.943,2
E01001698,29.548,3
E01001699,24.705,4
E01001700,31.145,3
E01001701,29.43,3
E01001702,37.853,2
E01001703,31.821,3
E01001704,23.517,4
E01001705,32.594,3
E01001706,39.488,2
E01001708,20.619,5
E01001709,37.34,2
E01001710,33.511,2
E01001711,27.849,3
E01001712,31.332,3
E01001713,37.076,2
E01032567,18.752,5
E01033726,33.551,2
E01033727,19.531,5
E01033728,9.263,8
E01033729,25.081,4
E01033730,17.399,6
E01033731,11.694,7
E01033732,25.75,4
E01033733,14.648,6
E01033734,15.647,6
E01033735,27.791,3
E01033736,10.5,8
E01033737,33.761,2
E01033738,22.299,4
E01033739,19.084,5
E01033740,20.316,5
E01033741,19.599,5
E01033742,13.105,7
E01033743,20.968,5
E01033744,29.363,3
E01033745,22.101,4
E01033746,21.824,4
E01001714,44.248,1
E01001715,28.349,3
E01001716,37.112,2
E01001717,27.475,3
E01001718,20.149,5
E01001719,35.72,2
E01001720,19.773,5
E01001722,31.702,3
E01001723,22.842,4
E01001724,25.324,4
E01001725,26.575,3
E01001726,32.84,3
E01001727,22.608,4
E01001728,30.577,3
E01001729,42.01,2
E01001730,45.752,1
E01001731,31.157,3
E01001732,39.137,2
E01001733,32.404,3
E01001734,36.255,2
E01001735,35.185,2
E01001736,21.541,5
E01001737,24.573,4
E01001738,22.939,4
E01001739,25.798,4
E01001740,43.901,1
E01001741,17.772,5
E01001742,28.995,3
E01001744,32.017,3
E01001745,36.826,2
E01001746,35.266,2
E01001747,31.063,3
E01001748,32.844,3
E01001749,31.098,3
E01001750,36.039,2
E01001751,18.737,5
E01001752,26.838,3
E01001753,35.92,2
E01001754,31.459,3
E01001755,40.073,2
E01001756,23.435,4
E01001757,31.873,3
E01001758,38.882,2
E01001759,28.934,3
E01001760,39.233,2
E01001761,47.161,1
E01001762,27.09,3
E01001763,22.12,4
E01001764,28.73,3
E01001765,43.409,2
E01001767,33.95,2
E01001768,24.277,4
E01001769,26.759,3
E01001770,34.261,2
E01001772,41.78,2
E01001773,38.205,2
E01001774,28.204,3
E01001775,39.266,2
E01001776,45.938,1
E01001777,34.27,2
E01001779,30.639,3
E01001780,37.728,2
E01001781,44.66,1
E01001782,21.076,5
E01001783,38.594,2
E01001784,26.639,3
E01001785,30.74,3
E01001786,37.939,2
E01001787,43.42,2
E01001788,42.475,2
E01001789,27.673,3
E01001790,51.961,1
E01001791,32.227,3
E01001792,32.729,3
E01001793,24.873,4
E01001794,26.492,4
E01001795,31.452,3
E01001796,28.427,3
E01001798,46.437,1
E01001799,26.539,4
E01001800,39.15,2
E01001801,31.423,3
E01001802,33.522,2
E01001803,15.695,6
E01001804,26.466,4
E01001805,27.222,3
E01001806,29.992,3
E01001807,29.104,3
E01001808,30.857,3
E01001809,26.652,3
E01001811,48.58,1
E01001812,29.842,3
E01001813,48.476,1
E01001814,32.729,3
E01001815,36.758,2
E01001816,25.206,4
E01001819,27.879,3
E01001820,41.027,2
E01001821,43.173,2
E01001822,45.667,1
E01001823,28.315,3
E01001824,33.87,2
E01001825,26.92,3
E01001826,34.25,2
E01001827,36.874,2
E01001828,34.2,2
E01001829,16.477,6
E01001830,32.425,3
E01001831,29.178,3
E01001832,28.103,3
E01001833,31.832,3
E01001834,30.766,3
E01001835,21.313,5
E01001836,26.182,4
E01001837,17.083,6
E01001838,46.392,1
E01001839,38.772,2
E01001840,40.008,2
E01001841,31.696,3
E01001842,39.524,2
E01001843,32.022,3
E01001844,26.949,3
E01001845,50.985,1
E01001846,46.735,1
E01001847,56.261,1
E01001848,39.884,2
E01001849,34.104,2
E01001850,42.961,2
E01033698,34.433,2
E01033699,33.618,2
E01033700,30.151,3
E01033701,47.473,1
E01033702,35.791,2
E01033703,34.171,2
E01033704,26.61,3
E01033705,31.723,3
E01033706,32.488,3
E01033707,32.543,3
E01033708,20.118,5
E01033709,33.721,2
E01033710,24.65,4
E01033711,22.212,4
E01033712,33.44,2
E01033713,34.988,2
E01001851,13.267,7
E01001852,16.762,6
E01001853,20.791,5
E01001854,19.308,5
E01001855,18.446,5
E01001856,31.549,3
E01001857,39.967,2
E01001858,30.675,3
E01001859,20.236,5
E01001860,31.87,3
E01001861,30.192,3
E01001862,32.679,3
E01001863,18.964,5
E01001864,28.795,3
E01001865,13.639,7
E01001866,14.104,7
E01001867,13.678,7
E01001868,35.865,2
E01001869,14.292,6
E01001870,16.892,6
E01001871,12.278,7
E01001872,15.605,6
E01001873,22.705,4
E01001874,23.89,4
E01001875,33.544,2
E01001876,37.345,2
E01001877,33.33,2
E01001878,34.751,2
E01001879,22.554,4
E01001880,21.14,5
E01001881,14.937,6
E01001882,13.532,7
E01001883,23.378,4
E01001884,25.958,4
E01001885,50.627,1
E01001886,25.873,4
E01001887,23.246,4
E01001888,10.795,8
E01001889,19.908,5
E01001890,13.675,7
E01001891,11.44,7
E01001892,28.411,3
E01001893,33.791,2
E01001894,30.447,3
E01001895,19.524,5
E01001896,22.043,4
E01001897,15.457,6
E01001898,22.222,4
E01001899,43.244,2
E01001900,36.348,2
E01001901,10.834,8
E01001902,15.69,6
E01001903,25.552,4
E01001904,9.473,8
E01001905,7.147,9
E01001906,9.619,8
E01001907,11.551,7
E01001908,17.008,6
E01001909,22.51,4
E01001910,18.415,5
E01001911,34.648,2
E01001912,35.515,2
E01001913,10.792,8
E01001914,19.977,5
E01001915,12.938,7
E01001916,6.849,9
E01001917,15.582,6
E01001918,10.542,8
E01001919,8.626,8
E01001920,31.102,3
E01001921,19.082,5
E01001922,12.078,7
E01001923,17.635,6
E01001924,9.181,8
E01001925,9.021,8
E01001926,6.578,9
E01001927,9.468,8
E01001928,20.584,5
E01001929,12.281,7
E01001930,31.034,3
E01001931,18.489,5
E01001932,25.92,4
E01001933,20.872,5
E01001934,23.795,4
E01001935,16.976,6
E01001937,13.307,7
E01001938,27.478,3
E01001939,21.07,5
E01001940,34.773,2
E01001941,30.224,3
E01001942,24.159,4
E01001943,33.034,3
E01001944,43.021,2
E01001945,25.101,4
E01001946,21.955,4
E01001947,37.614,2
E01001948,14.586,6
E01001949,8.026,9
E01001950,9.705,8
E01001951,17.389,6
E01001952,15.715,6
E01001953,22.092,4
E01001954,27.358,3
E01001955,37.986,2
E01001956,27.284,3
E01001957,38.797,2
E01001958,38.666,2
E01001959,40.084,2
E01001960,18.411,5
E01001961,41.84,2
E01032788,26.761,3
E01032789,17.108,6
E01032790,17.986,5
E01001962,15.503,6
E01001963,8.6,9
E01001964,14.801,6
E01001965,11.266,8
E01001966,13.306,7
E01001967,8.872,8
E01001968,11.166,8
E01001969,27.037,3
E01001970,26.984,3
E01001971,37.858,2
E01001972,26.384,4
E01001973,18.289,5
E01001974,19.494,5
E01001975,21.262,5
E01001976,37.877,2
E01001977,41.128,2
E01001978,40.391,2
E01001979,41.479,2
E01001980,28.46,3
E01001981,29.7,3
E01001982,32.02,3
E01001983,27.617,3
E01001984,19.562,5
E01001985,10.007,8
E01001986,12.447,7
E01001987,9.497,8
E01001988,16.053,6
E01001989,14.789,6
E01001990,15.635,6
E01001991,14.98,6
E01001992,7.588,9
E01001993,6.707,9
E01001994,10.117,8
E01001995,26.161,4
E01001996,9.706,8
E01001997,14.708,6
E01001998,17.544,6
E01001999,26.638,3
E01002000,18.695,5
E01002001,20.744,5
E01002002,38.664,2
E01002003,36.814,2
E01002004,18.37,5
E01002005,16.075,6
E01002006,15.629,6
E01002007,11.806,7
E01002008,9.139,8
E01002009,12.302,7
E01002010,20.128,5
E01002011,21.45,5
E01002013,12.132,7
E01002014,21.567,4
E01002015,26.278,4
E01002016,21.589,4
E01002017,23.523,4
E01002018,26.666,3
E01002019,7.683,9
E01002020,17.157,6
E01002021,10.351,8
E01002022,14.395,6
E01002023,15.478,6
E01002024,17.848,5
E01002025,7.925,9
E01002026,46.325,1
E01002027,29.949,3
E01002028,27.129,3
E01002029,36.32,2
E01002030,21.726,4
E01002031,33.197,3
E01002032,37.492,2
E01002033,38.453,2
E01002034,51.421,1
E01002036,55.03,1
E01002037,44.897,1
E01002038,46.599,1
E01002039,55.411,1
E01002040,46.352,1
E01002041,37.972,2
E01002042,18.696,5
E01002043,27.374,3
E01002044,23.921,4
E01002045,28.261,3
E01002046,31.66,3
E01002047,23.269,4
E01002048,25.213,4
E01002049,31.408,3
E01002050,23.366,4
E01002051,36.525,2
E01002052,28.141,3
E01002053,36.009,2
E01002054,36.761,2
E01002055,23.338,4
E01002056,29.031,3
E01002057,22.792,4
E01002058,24.777,4
E01002059,21.23,5
E01002060,11.93,7
E01002061,14.12,7
E01002062,15.762,6
E01002063,21.851,4
E01002064,30.894,3
E01002065,27.623,3
E01002066,47.93,1
E01002067,39.987,2
E01002068,31.663,3
E01002069,39.957,2
E01002070,26.2,4
E01002071,53.253,1
E01002072,35.991,2
E01002073,39.358,2
E01002074,40.305,2
E01002075,33.971,2
E01002076,33.273,2
E01002077,37.884,2
E01002078,34.316,2
E01002079,26.303,4
E01002080,30.562,3
E01002081,45.491,1
E01002082,64.677,1
E01002083,17.724,5
E01002084,27.171,3
E01002085,28.237,3
E01002086,33.019,3
E01002087,35.342,2
E01002088,24.185,4
E01002089,46.961,1
E01002090,39.501,2
E01002091,41.384,2
E01002092,35.887,2
E01002093,46.889,1
E01002094,41.188,2
E01002095,46.919,1
E01002096,43.303,2
E01002097,42.169,2
E01002098,21.989,4
E01002099,40.472,2
E01002100,33.809,2
E01002101,21.555,4
E01002102,28.079,3
E01002103,25.598,4
E01002104,25.485,4
E01002105,27.986,3
E01032575,37.628,2
E01033085,28.414,3
E01033086,41.863,2
E01002106,10.431,8
E01002107,6.404,9
E01002108,8.475,9
E01002109,9.025,8
E01002110,7.616,9
E01002111,14.889,6
E01002112,6.325,9
E01002113,15.928,6
E01002114,21.757,4
E01002115,12.933,7
E01002116,8.59,9
E01002117,16.338,6
E01002118,18.653,5
E01002119,19.348,5
E01002120,31.648,3
E01002121,11.816,7
E01002122,15.646,6
E01002123,17.052,6
E01002124,14.394,6
E01002125,15.476,6
E01002126,14.665,6
E01002127,13.278,7
E01002128,17.805,5
E01002129,17.895,5
E01002130,24.584,4
E01002131,28.704,3
E01002132,9.26,8
E01002133,33.059,3
E01002134,9.184,8
E01002135,15.16,6
E01002136,12.828,7
E01002137,4.693,10
E01002138,17.468,6
E01002139,30.759,3
E01002140,18.298,5
E01002141,15.108,6
E01002142,14.391,6
E01002143,19.971,5
E01002144,13.848,7
E01002145,15.781,6
E01002146,3.585,10
E01002147,8.814,8
E01002148,10.409,8
E01002149,4.585,10
E01002150,10.748,8
E01002151,34.105,2
E01002152,6.412,9
E01002153,5.724,10
E01002154,12.679,7
E01002155,6.903,9
E01002156,6.923,9
E01002157,10.935,8
E01002158,6.038,9
E01002159,12.955,7
E01002160,13.132,7
E01002161,14.683,6
E01002162,17.756,5
E01002163,11.162,8
E01002164,8.835,8
E01002165,14.602,6
E01002166,13.325,7
E01002167,20.304,5
E01002168,26.025,4
E01002169,18.14,5
E01002170,16.493,6
E01002171,11.431,7
E01002172,12.818,7
E01002173,13.645,7
E01002174,10.279,8
E01002175,11.584,7
E01002176,12.914,7
E01002177,13.931,7
E01002178,10.016,8
E01002179,21.12,5
E01002180,26.863,3
E01002181,12.446,7
E01002182,14.672,6
E01002183,19.148,5
E01002184,18.565,5
E01002185,30.631,3
E01002186,18.625,5
E01002187,12.416,7
E01002188,3.181,10
E01002189,5.666,10
E01002190,6.159,9
E01002191,6.486,9
E01002192,6.662,9
E01002193,10.973,8
E01002194,5.407,10
E01002195,5.73,10
E01002196,5.376,10
E01002197,11.996,7
E01002198,13.235,7
E01002199,10.429,8
E01002200,15.948,6
E01002201,9.749,8
E01002202,18.335,5
E01002203,13.064,7
E01002204,13.986,7
E01002206,14.258,6
E01002207,11.844,7
E01002208,4.958,10
E01002209,9.946,8
E01002210,8.478,9
E01002211,27.335,3
E01002212,19.735,5
E01002213,17.998,5
E01002214,18.349,5
E01002215,26.808,3
E01002216,12.222,7
E01002217,32.662,3
E01002218,16.566,6
E01002219,20.375,5
E01002220,14.604,6
E01002221,16.888,6
E01002222,13.151,7
E01002223,14.248,6
E01002224,23.599,4
E01002225,6.974,9
E01002226,13.901,7
E01002227,38.186,2
E01002228,13.791,7
E01002229,20.34,5
E01002230,10.441,8
E01002231,22.427,4
E01002232,19.699,5
E01002233,24.849,4
E01002234,18.867,5
E01002235,27.97,3
E01002236,18.005,5
E01002237,20.045,5
E01002238,11.152,8
E01002239,9.138,8
E01002240,20.176,5
E01002241,21.921,4
E01002242,8.357,9
E01032576,7.437,9
E01002243,30.321,3
E01002244,19.029,5
E01002245,17.892,5
E01002246,14.682,6
E01002247,19.955,5
E01002248,21.286,5
E01002249,20.574,5
E01002250,21.587,4
E01002251,24.493,4
E01002252,10.37,8
E01002253,2.453,10
E01002254,3.323,10
E01002255,8.345,9
E01002256,6.437,9
E01002257,4.228,10
E01002258,14.889,6
E01002259,7.442,9
E01002260,12.075,7
E01002261,13.701,7
E01002262,16.019,6
E01002263,7.854,9
E01002264,32.066,3
E01002265,11.656,7
E01002266,15.126,6
E01002267,26.107,4
E01002268,11.623,7
E01002269,8.709,8
E01002270,6.589,9
E01002271,7.906,9
E01002272,9.268,8
E01002273,10.411,8
E01002274,7.551,9
E01002275,8.32,9
E01002276,29.634,3
E01002277,33.413,2
E01002278,33.021,3
E01002279,25.274,4
E01002280,49.966,1
E01002281,33.762,2
E01002282,40.164,2
E01002283,30.523,3
E01002284,29.637,3
E01002285,7.135,9
E01002286,5.332,10
E01002287,9.054,8
E01002288,6.5,9
E01002289,9.285,8
E01002290,7.741,9
E01002291,9.644,8
E01002292,18.192,5
E01002293,17.286,6
E01002294,9.006,8
E01002295,16.189,6
E01002296,13.232,7
E01002297,38.58,2
E01002298,11.631,7
E01002299,19.999,5
E01002300,10.482,8
E01002301,12.127,7
E01002302,18.365,5
E01002303,31.035,3
E01002304,22.295,4
E01002305,18.156,5
E01002306,31.249,3
E01002307,20.131,5
E01002308,24.518,4
E01002309,22.808,4
E01002310,39.544,2
E01002311,26.235,4
E01002312,27.707,3
E01002313,25.67,4
E01002314,39.909,2
E01002315,22.92,4
E01002316,40.727,2
E01002317,5.481,10
E01002318,8.47,9
E01002319,16.802,6
E01002320,8.93,8
E01002321,9.518,8
E01002322,7.706,9
E01002323,11.889,7
E01002324,22.052,4
E01002325,26.639,3
E01002326,19.584,5
E01002327,15.455,6
E01002328,10.024,8
E01002329,15.543,6
E01002330,18.943,5
E01002331,15.434,6
E01002332,14.821,6
E01002333,8.49,9
E01002334,11.33,7
E01002335,16.434,6
E01002336,13.0,7
E01002337,13.698,7
E01002338,11.62,7
E01002339,5.785,10
E01002340,8.668,8
E01002341,10.788,8
E01002342,19.728,5
E01002343,13.207,7
E01002344,19.839,5
E01002345,30.318,3
E01002346,25.573,4
E01002347,14.333,6
E01002348,10.11,8
E01002349,13.9,7
E01002350,26.331,4
E01002351,11.81,7
E01002352,17.934,5
E01002353,15.297,6
E01002354,5.021,10
E01002355,6.409,9
E01002356,33.713,2
E01002358,16.44,6
E01002359,7.02,9
E01002360,13.793,7
E01002361,19.361,5
E01002362,6.861,9
E01002363,18.359,5
E01002364,6.955,9
E01002365,13.525,7
E01002366,11.057,8
E01002367,9.687,8
E01002368,39.103,2
E01002369,21.384,5
E01002370,29.558,3
E01002371,16.24,6
E01002372,10.822,8
E01002373,13.847,7
E01002374,16.712,6
E01002375,28.938,3
E01002376,6.826,9
E01002377,12.885,7
E01002378,8.009,9
E01002379,6.561,9
E01002380,16.974,6
E01002381,13.35,7
E01002382,8.19,9
E01002383,8.309,9
E01002384,7.011,9
E01002385,13.766,7
E01002386,7.828,9
E01002387,4.519,10
E01002388,2.326,10
E01002389,4.429,10
E01002390,3.16,10
E01002391,10.565,8
E01032741,18.737,5
E01032742,18.479,5
E01002392,35.128,2
E01002393,22.759,4
E01002394,18.977,5
E01002395,21.55,5
E01002396,28.627,3
E01002397,26.362,4
E01002398,21.185,5
E01002399,19.66,5
E01002400,26.723,3
E01002401,26.638,3
E01002402,24.386,4
E01002403,26.617,3
E01002404,29.688,3
E01002405,23.452,4
E01002406,24.978,4
E01002407,23.489,4
E01002408,31.015,3
E01002409,22.359,4
E01002410,15.825,6
E01002411,23.999,4
E01002412,13.287,7
E01002413,30.67,3
E01002414,8.777,8
E01002415,6.957,9
E01002416,7.256,9
E01002417,6.56,9
E01002418,11.922,7
E01002419,5.501,10
E01002420,13.784,7
E01002421,8.993,8
E01002422,15.824,6
E01002423,13.735,7
E01002424,13.456,7
E01002425,23.941,4
E01002426,17.74,5
E01002427,13.203,7
E01002428,12.152,7
E01002429,30.131,3
E01002430,6.105,9
E01002431,4.924,10
E01002432,6.636,9
E01002433,16.922,6
E01002434,5.524,10
E01002435,4.163,10
E01002436,10.954,8
E01002437,5.755,10
E01002438,12.569,7
E01002439,17.002,6
E01002440,20.207,5
E01002441,23.701,4
E01002442,23.76,4
E01002443,19.901,5
E01002444,22.563,4
E01002445,30.41,3
E01002446,21.888,4
E01002447,24.211,4
E01002448,18.249,5
E01002449,21.375,5
E01002450,7.627,9
E01002451,7.125,9
E01002452,9.387,8
E01002453,11.258,8
E01002454,19.651,5
E01002455,20.172,5
E01002456,19.196,5
E01002457,26.837,3
E01002458,7.08,9
E01002459,3.738,10
E01002460,6.577,9
E01002461,10.271,8
E01002462,6.945,9
E01002463,7.321,9
E01002464,6.369,9
E01002465,10.44,8
E01002466,7.607,9
E01002467,5.772,10
E01002468,6.832,9
E01002469,7.97,9
E01002470,10.721,8
E01002471,7.311,9
E01002472,8.241,9
E01002473,15.968,6
E01002474,10.473,8
E01002475,17.647,6
E01002476,4.554,10
E01002477,9.978,8
E01002478,7.519,9
E01002479,19.628,5
E01002480,4.074,10
E01002481,19.065,5
E01002482,3.114,10
E01002483,9.321,8
E01002484,21.292,5
E01002485,15.274,6
E01002486,24.901,4
E01002487,24.08,4
E01002488,18.599,5
E01002489,15.991,6
E01002490,21.801,4
E01002491,26.093,4
E01002492,21.072,5
E01002493,31.917,3
E01002494,11.192,8
E01002495,10.037,8
E01002496,16.8,6
E01002497,15.001,6
E01002498,8.295,9
E01002499,12.74,7
E01002501,21.242,5
E01002502,29.205,3
E01002503,30.981,3
E01002504,25.275,4
E01002505,36.03,2
E01002506,32.981,3
E01002507,21.013,5
E01002508,34.585,2
E01002509,8.183,9
E01002511,23.569,4
E01002512,6.058,9
E01002513,12.172,7
