LSOA11CD,imd_score,imd_decile
E01002514,12.343,7
E01002515,21.833,4
E01002516,7.515,9
E01002518,10.195,8
E01002519,29.904,3
E01002520,19.737,5
E01002521,29.236,3
E01002523,17.141,6
E01002525,19.294,5
E01002526,28.751,3
E01002527,27.692,3
E01002528,35.075,2
E01002529,20.428,5
E01002530,35.344,2
E01002531,17.549,6
E01002532,28.501,3
E01002533,17.077,6
E01002534,9.663,8
E01002535,8.346,9
E01002536,9.06,8
E01002537,7.147,9
E01002538,12.169,7
E01002539,7.115,9
E01002540,27.799,3
E01002541,14.753,6
E01002542,29.802,3
E01002543,30.671,3
E01002544,14.322,6
E01002545,42.956,2
E01002546,19.602,5
E01002547,25.05,4
E01002548,32.004,3
E01002549,21.154,5
E01002550,29.539,3
E01002551,21.816,4
E01002552,29.289,3
E01002553,36.121,2
E01002554,27.843,3
E01032577,10.313,8
E01033724,10.113,8
E01033725,21.577,4
E01002555,14.607,6
E01002556,16.965,6
E01002557,25.437,4
E01002558,23.82,4
E01002559,25.75,4
E01002560,28.577,3
E01002561,34.677,2
E01002562,32.826,3
E01002563,15.794,6
E01002564,34.25,2
E01002565,18.186,5
E01002566,34.247,2
E01002567,21.331,5
E01002568,31.74,3
E01002569,9.196,8
E01002570,13.41,7
E01002571,5.356,10
E01002572,30.321,3
E01002573,12.117,7
E01002574,10.811,8
E01002575,7.341,9
E01002576,21.712,4
E01002577,12.295,7
E01002578,10.479,8
E01002579,9.854,8
E01002580,24.639,4
E01002581,11.422,7
E01002582,12.129,7
E01002583,23.659,4
E01002584,18.791,5
E01002585,28.48,3
E01002586,16.639,6
E01002587,24.141,4
E01002588,37.79,2
E01002589,23.215,4
E01002590,18.708,5
E01002591,21.737,4
E01002592,24.445,4
E01002593,23.759,4
E01002594,21.842,4
E01002595,27.052,3
E01002596,24.229,4
E01002598,25.724,4
E01002599,26.574,4
E01002600,27.138,3
E01002601,16.844,6
E01002602,15.557,6
E01002603,26.622,3
E01002604,35.261,2
E01002605,31.415,3
E01002606,38.199,2
E01002607,21.091,5
E01002608,30.406,3
E01002609,15.969,6
E01002610,26.724,3
E01002611,21.015,5
E01002612,26.874,3
E01002613,18.663,5
E01002614,14.622,6
E01002615,35.997,2
E01002616,17.155,6
E01002617,13.082,7
E01002618,16.027,6
E01002619,18.826,5
E01002620,25.894,4
E01002621,20.065,5
E01002622,22.887,4
E01002623,28.246,3
E01002624,21.671,4
E01002625,16.44,6
E01002626,18.608,5
E01002627,28.971,3
E01002628,17.193,6
E01002629,23.111,4
E01002630,17.06,6
E01002631,23.712,4
E01002632,19.386,5
E01002633,38.259,2
E01002634,32.83,3
E01002635,20.411,5
E01002636,16.552,6
E01002637,31.385,3
E01002638,30.834,3
E01002639,14.789,6
E01002640,18.568,5
E01002641,26.128,4
E01002642,21.183,5
E01002643,22.949,4
E01002645,25.375,4
E01002646,29.885,3
E01002647,23.875,4
E01002648,20.096,5
E01002649,26.623,3
E01002650,23.751,4
E01002651,19.225,5
E01002652,18.402,5
E01002653,14.702,6
E01002654,14.654,6
E01002655,12.671,7
E01002656,14.958,6
E01002657,8.719,8
E01002658,9.969,8
E01002659,14.745,6
E01002660,18.802,5
E01002661,16.528,6
E01002662,17.234,6
E01002663,21.955,4
E01002664,28.32,3
E01002665,23.173,4
E01002666,17.794,5
E01002667,20.952,5
E01002668,15.455,6
E01002669,38.698,2
E01002670,15.821,6
E01002671,17.739,5
E01002672,26.691,3
E01002673,49.21,1
E01002674,14.573,6
E01002675,13.828,7
E01002676,15.65,6
E01002677,19.551,5
E01002678,11.412,7
E01002679,13.359,7
E01002680,16.185,6
E01002681,26.437,4
E01002682,18.175,5
E01002683,12.087,7
E01002684,24.157,4
E01002686,37.807,2
E01002687,11.415,7
E01002689,19.261,5
E01002690,10.253,8
E01002691,10.73,8
E01002692,16.106,6
E01002693,15.502,6
E01032573,11.533,7
E01033000,36.05,2
E01033030,18.378,5
E01033081,24.31,4
E01033082,25.28,4
E01033083,19.67,5
E01033084,26.359,4
E01002694,42.957,2
E01002695,22.394,4
E01002696,20.191,5
E01002697,31.847,3
E01002698,17.454,6
E01002699,19.741,5
E01002700,13.447,7
E01002701,27.789,3
E01002702,29.535,3
E01002703,27.328,3
E01002704,22.281,4
E01002706,24.912,4
E01002707,25.684,4
E01002708,29.96,3
E01002709,35.167,2
E01002710,30.958,3
E01002711,21.801,4
E01002712,27.046,3
E01002713,44.476,1
E01002714,14.035,7
E01002715,38.505,2
E01002716,34.594,2
E01002717,22.402,4
E01002718,19.385,5
E01002719,16.71,6
E01002720,40.041,2
E01002721,28.168,3
E01002722,36.798,2
E01002723,28.536,3
E01002724,14.573,6
E01002725,29.084,3
E01002726,24.493,4
E01002727,26.051,4
E01002728,27.235,3
E01002729,31.027,3
E01002730,30.4,3
E01002731,24.496,4
E01002732,47.055,1
E01002733,18.532,5
E01002734,40.543,2
E01002735,33.51,2
E01002736,45.005,1
E01002737,35.801,2
E01002738,24.682,4
E01002739,17.378,6
E01002740,16.104,6
E01002741,34.846,2
E01002742,15.801,6
E01002743,19.06,5
E01002744,17.889,5
E01002745,15.807,6
E01002747,13.325,7
E01002748,39.897,2
E01002749,22.829,4
E01002751,38.0,2
E01002752,22.426,4
E01002753,29.443,3
E01002754,16.43,6
E01002755,39.869,2
E01002756,27.776,3
E01002757,24.102,4
E01002758,44.134,1
E01002759,20.645,5
E01002760,38.826,2
E01002762,20.717,5
E01002763,33.113,3
E01002764,30.946,3
E01002765,28.236,3
E01002766,31.553,3
E01002767,36.783,2
E01002768,29.312,3
E01002769,20.118,5
E01002770,29.977,3
E01002771,27.333,3
E01002772,28.721,3
E01002773,50.095,1
E01002774,30.891,3
E01002775,22.198,4
E01002776,32.142,3
E01002777,27.576,3
E01002778,39.066,2
E01002779,18.595,5
E01002780,26.351,4
E01002781,28.936,3
E01002782,37.168,2
E01002783,46.454,1
E01002784,34.3,2
E01002785,18.889,5
E01002786,36.106,2
E01002787,32.105,3
E01002788,16.985,6
E01002789,13.703,7
E01002790,42.268,2
E01002791,13.879,7
E01002792,16.098,6
E01002793,36.247,2
E01002794,22.216,4
E01002795,25.019,4
E01002796,23.575,4
E01002797,32.118,3
E01002798,21.479,5
E01002799,32.282,3
E01002800,38.934,2
E01002801,16.852,6
E01002802,25.903,4
E01002803,23.761,4
E01002804,37.376,2
E01002805,22.828,4
E01002806,26.952,3
E01002807,31.573,3
E01002808,24.642,4
E01002809,31.444,3
E01002810,33.321,2
E01002811,38.606,2
E01033486,37.609,2
E01033487,10.732,8
E01033488,32.982,3
E01033489,12.468,7
E01033490,19.576,5
E01033491,29.14,3
E01033492,30.044,3
E01033493,11.735,7
E01033494,16.599,6
E01002812,11.548,7
E01002813,10.093,8
E01002814,25.028,4
E01002815,18.289,5
E01002816,11.528,7
E01002817,10.4,8
E01002818,12.656,7
E01002819,11.072,8
E01002820,9.557,8
E01002821,10.933,8
E01002822,12.856,7
E01002823,28.418,3
E01002824,10.045,8
E01002825,9.697,8
E01002826,10.756,8
E01002827,12.075,7
E01002828,16.243,6
E01002829,34.531,2
E01002830,35.373,2
E01002831,36.708,2
E01002832,31.366,3
E01002833,19.197,5
E01002834,15.607,6
E01002835,10.461,8
E01002836,11.093,8
E01002837,13.106,7
E01002838,11.108,8
E01002839,25.779,4
E01002840,37.672,2
E01002841,26.462,4
E01002842,47.396,1
E01002843,42.608,2
E01002844,17.02,6
E01002845,21.021,5
E01002846,30.857,3
E01002847,22.142,4
E01002848,29.533,3
E01002849,17.215,6
E01002850,23.704,4
E01002851,39.773,2
E01002852,41.748,2
E01002853,57.097,1
E01002854,45.147,1
E01002855,45.479,1
E01002856,37.842,2
E01002857,59.009,1
E01002858,23.406,4
E01002859,10.18,8
E01002860,11.416,7
E01002861,15.041,6
E01002862,26.044,4
E01002863,9.933,8
E01002864,9.506,8
E01002865,7.26,9
E01002866,20.684,5
E01002867,22.328,4
E01002868,9.26,8
E01002869,19.675,5
E01002870,41.357,2
E01002871,11.335,7
E01002872,38.9,2
E01002873,19.842,5
E01002874,20.025,5
E01002875,14.928,6
E01002876,20.135,5
E01002877,41.177,2
E01002878,33.862,2
E01002879,41.706,2
E01002880,44.248,1
E01002881,40.49,2
E01002882,17.09,6
E01002883,11.744,7
E01002884,21.59,4
E01002885,19.621,5
E01002886,14.819,6
E01002887,12.569,7
E01002888,10.9,8
E01002889,8.169,9
E01002890,8.969,8
E01002891,9.515,8
E01002892,8.544,9
E01002893,21.771,4
E01002894,19.923,5
E01002895,11.214,8
E01002896,10.304,8
E01002897,15.663,6
E01002898,9.458,8
E01002899,21.45,5
E01002900,8.274,9
E01002901,16.507,6
E01002902,10.759,8
E01002903,7.616,9
E01002904,45.079,1
E01002905,44.52,1
E01002906,33.044,3
E01002907,52.561,1
E01002908,26.916,3
E01002909,29.726,3
E01002910,16.317,6
E01002911,12.544,7
E01002912,13.905,7
E01002913,18.046,5
E01002914,8.875,8
E01002915,8.064,9
E01002916,8.236,9
E01002917,4.073,10
E01002918,12.197,7
E01002919,15.611,6
E01002920,5.052,10
E01002921,15.232,6
E01002922,9.061,8
E01002923,30.061,3
E01002924,3.339,10
E01002925,11.459,7
E01002926,7.351,9
E01002927,12.635,7
E01002928,16.639,6
E01002929,8.833,8
E01002930,11.051,8
E01002931,11.45,7
E01002932,26.643,3
E01002933,15.439,6
E01002934,3.665,10
E01002935,8.24,9
E01002937,5.062,10
E01002938,4.776,10
E01002939,12.767,7
E01002940,18.071,5
E01002941,9.426,8
E01002942,10.777,8
E01002943,16.752,6
E01002944,13.363,7
E01002945,9.082,8
E01002946,8.721,8
E01002947,7.288,9
E01002948,17.875,5
E01002949,9.745,8
E01002950,17.972,5
E01002951,5.416,10
E01002952,6.26,9
E01002953,7.065,9
E01002954,12.215,7
E01002955,14.326,6
E01002956,7.327,9
E01002957,14.322,6
E01002958,6.841,9
E01002959,3.101,10
E01002960,6.07,9
E01002961,7.367,9
E01002962,12.943,7
E01002963,9.886,8
E01002964,17.289,6
E01002965,12.957,7
E01002966,9.456,8
E01002967,5.324,10
E01002968,14.52,6
E01002969,40.913,2
E01002970,21.15,5
E01002971,12.432,7
E01002972,13.608,7
E01002973,23.106,4
E01002974,13.924,7
E01002975,12.123,7
E01002976,8.143,9
E01002977,18.446,5
E01002978,7.414,9
E01002979,9.478,8
E01002980,7.43,9
E01002981,11.94,7
E01002982,13.639,7
E01002983,7.399,9
E01002984,17.185,6
E01002985,11.766,7
E01002986,12.627,7
E01002987,18.608,5
E01002988,6.657,9
E01002989,8.627,8
E01002990,7.626,9
E01002991,7.648,9
E01002992,6.631,9
E01002993,10.174,8
E01002994,7.883,9
E01002995,5.88,10
E01002996,7.571,9
E01002997,8.337,9
E01002998,14.437,6
E01002999,14.372,6
E01003000,19.425,5
E01003001,12.804,7
E01003002,17.542,6
E01003003,15.301,6
E01003004,10.869,8
E01003005,7.542,9
E01003006,7.813,9
E01003007,4.72,10
E01003008,3.164,10
E01003009,9.258,8
E01003010,4.323,10
E01003011,6.829,9
E01033568,13.113,7
E01033569,9.148,8
E01003013,12.271,7
E01003014,26.261,4
E01003015,26.682,3
E01003016,13.265,7
E01003017,23.436,4
E01003018,22.512,4
E01003019,18.843,5
E01003020,24.0,4
E01003021,33.319,2
E01003022,20.494,5
E01003023,19.316,5
E01003024,31.514,3
E01003025,21.733,4
E01003026,17.427,6
E01003027,10.074,8
E01003028,19.787,5
E01003029,19.197,5
E01003030,16.656,6
E01003031,23.596,4
E01003032,31.549,3
E01003033,14.91,6
E01003034,18.498,5
E01003035,24.936,4
E01003036,24.245,4
E01003037,38.342,2
E01003038,14.932,6
E01003039,10.643,8
E01003040,21.291,5
E01003041,34.66,2
E01003042,26.014,4
E01003043,23.727,4
E01003044,43.069,2
E01003045,38.842,2
E01003046,33.936,2
E01003047,39.632,2
E01003048,37.906,2
E01003049,39.746,2
E01003050,27.883,3
E01003051,36.268,2
E01003052,40.689,2
E01003053,23.236,4
E01003054,21.766,4
E01003055,34.093,2
E01003056,29.918,3
E01003057,36.558,2
E01003058,24.327,4
E01003059,39.166,2
E01003060,36.815,2
E01003061,37.895,2
E01003062,22.44,4
E01003063,37.714,2
E01003064,12.812,7
E01003065,41.077,2
E01003066,37.398,2
E01003067,20.479,5
E01003068,28.816,3
E01003069,32.698,3
E01003070,43.799,2
E01003071,16.108,6
E01003072,16.47,6
E01003073,30.231,3
E01003074,24.577,4
E01003075,42.602,2
E01003076,18.536,5
E01003077,19.571,5
E01003078,10.834,8
E01003079,30.785,3
E01003080,18.517,5
E01003081,29.721,3
E01003082,30.194,3
E01003083,19.665,5
E01003084,19.315,5
E01003085,16.358,6
E01003086,31.39,3
E01003087,42.482,2
E01003088,32.424,3
E01003089,31.444,3
E01003090,25.416,4
E01003091,23.431,4
E01003092,36.627,2
E01003093,33.26,2
E01003094,30.432,3
E01003095,19.761,5
E01003096,25.455,4
E01003097,32.154,3
E01003098,23.401,4
E01003099,26.601,3
E01003100,16.907,6
E01003101,28.222,3
E01003102,25.93,4
E01003104,24.638,4
E01003105,29.263,3
E01003106,27.175,3
E01003107,17.52,6
E01003108,33.192,3
E01003109,27.59,3
E01003110,17.446,6
E01003111,35.303,2
E01003112,29.912,3
E01003113,23.176,4
E01003114,22.363,4
E01003115,20.481,5
E01003116,20.465,5
E01003117,22.2,4
E01003118,22.781,4
E01003119,22.028,4
E01003120,32.875,3
E01003121,32.792,3
E01003122,25.76,4
E01003123,19.16,5
E01003124,29.873,3
E01003125,30.312,3
E01003126,28.68,3
E01003127,26.097,4
E01003128,34.369,2
E01003129,24.33,4
E01003130,17.362,6
E01003131,18.271,5
E01003132,32.169,3
E01003133,24.483,4
E01003134,19.56,5
E01003135,31.583,3
E01003136,23.279,4
E01003137,29.29,3
E01003138,10.639,8
E01003139,13.474,7
E01003140,16.888,6
E01003141,24.037,4
E01003142,18.167,5
E01003143,28.82,3
E01003144,17.38,6
E01003145,23.589,4
E01003146,25.101,4
E01003147,20.607,5
E01003148,18.954,5
E01003149,15.204,6
E01003150,26.483,4
E01003151,33.077,3
E01003152,13.041,7
E01003153,14.764,6
E01003154,28.223,3
E01003155,19.058,5
E01003156,18.606,5
E01003157,13.822,7
E01003158,7.631,9
E01003159,36.226,2
E01003160,29.257,3
E01003161,18.917,5
E01003162,27.304,3
E01003163,15.132,6
E01003164,28.097,3
E01003165,22.312,4
E01003166,17.894,5
E01003167,14.506,6
E01003168,40.412,2
E01003169,23.435,4
E01003170,12.457,7
E01003171,25.368,4
E01003172,30.645,3
E01003173,15.409,6
E01003174,33.582,2
E01003175,36.013,2
E01003176,35.216,2
E01003177,25.703,4
E01003178,21.709,4
E01003179,30.956,3
E01003180,22.411,4
E01003181,37.286,2
E01003182,26.612,3
E01003183,28.803,3
E01003184,33.439,2
E01003185,27.075,3
E01003186,19.78,5
E01003187,35.754,2
E01003188,38.438,2
E01032582,29.583,3
E01033207,38.088,2
E01033208,18.819,5
E01003189,43.296,2
E01003190,34.703,2
E01003191,34.906,2
E01003192,48.716,1
E01003193,31.206,3
E01003194,34.535,2
E01003195,20.602,5
E01003196,42.358,2
E01003197,43.555,2
E01003198,18.605,5
E01003199,13.477,7
E01003200,11.58,7
E01003201,28.226,3
E01003202,9.192,8
E01003203,24.646,4
E01003204,20.796,5
E01003205,36.269,2
E01003206,14.285,6
E01003207,36.749,2
E01003209,25.793,4
E01003210,22.25,4
E01003211,23.374,4
E01003212,22.918,4
E01003213,20.821,5
E01003214,26.267,4
E01003215,24.827,4
E01003216,22.725,4
E01003217,20.989,5
E01003218,15.773,6
E01003219,18.336,5
E01003220,25.046,4
E01003221,31.619,3
E01003222,22.103,4
E01003223,16.79,6
E01003224,22.095,4
E01003225,9.432,8
E01003226,16.774,6
E01003227,14.713,6
E01003228,18.146,5
E01003229,32.515,3
E01003230,21.999,4
E01003231,23.637,4
E01003232,12.297,7
E01003233,16.337,6
E01003235,28.429,3
E01003236,36.793,2
E01003237,30.552,3
E01003238,36.619,2
E01003239,34.432,2
E01003240,32.442,3
E01003241,33.099,3
E01003243,37.508,2
E01003244,29.181,3
E01003245,35.294,2
E01003246,40.956,2
E01003247,18.036,5
E01003248,30.754,3
E01003249,24.548,4
E01003250,30.08,3
E01003251,28.185,3
E01003252,39.521,2
E01003253,35.924,2
E01003254,12.229,7
E01003255,17.513,6
E01003256,30.358,3
E01003257,21.897,4
E01003258,31.215,3
E01003259,21.089,5
E01003260,14.438,6
E01003261,15.644,6
E01003262,19.131,5
E01003263,28.062,3
E01003264,26.433,4
E01003265,29.476,3
E01003266,39.337,2
E01003267,35.121,2
E01003268,22.889,4
E01003269,27.67,3
E01003270,11.532,7
E01003271,8.783,8
E01003272,18.848,5
E01003273,17.073,6
E01003274,17.032,6
E01003275,30.622,3
E01003276,20.711,5
E01003277,22.253,4
E01003278,26.151,4
E01003279,16.265,6
E01003280,26.957,3
E01003281,17.245,6
E01003282,23.443,4
E01003283,11.31,7
E01003284,19.337,5
E01003285,13.687,7
E01003286,30.194,3
E01003287,12.552,7
E01003288,30.802,3
E01003290,45.854,1
E01003291,44.99,1
E01003292,20.574,5
E01003293,28.053,3
E01003295,29.292,3
E01003296,28.631,3
E01003297,29.363,3
E01003298,32.141,3
E01003299,32.981,3
E01003300,33.853,2
E01003301,25.746,4
E01003302,31.65,3
E01003303,40.126,2
E01003304,35.961,2
E01003305,43.327,2
E01003307,19.336,5
E01003308,23.433,4
E01003309,32.138,3
E01003310,29.569,3
E01003311,17.357,6
E01003312,17.586,6
E01003313,35.351,2
E01003314,17.09,6
E01003315,27.35,3
E01003316,17.224,6
E01003317,28.027,3
E01003318,47.114,1
E01003319,31.239,3
E01003320,35.069,2
E01003321,32.198,3
E01003322,24.37,4
E01003323,34.133,2
E01003324,37.075,2
E01003325,36.329,2
E01003326,28.866,3
E01003327,16.422,6
E01003328,26.287,4
E01003329,19.169,5
E01003330,34.114,2
E01003331,26.871,3
E01003332,27.507,3
E01003333,24.816,4
E01003334,28.809,3
E01003335,33.691,2
E01003336,34.034,2
E01003337,33.273,2
E01003338,34.64,2
E01003339,26.452,4
E01003340,18.948,5
E01003341,20.72,5
E01003342,19.498,5
E01003343,21.817,4
E01003344,19.594,5
E01003345,16.681,6
E01003346,34.426,2
E01003347,44.725,1
E01003348,25.742,4
E01003349,33.222,3
E01003350,33.849,2
E01003351,37.163,2
E01003352,30.959,3
E01003353,21.578,4
E01003354,22.059,4
E01032564,40.061,2
E01032565,37.246,2
E01032579,36.046,2
E01033320,21.872,4
E01033322,22.616,4
E01033324,32.623,3
E01033325,19.826,5
E01033327,33.686,2
E01033341,31.554,3
E01003355,8.667,8
E01003356,5.985,9
E01003357,27.022,3
E01003358,5.46,10
E01003359,16.015,6
E01003360,7.498,9
E01003361,9.475,8
E01003362,8.165,9
E01003363,5.943,9
E01003364,6.669,9
E01003365,6.803,9
E01003366,18.396,5
E01003367,14.43,6
E01003368,16.576,6
E01003369,12.297,7
E01003370,13.142,7
E01003371,12.515,7
E01003372,26.568,4
E01003373,33.12,3
E01003374,31.166,3
E01003375,19.139,5
E01003376,25.138,4
E01003377,31.291,3
E01003378,18.396,5
E01003379,31.137,3
E01003380,5.789,10
E01003381,7.91,9
E01003382,7.547,9
E01003383,6.668,9
E01003384,8.033,9
E01003385,3.811,10
E01003386,15.919,6
E01003387,30.21,3
E01003388,25.835,4
E01003389,22.957,4
E01003390,33.578,2
E01003391,38.478,2
E01003392,17.066,6
E01003393,14.033,7
E01003394,16.083,6
E01003395,11.9,7
E01003396,12.299,7
E01003397,14.111,7
E01003398,15.226,6
E01003399,9.054,8
E01003400,6.798,9
E01003401,4.061,10
E01003402,4.692,10
E01003403,5.764,10
E01003404,8.846,8
E01003405,25.671,4
E01003406,22.95,4
E01003407,11.858,7
E01003408,11.874,7
E01003409,24.464,4
E01003410,21.572,4
E01003411,16.046,6
E01003412,22.716,4
E01003413,15.38,6
E01003414,13.702,7
E01003415,19.747,5
E01003416,14.135,7
E01003417,9.198,8
E01003418,6.707,9
E01003419,11.324,7
E01003420,9.184,8
E01003421,9.848,8
E01003422,9.163,8
E01003423,5.847,10
E01003424,3.788,10
E01003425,4.046,10
E01003426,10.223,8
E01003427,14.092,7
E01003428,9.369,8
E01003429,14.234,7
E01003430,30.873,3
E01003431,29.36,3
E01003432,40.359,2
E01003433,17.62,6
E01003434,13.002,7
E01003435,17.599,6
E01003436,25.62,4
E01003437,16.002,6
E01003438,26.908,3
E01003439,27.369,3
E01003440,23.077,4
E01003441,22.89,4
E01003442,5.222,10
E01003443,4.549,10
E01003444,5.39,10
E01003445,9.449,8
E01003446,10.115,8
E01003447,24.427,4
E01003448,24.584,4
E01003449,18.476,5
E01003450,28.091,3
E01003451,12.612,7
E01003452,27.017,3
E01003453,24.369,4
E01003454,5.551,10
E01003455,10.995,8
E01003456,12.785,7
E01003457,5.546,10
E01003458,6.013,9
E01003459,16.068,6
E01003460,9.005,8
E01003461,3.716,10
E01003462,6.885,9
E01003463,4.307,10
E01003464,6.098,9
E01003465,4.686,10
E01003466,4.599,10
E01003467,7.121,9
E01003468,4.513,10
E01003469,16.013,6
E01003470,9.521,8
E01003471,8.051,9
E01003472,3.806,10
E01003473,5.269,10
E01003474,4.548,10
E01003475,17.36,6
E01003476,11.723,7
E01003477,8.595,9
E01003478,6.496,9
E01003479,30.088,3
E01003480,24.019,4
E01003481,28.627,3
E01003482,27.209,3
E01003483,37.192,2
E01003484,22.723,4
E01003485,24.091,4
E01003486,47.765,1
E01003487,43.594,2
E01003488,40.69,2
E01003489,34.363,2
E01003490,31.017,3
E01003491,29.506,3
E01003492,24.941,4
E01003493,27.328,3
E01003494,21.333,5
E01003495,17.983,5
E01003496,28.548,3
E01003497,33.279,2
E01003498,33.218,3
E01003499,40.608,2
E01003500,34.325,2
E01003501,36.283,2
E01003502,36.469,2
E01003503,39.386,2
E01003506,45.294,1
E01003507,33.98,2
E01003508,36.928,2
E01003509,35.443,2
E01003511,35.284,2
E01003512,35.298,2
E01003513,22.174,4
E01003514,36.673,2
E01003515,47.7,1
E01003516,39.917,2
E01003517,46.731,1
E01003518,22.636,4
E01003519,29.409,3
E01003520,26.667,3
E01003521,28.488,3
E01003522,31.365,3
E01003523,31.507,3
E01003524,28.552,3
E01003525,30.664,3
E01003526,30.073,3
E01003527,19.947,5
E01003528,30.372,3
E01003529,23.37,4
E01003530,21.945,4
E01003531,29.192,3
E01003532,25.259,4
E01003533,27.567,3
E01003534,25.169,4
E01003535,42.56,2
E01003536,29.531,3
E01003537,25.312,4
E01003538,32.047,3
E01003539,27.345,3
E01003540,38.68,2
E01003541,27.163,3
E01003542,32.819,3
E01003543,23.221,4
E01003544,28.703,3
E01003545,27.152,3
E01003546,33.531,2
E01003547,18.936,5
E01003548,22.286,4
E01003549,25.608,4
E01003550,26.959,3
E01003551,34.983,2
E01003552,29.808,3
E01003553,35.838,2
E01003554,21.902,4
E01003555,25.848,4
E01003556,42.29,2
E01003557,36.797,2
E01003558,38.255,2
E01003559,20.714,5
E01003560,28.024,3
E01003561,23.743,4
E01003562,25.879,4
E01003563,27.104,3
E01003564,27.393,3
E01003565,25.412,4
E01003566,30.414,3
E01003567,32.133,3
E01003568,24.045,4
E01003569,27.715,3
E01003570,31.336,3
E01003571,27.983,3
E01003572,27.781,3
E01003573,27.069,3
E01003574,29.332,3
E01003575,29.833,3
E01003576,38.074,2
E01003577,40.868,2
E01003578,26.188,4
E01003579,28.483,3
E01003580,32.832,3
E01003581,26.783,3
E01003582,30.905,3
E01003583,28.482,3
E01003584,29.49,3
E01003585,27.968,3
E01003586,29.95,3
E01003587,28.048,3
E01003588,29.189,3
E01003589,26.805,3
E01003590,38.34,2
E01003591,34.139,2
E01003592,34.378,2
E01003593,32.672,3
E01003594,29.213,3
E01003595,29.76,3
E01003596,25.24,4
E01003597,25.676,4
E01003598,31.237,3
E01003599,31.152,3
E01003600,34.336,2
E01003601,37.186,2
E01003602,26.11,4
E01003603,22.804,4
E01003604,35.681,2
E01003605,29.461,3
E01003606,28.551,3
E01003607,30.506,3
E01003608,23.936,4
E01003609,23.035,4
E01003611,31.396,3
E01003615,27.328,3
E01003616,29.41,3
E01003617,30.044,3
E01003618,26.797,3
E01003619,35.297,2
E01003621,23.076,4
E01003622,33.739,2
E01003623,31.385,3
E01003624,31.648,3
E01003625,28.623,3
E01003626,23.921,4
E01003627,28.43,3
E01003628,21.405,5
E01003629,26.957,3
E01003630,29.832,3
E01003631,27.243,3
E01003632,20.975,5
E01003633,39.451,2
E01003634,31.094,3
E01003635,24.619,4
E01003636,32.341,3
E01003637,21.981,4
E01033574,17.02,6
E01033575,20.08,5
E01033576,24.456,4
E01033577,18.966,5
E01033578,27.216,3
E01033579,21.114,5
E01033580,8.919,8
E01033581,34.941,2
E01033582,14.606,6
E01033583,27.315,3
E01033584,41.55,2
E01033585,41.668,2
E01033586,34.463,2
E01003638,17.693,5
E01003639,20.275,5
E01003640,17.809,5
E01003641,14.28,6
E01003642,16.546,6
E01003643,11.343,7
E01003644,12.62,7
E01003645,19.419,5
E01003646,12.374,7
E01003647,13.468,7
E01003648,7.595,9
E01003649,9.01,8
E01003650,16.216,6
E01003651,11.315,7
E01003652,8.078,9
E01003653,14.35,6
E01003654,18.26,5
E01003655,10.104,8
E01003656,27.96,3
E01003657,12.312,7
E01003658,22.802,4
E01003659,10.666,8
E01003660,6.729,9
E01003661,18.026,5
E01003662,18.066,5
E01003663,15.078,6
E01003664,15.719,6
E01003665,11.889,7
E01003666,20.279,5
E01003668,8.929,8
E01003669,6.169,9
E01003670,9.549,8
E01003671,3.631,10
E01003672,17.186,6
E01003673,10.701,8
E01003674,8.999,8
E01003675,14.67,6
E01003676,10.273,8
E01003677,9.431,8
E01003678,9.727,8
E01003679,9.012,8
E01003680,7.709,9
E01003681,15.84,6
E01003682,8.29,9
E01003683,20.176,5
E01003684,18.413,5
E01003685,20.929,5
E01003686,26.378,4
E01003688,25.262,4
E01003689,31.258,3
E01003690,18.556,5
E01003691,13.561,7
E01003692,14.631,6
E01003693,14.247,6
E01003694,16.177,6
E01003695,22.931,4
E01003696,11.491,7
E01003697,17.925,5
E01003698,14.458,6
E01003699,13.898,7
E01003700,18.062,5
E01003701,16.423,6
E01003702,16.747,6
E01003703,14.522,6
E01003704,18.734,5
E01003705,14.277,6
E01003706,16.311,6
E01003707,15.526,6
E01003708,28.999,3
E01003709,9.673,8
E01003710,10.916,8
E01003711,16.89,6
E01003712,39.856,2
E01003713,17.315,6
E01003714,19.087,5
E01003715,19.475,5
E01003716,22.223,4
E01003718,18.677,5
E01003719,23.275,4
E01003720,30.716,3
E01003721,19.545,5
E01003722,24.506,4
E01003723,28.091,3
E01003724,18.246,5
E01003725,26.212,4
E01003726,31.711,3
E01003727,29.893,3
E01003728,29.17,3
E01003729,29.466,3
E01003730,23.485,4
E01003731,26.421,4
E01003732,33.926,2
E01003733,25.381,4
E01003734,22.036,4
E01003735,34.319,2
E01003736,25.007,4
E01003737,14.602,6
E01003738,14.155,7
E01003739,19.82,5
E01003740,18.38,5
E01003741,16.28,6
E01003742,15.083,6
E01003743,20.542,5
E01003744,8.383,9
E01003745,5.743,10
E01003746,4.117,10
E01003747,5.927,9
E01003748,4.929,10
E01003749,8.362,9
E01003750,12.172,7
E01003751,16.317,6
E01003752,12.74,7
E01003753,13.373,7
E01003754,13.011,7
E01003755,14.75,6
E01003756,16.868,6
E01003757,20.327,5
E01003758,21.133,5
E01003759,5.02,10
E01003760,15.006,6
E01003761,39.737,2
E01003762,14.079,7
E01003763,11.372,7
E01003764,14.111,7
E01003765,8.499,9
E01003766,19.514,5
E01003767,22.412,4
E01003768,29.257,3
E01003769,24.749,4
