LSOA11CD,crime_count,hotspot_5,hotspot_10,hotspot_15,hotspot_20,imd_score,imd_decile,ptal_score,pop_density,road_density,node_density
E01002592,939.0,0.0,1.0,1.0,1.0,24.445,4,7.38814,1248.0,22882.0,905.0
E01002593,693.0,0.0,0.0,1.0,1.0,23.759,4,14.4667,5091.1,52287.0,1812.0
E01002594,477.0,0.0,0.0,0.0,0.0,21.842,4,10.9792,8636.0,37008.0,756.0
E01002595,428.0,0.0,0.0,0.0,0.0,27.052,3,6.27371,8345.0,44772.0,857.0
E01002596,766.0,0.0,0.0,1.0,1.0,24.229,4,1.80511,4644.6,41060.0,1329.0
E01002598,687.0,0.0,0.0,1.0,1.0,25.724,4,7.40118,8583.5,71567.0,2544.0
E01002599,253.0,0.0,0.0,0.0,0.0,26.574,4,3.71577,8652.1,37092.0,894.0
E01002600,202.0,0.0,0.0,0.0,0.0,27.138,3,3.65198,10415.4,34097.0,553.0
E01002601,289.0,0.0,0.0,0.0,0.0,16.844,6,1.48001,1197.3,19086.0,803.0
E01002602,213.0,0.0,0.0,0.0,0.0,15.557,6,2.31287,7131.3,22783.0,657.0
E01002603,367.0,0.0,0.0,0.0,0.0,26.622,3,4.82379,8742.7,55258.0,2173.0
E01002604,437.0,0.0,0.0,0.0,0.0,35.261,2,3.24896,5452.7,52181.0,1771.0
E01002605,547.0,0.0,0.0,0.0,0.0,31.415,3,5.60174,7172.5,62206.0,2245.0
E01002606,319.0,0.0,0.0,0.0,0.0,38.199,2,4.52205,8124.1,56390.0,1373.0
E01002607,565.0,0.0,0.0,0.0,1.0,21.091,5,6.51199,7117.5,35483.0,1301.0
E01002608,616.0,0.0,0.0,0.0,1.0,30.406,3,5.81968,5509.4,43339.0,1188.0
E01002609,262.0,0.0,0.0,0.0,0.0,15.969,6,5.85408,8569.4,48721.0,1160.0
E01002610,367.0,0.0,0.0,0.0,0.0,26.724,3,1.82567,1163.9,20047.0,693.0
E01002611,524.0,0.0,0.0,0.0,0.0,21.015,5,4.2809,2351.4,37210.0,1318.0
E01002612,800.0,0.0,1.0,1.0,1.0,26.874,3,15.5552,6333.5,61501.0,2221.0
E01002613,257.0,0.0,0.0,0.0,0.0,18.663,5,6.48639,8613.6,26846.0,466.0
E01002614,488.0,0.0,0.0,0.0,0.0,14.622,6,4.93128,3561.6,33310.0,1111.0
E01002615,702.0,0.0,0.0,1.0,1.0,35.997,2,3.75133,1710.0,47999.0,1408.0
E01002616,289.0,0.0,0.0,0.0,0.0,17.155,6,4.91559,7141.6,39174.0,833.0
E01002617,208.0,0.0,0.0,0.0,0.0,13.082,7,2.29096,3622.3,35614.0,1145.0
E01002618,239.0,0.0,0.0,0.0,0.0,16.027,6,5.16797,8937.1,50591.0,852.0
E01002619,327.0,0.0,0.0,0.0,0.0,18.826,5,5.78591,8807.9,27538.0,504.0
E01002620,689.0,0.0,0.0,1.0,1.0,25.894,4,6.17735,9058.9,41963.0,1971.0
E01002621,386.0,0.0,0.0,0.0,0.0,20.065,5,4.0215,7069.4,44985.0,1742.0
E01002622,328.0,0.0,0.0,0.0,0.0,22.887,4,10.0433,9343.1,51740.0,1678.0
E01002623,383.0,0.0,0.0,0.0,0.0,28.246,3,11.159,9586.7,49562.0,1302.0
E01002624,504.0,0.0,0.0,0.0,0.0,21.671,4,12.5781,7987.4,30664.0,1171.0
E01002625,290.0,0.0,0.0,0.0,0.0,16.44,6,3.55851,8752.6,83642.0,999.0
E01002626,525.0,0.0,0.0,0.0,0.0,18.608,5,3.74707,4630.5,57973.0,1403.0
E01002627,275.0,0.0,0.0,0.0,0.0,28.971,3,2.35038,14374.0,58198.0,1576.0
E01002628,403.0,0.0,0.0,0.0,0.0,17.193,6,4.83552,6118.5,38809.0,1554.0
E01002629,485.0,0.0,0.0,0.0,0.0,23.111,4,7.73502,4994.4,49178.0,2211.0
E01002630,463.0,0.0,0.0,0.0,0.0,17.06,6,9.60233,8801.0,40639.0,1117.0
E01002631,324.0,0.0,0.0,0.0,0.0,23.712,4,3.08743,8865.8,36160.0,826.0
E01002632,454.0,0.0,0.0,0.0,0.0,19.386,5,3.92926,5226.2,59410.0,1051.0
E01002633,655.0,0.0,0.0,1.0,1.0,38.259,2,3.50432,2254.7,28704.0,723.0
E01002634,430.0,0.0,0.0,0.0,0.0,32.83,3,4.11431,7301.7,64417.0,1599.0
E01002635,362.0,0.0,0.0,0.0,0.0,20.411,5,4.78657,3773.3,36177.0,1162.0
E01002636,274.0,0.0,0.0,0.0,0.0,16.552,6,3.53391,10119.2,33654.0,876.0
E01002637,1040.0,0.0,1.0,1.0,1.0,31.385,3,4.82529,2752.3,43245.0,1200.0
E01002638,467.0,0.0,0.0,0.0,0.0,30.834,3,3.00416,2770.9,34309.0,783.0
E01002639,302.0,0.0,0.0,0.0,0.0,14.789,6,12.7452,9295.8,21991.0,486.0
E01002640,463.0,0.0,0.0,0.0,0.0,18.568,5,16.9798,10103.0,43917.0,1730.0
E01002641,892.0,0.0,1.0,1.0,1.0,26.128,4,16.9963,13191.2,41174.0,1890.0
E01002642,,,,,,21.183,5,24.4652,,46139.0,1517.0
E01002643,782.0,0.0,1.0,1.0,1.0,22.949,4,13.6855,8456.1,37743.0,1461.0
E01002645,729.0,0.0,0.0,1.0,1.0,25.375,4,20.9752,8724.9,34120.0,1641.0
E01002646,454.0,0.0,0.0,0.0,0.0,29.885,3,8.55547,16083.0,37682.0,1043.0
E01002647,339.0,0.0,0.0,0.0,0.0,23.875,4,4.69305,12699.1,38114.0,1267.0
E01002648,,,,,,20.096,5,19.5482,,32877.0,1135.0
E01002649,783.0,0.0,1.0,1.0,1.0,26.623,3,14.211,10024.4,38719.0,1055.0
E01002650,679.0,0.0,0.0,1.0,1.0,23.751,4,3.19921,1478.9,20938.0,778.0
E01002651,337.0,0.0,0.0,0.0,0.0,19.225,5,6.92496,14572.5,37591.0,405.0
E01002652,444.0,0.0,0.0,0.0,0.0,18.402,5,5.27002,9943.0,48348.0,653.0
E01002653,212.0,0.0,0.0,0.0,0.0,14.702,6,4.28389,8865.5,33272.0,633.0
E01002654,200.0,0.0,0.0,0.0,0.0,14.654,6,3.47062,4476.7,33890.0,893.0
E01002655,278.0,0.0,0.0,0.0,0.0,12.671,7,6.81442,7354.3,36409.0,445.0
E01002656,172.0,0.0,0.0,0.0,0.0,14.958,6,3.7789,6890.2,35930.0,1209.0
E01002657,321.0,0.0,0.0,0.0,0.0,8.719,8,7.53381,8291.1,34292.0,419.0
E01002658,154.0,0.0,0.0,0.0,0.0,9.969,8,6.80644,7707.3,57275.0,1192.0
E01002659,205.0,0.0,0.0,0.0,0.0,14.745,6,4.39364,5126.5,45444.0,1138.0
E01002660,318.0,0.0,0.0,0.0,0.0,18.802,5,14.0214,7785.2,26631.0,621.0
E01002661,666.0,0.0,0.0,1.0,1.0,16.528,6,9.89294,8473.1,33052.0,1043.0
E01002662,519.0,0.0,0.0,0.0,0.0,17.234,6,17.8295,10249.2,28666.0,1087.0
E01002663,308.0,0.0,0.0,0.0,0.0,21.955,4,14.1467,12478.3,41730.0,1464.0
E01002664,,,,,,28.32,3,17.8426,,46816.0,2080.0
E01002665,333.0,0.0,0.0,0.0,0.0,23.173,4,9.00587,12548.6,39710.0,875.0
E01002666,289.0,0.0,0.0,0.0,0.0,17.794,5,6.78031,7322.1,33306.0,661.0
E01002667,449.0,0.0,0.0,0.0,0.0,20.952,5,4.94785,7008.6,44652.0,2288.0
E01002668,392.0,0.0,0.0,0.0,0.0,15.455,6,7.36451,6657.9,44366.0,1848.0
E01002669,311.0,0.0,0.0,0.0,0.0,38.698,2,3.80483,6189.2,36159.0,972.0
E01002670,254.0,0.0,0.0,0.0,0.0,15.821,6,3.99529,4402.8,35845.0,1117.0
E01002671,196.0,0.0,0.0,0.0,0.0,17.739,5,5.11347,7776.8,33271.0,681.0
E01002672,551.0,0.0,0.0,0.0,0.0,26.691,3,4.1069,6023.5,45203.0,1618.0
E01002673,304.0,0.0,0.0,0.0,0.0,49.21,1,4.52993,29945.8,52571.0,1355.0
E01002674,225.0,0.0,0.0,0.0,0.0,14.573,6,7.71495,7318.6,28522.0,1243.0
E01002675,270.0,0.0,0.0,0.0,0.0,13.828,7,9.62308,8556.2,24072.0,584.0
E01002676,335.0,0.0,0.0,0.0,0.0,15.65,6,4.92767,1730.9,29409.0,576.0
E01002677,557.0,0.0,0.0,0.0,0.0,19.551,5,13.1545,8909.4,58277.0,1475.0
E01002678,1126.0,1.0,1.0,1.0,1.0,11.412,7,1.33325,555.5,23704.0,932.0
E01002679,394.0,0.0,0.0,0.0,0.0,13.359,7,7.31699,4009.5,45819.0,1050.0
E01002680,429.0,0.0,0.0,0.0,0.0,16.185,6,10.0805,5081.9,43699.0,1058.0
E01002681,1183.0,1.0,1.0,1.0,1.0,26.437,4,11.2596,7846.1,43684.0,1897.0
E01002682,410.0,0.0,0.0,0.0,0.0,18.175,5,12.1893,5392.2,28556.0,1016.0
E01002683,,,,,,12.087,7,13.4885,,39993.0,1073.0
E01002684,,,,,,24.157,4,11.9725,,42102.0,2060.0
E01002686,640.0,0.0,0.0,0.0,1.0,37.807,2,4.15421,1797.5,19564.0,960.0
E01002687,252.0,0.0,0.0,0.0,0.0,11.415,7,14.97,9462.7,75012.0,1957.0
E01002689,284.0,0.0,0.0,0.0,0.0,19.261,5,10.8961,11183.6,67237.0,1755.0
E01002690,283.0,0.0,0.0,0.0,0.0,10.253,8,10.7179,7665.4,53064.0,701.0
E01002691,416.0,0.0,0.0,0.0,0.0,10.73,8,11.4588,3204.8,36625.0,1464.0
E01002692,691.0,0.0,0.0,1.0,1.0,16.106,6,15.9822,6431.4,46458.0,2132.0
E01002693,880.0,0.0,1.0,1.0,1.0,15.502,6,20.2768,8718.9,45147.0,1455.0
E01002694,265.0,0.0,0.0,0.0,0.0,42.957,2,15.4164,23751.8,59061.0,2637.0
E01002695,1061.0,1.0,1.0,1.0,1.0,22.394,4,31.1858,12440.9,48672.0,2143.0
E01002696,1789.0,1.0,1.0,1.0,1.0,20.191,5,27.4997,11796.1,50848.0,3145.0
E01002697,596.0,0.0,0.0,0.0,1.0,31.847,3,49.2683,17664.0,58643.0,3380.0
E01002698,435.0,0.0,0.0,0.0,0.0,17.454,6,24.714,18537.7,50471.0,2376.0
E01002699,311.0,0.0,0.0,0.0,0.0,19.741,5,13.5919,16229.5,65276.0,2807.0
E01002700,264.0,0.0,0.0,0.0,0.0,13.447,7,8.66543,7652.9,42430.0,1624.0
E01002701,676.0,0.0,0.0,1.0,1.0,27.789,3,38.1114,17732.2,85123.0,6408.0
E01002702,692.0,0.0,0.0,1.0,1.0,29.535,3,27.4555,21312.6,47594.0,2001.0
E01002703,565.0,0.0,0.0,0.0,1.0,27.328,3,26.6831,27220.9,49333.0,1245.0
E01002704,2957.0,1.0,1.0,1.0,1.0,22.281,4,69.0566,7030.7,42115.0,2119.0
E01002706,635.0,0.0,0.0,0.0,1.0,24.912,4,33.36,14963.3,57041.0,2413.0
E01002707,615.0,0.0,0.0,0.0,1.0,25.684,4,28.0624,15328.3,47694.0,2030.0
E01002708,598.0,0.0,0.0,0.0,1.0,29.96,3,13.2189,6270.4,40339.0,1915.0
E01002709,302.0,0.0,0.0,0.0,0.0,35.167,2,19.705,21061.2,55001.0,1475.0
E01002710,470.0,0.0,0.0,0.0,0.0,30.958,3,33.1128,11495.3,59851.0,2112.0
E01002711,1591.0,1.0,1.0,1.0,1.0,21.801,4,74.133,13401.6,42647.0,2568.0
E01002712,943.0,0.0,1.0,1.0,1.0,27.046,3,21.5014,11993.0,54339.0,2018.0
E01002713,632.0,0.0,0.0,0.0,1.0,44.476,1,24.9225,19636.9,57238.0,1995.0
E01002714,420.0,0.0,0.0,0.0,0.0,14.035,7,13.6964,13452.8,41865.0,1313.0
E01002715,368.0,0.0,0.0,0.0,0.0,38.505,2,14.1028,29152.2,62424.0,2113.0
E01002716,656.0,0.0,0.0,1.0,1.0,34.594,2,30.694,17291.5,53322.0,2727.0
E01002717,246.0,0.0,0.0,0.0,0.0,22.402,4,31.0247,9710.4,62111.0,4011.0
E01002718,342.0,0.0,0.0,0.0,0.0,19.385,5,26.2902,15897.2,38766.0,1354.0
E01002719,505.0,0.0,0.0,0.0,0.0,16.71,6,34.3107,10219.3,51859.0,2663.0
E01002720,724.0,0.0,0.0,1.0,1.0,40.041,2,28.1167,20916.3,64151.0,2443.0
E01002721,453.0,0.0,0.0,0.0,0.0,28.168,3,21.1955,13490.1,51772.0,1748.0
E01002722,481.0,0.0,0.0,0.0,0.0,36.798,2,22.1086,17048.4,40592.0,1301.0
E01002723,507.0,0.0,0.0,0.0,0.0,28.536,3,27.6439,16000.0,63769.0,2939.0
E01002724,1626.0,1.0,1.0,1.0,1.0,14.573,6,45.4733,7284.1,50838.0,3133.0
E01002725,296.0,0.0,0.0,0.0,0.0,29.084,3,27.2715,22278.7,62449.0,3160.0
E01002726,976.0,0.0,1.0,1.0,1.0,24.493,4,35.6992,10142.3,55524.0,3058.0
E01002727,433.0,0.0,0.0,0.0,0.0,26.051,4,28.1132,13074.3,68766.0,3897.0
E01002728,420.0,0.0,0.0,0.0,0.0,27.235,3,62.2681,14472.5,50736.0,2790.0
E01002729,455.0,0.0,0.0,0.0,0.0,31.027,3,33.8392,11375.4,48726.0,3090.0
E01002730,812.0,0.0,1.0,1.0,1.0,30.4,3,40.1437,12432.6,44402.0,2105.0
E01002731,,,,,,24.496,4,31.7312,,40485.0,1434.0
E01002732,638.0,0.0,0.0,0.0,1.0,47.055,1,40.3834,13326.0,31254.0,1245.0
E01002733,224.0,0.0,0.0,0.0,0.0,18.532,5,19.5539,16231.7,45600.0,863.0
E01002734,1995.0,1.0,1.0,1.0,1.0,40.543,2,55.4333,20084.9,53176.0,2111.0
E01002735,1053.0,0.0,1.0,1.0,1.0,33.51,2,49.092,27287.8,61200.0,2797.0
E01002736,314.0,0.0,0.0,0.0,0.0,45.005,1,32.6329,20177.6,48601.0,1279.0
E01002737,382.0,0.0,0.0,0.0,0.0,35.801,2,16.8177,25318.6,68597.0,1961.0
E01002738,518.0,0.0,0.0,0.0,0.0,24.682,4,21.782,7339.3,33196.0,1760.0
E01002739,565.0,0.0,0.0,0.0,1.0,17.378,6,27.0659,15677.7,55186.0,1275.0
E01002740,1069.0,1.0,1.0,1.0,1.0,16.104,6,37.8588,10184.7,42906.0,1839.0
E01002741,423.0,0.0,0.0,0.0,0.0,34.846,2,11.4166,14407.9,51435.0,1517.0
E01002742,343.0,0.0,0.0,0.0,0.0,15.801,6,23.8055,18709.1,44427.0,1200.0
E01002743,295.0,0.0,0.0,0.0,0.0,19.06,5,11.0826,15689.3,71679.0,2254.0
E01002744,347.0,0.0,0.0,0.0,0.0,17.889,5,15.1962,13262.6,38934.0,747.0
E01002745,355.0,0.0,0.0,0.0,0.0,15.807,6,20.0709,13233.4,48815.0,1129.0
E01002747,543.0,0.0,0.0,0.0,0.0,13.325,7,39.4803,15160.7,43202.0,835.0
E01002748,811.0,0.0,1.0,1.0,1.0,39.897,2,41.1852,11705.6,39744.0,1300.0
E01002749,327.0,0.0,0.0,0.0,0.0,22.829,4,26.9795,18317.3,44699.0,1318.0
E01002751,479.0,0.0,0.0,0.0,0.0,38.0,2,32.7617,23764.6,72608.0,3063.0
E01002752,293.0,0.0,0.0,0.0,0.0,22.426,4,22.9514,17971.2,44000.0,1132.0
E01002753,275.0,0.0,0.0,0.0,0.0,29.443,3,16.315,17857.1,59809.0,2097.0
E01002754,232.0,0.0,0.0,0.0,0.0,16.43,6,24.4142,12583.3,41464.0,1101.0
E01002755,276.0,0.0,0.0,0.0,0.0,39.869,2,10.6574,13445.5,68610.0,2473.0
E01002756,297.0,0.0,0.0,0.0,0.0,27.776,3,14.3042,11396.4,47422.0,1753.0
E01002757,289.0,0.0,0.0,0.0,0.0,24.102,4,9.18447,15923.1,57347.0,1768.0
E01002758,542.0,0.0,0.0,0.0,0.0,44.134,1,12.3875,14551.6,68104.0,3055.0
E01002759,202.0,0.0,0.0,0.0,0.0,20.645,5,19.867,14135.3,62802.0,2591.0
E01002760,368.0,0.0,0.0,0.0,0.0,38.826,2,14.0107,19140.0,53868.0,1930.0
E01002762,423.0,0.0,0.0,0.0,0.0,20.717,5,25.727,11700.0,58261.0,2048.0
E01002763,467.0,0.0,0.0,0.0,0.0,33.113,3,30.5787,13191.5,74039.0,2997.0
E01002764,404.0,0.0,0.0,0.0,0.0,30.946,3,20.9027,13695.3,50060.0,1817.0
E01002765,882.0,0.0,1.0,1.0,1.0,28.236,3,22.0541,16717.4,43986.0,1644.0
E01002766,603.0,0.0,0.0,0.0,1.0,31.553,3,16.8217,15947.3,42135.0,1464.0
E01002767,529.0,0.0,0.0,0.0,0.0,36.783,2,25.1063,18099.2,59762.0,3036.0
E01002768,389.0,0.0,0.0,0.0,0.0,29.312,3,18.2919,15535.2,51261.0,1392.0
E01002769,396.0,0.0,0.0,0.0,0.0,20.118,5,13.79,8637.8,32770.0,840.0
E01002770,1669.0,1.0,1.0,1.0,1.0,29.977,3,32.9969,8768.4,59688.0,2963.0
E01002771,435.0,0.0,0.0,0.0,0.0,27.333,3,21.7377,12898.9,46074.0,1635.0
E01002772,996.0,0.0,1.0,1.0,1.0,28.721,3,32.0962,18177.4,45349.0,1311.0
E01002773,408.0,0.0,0.0,0.0,0.0,50.095,1,28.8444,17046.6,64001.0,1772.0
E01002774,670.0,0.0,0.0,1.0,1.0,30.891,3,26.3706,11989.9,47445.0,1877.0
E01002775,447.0,0.0,0.0,0.0,0.0,22.198,4,29.9869,11891.9,48574.0,2650.0
E01002776,472.0,0.0,0.0,0.0,0.0,32.142,3,27.8195,16039.7,54620.0,2837.0
E01002777,463.0,0.0,0.0,0.0,0.0,27.576,3,29.3468,14220.3,39009.0,1555.0
E01002778,401.0,0.0,0.0,0.0,0.0,39.066,2,27.281,18476.2,56704.0,3986.0
E01002779,616.0,0.0,0.0,0.0,1.0,18.595,5,18.1941,15840.9,60989.0,3053.0
E01002780,371.0,0.0,0.0,0.0,0.0,26.351,4,23.9395,21506.3,43821.0,2066.0
E01002781,332.0,0.0,0.0,0.0,0.0,28.936,3,19.3649,19078.9,57838.0,3370.0
E01002782,426.0,0.0,0.0,0.0,0.0,37.168,2,21.4284,16254.3,57187.0,2182.0
E01002783,515.0,0.0,0.0,0.0,0.0,46.454,1,15.8261,17286.6,30453.0,1224.0
E01002784,404.0,0.0,0.0,0.0,0.0,34.3,2,12.7554,13562.6,43448.0,1860.0
E01002785,505.0,0.0,0.0,0.0,0.0,18.889,5,15.3192,13089.4,48175.0,1076.0
E01002786,543.0,0.0,0.0,0.0,0.0,36.106,2,20.9567,17821.7,59157.0,2189.0
E01002787,263.0,0.0,0.0,0.0,0.0,32.105,3,17.1599,13264.2,57328.0,1768.0
E01002788,373.0,0.0,0.0,0.0,0.0,16.985,6,12.1118,14861.3,46633.0,1540.0
E01002789,367.0,0.0,0.0,0.0,0.0,13.703,7,14.6783,13814.5,38168.0,1060.0
E01002790,469.0,0.0,0.0,0.0,0.0,42.268,2,30.8121,17896.1,64023.0,2559.0
E01002791,686.0,0.0,0.0,1.0,1.0,13.879,7,38.1591,12995.8,49407.0,3035.0
E01002792,644.0,0.0,0.0,0.0,1.0,16.098,6,26.0625,17504.7,43353.0,1898.0
E01002793,645.0,0.0,0.0,1.0,1.0,36.247,2,31.008,17307.7,75499.0,3094.0
E01002794,2086.0,1.0,1.0,1.0,1.0,22.216,4,30.8784,11295.7,60191.0,3449.0
E01002795,1599.0,1.0,1.0,1.0,1.0,25.019,4,36.0788,10975.1,52332.0,3988.0
E01002796,309.0,0.0,0.0,0.0,0.0,23.575,4,30.6772,14217.9,54986.0,1797.0
E01002797,784.0,0.0,1.0,1.0,1.0,32.118,3,22.2697,16780.1,56043.0,2211.0
E01002798,505.0,0.0,0.0,0.0,0.0,21.479,5,16.1488,14274.4,66031.0,1915.0
E01002799,455.0,0.0,0.0,0.0,0.0,32.282,3,22.7646,22553.2,55919.0,2189.0
E01002800,462.0,0.0,0.0,0.0,0.0,38.934,2,13.452,21313.3,66108.0,2778.0
E01002801,707.0,0.0,0.0,1.0,1.0,16.852,6,30.5765,13644.9,47638.0,1127.0
E01002802,398.0,0.0,0.0,0.0,0.0,25.903,4,17.2543,17075.6,55603.0,2262.0
E01002803,,,,,,23.761,4,25.1791,,59727.0,2924.0
E01002804,422.0,0.0,0.0,0.0,0.0,37.376,2,11.407,13978.2,44809.0,882.0
E01002805,685.0,0.0,0.0,1.0,1.0,22.828,4,29.2731,11195.3,54024.0,1433.0
E01002806,382.0,0.0,0.0,0.0,0.0,26.952,3,18.9807,14735.9,34038.0,1052.0
E01002807,439.0,0.0,0.0,0.0,0.0,31.573,3,11.8171,18492.4,69222.0,1845.0
E01002808,458.0,0.0,0.0,0.0,0.0,24.642,4,13.2818,14580.8,45348.0,985.0
E01002809,355.0,0.0,0.0,0.0,0.0,31.444,3,17.7167,19100.1,42137.0,1281.0
E01002810,660.0,0.0,0.0,1.0,1.0,33.321,2,14.0945,21162.2,65435.0,1434.0
E01002811,332.0,0.0,0.0,0.0,0.0,38.606,2,14.1516,17071.5,38344.0,1452.0
E01002812,287.0,0.0,0.0,0.0,0.0,11.548,7,23.5375,16440.3,50764.0,2112.0
E01002813,259.0,0.0,0.0,0.0,0.0,10.093,8,29.7005,13405.6,47240.0,1576.0
E01002814,830.0,0.0,1.0,1.0,1.0,25.028,4,31.2039,15253.1,50497.0,1672.0
E01002815,253.0,0.0,0.0,0.0,0.0,18.289,5,29.5387,18140.6,72211.0,2610.0
E01002816,357.0,0.0,0.0,0.0,0.0,11.528,7,24.2709,17777.8,49354.0,1426.0
E01002817,439.0,0.0,0.0,0.0,0.0,10.4,8,29.0841,8556.9,42631.0,1613.0
E01002818,2576.0,1.0,1.0,1.0,1.0,12.656,7,31.5435,7324.2,51175.0,1507.0
E01002819,1843.0,1.0,1.0,1.0,1.0,11.072,8,28.3974,5074.6,50452.0,2029.0
E01002820,,,,,,9.557,8,34.4006,,51555.0,1610.0
E01002821,1103.0,1.0,1.0,1.0,1.0,10.933,8,37.4767,5646.3,59422.0,1798.0
E01002822,,,,,,12.856,7,38.5273,,67712.0,2274.0
E01002823,370.0,0.0,0.0,0.0,0.0,28.418,3,37.2848,15223.9,74416.0,2045.0
E01002824,217.0,0.0,0.0,0.0,0.0,10.045,8,27.065,8144.5,61451.0,2001.0
E01002825,489.0,0.0,0.0,0.0,0.0,9.697,8,22.672,9301.7,48073.0,1771.0
E01002826,1185.0,1.0,1.0,1.0,1.0,10.756,8,26.3509,5709.1,56494.0,1658.0
E01002827,779.0,0.0,0.0,1.0,1.0,12.075,7,32.8848,6786.7,35655.0,1078.0
E01002828,331.0,0.0,0.0,0.0,0.0,16.243,6,32.3139,12372.5,38799.0,916.0
E01002829,478.0,0.0,0.0,0.0,0.0,34.531,2,18.0796,24065.7,50451.0,597.0
E01002830,658.0,0.0,0.0,1.0,1.0,35.373,2,16.9603,23140.9,53028.0,892.0
E01002831,1342.0,1.0,1.0,1.0,1.0,36.708,2,19.2919,15575.7,48762.0,1501.0
E01002832,569.0,0.0,0.0,0.0,1.0,31.366,3,25.2258,21587.3,59275.0,1928.0
E01002833,698.0,0.0,0.0,1.0,1.0,19.197,5,21.903,16712.7,90328.0,3030.0
E01002834,266.0,0.0,0.0,0.0,0.0,15.607,6,34.3659,19951.8,43319.0,916.0
E01002835,1097.0,1.0,1.0,1.0,1.0,10.461,8,35.604,9387.9,52396.0,1576.0
E01002836,347.0,0.0,0.0,0.0,0.0,11.093,8,31.391,18118.9,57407.0,1423.0
E01002837,159.0,0.0,0.0,0.0,0.0,13.106,7,29.7584,16101.7,36579.0,534.0
E01002838,,,,,,11.108,8,32.8573,,44936.0,1360.0
E01002839,477.0,0.0,0.0,0.0,0.0,25.779,4,31.5742,24428.6,55765.0,1691.0
E01002840,384.0,0.0,0.0,0.0,0.0,37.672,2,17.2419,11764.0,67905.0,5446.0
E01002841,445.0,0.0,0.0,0.0,0.0,26.462,4,15.3275,10933.6,54125.0,2060.0
E01002842,109.0,0.0,0.0,0.0,0.0,47.396,1,14.217,55769.2,125889.0,2897.0
E01002843,609.0,0.0,0.0,0.0,1.0,42.608,2,19.3673,19242.2,127251.0,5542.0
E01002844,422.0,0.0,0.0,0.0,0.0,17.02,6,15.7065,9264.9,71293.0,3035.0
E01002845,343.0,0.0,0.0,0.0,0.0,21.021,5,17.6744,16605.1,67189.0,2385.0
E01002846,433.0,0.0,0.0,0.0,0.0,30.857,3,42.1646,12218.0,52919.0,1933.0
E01002847,445.0,0.0,0.0,0.0,0.0,22.142,4,41.2676,19293.6,44600.0,889.0
E01002848,329.0,0.0,0.0,0.0,0.0,29.533,3,33.9916,15256.1,44294.0,2161.0
E01002849,381.0,0.0,0.0,0.0,0.0,17.215,6,39.811,23759.6,57194.0,1742.0
E01002850,1112.0,1.0,1.0,1.0,1.0,23.704,4,36.9043,18833.8,43725.0,1082.0
E01002851,644.0,0.0,0.0,0.0,1.0,39.773,2,35.14,22225.9,53472.0,1770.0
E01002852,1242.0,1.0,1.0,1.0,1.0,41.748,2,13.4376,4309.6,39123.0,1645.0
E01002853,291.0,0.0,0.0,0.0,0.0,57.097,1,15.8165,22488.2,46162.0,925.0
E01002854,473.0,0.0,0.0,0.0,0.0,45.147,1,17.4662,8583.7,81464.0,2054.0
E01002855,575.0,0.0,0.0,0.0,1.0,45.479,1,14.5085,15033.1,84135.0,1731.0
E01002856,830.0,0.0,1.0,1.0,1.0,37.842,2,19.8893,18356.9,98818.0,1234.0
E01002857,523.0,0.0,0.0,0.0,0.0,59.009,1,13.6267,22933.3,74100.0,3323.0
E01002858,483.0,0.0,0.0,0.0,0.0,23.406,4,29.0481,22500.0,66335.0,3091.0
E01002859,996.0,0.0,1.0,1.0,1.0,10.18,8,29.8852,9750.2,49740.0,2248.0
E01002860,396.0,0.0,0.0,0.0,0.0,11.416,7,26.7535,10287.8,52782.0,1378.0
E01002861,480.0,0.0,0.0,0.0,0.0,15.041,6,29.4804,14570.8,53313.0,2074.0
E01002862,218.0,0.0,0.0,0.0,0.0,26.044,4,31.2463,24750.0,91093.0,2528.0
E01002863,285.0,0.0,0.0,0.0,0.0,9.933,8,31.2776,8993.6,48113.0,1188.0
E01002864,336.0,0.0,0.0,0.0,0.0,9.506,8,16.6478,4994.9,46075.0,2017.0
E01002865,751.0,0.0,0.0,1.0,1.0,7.26,9,20.4897,11069.5,38767.0,1088.0
E01002866,329.0,0.0,0.0,0.0,0.0,20.684,5,26.9904,11616.0,53090.0,1649.0
E01002867,550.0,0.0,0.0,0.0,0.0,22.328,4,22.8196,15864.0,67583.0,2724.0
E01002868,214.0,0.0,0.0,0.0,0.0,9.26,8,23.003,5497.0,32735.0,1467.0
E01002869,402.0,0.0,0.0,0.0,0.0,19.675,5,43.0197,17159.8,63352.0,1331.0
E01002870,715.0,0.0,0.0,1.0,1.0,41.357,2,11.7032,12602.8,58182.0,1885.0
E01002871,616.0,0.0,0.0,0.0,1.0,11.335,7,26.9302,11202.1,74031.0,2734.0
E01002872,284.0,0.0,0.0,0.0,0.0,38.9,2,15.3402,13911.2,72187.0,2241.0
E01002873,305.0,0.0,0.0,0.0,0.0,19.842,5,36.1283,10469.2,69346.0,3166.0
E01002874,259.0,0.0,0.0,0.0,0.0,20.025,5,21.2895,13679.1,121622.0,5297.0
E01002875,261.0,0.0,0.0,0.0,0.0,14.928,6,22.6472,7889.8,90156.0,4608.0
E01002876,348.0,0.0,0.0,0.0,0.0,20.135,5,9.38816,14679.5,38350.0,447.0
