LSOA11CD,crime_count,hotspot_5,hotspot_10,hotspot_15,hotspot_20,imd_score,imd_decile,ptal_score,pop_density,road_density,node_density,MSOA11CD,RGN11CD
E01002687,252.0,0.0,0.0,0.0,0.0,11.415,7,14.97,9462.7,75012.0,1957.0,E02006792,E12000007
E01002689,284.0,0.0,0.0,0.0,0.0,19.261,5,10.896,11183.6,67237.0,1755.0,E02000532,E12000007
E01002690,283.0,0.0,0.0,0.0,0.0,10.253,8,10.718,7665.4,53064.0,701.0,E02000532,E12000007
E01002691,416.0,0.0,0.0,0.0,0.0,10.73,8,11.459,3204.8,36625.0,1464.0,E02006792,E12000007
E01002692,691.0,0.0,0.0,1.0,1.0,16.106,6,15.982,6431.4,46458.0,2132.0,E02006792,E12000007
E01002693,880.0,0.0,1.0,1.0,1.0,15.502,6,20.277,8718.9,45147.0,1455.0,E02006792,E12000007
E01002694,265.0,0.0,0.0,0.0,0.0,42.957,2,15.416,23751.8,59061.0,2637.0,E02000572,E12000007
E01002695,1061.0,1.0,1.0,1.0,1.0,22.394,4,31.186,12440.9,48672.0,2143.0,E02000574,E12000007
E01002696,1789.0,1.0,1.0,1.0,1.0,20.191,5,27.5,11796.1,50848.0,3145.0,E02000573,E12000007
E01002697,596.0,0.0,0.0,0.0,1.0,31.847,3,49.268,17664.0,58643.0,3380.0,E02000572,E12000007
E01002698,435.0,0.0,0.0,0.0,0.0,17.454,6,24.714,18537.7,50471.0,2376.0,E02000570,E12000007
E01002699,311.0,0.0,0.0,0.0,0.0,19.741,5,13.592,16229.5,65276.0,2807.0,E02000570,E12000007
E01002700,264.0,0.0,0.0,0.0,0.0,13.447,7,8.665,7652.9,42430.0,1624.0,E02000570,E12000007
E01002701,676.0,0.0,0.0,1.0,1.0,27.789,3,38.111,17732.2,85123.0,6408.0,E02000576,E12000007
E01002702,692.0,0.0,0.0,1.0,1.0,29.535,3,27.456,21312.6,47594.0,2001.0,E02000576,E12000007
E01002703,565.0,0.0,0.0,0.0,1.0,27.328,3,26.683,27220.9,49333.0,1245.0,E02000576,E12000007
E01002704,2957.0,1.0,1.0,1.0,1.0,22.281,4,69.057,7030.7,42115.0,2119.0,E02000576,E12000007
E01002706,635.0,0.0,0.0,0.0,1.0,24.912,4,33.36,14963.3,57041.0,2413.0,E02000576,E12000007
E01002707,615.0,0.0,0.0,0.0,1.0,25.684,4,28.062,15328.3,47694.0,2030.0,E02000575,E12000007
E01002708,598.0,0.0,0.0,0.0,1.0,29.96,3,13.219,6270.4,40339.0,1915.0,E02000568,E12000007
E01002709,302.0,0.0,0.0,0.0,0.0,35.167,2,19.705,21061.2,55001.0,1475.0,E02000572,E12000007
E01002710,470.0,0.0,0.0,0.0,0.0,30.958,3,33.113,11495.3,59851.0,2112.0,E02000572,E12000007
E01002711,1591.0,1.0,1.0,1.0,1.0,21.801,4,74.133,13401.6,42647.0,2568.0,E02000574,E12000007
E01002712,943.0,0.0,1.0,1.0,1.0,27.046,3,21.501,11993.0,54339.0,2018.0,E02000568,E12000007
E01002713,632.0,0.0,0.0,0.0,1.0,44.476,1,24.922,19636.9,57238.0,1995.0,E02000568,E12000007
E01002714,420.0,0.0,0.0,0.0,0.0,14.035,7,13.696,13452.8,41865.0,1313.0,E02000570,E12000007
E01002715,368.0,0.0,0.0,0.0,0.0,38.505,2,14.103,29152.2,62424.0,2113.0,E02000572,E12000007
E01002716,656.0,0.0,0.0,1.0,1.0,34.594,2,30.694,17291.5,53322.0,2727.0,E02000567,E12000007
E01002717,246.0,0.0,0.0,0.0,0.0,22.402,4,31.025,9710.4,62111.0,4011.0,E02000569,E12000007
E01002718,342.0,0.0,0.0,0.0,0.0,19.385,5,26.29,15897.2,38766.0,1354.0,E02000567,E12000007
E01002719,505.0,0.0,0.0,0.0,0.0,16.71,6,34.311,10219.3,51859.0,2663.0,E02000569,E12000007
E01002720,724.0,0.0,0.0,1.0,1.0,40.041,2,28.117,20916.3,64151.0,2443.0,E02000569,E12000007
E01002721,453.0,0.0,0.0,0.0,0.0,28.168,3,21.196,13490.1,51772.0,1748.0,E02000567,E12000007
E01002722,481.0,0.0,0.0,0.0,0.0,36.798,2,22.109,17048.4,40592.0,1301.0,E02000571,E12000007
E01002723,507.0,0.0,0.0,0.0,0.0,28.536,3,27.644,16000.0,63769.0,2939.0,E02000575,E12000007
E01002724,1626.0,1.0,1.0,1.0,1.0,14.573,6,45.473,7284.1,50838.0,3133.0,E02000575,E12000007
E01002725,296.0,0.0,0.0,0.0,0.0,29.084,3,27.272,22278.7,62449.0,3160.0,E02000575,E12000007
E01002726,976.0,0.0,1.0,1.0,1.0,24.493,4,35.699,10142.3,55524.0,3058.0,E02000575,E12000007
E01002727,433.0,0.0,0.0,0.0,0.0,26.051,4,28.113,13074.3,68766.0,3897.0,E02000574,E12000007
E01002728,420.0,0.0,0.0,0.0,0.0,27.235,3,62.268,14472.5,50736.0,2790.0,E02000574,E12000007
E01002729,455.0,0.0,0.0,0.0,0.0,31.027,3,33.839,11375.4,48726.0,3090.0,E02000574,E12000007
E01002730,812.0,0.0,1.0,1.0,1.0,30.4,3,40.144,12432.6,44402.0,2105.0,E02000560,E12000007
E01002731,501.0,0.0,0.0,0.0,0.0,24.496,4,31.731,13951.9,40485.0,1434.0,E02000560,E12000007
E01002732,638.0,0.0,0.0,0.0,1.0,47.055,1,40.383,13326.0,31254.0,1245.0,E02000558,E12000007
E01002733,224.0,0.0,0.0,0.0,0.0,18.532,5,19.554,16231.7,45600.0,863.0,E02000560,E12000007
E01002734,1995.0,1.0,1.0,1.0,1.0,40.543,2,55.433,20084.9,53176.0,2111.0,E02000558,E12000007
E01002735,1053.0,0.0,1.0,1.0,1.0,33.51,2,49.092,27287.8,61200.0,2797.0,E02000556,E12000007
E01002736,314.0,0.0,0.0,0.0,0.0,45.005,1,32.633,20177.6,48601.0,1279.0,E02000558,E12000007
E01002737,382.0,0.0,0.0,0.0,0.0,35.801,2,16.818,25318.6,68597.0,1961.0,E02000558,E12000007
E01002738,518.0,0.0,0.0,0.0,0.0,24.682,4,21.782,7339.3,33196.0,1760.0,E02000562,E12000007
E01002739,565.0,0.0,0.0,0.0,1.0,17.378,6,27.066,15677.7,55186.0,1275.0,E02000566,E12000007
E01002740,1069.0,1.0,1.0,1.0,1.0,16.104,6,37.859,10184.7,42906.0,1839.0,E02000566,E12000007
E01002741,423.0,0.0,0.0,0.0,0.0,34.846,2,11.417,14407.9,51435.0,1517.0,E02000562,E12000007
E01002742,343.0,0.0,0.0,0.0,0.0,15.801,6,23.806,18709.1,44427.0,1200.0,E02000559,E12000007
E01002743,295.0,0.0,0.0,0.0,0.0,19.06,5,11.083,15689.3,71679.0,2254.0,E02000562,E12000007
E01002744,347.0,0.0,0.0,0.0,0.0,17.889,5,15.196,13262.6,38934.0,747.0,E02000562,E12000007
E01002745,355.0,0.0,0.0,0.0,0.0,15.807,6,20.071,13233.4,48815.0,1129.0,E02000566,E12000007
E01002747,543.0,0.0,0.0,0.0,0.0,13.325,7,39.48,15160.7,43202.0,835.0,E02000559,E12000007
E01002748,811.0,0.0,1.0,1.0,1.0,39.897,2,41.185,11705.6,39744.0,1300.0,E02000559,E12000007
E01002749,327.0,0.0,0.0,0.0,0.0,22.829,4,26.98,18317.3,44699.0,1318.0,E02000559,E12000007
E01002751,479.0,0.0,0.0,0.0,0.0,38.0,2,32.762,23764.6,72608.0,3063.0,E02000558,E12000007
E01002752,293.0,0.0,0.0,0.0,0.0,22.426,4,22.951,17971.2,44000.0,1132.0,E02000562,E12000007
E01002753,275.0,0.0,0.0,0.0,0.0,29.443,3,16.315,17857.1,59809.0,2097.0,E02000555,E12000007
E01002754,232.0,0.0,0.0,0.0,0.0,16.43,6,24.414,12583.3,41464.0,1101.0,E02000555,E12000007
E01002755,276.0,0.0,0.0,0.0,0.0,39.869,2,10.657,13445.5,68610.0,2473.0,E02000554,E12000007
E01002756,297.0,0.0,0.0,0.0,0.0,27.776,3,14.304,11396.4,47422.0,1753.0,E02000554,E12000007
E01002757,289.0,0.0,0.0,0.0,0.0,24.102,4,9.184,15923.1,57347.0,1768.0,E02000555,E12000007
E01002758,542.0,0.0,0.0,0.0,0.0,44.134,1,12.388,14551.6,68104.0,3055.0,E02000554,E12000007
E01002759,202.0,0.0,0.0,0.0,0.0,20.645,5,19.867,14135.3,62802.0,2591.0,E02000555,E12000007
E01002760,368.0,0.0,0.0,0.0,0.0,38.826,2,14.011,19140.0,53868.0,1930.0,E02000555,E12000007
E01002762,423.0,0.0,0.0,0.0,0.0,20.717,5,25.727,11700.0,58261.0,2048.0,E02000564,E12000007
E01002763,467.0,0.0,0.0,0.0,0.0,33.113,3,30.579,13191.5,74039.0,2997.0,E02000560,E12000007
E01002764,404.0,0.0,0.0,0.0,0.0,30.946,3,20.903,13695.3,50060.0,1817.0,E02000563,E12000007
E01002765,882.0,0.0,1.0,1.0,1.0,28.236,3,22.054,16717.4,43986.0,1644.0,E02000568,E12000007
E01002766,603.0,0.0,0.0,0.0,1.0,31.553,3,16.822,15947.3,42135.0,1464.0,E02000568,E12000007
E01002767,529.0,0.0,0.0,0.0,0.0,36.783,2,25.106,18099.2,59762.0,3036.0,E02000564,E12000007
E01002768,389.0,0.0,0.0,0.0,0.0,29.312,3,18.292,15535.2,51261.0,1392.0,E02000557,E12000007
E01002769,396.0,0.0,0.0,0.0,0.0,20.118,5,13.79,8637.8,32770.0,840.0,E02000561,E12000007
E01002770,1669.0,1.0,1.0,1.0,1.0,29.977,3,32.997,8768.4,59688.0,2963.0,E02000557,E12000007
E01002771,435.0,0.0,0.0,0.0,0.0,27.333,3,21.738,12898.9,46074.0,1635.0,E02000557,E12000007
E01002772,996.0,0.0,1.0,1.0,1.0,28.721,3,32.096,18177.4,45349.0,1311.0,E02000555,E12000007
E01002773,408.0,0.0,0.0,0.0,0.0,50.095,1,28.844,17046.6,64001.0,1772.0,E02000557,E12000007
E01002774,670.0,0.0,0.0,1.0,1.0,30.891,3,26.371,11989.9,47445.0,1877.0,E02000557,E12000007
E01002775,447.0,0.0,0.0,0.0,0.0,22.198,4,29.987,11891.9,48574.0,2650.0,E02000567,E12000007
E01002776,472.0,0.0,0.0,0.0,0.0,32.142,3,27.82,16039.7,54620.0,2837.0,E02000567,E12000007
E01002777,463.0,0.0,0.0,0.0,0.0,27.576,3,29.347,14220.3,39009.0,1555.0,E02000565,E12000007
E01002778,401.0,0.0,0.0,0.0,0.0,39.066,2,27.281,18476.2,56704.0,3986.0,E02000565,E12000007
E01002779,616.0,0.0,0.0,0.0,1.0,18.595,5,18.194,15840.9,60989.0,3053.0,E02000565,E12000007
E01002780,371.0,0.0,0.0,0.0,0.0,26.351,4,23.94,21506.3,43821.0,2066.0,E02000567,E12000007
E01002781,332.0,0.0,0.0,0.0,0.0,28.936,3,19.365,19078.9,57838.0,3370.0,E02000565,E12000007
E01002782,426.0,0.0,0.0,0.0,0.0,37.168,2,21.428,16254.3,57187.0,2182.0,E02000565,E12000007
E01002783,515.0,0.0,0.0,0.0,0.0,46.454,1,15.826,17286.6,30453.0,1224.0,E02000563,E12000007
E01002784,404.0,0.0,0.0,0.0,0.0,34.3,2,12.755,13562.6,43448.0,1860.0,E02000563,E12000007
E01002785,505.0,0.0,0.0,0.0,0.0,18.889,5,15.319,13089.4,48175.0,1076.0,E02000561,E12000007
E01002786,543.0,0.0,0.0,0.0,0.0,36.106,2,20.957,17821.7,59157.0,2189.0,E02000563,E12000007
E01002787,263.0,0.0,0.0,0.0,0.0,32.105,3,17.16,13264.2,57328.0,1768.0,E02000563,E12000007
E01002788,373.0,0.0,0.0,0.0,0.0,16.985,6,12.112,14861.3,46633.0,1540.0,E02000561,E12000007
E01002789,367.0,0.0,0.0,0.0,0.0,13.703,7,14.678,13814.5,38168.0,1060.0,E02000561,E12000007
E01002790,469.0,0.0,0.0,0.0,0.0,42.268,2,30.812,17896.1,64023.0,2559.0,E02000569,E12000007
E01002791,686.0,0.0,0.0,1.0,1.0,13.879,7,38.159,12995.8,49407.0,3035.0,E02000569,E12000007
E01002792,644.0,0.0,0.0,0.0,1.0,16.098,6,26.062,17504.7,43353.0,1898.0,E02000570,E12000007
E01002793,645.0,0.0,0.0,1.0,1.0,36.247,2,31.008,17307.7,75499.0,3094.0,E02000569,E12000007
E01002794,2086.0,1.0,1.0,1.0,1.0,22.216,4,30.878,11295.7,60191.0,3449.0,E02000573,E12000007
E01002795,1599.0,1.0,1.0,1.0,1.0,25.019,4,36.079,10975.1,52332.0,3988.0,E02000566,E12000007
E01002796,309.0,0.0,0.0,0.0,0.0,23.575,4,30.677,14217.9,54986.0,1797.0,E02000566,E12000007
E01002797,784.0,0.0,1.0,1.0,1.0,32.118,3,22.27,16780.1,56043.0,2211.0,E02000571,E12000007
E01002798,505.0,0.0,0.0,0.0,0.0,21.479,5,16.149,14274.4,66031.0,1915.0,E02000571,E12000007
E01002799,455.0,0.0,0.0,0.0,0.0,32.282,3,22.765,22553.2,55919.0,2189.0,E02000571,E12000007
E01002800,462.0,0.0,0.0,0.0,0.0,38.934,2,13.452,21313.3,66108.0,2778.0,E02000571,E12000007
E01002801,707.0,0.0,0.0,1.0,1.0,16.852,6,30.576,13644.9,47638.0,1127.0,E02000573,E12000007
E01002802,398.0,0.0,0.0,0.0,0.0,25.903,4,17.254,17075.6,55603.0,2262.0,E02000573,E12000007
E01002803,1245.0,0.0,0.0,1.0,1.0,23.761,4,25.179,13453.1,59727.0,2924.0,E02000573,E12000007
E01002804,422.0,0.0,0.0,0.0,0.0,37.376,2,11.407,13978.2,44809.0,882.0,E02000554,E12000007
E01002805,685.0,0.0,0.0,1.0,1.0,22.828,4,29.273,11195.3,54024.0,1433.0,E02000556,E12000007
E01002806,382.0,0.0,0.0,0.0,0.0,26.952,3,18.981,14735.9,34038.0,1052.0,E02000556,E12000007
E01002807,439.0,0.0,0.0,0.0,0.0,31.573,3,11.817,18492.4,69222.0,1845.0,E02000554,E12000007
E01002808,458.0,0.0,0.0,0.0,0.0,24.642,4,13.282,14580.8,45348.0,985.0,E02000556,E12000007
E01002809,355.0,0.0,0.0,0.0,0.0,31.444,3,17.717,19100.1,42137.0,1281.0,E02000556,E12000007
E01002810,660.0,0.0,0.0,1.0,1.0,33.321,2,14.094,21162.2,65435.0,1434.0,E02000556,E12000007
E01002811,332.0,0.0,0.0,0.0,0.0,38.606,2,14.152,17071.5,38344.0,1452.0,E02000554,E12000007
E01002812,287.0,0.0,0.0,0.0,0.0,11.548,7,23.538,16440.3,50764.0,2112.0,E02000589,E12000007
E01002813,259.0,0.0,0.0,0.0,0.0,10.093,8,29.7,13405.6,47240.0,1576.0,E02000587,E12000007
E01002814,830.0,0.0,1.0,1.0,1.0,25.028,4,31.204,15253.1,50497.0,1672.0,E02000591,E12000007
E01002815,253.0,0.0,0.0,0.0,0.0,18.289,5,29.539,18140.6,72211.0,2610.0,E02000587,E12000007
E01002816,357.0,0.0,0.0,0.0,0.0,11.528,7,24.271,17777.8,49354.0,1426.0,E02000587,E12000007
E01002817,439.0,0.0,0.0,0.0,0.0,10.4,8,29.084,8556.9,42631.0,1613.0,E02000587,E12000007
E01002818,2576.0,1.0,1.0,1.0,1.0,12.656,7,31.544,7324.2,51175.0,1507.0,E02000588,E12000007
E01002819,1843.0,1.0,1.0,1.0,1.0,11.072,8,28.397,5074.6,50452.0,2029.0,E02000588,E12000007
E01002820,534.0,0.0,0.0,0.0,0.0,9.557,8,34.401,14536.2,51555.0,1610.0,E02000592,E12000007
E01002821,1103.0,1.0,1.0,1.0,1.0,10.933,8,37.477,5646.3,59422.0,1798.0,E02000590,E12000007
E01002822,534.0,0.0,0.0,0.0,0.0,12.856,7,38.527,14536.2,67712.0,2274.0,E02000592,E12000007
E01002823,370.0,0.0,0.0,0.0,0.0,28.418,3,37.285,15223.9,74416.0,2045.0,E02000590,E12000007
E01002824,217.0,0.0,0.0,0.0,0.0,10.045,8,27.065,8144.5,61451.0,2001.0,E02000584,E12000007
E01002825,489.0,0.0,0.0,0.0,0.0,9.697,8,22.672,9301.7,48073.0,1771.0,E02000584,E12000007
E01002826,1185.0,1.0,1.0,1.0,1.0,10.756,8,26.351,5709.1,56494.0,1658.0,E02000584,E12000007
E01002827,779.0,0.0,0.0,1.0,1.0,12.075,7,32.885,6786.7,35655.0,1078.0,E02000584,E12000007
E01002828,331.0,0.0,0.0,0.0,0.0,16.243,6,32.314,12372.5,38799.0,916.0,E02000584,E12000007
E01002829,478.0,0.0,0.0,0.0,0.0,34.531,2,18.08,24065.7,50451.0,597.0,E02000580,E12000007
E01002830,658.0,0.0,0.0,1.0,1.0,35.373,2,16.96,23140.9,53028.0,892.0,E02000580,E12000007
E01002831,1342.0,1.0,1.0,1.0,1.0,36.708,2,19.292,15575.7,48762.0,1501.0,E02000580,E12000007
E01002832,569.0,0.0,0.0,0.0,1.0,31.366,3,25.226,21587.3,59275.0,1928.0,E02000580,E12000007
E01002833,698.0,0.0,0.0,1.0,1.0,19.197,5,21.903,16712.7,90328.0,3030.0,E02000583,E12000007
E01002834,266.0,0.0,0.0,0.0,0.0,15.607,6,34.366,19951.8,43319.0,916.0,E02000589,E12000007
E01002835,1097.0,1.0,1.0,1.0,1.0,10.461,8,35.604,9387.9,52396.0,1576.0,E02000592,E12000007
E01002836,347.0,0.0,0.0,0.0,0.0,11.093,8,31.391,18118.9,57407.0,1423.0,E02000592,E12000007
E01002837,159.0,0.0,0.0,0.0,0.0,13.106,7,29.758,16101.7,36579.0,534.0,E02000592,E12000007
E01002838,532.0,0.0,0.0,0.0,0.0,11.108,8,32.857,12522.5,44936.0,1360.0,E02000596,E12000007
E01002839,477.0,0.0,0.0,0.0,0.0,25.779,4,31.574,24428.6,55765.0,1691.0,E02000589,E12000007
E01002840,384.0,0.0,0.0,0.0,0.0,37.672,2,17.242,11764.0,67905.0,5446.0,E02000597,E12000007
E01002841,445.0,0.0,0.0,0.0,0.0,26.462,4,15.328,10933.6,54125.0,2060.0,E02000597,E12000007
E01002842,109.0,0.0,0.0,0.0,0.0,47.396,1,14.217,55769.2,125889.0,2897.0,E02000597,E12000007
E01002843,609.0,0.0,0.0,0.0,1.0,42.608,2,19.367,19242.2,127251.0,5542.0,E02000597,E12000007
E01002844,422.0,0.0,0.0,0.0,0.0,17.02,6,15.706,9264.9,71293.0,3035.0,E02000595,E12000007
E01002845,343.0,0.0,0.0,0.0,0.0,21.021,5,17.674,16605.1,67189.0,2385.0,E02000595,E12000007
E01002846,433.0,0.0,0.0,0.0,0.0,30.857,3,42.165,12218.0,52919.0,1933.0,E02000593,E12000007
E01002847,445.0,0.0,0.0,0.0,0.0,22.142,4,41.268,19293.6,44600.0,889.0,E02000591,E12000007
E01002848,329.0,0.0,0.0,0.0,0.0,29.533,3,33.992,15256.1,44294.0,2161.0,E02000591,E12000007
E01002849,381.0,0.0,0.0,0.0,0.0,17.215,6,39.811,23759.6,57194.0,1742.0,E02000593,E12000007
E01002850,1112.0,1.0,1.0,1.0,1.0,23.704,4,36.904,18833.8,43725.0,1082.0,E02000589,E12000007
E01002851,644.0,0.0,0.0,0.0,1.0,39.773,2,35.14,22225.9,53472.0,1770.0,E02000591,E12000007
E01002852,1242.0,1.0,1.0,1.0,1.0,41.748,2,13.438,4309.6,39123.0,1645.0,E02000577,E12000007
E01002853,291.0,0.0,0.0,0.0,0.0,57.097,1,15.816,22488.2,46162.0,925.0,E02000577,E12000007
E01002854,473.0,0.0,0.0,0.0,0.0,45.147,1,17.466,8583.7,81464.0,2054.0,E02000577,E12000007
E01002855,575.0,0.0,0.0,0.0,1.0,45.479,1,14.508,15033.1,84135.0,1731.0,E02000577,E12000007
E01002856,830.0,0.0,1.0,1.0,1.0,37.842,2,19.889,18356.9,98818.0,1234.0,E02000580,E12000007
E01002857,523.0,0.0,0.0,0.0,0.0,59.009,1,13.627,22933.3,74100.0,3323.0,E02000577,E12000007
E01002858,483.0,0.0,0.0,0.0,0.0,23.406,4,29.048,22500.0,66335.0,3091.0,E02000590,E12000007
E01002859,996.0,0.0,1.0,1.0,1.0,10.18,8,29.885,9750.2,49740.0,2248.0,E02000588,E12000007
E01002860,396.0,0.0,0.0,0.0,0.0,11.416,7,26.754,10287.8,52782.0,1378.0,E02000588,E12000007
E01002861,480.0,0.0,0.0,0.0,0.0,15.041,6,29.48,14570.8,53313.0,2074.0,E02000590,E12000007
E01002862,218.0,0.0,0.0,0.0,0.0,26.044,4,31.246,24750.0,91093.0,2528.0,E02000590,E12000007
E01002863,285.0,0.0,0.0,0.0,0.0,9.933,8,31.278,8993.6,48113.0,1188.0,E02000588,E12000007
E01002864,336.0,0.0,0.0,0.0,0.0,9.506,8,16.648,4994.9,46075.0,2017.0,E02000585,E12000007
E01002865,751.0,0.0,0.0,1.0,1.0,7.26,9,20.49,11069.5,38767.0,1088.0,E02000587,E12000007
E01002866,329.0,0.0,0.0,0.0,0.0,20.684,5,26.99,11616.0,53090.0,1649.0,E02000585,E12000007
E01002867,550.0,0.0,0.0,0.0,0.0,22.328,4,22.82,15864.0,67583.0,2724.0,E02000585,E12000007
E01002868,214.0,0.0,0.0,0.0,0.0,9.26,8,23.003,5497.0,32735.0,1467.0,E02000585,E12000007
E01002869,402.0,0.0,0.0,0.0,0.0,19.675,5,43.02,17159.8,63352.0,1331.0,E02000585,E12000007
E01002870,715.0,0.0,0.0,1.0,1.0,41.357,2,11.703,12602.8,58182.0,1885.0,E02000581,E12000007
E01002871,616.0,0.0,0.0,0.0,1.0,11.335,7,26.93,11202.1,74031.0,2734.0,E02000583,E12000007
E01002872,284.0,0.0,0.0,0.0,0.0,38.9,2,15.34,13911.2,72187.0,2241.0,E02000581,E12000007
E01002873,305.0,0.0,0.0,0.0,0.0,19.842,5,36.128,10469.2,69346.0,3166.0,E02000583,E12000007
E01002874,259.0,0.0,0.0,0.0,0.0,20.025,5,21.29,13679.1,121622.0,5297.0,E02000583,E12000007
E01002875,261.0,0.0,0.0,0.0,0.0,14.928,6,22.647,7889.8,90156.0,4608.0,E02000583,E12000007
E01002876,348.0,0.0,0.0,0.0,0.0,20.135,5,9.388,14679.5,38350.0,447.0,E02000579,E12000007
E01002877,675.0,0.0,0.0,1.0,1.0,41.177,2,12.158,13019.7,61350.0,1675.0,E02000579,E12000007
E01002878,671.0,0.0,0.0,1.0,1.0,33.862,2,19.82,11850.9,86840.0,1648.0,E02000579,E12000007
E01002879,360.0,0.0,0.0,0.0,0.0,41.706,2,14.789,22894.1,70499.0,1976.0,E02000581,E12000007
E01002880,400.0,0.0,0.0,0.0,0.0,44.248,1,12.196,17736.4,61246.0,2697.0,E02000581,E12000007
E01002881,280.0,0.0,0.0,0.0,0.0,40.49,2,8.057,23225.3,99219.0,2010.0,E02000581,E12000007
E01002882,372.0,0.0,0.0,0.0,0.0,17.09,6,28.093,8841.9,59440.0,2655.0,E02000582,E12000007
E01002883,725.0,0.0,0.0,1.0,1.0,11.744,7,33.922,12757.1,48074.0,1717.0,E02000582,E12000007
E01002884,715.0,0.0,0.0,1.0,1.0,21.59,4,36.246,17974.0,82122.0,5120.0,E02000582,E12000007
E01002885,298.0,0.0,0.0,0.0,0.0,19.621,5,34.894,24407.4,64921.0,1791.0,E02000582,E12000007
E01002886,394.0,0.0,0.0,0.0,0.0,14.819,6,31.442,10748.0,40636.0,1111.0,E02000582,E12000007
E01002887,288.0,0.0,0.0,0.0,0.0,12.569,7,28.803,13576.1,75178.0,1449.0,E02000586,E12000007
E01002888,430.0,0.0,0.0,0.0,0.0,10.9,8,22.37,19623.1,58948.0,2172.0,E02000589,E12000007
E01002889,1295.0,1.0,1.0,1.0,1.0,8.169,9,24.397,13070.5,34446.0,1105.0,E02000586,E12000007
E01002890,237.0,0.0,0.0,0.0,0.0,8.969,8,21.075,8898.8,45352.0,1312.0,E02000586,E12000007
E01002891,273.0,0.0,0.0,0.0,0.0,9.515,8,26.396,11983.8,45410.0,1584.0,E02000586,E12000007
E01002892,355.0,0.0,0.0,0.0,0.0,8.544,9,29.531,17598.9,78418.0,1447.0,E02000586,E12000007
E01002893,357.0,0.0,0.0,0.0,0.0,21.771,4,27.994,16081.6,65809.0,1274.0,E02000593,E12000007
E01002894,422.0,0.0,0.0,0.0,0.0,19.923,5,36.769,13024.6,75702.0,2005.0,E02000593,E12000007
E01002895,532.0,0.0,0.0,0.0,0.0,11.214,8,16.717,12522.5,50480.0,1379.0,E02000596,E12000007
E01002896,310.0,0.0,0.0,0.0,0.0,10.304,8,28.21,13949.0,39478.0,996.0,E02000596,E12000007
E01002897,351.0,0.0,0.0,0.0,0.0,15.663,6,18.575,10419.0,56587.0,3139.0,E02000596,E12000007
E01002898,241.0,0.0,0.0,0.0,0.0,9.458,8,31.0,12993.0,29029.0,707.0,E02000593,E12000007
E01002899,419.0,0.0,0.0,0.0,0.0,21.45,5,16.578,16751.7,68633.0,1336.0,E02000594,E12000007
E01002900,317.0,0.0,0.0,0.0,0.0,8.274,9,8.051,13141.5,54547.0,1778.0,E02000594,E12000007
E01002901,196.0,0.0,0.0,0.0,0.0,16.507,6,16.993,3206.2,46831.0,1728.0,E02000594,E12000007
E01002902,1621.0,1.0,1.0,1.0,1.0,10.759,8,30.722,8871.2,44071.0,1483.0,E02000594,E12000007
E01002903,726.0,0.0,0.0,1.0,1.0,7.616,9,19.704,11537.1,59567.0,1237.0,E02000594,E12000007
E01002904,234.0,0.0,0.0,0.0,0.0,45.079,1,3.245,13028.2,58067.0,2234.0,E02000578,E12000007
E01002905,366.0,0.0,0.0,0.0,0.0,44.52,1,16.074,9922.8,39725.0,885.0,E02000578,E12000007
E01002906,979.0,0.0,1.0,1.0,1.0,33.044,3,11.19,9044.9,37679.0,954.0,E02000578,E12000007
E01002907,272.0,0.0,0.0,0.0,0.0,52.561,1,4.555,24664.1,70310.0,1288.0,E02000578,E12000007
E01002908,327.0,0.0,0.0,0.0,0.0,26.916,3,8.228,14460.6,45282.0,1147.0,E02000579,E12000007
E01002909,450.0,0.0,0.0,0.0,0.0,29.726,3,18.998,21460.2,29659.0,221.0,E02000579,E12000007
E01002910,291.0,0.0,0.0,0.0,0.0,16.317,6,26.377,9613.8,67532.0,2016.0,E02000595,E12000007
E01002911,667.0,0.0,0.0,1.0,1.0,12.544,7,21.776,10637.4,75979.0,3408.0,E02000595,E12000007
E01002912,936.0,0.0,1.0,1.0,1.0,13.905,7,17.612,13199.6,69241.0,2464.0,E02000596,E12000007
E01002913,410.0,0.0,0.0,0.0,0.0,18.046,5,19.1,16141.2,89144.0,4455.0,E02000597,E12000007
E01002914,675.0,0.0,0.0,1.0,1.0,8.875,8,32.079,6704.1,70577.0,2735.0,E02000595,E12000007
E01002915,100.0,0.0,0.0,0.0,0.0,8.064,9,3.328,4759.3,31618.0,781.0,E02000611,E12000007
E01002916,152.0,0.0,0.0,0.0,0.0,8.236,9,6.314,3360.6,28911.0,1047.0,E02000611,E12000007
E01002917,102.0,0.0,0.0,0.0,0.0,4.073,10,2.491,5183.2,40995.0,629.0,E02000611,E12000007
E01002918,181.0,0.0,0.0,0.0,0.0,12.197,7,3.454,4100.3,23623.0,644.0,E02000614,E12000007
E01002919,607.0,0.0,0.0,0.0,1.0,15.611,6,5.297,2593.5,20400.0,737.0,E02000614,E12000007
E01002920,147.0,0.0,0.0,0.0,0.0,5.052,10,2.917,3428.8,28192.0,537.0,E02000611,E12000007
E01002921,235.0,0.0,0.0,0.0,0.0,15.232,6,14.642,10034.9,51705.0,1881.0,E02000608,E12000007
E01002922,137.0,0.0,0.0,0.0,0.0,9.061,8,4.113,5173.5,23905.0,478.0,E02000607,E12000007
