LSOA11CD,ptal_score
E01001420,4.87497
E01001421,6.27626
E01001422,1.58118
E01001423,12.8801
E01001424,21.2573
E01001425,17.237
E01001426,7.94062
E01001427,2.87703
E01001428,8.04777
E01001429,22.6282
E01001430,19.3486
E01001431,6.33529
E01001432,14.7528
E01001433,5.31403
E01001434,3.48845
E01001435,5.15217
E01001436,4.71077
E01001437,1.97324
E01001438,7.039
E01001439,7.97897
E01001440,7.76851
E01001441,5.27178
E01001442,8.96896
E01001444,6.07616
E01001445,3.27794
E01001446,7.56173
E01001447,6.99831
E01001448,7.98339
E01001449,7.15805
E01001450,16.3938
E01001451,8.44367
E01001452,3.50152
E01001453,5.34408
E01001454,7.6884
E01001455,5.50234
E01001456,8.25406
E01001457,14.2864
E01001458,10.5278
E01001459,5.01113
E01001460,17.6689
E01001461,5.73127
E01001462,8.25871
E01001463,5.47216
E01001464,4.29331
E01001465,6.53176
E01001466,9.78184
E01001467,8.5854
E01001468,4.64574
E01001469,8.29827
E01001470,2.17007
E01001471,4.387
E01001472,10.9356
E01001473,3.26282
E01001474,7.25554
E01001475,5.90111
E01001476,7.52983
E01001477,2.05333
E01001478,3.89408
E01001479,6.5805
E01001480,4.34252
E01001481,3.89618
E01001482,4.53853
E01001483,1.3126
E01001484,4.78858
E01001485,20.3416
E01001486,5.79745
E01001487,11.7077
E01001488,10.0051
E01001489,7.01077
E01001491,17.5329
E01001492,8.64801
E01001493,3.66313
E01001494,3.24991
E01001495,8.26542
E01001496,2.86578
E01001497,2.7382
E01001498,11.0077
E01001499,5.506
E01001500,6.56153
E01001501,12.5109
E01001502,6.39368
E01001503,7.15
E01001504,6.6924
E01001505,13.4337
E01001506,3.20376
E01001507,13.134
E01001508,10.6091
E01001509,8.03187
E01001510,6.11118
E01001511,9.96331
E01001512,14.4902
E01001513,7.43327
E01001514,5.78446
E01001515,8.15854
E01001516,3.86339
E01001517,5.99545
E01001518,8.49619
E01001519,16.7571
E01001520,11.8367
E01001521,11.2338
E01001522,3.44205
E01001523,2.54461
E01001524,8.07689
E01001525,8.66593
E01001526,3.27332
E01001527,8.82121
E01001528,17.6354
E01001529,23.4961
E01001530,16.4096
E01001531,5.2557
E01001532,6.98344
E01001533,5.02745
E01001534,15.5492
E01001535,12.4735
E01001536,16.2406
E01001537,3.08794
E01001538,2.47806
E01001539,3.62389
E01001540,10.0645
E01001541,7.14989
E01001542,6.09526
E01001543,3.31608
E01001544,13.137
E01001545,3.99603
E01001546,4.36887
E01001547,7.18474
E01001548,5.88398
E01001549,4.96912
E01001550,4.12527
E01001551,3.8337
E01001552,7.18376
E01001553,6.27548
E01001554,14.8202
E01001555,16.8233
E01001556,5.51978
E01001557,4.19238
E01001558,19.9923
E01001559,4.19771
E01001560,8.10062
E01001562,6.18583
E01001563,7.85202
E01001564,8.09673
E01001565,6.13872
E01001566,10.6742
E01001567,7.63737
E01001568,4.31206
E01001569,9.19083
E01001570,4.11679
E01001571,7.74002
E01001572,12.9467
E01001573,8.06914
E01001574,4.48118
E01001575,11.7311
E01001576,4.19249
E01001577,12.0021
E01001578,13.1268
E01001579,4.57239
E01001580,13.6361
E01001581,18.2808
E01001582,5.49672
E01001583,6.40135
E01001584,7.16297
E01001585,13.5187
E01001586,14.2767
E01001587,10.9412
E01001588,9.09045
E01001589,15.3215
E01001590,18.1375
E01001591,15.4697
E01001592,15.1137
E01001593,13.6624
E01001594,11.2771
E01001595,8.93928
E01001596,4.12536
E01001597,9.20431
E01001598,7.24491
E01001599,5.55739
E01001600,11.0486
E01001601,7.92187
E01001602,5.5598
E01001603,6.56139
E01001604,16.4534
E01001605,5.17734
E01001606,3.93432
E01001607,10.7723
E01001608,9.34922
E01001609,20.6723
E01001610,3.3297
E01001611,5.26864
E01001613,9.08314
E01001614,6.93113
E01001615,9.83596
E01001617,9.25403
E01001618,6.40856
E01001619,10.172
E01001620,7.6276
E01001621,16.7791
E01001623,9.01112
E01001624,6.64714
E01001625,6.10696
E01001629,28.0165
E01001631,23.6378
E01001632,17.7636
E01001633,9.81652
E01001634,11.0927
E01001635,6.77586
E01001636,9.82039
E01001637,8.01945
E01001638,15.6187
E01001640,21.108
E01001641,22.003
E01001642,7.90462
E01001644,20.0301
E01001645,4.08741
E01001646,10.1039
E01001647,5.0229
E01001648,3.83941
E01001649,2.25407
E01001650,6.70168
E01001651,4.89099
E01001652,7.27366
E01001653,3.33861
E01001654,2.71472
E01001655,5.77586
E01001656,3.82789
E01001657,8.32607
E01001658,6.88436
E01001659,7.59428
E01001660,4.25407
E01001661,6.34564
E01001662,14.7547
E01001664,18.6908
E01001665,17.1326
E01001666,13.3967
E01001667,9.6074
E01001668,15.0711
E01001669,4.49534
E01001671,4.85209
E01001672,6.79843
E01001673,18.9953
E01001674,8.69146
E01001675,13.2773
E01001676,9.76127
E01001677,8.80362
E01001678,4.0287
E01001679,4.96099
E01001680,3.20166
E01001681,5.21925
E01001682,5.11951
E01001683,6.50069
E01001684,4.61331
E01001685,4.76072
E01001686,4.7133
E01001687,9.81414
E01001688,8.81189
E01001690,9.11052
E01001692,5.74261
E01001693,9.35191
E01001694,4.59608
E01001695,30.148
E01001696,39.5561
E01001697,17.7606
E01001698,5.18507
E01001699,13.6846
E01001700,12.1093
E01001701,8.75448
E01001702,2.9455
E01001703,6.82808
E01001704,7.74434
E01001705,17.9844
E01001706,12.1296
E01001708,10.4058
E01001709,9.32718
E01001710,16.733
E01001711,9.86764
E01001712,17.7268
E01001713,13.6005
E01001714,22.2945
E01001715,34.1677
E01001716,38.1211
E01001717,13.3067
E01001718,45.3669
E01001719,13.1775
E01001720,26.0275
E01001722,15.7142
E01001723,20.1773
E01001724,22.2223
E01001725,16.4691
E01001726,20.0355
E01001727,11.8331
E01001728,13.7357
E01001729,19.3979
E01001730,19.9055
E01001731,28.9991
E01001732,22.0533
E01001733,15.8591
E01001734,31.4647
E01001735,25.1142
E01001736,9.24521
E01001737,9.14911
E01001738,13.532
E01001739,15.3851
E01001740,19.0568
E01001741,12.1197
E01001742,8.91873
E01001744,25.5591
E01001745,16.42
E01001746,14.8335
E01001747,24.584
E01001748,30.7987
E01001749,27.3842
E01001750,20.7304
E01001751,22.086
E01001752,13.4473
E01001753,13.2462
E01001754,19.1709
E01001755,17.3956
E01001756,30.4511
E01001757,25.3951
E01001758,29.7331
E01001759,26.6748
E01001760,36.8567
E01001761,31.5836
E01001762,30.3792
E01001763,24.9477
E01001764,19.5365
E01001765,12.3483
E01001767,20.2887
E01001768,20.1154
E01001769,23.887
E01001770,24.8603
E01001772,17.6674
E01001773,18.3073
E01001774,17.6693
E01001775,11.0014
E01001776,20.6871
E01001777,25.6752
E01001779,26.9558
E01001780,37.2004
E01001781,17.3974
E01001782,12.9071
E01001783,24.3934
E01001784,22.5587
E01001785,12.9576
E01001786,2.67104
E01001787,5.03816
E01001788,3.5312
E01001789,5.54548
E01001790,6.60471
E01001791,7.56684
E01001792,21.0307
E01001793,13.6069
E01001794,22.9605
E01001795,18.8688
E01001796,15.5029
E01001798,16.1
E01001799,14.4054
E01001800,20.2464
E01001801,8.13367
E01001802,8.90057
E01001803,6.05651
E01001804,6.74969
E01001805,19.5453
E01001806,8.51787
E01001807,13.7012
E01001808,22.7209
E01001809,21.2494
E01001811,12.8134
E01001812,10.5478
E01001813,27.3909
E01001814,22.4269
E01001815,13.0801
E01001816,12.3444
E01001819,14.5195
E01001820,12.5464
E01001821,11.2855
E01001822,11.5382
E01001823,4.39832
E01001824,6.39963
E01001825,12.8345
E01001826,15.5592
E01001827,6.24512
E01001828,8.10657
E01001829,19.9941
E01001830,19.4194
E01001831,26.1101
E01001832,22.0006
E01001833,15.7732
E01001834,17.1627
E01001835,19.4627
E01001836,7.14736
E01001837,19.0507
E01001838,22.4844
E01001839,27.0887
E01001840,17.0152
E01001841,7.21144
E01001842,19.8267
E01001843,11.9823
E01001844,15.3985
E01001845,11.1784
E01001846,8.47432
E01001847,14.4175
E01001848,14.6459
E01001849,10.5115
E01001850,15.3991
E01001851,27.4169
E01001852,35.7209
E01001853,31.6565
E01001854,38.2792
E01001855,21.7608
E01001856,29.5229
E01001857,41.8017
E01001858,10.758
E01001859,5.89318
E01001860,14.0358
E01001861,11.8285
E01001862,13.926
E01001863,12.2007
E01001864,10.9118
E01001865,6.1866
E01001866,27.0556
E01001867,36.5579
E01001868,26.1137
E01001869,34.8747
E01001870,22.8124
E01001871,28.9011
E01001872,26.8532
E01001873,13.3277
E01001874,12.4288
E01001875,24.0184
E01001876,7.54971
E01001877,7.6722
E01001878,22.164
E01001879,10.3729
E01001880,15.8487
E01001881,22.1271
E01001882,18.0451
E01001883,30.1086
E01001884,28.5489
E01001885,18.5902
E01001886,11.5994
E01001887,12.9319
E01001888,13.1518
E01001889,17.3667
E01001890,18.6165
E01001891,20.6091
E01001892,9.19952
E01001893,37.2811
E01001894,30.7033
E01001895,16.1283
E01001896,27.0853
E01001897,25.8155
E01001898,47.0035
E01001899,38.8981
E01001900,35.9671
E01001901,13.6968
E01001902,11.1985
E01001903,11.3134
E01001904,10.0848
E01001905,10.1906
E01001906,12.8076
E01001907,17.2494
E01001908,20.6515
E01001909,21.9269
E01001910,22.6554
E01001911,21.2924
E01001912,26.4231
E01001913,20.3907
E01001914,22.0617
E01001915,12.9314
E01001916,14.1061
E01001917,8.48765
E01001918,8.78817
E01001919,6.72204
E01001920,22.3507
E01001921,23.5796
E01001922,15.5779
E01001923,18.8185
E01001924,16.4333
E01001925,11.2043
E01001926,17.1532
E01001927,9.29892
E01001928,15.6955
E01001929,22.6342
E01001930,12.0684
E01001931,17.8779
E01001932,20.5937
E01001933,15.3082
E01001934,5.70779
E01001935,11.3311
E01001937,7.60191
E01001938,12.2659
E01001939,12.2132
E01001940,18.218
E01001941,35.423
E01001942,19.1223
E01001943,38.9978
E01001944,25.9777
E01001945,13.7473
E01001946,20.2491
E01001947,16.0178
E01001948,14.7052
E01001949,14.5174
E01001950,18.3188
E01001951,15.7079
E01001952,24.5006
E01001953,20.6443
E01001954,11.7927
E01001955,6.18756
E01001956,10.6588
E01001957,5.8514
E01001958,5.37843
E01001959,8.38498
E01001960,11.9181
E01001961,5.07781
E01001962,4.35859
E01001963,5.75329
E01001964,9.12448
E01001965,11.6548
E01001966,4.85654
E01001967,6.1274
E01001968,11.4542
E01001969,17.1817
E01001970,19.1231
E01001971,20.7745
E01001972,18.835
E01001973,14.1758
E01001974,21.4996
E01001975,15.0086
E01001976,17.0044
E01001977,12.6833
E01001978,22.805
E01001979,26.924
E01001980,7.19553
E01001981,22.7172
E01001982,9.30547
E01001983,6.60909
E01001984,6.90362
E01001985,6.26197
E01001986,9.87737
E01001987,10.2329
E01001988,11.1774
E01001989,5.97875
E01001990,11.7294
E01001991,10.8383
E01001992,5.72074
E01001993,6.36317
E01001994,8.09537
E01001995,2.84053
E01001996,7.13672
E01001997,14.1467
E01001998,20.4844
E01001999,17.8191
E01002000,11.0004
E01002001,16.2744
E01002002,28.7293
E01002003,28.4334
E01002004,22.47
E01002005,14.673
E01002006,12.2017
E01002007,16.8044
E01002008,4.39824
E01002009,16.1737
E01002010,3.83909
E01002011,10.8464
E01002013,5.29557
E01002014,15.1752
E01002015,8.69039
E01002016,12.4701
E01002017,12.5105
E01002018,4.1238
E01002019,7.20425
E01002020,8.57564
E01002021,7.09473
E01002022,11.9249
E01002023,9.17213
E01002024,7.87105
E01002025,4.83291
E01002026,29.3411
E01002027,16.3865
E01002028,14.3582
E01002029,27.6246
E01002030,18.6663
E01002031,35.8071
E01002032,18.6713
E01002033,24.5788
E01002034,17.9726
E01002036,12.596
E01002037,5.60859
E01002038,17.2911
E01002039,10.2248
E01002040,11.1355
E01002041,15.9945
E01002042,7.49433
E01002043,10.5245
E01002044,15.8118
E01002045,10.3467
E01002046,15.5966
E01002047,15.4553
E01002048,17.3588
E01002049,9.75451
E01002050,18.3487
E01002051,29.0397
E01002052,4.52285
E01002053,22.5215
E01002054,12.8814
E01002055,24.7519
E01002056,11.8134
E01002057,3.9649
E01002058,19.2417
E01002059,7.25735
E01002060,10.1713
E01002061,11.6706
E01002062,13.9798
E01002063,17.501
E01002064,29.6774
E01002065,40.116
E01002066,35.249
E01002067,10.4349
E01002068,25.9971
E01002069,29.1353
E01002070,16.5093
E01002071,36.128
E01002072,32.1932
E01002073,24.4239
E01002074,16.1545
E01002075,7.64326
E01002076,7.8354
E01002077,21.8826
E01002078,16.5842
E01002079,15.1631
E01002080,17.4508
E01002081,31.706
E01002082,5.26625
E01002083,12.9234
E01002084,7.06441
E01002085,32.6268
E01002086,6.07318
E01002087,20.5788
E01002088,11.3333
E01002089,4.62245
E01002090,4.43606
E01002091,10.2624
E01002092,11.2721
E01002093,9.1637
E01002094,8.56103
E01002095,10.4466
E01002096,11.5762
E01002097,11.1328
E01002098,31.8988
E01002099,17.225
E01002100,11.3071
E01002101,4.38739
E01002102,10.0549
E01002103,11.0979
E01002104,7.75759
E01002105,31.5116
E01002106,3.62664
E01002107,2.83864
E01002108,4.25284
E01002109,4.20748
E01002110,5.97362
E01002111,4.09008
E01002112,6.15153
E01002113,2.54529
E01002114,1.51628
E01002115,4.80612
E01002116,6.20727
E01002117,6.9707
E01002118,11.9563
E01002119,13.7771
E01002120,5.85658
E01002121,4.12416
E01002122,5.75923
E01002123,13.4042
E01002124,3.03255
E01002125,9.0629
E01002126,26.3567
E01002127,18.8352
E01002128,14.069
E01002129,26.4433
E01002130,18.4525
E01002131,6.53152
E01002132,9.26165
E01002133,9.18069
E01002134,3.71297
E01002135,8.7729
E01002136,9.32134
E01002137,13.453
E01002138,5.02084
E01002139,6.02289
E01002140,8.0965
E01002141,4.99761
E01002142,10.896
E01002143,7.52672
E01002144,1.64267
E01002145,5.93427
E01002146,0.936908
E01002147,1.22008
E01002148,8.23542
E01002149,2.96627
E01002150,6.84171
E01002151,9.74229
E01002152,4.2706
E01002153,12.3132
E01002154,4.39177
E01002155,1.90346
E01002156,6.05169
E01002157,11.9061
E01002158,5.69312
E01002159,7.91382
E01002160,12.1416
E01002161,13.9476
E01002162,5.68922
E01002163,7.46044
E01002164,3.36821
E01002165,8.01081
E01002166,4.52992
E01002167,3.92671
E01002168,4.34752
E01002169,8.20812
E01002170,7.48029
E01002171,3.53079
E01002172,5.88181
E01002173,6.3859
E01002174,8.13771
E01002175,8.25115
E01002176,11.2074
E01002177,4.3459
E01002178,5.35355
E01002179,19.1454
E01002180,15.9124
E01002181,8.11366
E01002182,13.1961
E01002183,10.732
E01002184,6.03532
E01002185,4.13556
E01002186,4.89275
E01002187,4.00632
E01002188,4.67791
E01002189,7.81173
E01002190,0.734658
E01002191,3.34303
E01002192,4.98027
E01002193,9.69307
E01002194,4.26002
E01002195,4.25349
E01002196,3.44001
E01002197,5.0889
E01002198,7.24538
E01002199,7.44419
E01002200,5.39606
E01002201,4.0298
E01002202,6.92978
E01002203,4.58829
E01002204,14.6783
E01002206,14.3339
E01002207,4.6496
E01002208,7.41351
E01002209,14.8031
E01002210,9.77544
E01002211,6.32218
E01002212,8.05433
E01002213,12.7349
E01002214,5.13101
E01002215,5.96981
E01002216,5.32505
E01002217,5.81532
E01002218,12.2521
E01002219,15.4041
E01002220,4.55245
E01002221,11.2533
E01002222,6.3186
E01002223,4.36898
E01002224,3.04498
E01002225,1.75818
E01002226,5.30459
E01002227,3.76308
E01002228,3.47336
E01002229,2.41961
E01002230,2.97338
E01002231,4.32826
E01002232,9.99304
E01002233,14.1991
E01002234,3.8861
E01002235,7.95813
E01002236,13.9499
E01002237,18.1677
E01002238,9.37251
E01002239,10.2116
E01002240,11.2694
E01002241,5.00786
E01002242,13.0755
E01002243,14.5099
E01002244,5.23004
E01002245,9.1399
E01002246,2.71669
E01002247,4.43939
E01002248,6.74329
E01002249,12.7569
E01002250,2.26154
E01002251,8.71603
E01002252,1.44704
E01002253,2.19965
E01002254,4.51793
E01002255,2.1321
E01002256,3.63439
E01002257,14.9467
E01002258,4.56305
E01002259,0.661991
E01002260,2.38011
E01002261,11.2591
E01002262,9.34301
E01002263,2.23081
E01002264,6.80166
E01002265,2.48052
E01002266,3.9442
E01002267,4.73692
E01002268,1.41548
E01002269,1.81813
E01002270,3.93687
E01002271,1.23824
E01002272,7.37129
E01002273,2.31536
E01002274,6.79855
E01002275,3.79637
E01002276,0.834587
E01002277,1.77749
E01002278,6.12731
E01002279,5.13857
E01002280,5.90782
E01002281,5.47366
E01002282,6.59224
E01002283,4.86809
E01002284,4.27953
E01002285,6.41369
E01002286,1.53204
E01002287,8.12388
E01002288,3.26005
E01002289,6.30277
E01002290,9.15911
E01002291,10.053
E01002292,3.07737
E01002293,4.6787
E01002294,2.87437
E01002295,5.58112
E01002296,0.406222
E01002297,4.66927
E01002298,5.74951
E01002299,5.29101
E01002300,9.87475
E01002301,4.97542
E01002302,5.37297
E01002303,5.06421
E01002304,0.736619
E01002305,0.794609
E01002306,3.6604
E01002307,4.41836
E01002308,2.62696
E01002309,3.78252
E01002310,4.51911
E01002311,2.35809
E01002312,3.54009
E01002313,3.88134
E01002314,4.76735
E01002315,4.54522
E01002316,2.98846
E01002317,3.9746
E01002318,5.95754
E01002319,6.30086
E01002320,4.0685
E01002321,4.96778
E01002322,2.71623
E01002323,3.51347
E01002324,1.19427
E01002325,3.23053
E01002326,8.62595
E01002327,6.57834
E01002328,6.49247
E01002329,4.75897
E01002330,1.57229
E01002331,5.56346
E01002332,5.74047
E01002333,3.81509
E01002334,1.24285
E01002335,6.44552
E01002336,3.71171
E01002337,2.76698
E01002338,7.43056
E01002339,2.78331
E01002340,11.2218
E01002341,3.63813
E01002342,4.2182
E01002343,2.69775
E01002344,0.579829
E01002345,7.40675
E01002346,5.26042
E01002347,1.87127
E01002348,0.723705
E01002349,3.31984
E01002350,27.5309
E01002351,9.33551
E01002352,7.53239
E01002353,14.8267
E01002354,6.46174
E01002355,7.17816
E01002356,26.7229
E01002358,19.7836
E01002359,7.48759
E01002360,10.5158
E01002361,13.0282
E01002362,10.6077
E01002363,6.07623
E01002364,10.2746
E01002365,8.83177
E01002366,7.26676
E01002367,7.76784
E01002368,3.87648
E01002369,3.85533
E01002370,2.75145
E01002371,6.45978
E01002372,5.21501
E01002373,3.62359
E01002374,2.32465
E01002375,2.88103
E01002376,7.92106
E01002377,3.75448
E01002378,2.68192
E01002379,12.4053
E01002380,8.02626
E01002381,6.50685
E01002382,8.82818
E01002383,4.22547
E01002384,10.1165
E01002385,0.576846
E01002386,12.7604
E01002387,1.92184
E01002388,2.10815
E01002389,0.884774
E01002390,3.6671
E01002391,0.269091
E01002392,3.54938
E01002393,5.47491
E01002394,1.33582
E01002395,4.20121
E01002396,6.73295
E01002397,9.63589
E01002398,6.81137
E01002399,5.45319
E01002400,4.92686
E01002401,5.05247
E01002402,5.37098
E01002403,4.11304
E01002404,4.14126
E01002405,5.2036
E01002406,7.27089
E01002407,14.9861
E01002408,7.98781
E01002409,6.38966
E01002410,7.32259
E01002411,3.38741
E01002412,7.4615
E01002413,3.98652
E01002414,7.25484
E01002415,3.10999
E01002416,1.84516
E01002417,8.52369
E01002418,5.46504
E01002419,9.51351
E01002420,3.30311
E01002421,2.31647
E01002422,4.62929
E01002423,3.05698
E01002424,5.29873
E01002425,3.52584
E01002426,7.68046
E01002427,5.82371
E01002428,2.66693
E01002429,3.22305
E01002430,0.554296
E01002431,7.42617
E01002432,9.18316
E01002433,3.22636
E01002434,2.65528
E01002435,6.87354
E01002436,2.56049
E01002437,2.90634
E01002438,0.240965
E01002439,2.38888
E01002440,1.20851
E01002441,0.729898
E01002442,1.15238
E01002443,5.17736
E01002444,4.0722
E01002445,5.18992
E01002446,2.79044
E01002447,4.75634
E01002448,5.89817
E01002449,9.38271
E01002450,2.42859
E01002451,4.19972
E01002452,6.8061
E01002453,2.22589
E01002454,0.501776
E01002455,4.41949
E01002456,3.50716
E01002457,3.72181
E01002458,1.81312
E01002459,2.32543
E01002460,8.36988
E01002461,0.958075
E01002462,2.05361
E01002463,5.49091
E01002464,4.9929
E01002465,7.99062
E01002466,5.11503
E01002467,8.92569
E01002468,7.82585
E01002469,9.64402
E01002470,12.52
E01002471,9.94919
E01002472,7.28296
E01002473,0.951307
E01002474,2.98082
E01002475,3.28632
E01002476,4.28853
E01002477,4.96786
E01002478,8.95702
E01002479,2.67619
E01002480,2.35467
E01002481,3.88632
E01002482,3.69988
E01002483,7.47246
E01002484,6.5183
E01002485,9.20889
E01002486,2.40549
E01002487,4.21167
E01002488,5.38934
E01002489,17.7191
E01002490,8.17782
E01002491,4.86264
E01002492,4.18735
E01002493,5.29541
E01002494,1.52927
E01002495,8.17087
E01002496,2.8291
E01002497,8.86139
E01002498,7.71931
E01002499,2.71738
E01002501,6.61386
E01002502,6.35696
E01002503,8.89968
E01002504,5.9726
E01002505,5.67278
E01002506,14.4689
E01002507,1.58668
E01002508,9.77219
E01002509,2.89495
E01002511,4.42856
E01002512,4.04951
E01002513,6.06116
E01002514,14.7576
E01002515,8.3654
E01002516,2.19197
E01002518,4.54559
E01002519,1.75118
E01002520,0.920126
E01002521,11.9729
E01002523,6.77781
E01002525,5.88075
E01002526,3.88082
E01002527,1.7563
E01002528,3.17383
E01002529,11.2418
E01002530,3.38288
E01002531,6.10043
E01002532,3.40202
E01002533,0.850302
E01002534,5.61959
E01002535,14.494
E01002536,8.45962
E01002537,8.7211
E01002538,2.3688
E01002539,2.7634
E01002540,3.31471
E01002541,3.50453
E01002542,5.47178
E01002543,3.08424
E01002544,1.82092
E01002545,2.54742
E01002546,4.31848
E01002547,5.41121
E01002548,3.96665
E01002549,5.26495
E01002550,1.61395
E01002551,5.68722
E01002552,6.4691
E01002553,5.09357
E01002554,4.65665
E01002555,5.07501
E01002556,3.7819
E01002557,5.15537
E01002558,5.25246
E01002559,1.67801
E01002560,2.54301
E01002561,0.418319
E01002562,4.65083
E01002563,8.76867
E01002564,7.97876
E01002565,9.35835
E01002566,9.9988
E01002567,14.3013
E01002568,11.3967
E01002569,5.89787
E01002570,19.6988
E01002571,3.55658
E01002572,2.16444
E01002573,14.9101
E01002574,17.4444
E01002575,12.348
E01002576,6.54085
E01002577,4.2213
E01002578,7.80573
E01002579,5.2453
E01002580,14.1321
E01002581,8.73213
E01002582,2.78394
E01002583,5.95185
E01002584,8.15749
E01002585,6.49332
E01002586,3.34745
E01002587,8.06199
E01002588,1.7599
E01002589,2.9941
E01002590,6.67115
E01002591,3.36427
E01002592,7.38814
E01002593,14.4667
E01002594,10.9792
E01002595,6.27371
E01002596,1.80511
E01002598,7.40118
E01002599,3.71577
E01002600,3.65198
E01002601,1.48001
E01002602,2.31287
E01002603,4.82379
E01002604,3.24896
E01002605,5.60174
E01002606,4.52205
E01002607,6.51199
E01002608,5.81968
E01002609,5.85408
E01002610,1.82567
E01002611,4.2809
E01002612,15.5552
E01002613,6.48639
E01002614,4.93128
E01002615,3.75133
E01002616,4.91559
E01002617,2.29096
E01002618,5.16797
E01002619,5.78591
E01002620,6.17735
E01002621,4.0215
E01002622,10.0433
E01002623,11.159
E01002624,12.5781
E01002625,3.55851
E01002626,3.74707
E01002627,2.35038
E01002628,4.83552
E01002629,7.73502
E01002630,9.60233
E01002631,3.08743
E01002632,3.92926
E01002633,3.50432
E01002634,4.11431
E01002635,4.78657
E01002636,3.53391
E01002637,4.82529
E01002638,3.00416
E01002639,12.7452
E01002640,16.9798
E01002641,16.9963
E01002642,24.4652
E01002643,13.6855
E01002645,20.9752
E01002646,8.55547
E01002647,4.69305
E01002648,19.5482
E01002649,14.211
E01002650,3.19921
E01002651,6.92496
E01002652,5.27002
E01002653,4.28389
E01002654,3.47062
E01002655,6.81442
E01002656,3.7789
E01002657,7.53381
E01002658,6.80644
E01002659,4.39364
E01002660,14.0214
E01002661,9.89294
E01002662,17.8295
E01002663,14.1467
E01002664,17.8426
E01002665,9.00587
E01002666,6.78031
E01002667,4.94785
E01002668,7.36451
E01002669,3.80483
E01002670,3.99529
E01002671,5.11347
E01002672,4.1069
E01002673,4.52993
E01002674,7.71495
E01002675,9.62308
E01002676,4.92767
E01002677,13.1545
E01002678,1.33325
E01002679,7.31699
E01002680,10.0805
E01002681,11.2596
E01002682,12.1893
E01002683,13.4885
E01002684,11.9725
E01002686,4.15421
E01002687,14.97
E01002689,10.8961
E01002690,10.7179
E01002691,11.4588
E01002692,15.9822
E01002693,20.2768
E01002694,15.4164
E01002695,31.1858
E01002696,27.4997
E01002697,49.2683
E01002698,24.714
E01002699,13.5919
E01002700,8.66543
E01002701,38.1114
E01002702,27.4555
E01002703,26.6831
E01002704,69.0566
E01002706,33.36
E01002707,28.0624
E01002708,13.2189
E01002709,19.705
E01002710,33.1128
E01002711,74.133
E01002712,21.5014
E01002713,24.9225
E01002714,13.6964
E01002715,14.1028
E01002716,30.694
E01002717,31.0247
E01002718,26.2902
E01002719,34.3107
E01002720,28.1167
E01002721,21.1955
E01002722,22.1086
E01002723,27.6439
E01002724,45.4733
E01002725,27.2715
E01002726,35.6992
E01002727,28.1132
E01002728,62.2681
E01002729,33.8392
E01002730,40.1437
E01002731,31.7312
E01002732,40.3834
E01002733,19.5539
E01002734,55.4333
E01002735,49.092
E01002736,32.6329
E01002737,16.8177
E01002738,21.782
E01002739,27.0659
E01002740,37.8588
E01002741,11.4166
E01002742,23.8055
E01002743,11.0826
E01002744,15.1962
E01002745,20.0709
E01002747,39.4803
E01002748,41.1852
E01002749,26.9795
E01002751,32.7617
E01002752,22.9514
E01002753,16.315
E01002754,24.4142
E01002755,10.6574
E01002756,14.3042
E01002757,9.18447
E01002758,12.3875
E01002759,19.867
E01002760,14.0107
E01002762,25.727
E01002763,30.5787
E01002764,20.9027
E01002765,22.0541
E01002766,16.8217
E01002767,25.1063
E01002768,18.2919
E01002769,13.79
E01002770,32.9969
E01002771,21.7377
E01002772,32.0962
E01002773,28.8444
E01002774,26.3706
E01002775,29.9869
E01002776,27.8195
E01002777,29.3468
E01002778,27.281
E01002779,18.1941
E01002780,23.9395
E01002781,19.3649
E01002782,21.4284
E01002783,15.8261
E01002784,12.7554
E01002785,15.3192
E01002786,20.9567
E01002787,17.1599
E01002788,12.1118
E01002789,14.6783
E01002790,30.8121
E01002791,38.1591
E01002792,26.0625
E01002793,31.008
E01002794,30.8784
E01002795,36.0788
E01002796,30.6772
E01002797,22.2697
E01002798,16.1488
E01002799,22.7646
E01002800,13.452
E01002801,30.5765
E01002802,17.2543
E01002803,25.1791
E01002804,11.407
E01002805,29.2731
E01002806,18.9807
E01002807,11.8171
E01002808,13.2818
E01002809,17.7167
E01002810,14.0945
E01002811,14.1516
E01002812,23.5375
E01002813,29.7005
E01002814,31.2039
E01002815,29.5387
E01002816,24.2709
E01002817,29.0841
E01002818,31.5435
E01002819,28.3974
E01002820,34.4006
E01002821,37.4767
E01002822,38.5273
E01002823,37.2848
E01002824,27.065
E01002825,22.672
E01002826,26.3509
E01002827,32.8848
E01002828,32.3139
E01002829,18.0796
E01002830,16.9603
E01002831,19.2919
E01002832,25.2258
E01002833,21.903
E01002834,34.3659
E01002835,35.604
E01002836,31.391
E01002837,29.7584
E01002838,32.8573
E01002839,31.5742
E01002840,17.2419
E01002841,15.3275
E01002842,14.217
E01002843,19.3673
E01002844,15.7065
E01002845,17.6744
E01002846,42.1646
E01002847,41.2676
E01002848,33.9916
E01002849,39.811
E01002850,36.9043
E01002851,35.14
E01002852,13.4376
E01002853,15.8165
E01002854,17.4662
E01002855,14.5085
E01002856,19.8893
E01002857,13.6267
E01002858,29.0481
E01002859,29.8852
E01002860,26.7535
E01002861,29.4804
E01002862,31.2463
E01002863,31.2776
E01002864,16.6478
E01002865,20.4897
E01002866,26.9904
E01002867,22.8196
E01002868,23.003
