LSOA11CD,ptal_score
E01002869,43.0197
E01002870,11.7032
E01002871,26.9302
E01002872,15.3402
E01002873,36.1283
E01002874,21.2895
E01002875,22.6472
E01002876,9.38816
E01002877,12.1583
E01002878,19.8205
E01002879,14.7894
E01002880,12.1957
E01002881,8.05731
E01002882,28.0933
E01002883,33.9217
E01002884,36.2463
E01002885,34.894
E01002886,31.4419
E01002887,28.8027
E01002888,22.3701
E01002889,24.3973
E01002890,21.0747
E01002891,26.3964
E01002892,29.5309
E01002893,27.9939
E01002894,36.7694
E01002895,16.7174
E01002896,28.2103
E01002897,18.5748
E01002898,31.0002
E01002899,16.5782
E01002900,8.05119
E01002901,16.9927
E01002902,30.7221
E01002903,19.7045
E01002904,3.24476
E01002905,16.0745
E01002906,11.1901
E01002907,4.55538
E01002908,8.22836
E01002909,18.9976
E01002910,26.3773
E01002911,21.7758
E01002912,17.612
E01002913,19.0996
E01002914,32.079
E01002915,3.3283
E01002916,6.31406
E01002917,2.49089
E01002918,3.45427
E01002919,5.29739
E01002920,2.91745
E01002921,14.6424
E01002922,4.113
E01002923,9.89354
E01002924,2.6092
E01002925,7.2534
E01002926,5.24483
E01002927,3.25582
E01002928,6.95776
E01002929,7.38855
E01002930,13.7679
E01002931,9.02801
E01002932,4.00611
E01002933,11.0644
E01002934,3.95381
E01002935,16.1998
E01002937,16.9282
E01002938,5.36098
E01002939,6.24298
E01002940,8.02876
E01002941,3.10789
E01002942,7.82065
E01002943,2.07403
E01002944,3.17134
E01002945,4.9156
E01002946,2.88285
E01002947,5.81889
E01002948,1.23936
E01002949,5.12719
E01002950,2.73316
E01002951,7.41738
E01002952,2.54747
E01002953,2.55336
E01002954,14.9587
E01002955,4.07878
E01002956,3.67723
E01002957,4.3066
E01002958,5.58528
E01002959,3.30159
E01002960,7.77885
E01002961,5.42023
E01002962,2.68542
E01002963,9.69181
E01002964,17.4131
E01002965,11.902
E01002966,4.66422
E01002967,14.8438
E01002968,28.9117
E01002969,4.31628
E01002970,5.52709
E01002971,9.16555
E01002972,21.9308
E01002973,4.76649
E01002974,16.3499
E01002975,5.53548
E01002976,2.87663
E01002977,6.61485
E01002978,10.2614
E01002979,5.71697
E01002980,6.15185
E01002981,4.84664
E01002982,6.77607
E01002983,5.64901
E01002984,9.82914
E01002985,9.48606
E01002986,1.74032
E01002987,20.759
E01002988,10.5
E01002989,15.2118
E01002990,18.9405
E01002991,8.06871
E01002992,3.25729
E01002993,13.2017
E01002994,4.76875
E01002995,7.28883
E01002996,7.88066
E01002997,8.2064
E01002998,5.37745
E01002999,16.8724
E01003000,2.54443
E01003001,5.9546
E01003002,5.10982
E01003003,8.52682
E01003004,3.17455
E01003005,3.58681
E01003006,4.90209
E01003007,4.3341
E01003008,4.30716
E01003009,3.55607
E01003010,4.37413
E01003011,5.11657
E01003013,76.1444
E01003014,63.6987
E01003015,18.3133
E01003016,106.841
E01003017,107.861
E01003018,20.885
E01003019,13.2646
E01003020,34.9462
E01003021,14.6321
E01003022,11.2244
E01003023,22.0629
E01003024,18.3711
E01003025,14.2117
E01003026,17.087
E01003027,10.4829
E01003028,7.07734
E01003029,16.1552
E01003030,18.5586
E01003031,11.591
E01003032,26.4755
E01003033,10.8363
E01003034,10.543
E01003035,26.5789
E01003036,15.0854
E01003037,13.9905
E01003038,20.8984
E01003039,27.0005
E01003040,20.5203
E01003041,31.3175
E01003042,19.7273
E01003043,30.5943
E01003044,13.5642
E01003045,19.1527
E01003046,11.945
E01003047,45.9036
E01003048,18.2033
E01003049,29.2748
E01003050,39.9008
E01003051,22.2659
E01003052,24.6214
E01003053,30.8491
E01003054,28.8988
E01003055,37.587
E01003056,22.9267
E01003057,24.6367
E01003058,21.9789
E01003059,23.0769
E01003060,35.4203
E01003061,38.1137
E01003062,21.5518
E01003063,11.8555
E01003064,5.58747
E01003065,6.48521
E01003066,14.9435
E01003067,9.70269
E01003068,8.45872
E01003069,8.782
E01003070,9.30892
E01003071,19.4128
E01003072,16.3781
E01003073,12.0144
E01003074,16.4748
E01003075,15.815
E01003076,16.784
E01003077,13.715
E01003078,14.7264
E01003079,14.5822
E01003080,13.5065
E01003081,18.5632
E01003082,15.713
E01003083,9.22927
E01003084,18.3197
E01003085,9.49352
E01003086,9.36021
E01003087,8.64523
E01003088,22.2813
E01003089,12.0319
E01003090,27.2919
E01003091,11.2054
E01003092,14.3351
E01003093,29.4133
E01003094,25.5264
E01003095,20.3382
E01003096,23.9323
E01003097,19.1563
E01003098,20.3637
E01003099,36.3335
E01003100,29.4847
E01003101,43.76
E01003102,48.9786
E01003104,33.1821
E01003105,34.266
E01003106,24.5518
E01003107,40.2344
E01003108,34.503
E01003109,40.5233
E01003110,35.8431
E01003111,10.7118
E01003112,19.2349
E01003113,23.4474
E01003114,23.2293
E01003115,23.8308
E01003116,10.7579
E01003117,25.3702
E01003118,24.2963
E01003119,25.192
E01003120,32.4049
E01003121,15.0396
E01003122,11.1862
E01003123,20.2283
E01003124,25.4205
E01003125,22.0857
E01003126,31.3618
E01003127,29.9984
E01003128,25.1733
E01003129,22.0109
E01003130,28.5139
E01003131,26.0568
E01003132,7.06321
E01003133,22.9089
E01003134,11.9002
E01003135,23.9584
E01003136,18.4794
E01003137,27.1266
E01003138,14.1278
E01003139,11.4202
E01003140,10.1648
E01003141,15.497
E01003142,9.78606
E01003143,8.71718
E01003144,10.203
E01003145,19.2197
E01003146,11.387
E01003147,16.2004
E01003148,11.4274
E01003149,5.06236
E01003150,20.8747
E01003151,21.2
E01003152,9.85664
E01003153,30.5073
E01003154,3.8886
E01003155,21.3928
E01003156,6.41393
E01003157,12.3109
E01003158,5.545
E01003159,8.65718
E01003160,10.5807
E01003161,12.1883
E01003162,16.3414
E01003163,10.7231
E01003164,25.453
E01003165,11.2646
E01003166,28.0271
E01003167,19.8273
E01003168,11.984
E01003169,20.2196
E01003170,14.5917
E01003171,15.1857
E01003172,9.28574
E01003173,11.1269
E01003174,18.4958
E01003175,5.59811
E01003176,35.6581
E01003177,21.6908
E01003178,18.2823
E01003179,8.65668
E01003180,8.44229
E01003181,23.1787
E01003182,6.63217
E01003183,22.3691
E01003184,15.43
E01003185,20.292
E01003186,20.7004
E01003187,8.36782
E01003188,12.2311
E01003189,6.55551
E01003190,9.6281
E01003191,6.17321
E01003192,3.95064
E01003193,7.18445
E01003194,11.355
E01003195,4.84938
E01003196,8.83732
E01003197,5.55736
E01003198,16.2482
E01003199,17.7425
E01003200,15.4334
E01003201,43.6123
E01003202,17.5475
E01003203,11.7271
E01003204,12.553
E01003205,19.8528
E01003206,21.4174
E01003207,31.5761
E01003209,27.8807
E01003210,25.7272
E01003211,19.7389
E01003212,17.5802
E01003213,15.4353
E01003214,18.1305
E01003215,39.7127
E01003216,14.1614
E01003217,7.84483
E01003218,5.89341
E01003219,3.79319
E01003220,8.7527
E01003221,15.5751
E01003222,6.46738
E01003223,12.3205
E01003224,8.66499
E01003225,7.02174
E01003226,19.141
E01003227,15.2386
E01003228,15.068
E01003229,9.09471
E01003230,8.57196
E01003231,12.7198
E01003232,15.2676
E01003233,11.1733
E01003235,4.16014
E01003236,17.1828
E01003237,10.6293
E01003238,9.70003
E01003239,5.44186
E01003240,7.72376
E01003241,10.5184
E01003243,7.80167
E01003244,4.91866
E01003245,13.3131
E01003246,6.99427
E01003247,10.2319
E01003248,6.35092
E01003249,2.83914
E01003250,8.58491
E01003251,9.42057
E01003252,11.4155
E01003253,18.2678
E01003254,11.1167
E01003255,18.9721
E01003256,15.4436
E01003257,12.2975
E01003258,6.07771
E01003259,9.01367
E01003260,8.00508
E01003261,13.531
E01003262,11.5878
E01003263,13.9215
E01003264,14.2413
E01003265,13.9017
E01003266,7.1715
E01003267,5.4314
E01003268,6.94463
E01003269,6.04856
E01003270,4.45343
E01003271,4.37984
E01003272,15.8681
E01003273,17.8771
E01003274,13.7806
E01003275,7.1541
E01003276,10.4773
E01003277,16.5674
E01003278,30.0924
E01003279,18.5539
E01003280,9.66852
E01003281,9.32453
E01003282,13.6584
E01003283,9.86484
E01003284,9.34675
E01003285,11.4204
E01003286,11.6937
E01003287,11.4132
E01003288,34.2066
E01003290,15.0935
E01003291,17.8838
E01003292,12.2233
E01003293,14.3757
E01003295,11.515
E01003296,43.3484
E01003297,1.97711
E01003298,4.20951
E01003299,32.8935
E01003300,18.7993
E01003301,17.1061
E01003302,8.76019
E01003303,35.4971
E01003304,30.0178
E01003305,9.80878
E01003307,5.48879
E01003308,11.0308
E01003309,12.3692
E01003310,16.3686
E01003311,5.75959
E01003312,5.94647
E01003313,7.63834
E01003314,7.41916
E01003315,15.8232
E01003316,8.61095
E01003317,16.2203
E01003318,26.3736
E01003319,21.3732
E01003320,6.65121
E01003321,19.4035
E01003322,13.4777
E01003323,11.9713
E01003324,24.554
E01003325,19.5259
E01003326,11.3001
E01003327,18.9543
E01003328,19.7274
E01003329,13.481
E01003330,6.51841
E01003331,13.6935
E01003332,5.94925
E01003333,7.60953
E01003334,20.7348
E01003335,12.9888
E01003336,14.8687
E01003337,13.0547
E01003338,29.6602
E01003339,24.2591
E01003340,33.1725
E01003341,18.1692
E01003342,16.5893
E01003343,15.792
E01003344,17.3481
E01003345,17.3822
E01003346,3.97314
E01003347,4.4402
E01003348,7.65764
E01003349,12.3981
E01003350,3.14528
E01003351,5.52452
E01003352,13.3553
E01003353,7.83899
E01003354,3.63078
E01003355,25.4402
E01003356,13.1063
E01003357,15.4816
E01003358,36.2575
E01003359,14.7625
E01003360,18.9816
E01003361,7.45239
E01003362,3.71779
E01003363,5.49373
E01003364,4.02379
E01003365,12.2574
E01003366,8.68426
E01003367,15.0427
E01003368,9.05606
E01003369,19.9008
E01003370,19.7909
E01003371,14.6225
E01003372,11.3062
E01003373,7.48357
E01003374,11.8388
E01003375,7.83687
E01003376,5.64445
E01003377,7.18775
E01003378,8.626
E01003379,14.4397
E01003380,8.28846
E01003381,19.927
E01003382,13.7653
E01003383,37.3532
E01003384,35.7011
E01003385,16.9143
E01003386,12.8065
E01003387,9.23468
E01003388,16.9948
E01003389,13.6858
E01003390,17.7537
E01003391,7.98264
E01003392,13.2469
E01003393,14.7846
E01003394,8.76462
E01003395,5.47662
E01003396,17.2958
E01003397,11.2521
E01003398,5.31892
E01003399,11.3375
E01003400,33.3128
E01003401,32.8755
E01003402,35.699
E01003403,14.6514
E01003404,8.77915
E01003405,8.7204
E01003406,4.99712
E01003407,6.25572
E01003408,7.14678
E01003409,12.88
E01003410,4.68962
E01003411,8.42354
E01003412,7.83577
E01003413,6.36644
E01003414,7.21815
E01003415,7.99296
E01003416,4.25006
E01003417,5.57126
E01003418,3.34478
E01003419,2.1267
E01003420,4.12135
E01003421,4.1522
E01003422,4.62291
E01003423,9.53741
E01003424,6.45468
E01003425,9.45613
E01003426,19.607
E01003427,21.2806
E01003428,10.2727
E01003429,3.24513
E01003430,5.6941
E01003431,6.36314
E01003432,3.28533
E01003433,7.02112
E01003434,5.49733
E01003435,5.77996
E01003436,6.70493
E01003437,5.86911
E01003438,8.94532
E01003439,18.5506
E01003440,8.36575
E01003441,8.32926
E01003442,8.01111
E01003443,17.4482
E01003444,13.2741
E01003445,6.61758
E01003446,21.2699
E01003447,6.35632
E01003448,7.52996
E01003449,6.85918
E01003450,9.92658
E01003451,6.56381
E01003452,8.20617
E01003453,13.9437
E01003454,18.8445
E01003455,2.81533
E01003456,37.5846
E01003457,9.78008
E01003458,9.69461
E01003459,12.2569
E01003460,1.15624
E01003461,15.0446
E01003462,2.39774
E01003463,3.03817
E01003464,3.22688
E01003465,4.60562
E01003466,6.31772
E01003467,4.29369
E01003468,5.13388
E01003469,7.42762
E01003470,9.1327
E01003471,10.6204
E01003472,7.95835
E01003473,8.69213
E01003474,5.25547
E01003475,7.37352
E01003476,14.4573
E01003477,8.2588
E01003478,8.9586
E01003479,4.70753
E01003480,11.4285
E01003481,8.92584
E01003482,4.15393
E01003483,3.34734
E01003484,6.39175
E01003485,4.60985
E01003486,12.3745
E01003487,9.19224
E01003488,13.0299
E01003489,19.6277
E01003490,13.6029
E01003491,20.1882
E01003492,15.4253
E01003493,13.9254
E01003494,9.82311
E01003495,6.40517
E01003496,19.671
E01003497,11.2243
E01003498,8.73607
E01003499,16.0956
E01003500,12.1732
E01003501,11.6261
E01003502,20.8784
E01003503,24.5424
E01003506,9.13872
E01003507,16.3614
E01003508,11.0032
E01003509,12.9488
E01003511,5.39377
E01003512,11.3688
E01003513,4.65631
E01003514,6.13672
E01003515,10.8545
E01003516,9.82262
E01003517,9.32713
E01003518,4.54481
E01003519,8.22171
E01003520,23.2827
E01003521,25.6434
E01003522,16.0592
E01003523,17.8566
E01003524,14.6133
E01003525,18.3456
E01003526,18.6487
E01003527,8.39999
E01003528,3.17835
E01003529,17.9732
E01003530,11.7425
E01003531,19.0651
E01003532,21.7079
E01003533,14.754
E01003534,12.3019
E01003535,3.3945
E01003536,4.90053
E01003537,7.36675
E01003538,6.49134
E01003539,2.69865
E01003540,8.25078
E01003541,2.87957
E01003542,8.42999
E01003543,12.5267
E01003544,8.799
E01003545,6.31559
E01003546,12.0341
E01003547,7.69752
E01003548,7.01348
E01003549,10.3661
E01003550,10.7182
E01003551,9.06683
E01003552,5.3028
E01003553,10.4817
E01003554,7.91034
E01003555,14.649
E01003556,17.3377
E01003557,12.8663
E01003558,14.4861
E01003559,24.7553
E01003560,8.61398
E01003561,10.2981
E01003562,10.1756
E01003563,5.39495
E01003564,14.3581
E01003565,16.1991
E01003566,18.7171
E01003567,12.3867
E01003568,14.8205
E01003569,18.6924
E01003570,13.3864
E01003571,10.3242
E01003572,8.02012
E01003573,13.0944
E01003574,9.48282
E01003575,4.27964
E01003576,12.8318
E01003577,5.50853
E01003578,3.56902
E01003579,9.41612
E01003580,1.17726
E01003581,8.38933
E01003582,4.41749
E01003583,5.24861
E01003584,7.22095
E01003585,13.6621
E01003586,12.6977
E01003587,14.6578
E01003588,10.8009
E01003589,10.3726
E01003590,13.1008
E01003591,17.7402
E01003592,13.6495
E01003593,15.7011
E01003594,16.5802
E01003595,18.8175
E01003596,12.212
E01003597,10.9827
E01003598,15.9015
E01003599,13.4215
E01003600,17.2504
E01003601,12.1924
E01003602,18.4545
E01003603,8.13435
E01003604,10.7325
E01003605,17.2512
E01003606,17.6529
E01003607,20.1833
E01003608,12.9713
E01003609,7.18759
E01003611,9.15887
E01003615,11.6137
E01003616,34.6324
E01003617,59.1653
E01003618,25.2503
E01003619,40.515
E01003621,11.0746
E01003622,9.4127
E01003623,3.98783
E01003624,9.70651
E01003625,2.24658
E01003626,10.7481
E01003627,15.8248
E01003628,10.1432
E01003629,21.6487
E01003630,20.1386
E01003631,23.017
E01003632,23.7054
E01003633,22.1395
E01003634,19.4848
E01003635,6.72217
E01003636,18.2501
E01003637,17.3712
E01003638,7.82279
E01003639,5.35247
E01003640,0.891551
E01003641,6.08104
E01003642,5.41646
E01003643,5.96298
E01003644,6.94914
E01003645,11.253
E01003646,13.3475
E01003647,12.7746
E01003648,5.11642
E01003649,3.43863
E01003650,6.182
E01003651,10.8085
E01003652,7.6987
E01003653,13.6713
E01003654,9.13834
E01003655,11.1364
E01003656,3.11463
E01003657,2.73934
E01003658,8.55628
E01003659,2.69963
E01003660,2.5003
E01003661,10.5653
E01003662,14.3803
E01003663,5.48835
E01003664,1.53675
E01003665,3.62429
E01003666,4.47327
E01003668,12.9246
E01003669,4.76334
E01003670,4.84771
E01003671,4.87334
E01003672,8.67179
E01003673,6.37091
E01003674,10.545
E01003675,11.5031
E01003676,10.1765
E01003677,5.01901
E01003678,3.19564
E01003679,3.11889
E01003680,2.55314
E01003681,4.16421
E01003682,2.94155
E01003683,3.94166
E01003684,3.71843
E01003685,5.96544
E01003686,10.4412
E01003688,8.52361
E01003689,29.5026
E01003690,12.4863
E01003691,2.06048
E01003692,17.2519
E01003693,5.21931
E01003694,11.0764
E01003695,10.6365
E01003696,12.7752
E01003697,10.8525
E01003698,5.6394
E01003699,5.7749
E01003700,8.81077
E01003701,14.1653
E01003702,7.6979
E01003703,1.67227
E01003704,10.8331
E01003705,10.4512
E01003706,3.8223
E01003707,3.26508
E01003708,2.56803
E01003709,3.22212
E01003710,3.59441
E01003711,7.56211
E01003712,3.41703
E01003713,10.8117
E01003714,13.1831
E01003715,11.374
E01003716,7.22206
E01003718,12.6756
E01003719,9.40997
E01003720,4.5279
E01003721,9.19717
E01003722,4.71604
E01003723,4.89036
E01003724,4.50582
E01003725,5.86856
E01003726,1.29928
E01003727,4.51828
E01003728,25.6946
E01003729,14.6289
E01003730,6.63365
E01003731,5.1061
E01003732,2.88878
E01003733,6.61515
E01003734,11.5644
E01003735,5.17311
E01003736,11.9216
E01003737,4.98618
E01003738,5.93214
E01003739,4.70962
E01003740,4.86374
E01003741,7.34523
E01003742,9.43608
E01003743,5.92626
E01003744,3.26105
E01003745,3.23111
E01003746,4.027
E01003747,6.66185
E01003748,7.79245
E01003749,10.9326
E01003750,6.17191
E01003751,4.75922
E01003752,10.3576
E01003753,11.4789
E01003754,7.77639
E01003755,10.0697
E01003756,6.81042
E01003757,8.02507
E01003758,6.232
E01003759,7.26913
E01003760,5.04545
E01003761,3.23433
E01003762,3.64903
E01003763,2.30167
E01003764,7.13022
E01003765,9.52741
E01003766,7.73922
E01003767,10.8431
E01003768,9.05979
E01003769,12.8205
E01003770,5.43161
E01003771,7.49614
E01003772,4.92969
E01003773,10.7614
E01003774,9.7145
E01003775,8.42769
E01003776,10.911
E01003777,18.1439
E01003778,18.1585
E01003779,16.8956
E01003780,3.48404
E01003781,21.473
E01003782,19.5457
E01003783,31.033
E01003784,6.91525
E01003785,10.1838
E01003786,4.31107
E01003787,8.02686
E01003788,18.5283
E01003789,13.8459
E01003790,0.792167
E01003791,5.63005
E01003792,4.31212
E01003793,3.62257
E01003794,4.31912
E01003795,4.09305
E01003796,9.25719
E01003797,6.10932
E01003798,9.16319
E01003799,6.33032
E01003800,11.1344
E01003801,8.47715
E01003802,5.28207
E01003803,5.81326
E01003804,7.54872
E01003805,1.12237
E01003806,0.811559
E01003807,9.86465
E01003808,9.59648
E01003809,4.66209
E01003810,11.1387
E01003811,8.2283
E01003812,11.0846
E01003813,4.57371
E01003814,6.42948
E01003815,4.81855
E01003816,1.71255
E01003817,1.10055
E01003818,2.11795
E01003819,1.73335
E01003820,3.48605
E01003821,5.45005
E01003822,5.04173
E01003823,2.93877
E01003824,5.92928
E01003825,3.41686
E01003826,2.08333
E01003827,4.66336
E01003828,4.59622
E01003829,3.80589
E01003830,4.82117
E01003831,3.87613
E01003832,3.55058
E01003833,4.08739
E01003834,6.75003
E01003835,3.94543
E01003836,6.58638
E01003837,1.94871
E01003838,6.61121
E01003839,10.2645
E01003840,4.07902
E01003841,3.71158
E01003842,3.1675
E01003843,4.02523
E01003844,6.60147
E01003845,2.95048
E01003846,6.95003
E01003847,3.82784
E01003848,15.4261
E01003849,8.61002
E01003851,8.76742
E01003852,12.4464
E01003853,9.37238
E01003854,10.799
E01003855,5.30982
E01003856,8.33843
E01003857,6.61309
E01003858,7.39134
E01003859,8.3253
E01003860,7.28793
E01003861,23.9086
E01003862,12.0508
E01003863,15.0247
E01003864,14.337
E01003865,7.77851
E01003866,7.67142
E01003867,7.95438
E01003868,12.3467
E01003869,11.5189
E01003870,8.73501
E01003871,4.939
E01003872,6.44728
E01003873,26.0067
E01003874,13.3992
E01003875,6.25354
E01003876,27.4481
E01003877,14.9334
E01003878,1.55146
E01003879,3.26691
E01003880,10.0568
E01003881,6.11107
E01003882,16.6946
E01003883,9.50809
E01003884,10.1512
E01003885,9.96644
E01003886,10.9734
E01003887,11.9381
E01003888,4.75512
E01003889,2.32395
E01003890,5.62006
E01003891,6.25637
E01003892,8.13706
E01003893,12.1823
E01003894,14.35
E01003895,10.5819
E01003896,19.8683
E01003897,21.7385
E01003898,11.1942
E01003899,8.2658
E01003900,7.3949
E01003901,1.69309
E01003902,7.08943
E01003903,5.39507
E01003904,5.06126
E01003905,5.18296
E01003906,7.87389
E01003907,2.00928
E01003908,6.12218
E01003909,7.82695
E01003910,4.11358
E01003911,14.285
E01003912,13.4737
E01003913,25.1306
E01003914,13.8509
E01003915,7.36537
E01003916,7.25009
E01003917,12.0831
E01003918,18.7464
E01003919,20.7302
E01003920,21.9918
E01003921,33.812
E01003922,27.1055
E01003923,19.9945
E01003924,23.2131
E01003925,16.701
E01003926,15.3548
E01003927,79.5195
E01003929,92.32
E01003930,98.7026
E01003932,78.2513
E01003933,63.6931
E01003934,75.8419
E01003935,71.412
E01003936,55.6753
E01003937,76.3364
E01003938,63.9147
E01003939,89.4512
E01003940,31.057
E01003941,19.919
E01003942,30.0469
E01003943,65.1941
E01003945,6.43321
E01003946,8.85067
E01003947,8.84743
E01003948,15.3887
E01003949,9.00387
E01003950,8.68232
E01003951,4.94678
E01003952,16.5506
E01003953,17.4577
E01003954,12.4087
E01003955,11.1178
E01003956,11.4817
E01003957,9.48494
E01003958,11.488
E01003960,32.6668
E01003961,21.5532
E01003963,27.8448
E01003964,12.6048
E01003966,19.6325
E01003967,19.6174
E01003968,6.82276
E01003969,20.5273
E01003970,9.20853
E01003971,13.4816
E01003972,14.3897
E01003973,23.6952
E01003974,9.0756
E01003975,10.9034
E01003976,21.5032
E01003977,7.06045
E01003978,9.21538
E01003979,18.2871
E01003980,15.5438
E01003981,84.3865
E01003983,13.772
E01003984,20.6753
E01003986,13.1411
E01003987,4.31175
E01003988,10.7857
E01003989,9.99103
E01003990,11.0672
E01003991,8.15529
E01003992,16.5964
E01003993,8.92975
E01003994,35.947
E01003995,45.6154
E01003997,18.504
E01003998,34.3612
E01003999,18.3586
E01004000,13.3242
E01004001,8.26902
E01004002,7.92082
E01004003,17.3645
E01004004,23.1322
E01004005,24.5143
E01004006,16.3159
E01004007,10.8004
E01004008,28.8441
E01004010,25.2333
E01004011,10.4316
E01004012,5.62015
E01004013,14.4653
E01004014,6.73928
E01004015,10.0316
E01004016,8.0044
E01004017,7.87077
E01004018,6.66859
E01004019,11.8681
E01004020,4.82233
E01004021,16.2104
E01004022,15.2282
E01004023,14.8683
E01004024,14.9454
E01004027,70.7293
E01004028,12.6684
E01004029,17.8708
E01004030,20.2074
E01004031,27.0332
E01004032,18.9261
E01004033,25.9337
E01004034,17.0703
E01004035,17.2006
E01004036,22.6585
E01004037,12.224
E01004038,11.1853
E01004039,12.7657
E01004040,18.2292
E01004041,14.4436
E01004042,9.92028
E01004043,7.1296
E01004044,11.5705
E01004045,15.3488
E01004046,16.7826
E01004047,14.5472
E01004048,11.6454
E01004049,21.3117
E01004050,13.6149
E01004051,21.4085
E01004052,13.678
E01004053,11.503
E01004054,4.73782
E01004055,4.43278
E01004056,4.48725
E01004057,8.45748
E01004058,3.33372
E01004059,17.7769
E01004060,19.2869
E01004061,23.2533
E01004062,30.5572
E01004063,25.4598
E01004064,20.416
E01004065,21.1206
E01004066,23.8717
E01004067,39.3049
E01004068,17.4789
E01004069,6.49154
E01004070,13.7166
E01004071,11.1411
E01004072,10.2607
E01004073,18.2363
E01004074,18.376
E01004075,5.99604
E01004076,3.77595
E01004077,7.05502
E01004078,3.24312
E01004079,4.75835
E01004080,8.65035
E01004081,5.10348
E01004082,6.09718
E01004083,3.38368
E01004084,3.22483
E01004085,1.54295
E01004086,5.73115
E01004087,4.41837
E01004088,3.09877
E01004089,4.1885
E01004090,8.44048
E01004091,4.25247
E01004092,4.75012
E01004093,3.47156
E01004094,7.4126
E01004095,3.52492
E01004096,5.89197
E01004097,9.32313
E01004098,9.22396
E01004099,10.5112
E01004100,9.47192
E01004101,6.18213
E01004102,9.73324
E01004103,6.0167
E01004104,7.20562
E01004105,7.63036
E01004106,2.67298
E01004107,4.93898
E01004108,0.70214
E01004109,2.80366
E01004110,9.51512
E01004111,6.75066
E01004112,6.1355
E01004114,0.541711
E01004115,3.24227
E01004116,3.31165
E01004117,1.40874
E01004118,8.16664
E01004119,6.30588
E01004120,5.05801
E01004121,8.31877
E01004122,4.23612
E01004123,8.48172
E01004124,3.97712
E01004125,6.71199
E01004126,7.11746
E01004127,5.67364
E01004128,6.5381
E01004129,9.46177
E01004130,4.30973
E01004131,5.57155
E01004132,4.67314
E01004133,3.93757
E01004134,6.81465
E01004135,4.40326
E01004136,4.69217
E01004137,26.1402
E01004138,7.84391
E01004139,14.2341
E01004140,17.5219
E01004141,9.34952
E01004142,26.9452
E01004143,16.9251
E01004144,9.66375
E01004145,7.51904
E01004146,15.8272
E01004147,3.92044
E01004148,9.0427
E01004149,9.58367
E01004150,20.9115
E01004151,7.49818
E01004152,21.2158
E01004153,9.76001
E01004154,3.80326
E01004155,10.2037
E01004156,24.6079
E01004157,10.4998
E01004158,11.7387
E01004159,6.7979
E01004160,8.87518
E01004161,5.60948
E01004162,24.0352
E01004163,4.52095
E01004164,7.52413
E01004165,10.4605
E01004166,7.40919
E01004167,5.05317
E01004168,4.51784
E01004169,3.35493
E01004170,14.5635
E01004171,6.44747
E01004172,12.2242
E01004173,5.45471
E01004174,13.1422
E01004175,5.46785
E01004176,9.35599
E01004177,14.8969
E01004178,14.1124
E01004179,8.52539
E01004180,4.53779
E01004181,5.01894
E01004182,7.58279
E01004183,5.65039
E01004184,3.30352
E01004185,4.87253
E01004186,5.5434
E01004187,3.77943
E01004188,8.86803
E01004189,4.47979
E01004190,5.60699
E01004191,8.52861
E01004192,3.14772
E01004193,1.71941
E01004194,3.73655
E01004195,9.10362
E01004196,5.46255
E01004197,29.8934
E01004198,33.5544
E01004199,32.2057
E01004200,26.5526
E01004201,19.28
E01004202,21.4444
E01004203,34.5256
E01004204,21.0849
E01004205,28.123
E01004206,38.9577
E01004207,25.6746
E01004208,35.6349
E01004209,40.5405
E01004211,32.3515
E01004212,38.7847
E01004214,9.50465
E01004215,14.2162
E01004216,7.79228
E01004217,11.7223
E01004218,9.59182
E01004219,19.2056
E01004221,13.4632
E01004222,6.98327
E01004223,5.92212
E01004224,8.30931
E01004225,20.7924
E01004226,10.4038
E01004228,17.148
E01004229,29.3354
E01004230,27.5519
E01004231,29.3028
E01004232,32.0417
E01004233,6.28465
E01004234,7.25082
E01004235,25.726
E01004236,21.991
E01004237,18.5001
E01004238,17.7536
E01004239,16.9909
E01004240,8.6288
E01004241,8.70052
E01004242,10.2595
E01004243,7.29609
E01004244,13.0746
E01004245,7.16725
E01004246,12.0728
E01004247,19.0953
E01004248,13.895
E01004249,7.31393
E01004250,8.37663
E01004251,23.5241
E01004252,16.7394
E01004253,13.7573
E01004254,20.1735
E01004255,27.821
E01004256,13.9344
E01004257,15.2477
E01004258,18.4802
E01004259,31.9958
E01004260,21.7834
E01004261,28.593
E01004262,16.9731
E01004263,19.8637
E01004264,23.0744
E01004266,22.3715
E01004267,21.3283
E01004268,24.2133
E01004269,31.7244
E01004270,23.2713
E01004271,14.9648
E01004272,10.4517
E01004273,12.7581
E01004274,8.98745
E01004275,10.8607
E01004276,10.597
E01004277,21.6196
E01004280,7.43067
E01004281,9.99369
E01004283,17.323
E01004284,18.5436
E01004285,18.3407
E01004286,25.1716
E01004287,22.6712
E01004288,24.2715
E01004289,19.8905
E01004290,22.4236
E01004291,14.1009
E01004292,11.6572
E01004293,22.5279
E01004294,28.0476
E01004295,19.1191
E01004296,18.8066
E01004297,18.1956
E01004298,27.7415
E01004300,26.0274
E01004301,27.0338
E01004302,32.6974
E01004303,21.2281
E01004304,26.5155
E01004305,24.8217
E01004306,46.8554
E01004307,76.633
E01004308,17.9988
E01004309,38.8114
E01004310,91.2215
E01004311,25.8851
E01004312,15.0609
E01004313,23.7138
E01004314,15.0317
E01004315,26.8641
E01004316,40.0847
E01004317,26.3875
E01004318,17.2967
E01004319,27.4237
