ptal_imd_interact,ptal_score,log_pop_density
24.948729000000004,2.349,7.2535411515887
49.331508,4.866,8.761189798525544
76.841472,10.532,8.746684552686583
12.406108000000001,2.116,7.593525315203033
111.44559000000001,8.553,8.408917319121883
225.29335,11.95,9.224686965683105
112.478784,8.409,8.895903562215581
11.026983,1.167,6.393925146195848
4.169268000000001,0.537,6.955497274967558
38.57964,3.63,8.140956733968203
62.068524000000004,6.779,7.771320111833212
23.346908000000003,1.747,7.630121398211302
50.91525,2.565,7.88397391943618
31.51851,5.374,8.26343578148419
180.510864,10.952,8.47944978650558
87.521885,5.795,9.11807156251277
35.389452999999996,4.411,7.712756844316225
96.6705,7.582,8.605991304575037
210.356146,13.783,9.01458092987474
104.68432199999998,10.033,8.537799417309184
125.70614,10.493,8.721276239991704
105.365484,6.762,8.888273872662571
11.825631999999999,2.912,8.00643423209479
28.315625,5.125,8.587166915043747
13.344439999999999,1.49,5.604698516432302
18.847996,4.762,7.1829598299228055
48.216924,3.186,8.920976886741864
109.328775,4.575,8.76079797662709
93.89143599999998,4.132,8.693563742716753
108.774981,8.341,8.431308452259067
266.16352,6.944,8.63593576656732
29.50676,1.48,6.67544483984311
100.224248,3.043,8.741136422901011
91.76464999999999,8.11,8.588098898931968
123.08983199999999,16.179,8.776105350371905
82.768162,6.761,8.6071435786145
193.895032,14.572,8.975870418456754
203.42377999999997,16.798,8.984743814500906
51.738687000000006,5.743,8.72072161785459
146.974129,12.427,8.769242904864294
78.771381,11.159,8.56358047096936
52.772774999999996,7.755,8.844855304044168
120.615334,8.914,9.078852604013269
126.35935199999999,4.536,7.763573877412915
149.52307000000002,10.646,9.506414631311983
316.823475,13.583,8.10119278139269
114.372376,3.593,8.291646755485717
186.594075,13.425,8.863063980097465
325.676066,16.942,8.881266698364637
124.593216,11.253,8.532180321224486
186.055128,7.464,9.397732385583243
247.714896,12.428,9.072594396174201
191.00085299999998,17.889,9.063451593931138
140.07156,4.28,8.120291313968561
102.867824,5.176,8.635598255794859
57.45742499999999,5.795,9.084618406243141
38.520542,4.418,9.02290174528275
84.914592,5.712,9.114600099695346
91.44324,6.648,8.816927344892159
48.921124999999996,8.327,8.345217926676428
40.87582200000001,3.414,8.527955074060268
48.610341,3.743,8.751759256716781
76.2025,4.675,8.755816313578833
29.103984,3.276,8.755690271764294
25.104169999999996,2.815,8.848839516320755
38.170831,4.573,8.513426104846994
27.429765000000003,4.493,8.857458226276147
29.209343999999998,4.672,8.773725096075722
16.107065,3.235,8.549582934217888
31.760422,4.258,8.55072467462503
23.830766999999998,3.141,8.548246022671487
20.272194,3.897,8.486135866950894
148.615152,6.972,8.890809811284736
62.924276,7.684,8.139469701489732
52.533300000000004,8.542,8.636024566261908
301.73834999999997,16.179,8.37675802247492
57.33049,5.087,8.626513855325701
190.23306,15.062,8.461088340031464
50.075585999999994,5.381,8.222902664483488
158.16049,10.991,8.530780464924753
152.27614,15.436,8.847359875474174
99.20505,3.21,9.066446906601573
82.047576,2.418,8.863021522961475
61.699169999999995,4.215,8.778171881033469
122.253912,10.758,8.473136805219317
40.681998,4.977,8.853493984770465
104.82216,3.504,8.904752272544263
91.377216,3.114,9.608351098423514
95.94832,2.264,7.660349918185503
119.30169500000001,6.521,8.508979551641735
35.596776,2.193,7.984462732262196
19.977036,1.626,8.13882755318979
91.612433,4.313,8.228070081168052
131.211454,7.054,8.572003294576158
120.991913,5.189,8.95290295066021
39.798972000000006,1.431,6.6684823457380435
19.409328,3.012,7.896775891020153
14.272514000000001,0.677,6.350536615646436
92.888592,7.692,8.654308155372114
116.93375999999999,3.618,8.119368818404027
277.009408,6.656,7.933330816406272
91.967904,7.448,8.530642344740242
46.911558,4.359,7.957072275925369
90.268388,8.036,8.254866926226764
29.474133,2.899,7.802372835174798
257.45134199999995,11.238,9.089324616707783
80.789124,8.814,8.722237943095191
144.301696,15.488,8.83494849687416
67.14335700000001,3.357,8.827233446478685
80.398234,8.834,8.592708743892382
153.123165,10.413,8.626764827845529
311.14707300000003,10.537,8.250750621956875
294.442616,9.788,9.55775254863573
107.958193,3.737,8.323923926553777
70.28171999999999,2.955,7.399581552738345
35.948652,6.054,8.947923106104142
37.858635,3.935,8.96377465071748
212.343718,15.578,8.769071904902741
62.490956000000004,10.021,8.76511520529414
126.67042499999998,6.475,7.755338812846501
33.278154,3.822,8.64299730537502
47.40875,4.25,8.620760099521288
31.606875,5.625,8.64389632444718
81.902496,12.064,8.407311358881108
13.062896,2.024,8.498418036089904
41.558174,4.018,8.784514380776065
45.150268,3.506,8.504796671079687
199.566147,8.349,7.66439355732328
134.503412,3.163,8.607563919462283
18.451191,1.119,7.2123682120938994
140.262892,3.884,9.010925554236033
164.11778,6.73,8.733094581473388
335.069593,9.433,8.746652754667595
121.644678,3.182,6.937605300951022
197.749902,6.342,9.048480049078872
25.150224,5.014,8.75490215028975
37.854999,2.769,8.548827508189499
51.353460000000005,3.66,9.12913031655064
112.53629699999999,4.731,8.638932833815115
22.278375,2.875,8.653680211866392
108.491712,3.738,8.942826872926032
65.54271499999999,4.717,8.605735063267536
169.534688,9.311,8.488505609551984
32.02423,5.53,7.9441374911141125
34.423902000000005,5.514,8.589346397115445
180.66087,14.943,8.896588071791218
35.171226000000004,6.246,8.42457338929813
128.844712,8.924,8.705248280057953
14.531715000000002,2.841,7.801514062349206
51.961638,7.333,8.015096030214087
191.868118,13.393,8.397801362345435
22.906775999999997,4.467,8.576235385383294
39.211776,1.674,6.588926477533519
149.25083999999998,8.045,9.185155888437126
65.755815,3.153,9.227983807148778
124.82123,6.274,8.428777192042666
51.033404000000004,2.371,9.423304286148547
235.86033600000002,10.287,8.622543707024063
341.22843800000004,13.529,9.65297922783784
130.896128,6.016,9.356101673458335
238.9728,11.315,8.8253100442545
83.9909,4.27,9.175976644548223
107.917654,4.594,8.727583768137784
256.63749900000005,10.819,9.48499799330521
138.87659,8.773,8.630718286005104
100.46430000000001,8.532,8.641285172646015
299.56426,10.799,8.768403169797999
460.92736,13.84,8.798031901386011
150.372831,4.487,9.01269398756049
167.430304,4.336,8.641797354640769
196.437875,6.625,9.108584463021796
29.430059999999997,1.892,7.732807530422021
162.35623800000002,9.207,8.775765660721452
228.38374000000002,9.82,8.595911946127629
455.992628,18.838,9.504136217174095
174.54139800000002,8.223,8.622687698096867
137.02590999999998,10.222,8.9931540411361
149.14796,12.116,9.05157907959124
249.38381,12.766,8.991537386760394
539.899188,16.572,9.133070483151517
235.91889000000003,9.967,8.833593907449853
96.31248,2.96,8.685179149442826
221.87731800000003,8.178,8.187021067343505
266.20601700000003,7.467,9.4451990326392
149.86344999999997,5.225,8.517393171418904
129.25829399999998,4.523,8.549428021549595
183.17517999999998,8.57,9.425395298386773
123.53535000000001,6.078,9.279558551412725
388.84731800000003,12.778,8.637462023807181
188.754039,8.577,8.852936591071733
341.707656,9.032,9.343252823095924
263.87055,7.725,9.313627740148034
407.492163,13.533,9.15915233520675
455.957935,14.705,9.260244201504367
226.86327,11.997,9.322793674247231
118.667418,7.653,9.209840246934501
90.71045199999999,6.202,9.211080098311182
226.96021599999997,8.248,8.498377277158596
154.675822,7.966,9.162567190504499
92.43146000000002,6.82,8.864464055279676
142.679437,5.501,8.250489525349648
40.986693,2.013,7.918483082339726
147.536311,7.163,8.840840684300627
985.24422,18.558,9.688795684911721
64.029021,2.037,9.56332551697161
219.165969,5.203,9.670350481936143
180.973364,5.291,9.604737791886564
340.561172,7.399,9.649472337554831
141.37774,9.065,9.24454854330592
309.819424,12.256,9.72437882906146
322.1075,14.575,9.595214942468338
126.256,6.5,9.340368134049003
145.80405,12.95,8.449642137153958
15.738570000000001,1.642,8.311447417278448
71.522808,7.608,8.6233713726944
66.54652,6.362,8.263203759930926
122.39610000000002,8.284,8.66816167055217
198.22881999999998,9.26,9.021489545819332
615.9845119999999,20.284,9.715687013493914
379.925741,17.021,9.756390272231554
396.09730999999994,17.47,9.99186466315354
847.15352,25.891,9.813010175903324
328.193114,19.178,9.702826857023977
493.356512,16.976,9.57129614009839
126.844131,6.029,9.11513918623179
102.252164,6.412,8.944615466876444
775.8496799999999,24.24,9.969317427017945
475.659015,20.271,9.674099545124589
407.772872,15.212,8.986308926600678
297.90734199999997,13.469,9.399877500473698
244.83421800000002,12.834,8.926318260355888
512.345088,20.736,9.706030022657314
34.226161999999995,3.151,8.48154528816971
40.55724,4.23,8.351020536361654
144.79815,8.365,8.98879554202567
127.678848,5.344,9.020679951478522
55.266648,3.736,8.912527152324943
88.9848,4.896,8.823765710548049
213.527089,14.977,7.921281608580571
62.231573999999995,6.577,8.259742833908032
199.063232,8.264,9.357915192440302
204.338695,9.185,8.518811880631693
59.98818,4.893,8.845748457077597
127.993528,9.529,8.866511138901402
80.91575800000001,7.546,8.924004060248757
167.506636,9.644,8.985282489498742
156.09259500000002,9.455,8.764256373720674
243.990698,7.483,8.918636891156401
453.22632000000004,15.688,8.86015858749125
601.1869879999999,20.798,9.551807257403718
271.67088,13.52,8.451993118167982
230.89468,14.86,9.118334726180159
255.773205,17.865,9.166064503026067
457.22511999999995,21.47,9.258911464532133
272.304396,18.746,9.426378741160345
298.914,21.0,9.614544685616924
548.3708999999999,25.476,9.676047283537143
98.73578,6.578,9.013376132445275
220.46221899999998,8.431,9.117314580967816
141.269319,7.317,9.078692917910184
85.580926,4.514,8.889404813670764
210.40840000000003,10.214,8.820256365906321
275.11995,13.323,9.132216655194604
112.43246400000001,5.727,9.370092477343785
174.05235600000003,10.194,8.919493296181246
285.983028,6.147,9.183749959702652
462.989472,8.088,7.595789410155259
325.561884,8.189,9.290647660029858
290.773746,7.446,9.37383582452009
384.67647000000005,8.919,9.237887443305482
488.6442,10.73,9.236894665197429
148.40936000000002,7.535,8.980927207648378
143.005214,7.601,9.48849469927288
198.959026,8.986,8.323462800670377
160.65746,7.654,9.023613124363239
288.38225,11.57,8.942421710365352
379.709661,15.789,9.659062906531243
363.71464,15.824,8.839580992107033
170.087372,6.734,8.995450167898124
168.474141,8.523,8.476267024803592
346.065726,16.006,9.337351805787806
227.892924,9.453,9.032265784029551
115.80814999999998,5.305,9.125871215349733
19.74596,1.016,8.981203898925564
170.213129,8.143,8.290869589095397
256.70405600000004,10.198,9.045866591825849
89.2144,2.96,8.059402677529388
77.98856,4.838,9.194109358865765
34.386065,1.835,8.797608927875974
185.128656,8.247,8.740192732361452
318.40536,7.32,8.917310693197807
426.03029999999995,10.882,9.135681478862605
295.726485,8.787,8.520507692384067
70.579206,4.471,9.287153253989143
363.58632,12.68,9.162493762518963
163.66257199999998,9.706,9.012035764008893
227.56932799999998,12.208,9.072100770252261
526.49553,21.494,9.672488225256334
306.17454,14.01,9.658775565803827
672.0059879999999,22.644,9.105601885040594
303.34464,16.704,9.40896169618359
308.469888,10.656,8.89402560164913
590.248016,21.874,9.7961973985454
547.139584,17.792,9.803628542472909
402.65648600000003,7.877,8.27504519417433
19.018522,4.297,7.527793987721444
41.84433,4.818,8.55643313515384
20.240633,2.933,8.82136358137282
51.304716,7.974,8.513687052086949
75.277278,8.306,7.792472781017186
55.755431,4.783,7.619969522259308
81.21103600000001,8.297,8.663127350757803
19.94178,3.18,7.9942275077560785
38.202564,3.903,8.037026088604039
5.63904,0.712,7.112001393191883
17.311578,1.713,8.157714320144771
5.70152,0.836,6.095599311839989
58.47395399999999,4.802,8.539893576937013
13.889543999999999,2.006,6.421622267806518
12.844977,1.671,7.96419048875106
230.251836,6.126,8.007766588563953
46.728096,2.572,8.144534035033251
75.08265599999999,4.268,8.568950378189076
32.420575,1.705,7.6497878572718925
63.88425599999999,5.664,7.710115544515399
12.972102,2.326,6.45378246680893
36.693425,5.345,7.359149318978702
76.175604,6.628,8.060729482336257
69.12244100000001,7.897,9.212747472583606
123.37168600000001,20.914,8.29687065728873
115.46400599999998,10.899,8.798439599332783
30.177108000000004,3.978,8.540968310067006
69.030666,8.331,8.160061000098711
247.7576,24.4,8.630325428857194
282.263352,21.156,8.514248861126788
92.910664,10.402,8.729752931270802
40.986875999999995,4.636,8.711015032380399
18.90891,7.122,8.628448299776332
18.558502999999998,4.289,8.660115352427454
39.570768,3.214,8.787006565325536
11.741502,3.314,8.557125190007582
32.00497,2.735,6.341945346883387
32.274396,4.158,7.731974580635803
15.818076,2.094,7.604296692610098
28.180049999999998,3.855,6.678593655342365
21.196440000000003,6.07,8.143720814344247
42.573351,3.039,6.964324630470031
177.3916,12.92,8.933374013964466
198.13389599999996,19.592,9.245929498895414
165.609111,15.819,8.87997345987395
231.124476,13.924,8.426086165969776
28.183092,8.494,9.19075991999724
89.149775,11.335,8.858496596270943
264.34733700000004,16.347,8.636202141998426
80.12208199999999,7.754,8.377241230988792
126.50019,10.734,8.806094520272747
69.893964,9.982,8.513767329848045
49.5137,6.1,8.401625200735404
190.162467,19.041,8.784942928160067
61.76457,9.401,8.672982527912005
44.71314,5.938,8.320423764987128
85.406064,10.124,8.601185014136982
157.463936,5.762,8.714469039992002
163.3749,6.425,8.710124927322207
12.378365999999998,0.286,5.485211785187126
87.86016099999999,2.033,8.70317470904168
257.67474999999996,10.93,8.071749483030885
43.624234,3.181,7.9815624487312755
73.1592,2.025,8.311275420767096
247.150556,8.854,8.547508988618183
58.24080000000001,3.6,8.438907273017694
137.167934,9.469,8.38851855705306
23.437199,1.093,6.385363018844681
179.631556,4.388,8.926238549440765
481.9958,11.531,8.486362781023635
123.73088,4.16,8.684451870533147
55.993539000000006,3.899,8.361007108226909
140.49024,7.04,8.405098943877322
31.411904,2.624,8.363482414817364
147.21918599999998,4.898,8.010193572483775
85.912658,3.926,8.324069501088196
115.30822000000002,3.58,8.246460005009096
87.51890100000001,4.341,8.094622615405134
273.02553600000005,6.432,8.91877075279721
394.967931,15.369,9.119036157567283
493.33541400000007,19.827,9.500484411298883
369.318884,15.884,8.98008408502477
456.94231199999996,13.126,8.695305903436138
362.193979,8.683,8.891855390369356
250.07226599999998,12.842,8.299310776023498
381.41360000000003,21.82,9.321801242574265
19.376379,0.957,5.323497665078335
5.141584,0.406,5.146331009550155
5.392604,0.476,5.192401140956488
37.210824,1.212,8.451950422354301
13.816308000000001,2.068,7.117367696011995
18.880355,2.249,7.14172006892793
14.883510000000001,2.426,7.706657897207946
85.922963,11.569,8.426743181827494
49.546046000000004,9.757,8.472384092281025
23.49225,4.77,7.4304699471405415
16.628936,3.736,7.971016690347321
49.654269,14.871,8.472593236047212
8.605416,1.101,5.882765130184641
44.221125,4.875,8.079029256344834
16.898674,2.327,7.893758623267592
30.446608,4.372,8.605533684739298
20.302828,3.757,7.46479632654509
45.724641,3.747,8.186046747550373
17.42181,2.415,6.658652688497831
21.776776,7.154,8.500189443600052
45.434268,9.537,8.548207244945408
63.78680000000001,7.315,8.042410158997177
80.43168,3.36,7.05375857310198
37.95609999999999,6.305,7.705532708620165
50.72528,9.248,8.418079788518877
18.959308,4.679,8.495479138509484
24.394032,3.768,8.539698046756307
69.129008,7.384,8.287150898410871
36.019760000000005,4.91,7.630169957222651
50.399727,6.531,8.787403517955978
48.37035,3.675,8.97194357919916
24.353626000000002,2.563,7.3400570410438615
89.40726299999999,3.993,8.376665956279261
255.32422499999998,11.089,8.384963807952657
187.72286400000002,5.124,9.478189566674244
296.225441,21.719,8.392559241748096
52.17871199999999,5.406,8.234246555731273
82.81555200000001,4.392,8.472049371246959
25.717753999999996,5.329,8.115670302540696
19.141398,5.193,8.110727582974489
42.750363,2.991,8.486115235845377
409.66288000000003,13.592,9.648272670221848
177.08778,13.14,7.834471476339875
605.03362,14.356,9.332150842175002
348.704262,17.943,9.02934593417013
401.792288,14.317,8.883820446404197
329.092349,16.657,9.208819215604244
207.58847699999998,12.039,8.72677317198102
43.83772199999999,5.262,7.704000417545649
297.681736,13.684,9.264336011737194
461.338241,17.953,9.252719553451268
44.723611999999996,7.396,7.640459654540536
22.738229999999998,3.246,8.450818318549777
24.223391999999997,5.784,7.952192933203975
19.32014,8.26,8.329127166714724
55.3716,10.8,8.429235912657095
78.02998799999999,7.653,8.365905077202456
17.1864,5.28,7.850376306102322
51.326603999999996,11.981,8.06705493259633
17.551181999999997,6.787,8.03825375651257
97.792545,6.945,8.523970175695261
31.980158,2.377,7.166960713441369
148.097416,5.581,8.463729121546914
9.695982,2.246,8.058865136608
25.148995000000003,4.841,8.467267382646511
84.538729,8.371,8.513867667987661
116.63727999999999,19.168,8.979328446033108
11.903648,3.176,7.915019528190942
47.042809999999996,5.77,8.3419346328226
31.946688000000005,5.328,7.504942068396171
7.763826,2.814,8.30221620276842
17.919992,3.688,8.778834117414448
55.803888,7.636,8.57147302166257
22.826448000000003,4.104,8.782706339096956
52.990232,5.188,8.093065006477559
20.905884999999998,4.177,7.8826922062890254
6.691350000000001,1.55,8.528232038531455
32.421969999999995,3.122,7.5342817722001865
18.446195,4.055,8.511818775078783
178.67739,13.17,9.572111309256284
131.34149,11.618,9.450372504955212
225.83665,10.205,9.773976638374412
297.71939999999995,17.38,9.69286528177559
893.0588240000001,62.662,8.89579399718863
823.612622,55.058,9.312869884122444
1216.7924819999998,83.154,9.125914739973796
1072.3013600000002,67.73,9.125914739973796
926.3654,63.19,8.315590951089755
1332.346104,42.426,9.503345750459308
179.8632,12.112,9.748674153158772
978.9340399999999,25.994,9.090599170363634
84.66528000000001,11.72,9.622734750476164
126.647262,7.154,8.602030540251617
1393.01433,41.585,9.391285982590206
238.334432,21.938,9.201582130302283
1500.55983,43.659,9.121694933362033
140.76619999999997,7.85,9.891627499323466
227.72538,17.205,9.891627499323466
1008.342,35.505,9.97392737668199
232.83846599999998,5.926,9.944451936918465
312.584704,14.116,9.740768603035686
141.188329,9.917,8.596466372310745
474.32712000000004,19.51,9.379044632810952
88.23483000000002,10.242,9.47025548587524
116.192853,23.679,9.759091639886254
417.957482,19.139,9.503629197173225
451.3455,15.075,9.709514378521698
201.301478,18.041,9.487638719673225
80.27775199999999,14.216,9.096432318868063
109.24755299999998,18.589,8.90016726168887
125.81184000000002,20.608,8.844019050985645
361.38781900000004,26.911,9.146899914412748
94.99640500000001,21.995,9.385335153383677
299.363648,31.393,9.28118086888492
30.177379,5.723,8.699947987681751
39.934441,5.683,8.344267356262645
114.63168599999999,12.561,9.464098478707987
247.21727500000003,18.925,9.539996574984528
208.580368,14.302,9.659669243730734
390.72714399999995,12.658,9.621820685739134
465.78001900000004,11.393,9.75625124656951
423.716244,11.068,9.8594102652952
268.314417,16.983,9.588612410622325
24.481598,4.607,7.867067185406487
62.293637,9.437,8.65326136369273
116.35150200000001,13.906,9.669131374007815
88.005432,15.348,9.160929515216953
85.16424599999999,15.777,8.972057801819169
228.6416,19.36,9.138102956931467
29.502710999999998,4.941,7.273925004482659
438.6514480000001,16.844,9.741321501945738
606.595086,19.986,9.832555301668126
542.600252,14.972,9.729984993810366
253.82210000000003,13.412,9.535888875570585
701.6027760000001,28.539,9.782319418895003
788.419025,20.707,9.988122775372823
189.88104099999998,18.221,9.259368603043537
464.93157199999996,13.757,9.534956892221027
171.810254,6.314,9.071526480059136
96.121986,8.166,8.821289805136113
146.906228,6.583,7.479976991613202
33.803397,3.643,6.9000254809201955
788.5618079999999,60.168,8.06076105148058
1163.8294919999998,50.474,9.935412485320501
1074.071046,55.106,9.440467481384536
2039.531208,58.344,9.9993294091571
1727.258788,83.507,9.273193097959245
1904.2507079999998,87.588,9.1511316223395
647.83338,43.14,9.391636403098397
486.89514,22.42,9.215138840887755
459.073758,30.734,9.63295098558577
492.610836,19.414,9.883376677736567
840.810945,27.339,9.795022221924823
757.794464,21.932,9.54669117265292
506.226051,25.257,10.189692284257285
741.051549,28.791,9.696334223469542
575.324026,16.231,9.762603480809256
468.06263299999995,14.479,10.15555669594791
694.916514,32.391,9.772860509630414
2465.4621779999998,73.233,9.721227993820253
3231.732392,82.708,9.821957489297494
1133.9303599999998,57.595,9.772860509630414
693.9547360000001,30.568,10.13112100912319
1727.759726,58.586,10.22517967077789
340.24042499999996,23.025,8.061549956363793
934.0162439999999,37.842,9.27617492789773
607.545366,20.994,8.95922163883145
