ptal_score,imd_score,log_pop_density
8.441,13.37,8.519251072525682
4.724,13.991,8.079927770758275
15.325,18.622,9.148071273749304
6.094,16.705,8.924962309919485
13.226,23.96,8.926504227785557
4.848,16.133,9.285225185167898
12.712,28.744,9.338698405826708
10.937,23.381,9.452862931460894
3.085,15.404,8.503844492646506
5.939,19.832,8.097304562642348
8.854,11.683,8.395251520610994
10.736,16.293,8.760296220470051
4.417,7.102,8.228337096736647
17.555,22.424,8.597518935954138
3.266,7.535,8.03024684144019
9.605,8.833,8.734399150063695
1.463,5.124,7.869822113492876
3.419,7.129,7.774435510302958
2.028,7.187,7.7045865708189645
1.961,5.761,6.889285762698476
1.467,20.775,7.472330178742318
2.009,12.55,8.157141122834568
2.94,7.039,7.700385738027032
2.223,5.129,8.096847920778622
8.957,32.11,8.515050898344205
28.312,43.021,9.542704180552853
16.975,28.48,9.05630301906052
10.65,30.378,8.642926759881966
15.581,28.381,9.340692967574679
14.351,41.451,9.04315173280642
7.95,44.37,9.02448056294395
13.878,28.878,9.175645402179295
14.604,27.454,9.356844750349138
14.702,40.478,9.357250617290804
4.181,10.028,8.389041587457596
1.184,7.244,6.394593595418598
3.568,9.529,7.060047089324396
2.102,9.235,7.678465171489873
2.584,5.837,7.866338923046544
6.196,12.056,8.35170515259019
3.627,9.41,8.503662057131885
3.937,34.857,8.895999421767717
3.702,4.626,8.475203849143975
3.311,37.162,9.455198447237036
1.024,12.694,9.16806941154499
3.009,9.259,8.23031079913502
5.216,11.327,8.287780027088433
4.095,9.9,8.362829155496854
5.392,8.602,8.222956349993781
20.639,32.903,8.887265982036924
12.233,19.585,9.128555313958135
5.838,21.715,8.4440847195956
8.061,27.47,9.028662607903215
11.513,21.44,8.731691479905413
10.652,30.177,9.064909893765977
19.1,37.101,9.590597067825529
20.684,39.931,9.478763169489152
4.45,19.749,9.35957900744242
5.389,34.0,9.090554081143331
3.735,23.162,9.424370522113858
3.956,16.06,9.356827475760921
5.491,20.545,8.721390388727631
11.524,40.839,9.257824922297903
14.218,37.166,9.391194185495102
12.725,22.665,9.364476765987114
16.377,28.926,9.317435382527666
18.316,43.809,9.49032539802156
4.17,18.181,8.626513855325701
6.979,20.443,8.89688910763044
6.861,14.456,8.480778138714188
3.799,13.743,8.710520627386726
4.911,42.566,8.67390629970344
8.411,16.31,8.853608283547592
16.835,24.16,9.232884336411077
21.47,32.149,9.323838685752607
13.612,21.176,9.00028578520369
3.577,22.452,8.907680016343688
12.111,30.599,9.288439653959234
7.882,22.748,8.89859782042888
5.574,31.6,8.630914656717936
11.304,58.173,9.105401989429858
6.149,20.706,9.584232250245242
8.179,27.841,9.469553523050445
11.94,42.449,9.61587214452889
5.699,21.65,9.25331365082405
9.617,24.133,9.508954966041156
4.81,16.909,8.837085886729026
5.573,20.607,9.387423230721936
12.909,17.717,9.242981796691945
8.525,27.441,8.724987544183223
20.279,34.93,9.487221827183758
13.671,27.765,9.052082937631113
9.515,18.25,7.999007213243955
11.844,38.041,8.861633597686627
4.753,15.981,9.37434519698424
5.554,17.646,9.47165023460353
15.491,33.786,9.636463950192892
11.537,32.757,9.816234328121949
9.82,13.681,9.167985953894483
7.125,31.013,8.886685639065584
5.117,42.319,9.26245832623829
11.159,16.207,9.310004695089129
8.159,11.841,7.8336794598245305
4.401,7.107,8.712595487748722
9.255,50.708,9.029286011949155
6.774,10.395,9.173686760994771
8.411,13.453,8.731061863708321
12.402,28.161,9.495774920637484
8.057,15.937,8.924363511490403
17.607,30.196,9.378360144059277
10.879,22.184,9.41978248582542
4.888,36.313,8.913240760046031
5.449,36.023,9.491586779892728
7.481,47.749,7.394861816127535
19.688,21.852,8.882669291308039
8.958,9.146,8.783043679630087
16.683,13.363,8.795597356887237
9.711,10.29,9.082279701908664
24.178,11.398,8.839030283418003
7.696,30.226,8.916385332207486
8.208,21.257,8.876097648143253
13.376,13.847,8.535150980790014
3.383,23.753,8.884693330927126
12.026,23.841,9.042442294887952
16.003,22.923,8.406954128307303
4.957,17.023,8.798439599332783
18.524,24.534,8.19157384851279
14.983,32.662,8.1797604936999
21.588,20.451,9.13755460225053
9.755,22.203,8.566840131305652
3.505,26.914,8.958874503657384
13.379,25.381,9.284287616928266
10.786,28.857,9.4763671520071
10.955,15.441,9.884844852264422
12.855,32.021,7.505602279687758
10.362,21.278,7.600702439539416
4.915,17.386,7.779676063120352
18.744,41.534,9.65864144520366
13.167,37.117,9.084402929329526
7.702,13.456,9.10032459293016
7.045,40.826,9.514200865155425
10.086,15.858,9.084289501775583
13.747,20.741,8.936745277165874
16.081,22.674,8.593746742132014
5.983,31.334,8.7401127176387
3.783,34.487,8.688352683504
3.274,24.398,8.699681400989514
2.136,20.568,8.142848771965863
9.71,16.109,7.824325971663608
8.613,31.849,8.57583938684897
4.445,18.541,8.774096417675434
8.364,13.557,8.962289184955788
3.366,15.651,8.74084861170317
6.966,16.877,8.641709066113805
14.683,19.058,8.051850682252658
6.534,7.15,8.683199034558488
5.894,7.459,8.60611940061064
8.628,35.01,9.284779717791016
12.958,40.085,8.829841009885767
7.674,23.184,9.023818004117619
6.753,23.532,8.963288275610298
5.177,31.223,9.77279783281768
5.552,22.485,8.82946055362633
5.835,17.222,9.325435353605872
6.062,22.011,9.115710960396578
5.439,23.36,8.900180898207466
7.63,27.974,9.395208683036714
9.2,8.007,8.94832604627298
13.241,8.87,9.37057820174309
8.743,20.032,8.923857580099885
11.128,11.697,8.467183283661958
12.418,9.914,9.281292655893523
9.88,14.074,9.570194257720932
7.026,7.673,9.347272226471327
9.203,8.308,9.274122357012471
2.717,11.103,8.098673238434273
4.371,11.391,7.465884247863994
4.056,15.083,8.623209492000118
6.853,18.59,9.102988986963574
6.109,28.942,8.96641996896327
11.927,16.657,9.170111951256139
7.066,13.693,9.206964680736267
4.141,10.954,8.557182839632397
10.536,18.036,9.31228305348749
10.02,23.866,8.24301946898925
14.415,23.054,8.691768154011362
6.319,33.507,8.567315800819449
1.698,26.632,7.642572094713475
1.362,33.051,7.882050733142866
6.895,30.832,8.827424116832223
6.969,33.629,8.466867849464172
4.095,24.129,8.780049642432363
6.553,42.882,8.7417757069247
6.286,37.261,9.442515019896
7.336,39.944,9.360405574738476
11.526,39.653,9.08911015159987
4.943,41.199,9.257729555229986
1.554,20.851,8.20753813815405
3.769,24.895,8.891387766440497
3.479,35.728,7.464223260626829
5.799,27.178,8.135698483946653
2.078,35.644,8.009329842445359
4.401,38.035,9.461278062633715
3.129,12.828,8.964375892876271
4.064,14.813,9.208859275694385
4.172,15.378,8.515652004397408
9.273,18.422,8.46360252324316
4.403,17.505,9.180736468717603
7.02,12.0,9.048879705849558
4.073,18.682,7.984053790053663
10.924,19.431,8.31021822126361
8.296,33.598,7.637620042477245
11.732,16.166,8.481566013773087
19.593,28.006,9.226794261247862
18.863,15.249,9.199764645603999
18.202,23.368,8.886713282083651
20.066,22.226,8.936127185471365
14.027,24.463,9.501336945395794
16.503,45.936,9.790453223901949
10.01,41.995,10.114922828718177
13.321,45.789,8.945397786493892
8.323,24.895,9.827755955324
15.375,29.132,9.664716271898607
15.907,34.209,8.679414076503189
11.768,29.18,9.283544364234599
6.804,26.151,9.598225181585256
4.905,42.16,9.645474308635235
1.962,28.015,8.622651702272378
5.225,28.541,9.395283489475089
14.32,30.306,9.497359724877866
6.587,28.942,9.525683816619143
10.5,24.898,9.528925003617779
4.145,25.905,8.48568188427698
6.879,27.142,9.341675604806204
7.116,31.007,9.897690783688951
9.248,26.285,9.513942544459919
7.198,11.21,9.614845018989223
6.404,23.916,9.303694093709392
12.295,12.501,9.482891039962627
9.002,8.388,8.890245294585522
8.348,11.57,9.627042112010335
11.571,9.84,9.68361365008954
11.081,8.565,9.256784930218783
10.214,9.924,8.670635048659541
16.677,16.451,8.717158183382788
19.715,34.821,9.001395540061786
15.537,21.071,9.480199556154624
22.052,10.543,9.378427768742313
11.927,25.639,9.506176608683834
15.788,19.095,9.303457239136991
11.47,26.964,9.357423276677428
2.876,35.279,8.826264866546488
11.909,19.048,9.196849781793684
7.45,24.623,8.887500787046255
8.656,9.217,8.945410819970375
7.352,11.221,8.71724005597271
7.771,10.379,8.764646843147974
6.77,8.991,8.57147302166257
5.441,15.86,8.435245336768805
8.739,12.081,8.785967635940391
8.229,24.464,9.002639466842831
1.172,18.518,7.342714462318004
9.042,16.678,9.347559954857717
3.285,34.902,9.285447844462988
1.522,45.507,9.529041345255129
5.3,13.411,9.233832263990035
0.567,28.35,4.817050545023591
2.488,7.768,8.071499662588028
3.943,42.821,8.353002276694564
7.823,15.471,7.546974117516527
6.844,7.674,8.579829905264212
0.983,8.251,5.805134968916488
9.093,21.09,7.940192151975948
11.71,15.206,7.993113451971831
4.875,26.371,8.519630219449654
6.276,26.74,9.064447171795779
1.581,7.863,7.044905117129371
12.88,31.815,9.108385162786405
21.257,45.659,9.746254627467591
17.237,48.205,8.522837233801322
7.941,41.035,8.68453646502948
2.877,42.558,7.165570751827624
8.048,38.085,9.301514738355191
22.628,46.391,9.165918154423435
19.349,42.061,9.754732291225777
5.314,36.086,8.60329749046837
3.488,28.191,9.10666732063814
5.152,26.237,9.172918839326549
4.711,28.56,9.19912774476208
1.973,38.766,6.759719200154732
7.039,34.949,8.70855707619442
7.979,35.255,9.22509104392209
5.272,37.103,8.506516396752122
8.969,44.482,9.61905353277881
3.278,29.846,7.590599566546185
6.998,42.79,9.275275689379702
7.983,30.162,9.44153939071631
7.158,29.422,8.850460297088501
16.394,21.426,8.802086378540082
5.502,11.174,8.719088591167296
14.286,13.891,8.829402009044614
10.528,40.254,9.303566563603004
5.011,23.802,8.979907820325096
17.669,38.272,9.754749696908734
5.731,40.049,8.603113973923838
8.259,35.063,9.49832739792492
5.472,22.651,8.692775423222049
4.293,38.337,8.782721675226577
6.532,24.442,8.830323688321606
9.782,28.341,9.91360618605729
8.585,26.454,9.850445361298581
4.646,29.819,7.498980469816699
8.298,23.277,8.970152386052714
2.17,10.556,6.7690677592082436
4.387,17.36,8.561860582911397
10.936,13.774,8.794400595573997
3.263,15.973,7.547026886572764
7.256,13.064,8.500941850830188
5.901,7.273,8.58328051254366
6.58,33.274,8.899498844380622
4.343,30.603,8.993390102637429
4.539,38.527,9.296169383580601
11.708,35.047,9.61458473527851
10.005,30.484,9.619923655414718
7.011,30.915,9.268212975166637
17.533,32.824,9.484853614759611
8.265,12.544,9.390367632216764
2.738,23.466,8.877158715453035
11.008,17.405,9.173572647783969
5.506,24.023,8.907964201444829
6.562,19.827,8.864435790323979
12.511,26.291,8.898761703362204
3.204,38.67,8.782031316442726
8.032,34.342,9.406712751992798
6.111,47.177,8.782031316442726
14.49,18.403,9.388277330452313
8.159,37.118,9.668265094056709
3.863,28.911,8.776089912436266
5.995,48.739,9.329739878217516
16.757,13.242,8.740272740682359
11.234,8.942,8.262300941787448
8.666,16.784,9.034008839114438
8.821,15.807,8.560654898826773
5.256,8.429,8.748177920189473
6.983,8.506,8.658918422669222
5.027,7.078,8.532239426954803
12.474,14.357,8.183536986054506
16.241,18.752,8.422332910392278
3.088,11.559,9.106312301552135
2.478,11.124,8.792579985773866
3.624,15.185,8.928852409687728
10.064,14.261,8.904209155855872
7.15,9.711,9.040950834993339
6.095,18.608,9.047586120674756
3.316,9.625,8.957716515339465
13.137,9.567,8.628984982019665
3.996,45.483,8.605789977646879
7.185,29.152,9.037497747816
5.884,32.093,8.771525284186465
4.969,42.876,8.903407519932264
4.125,36.024,9.002577922700276
3.834,42.143,8.676212002640357
6.275,38.285,9.07613446620452
14.82,42.024,9.608941980062944
5.52,19.27,8.899485198557949
8.101,34.488,8.690305809124883
6.186,46.641,9.660472871579506
7.852,16.576,9.096768457091263
6.139,16.271,8.925627221244813
10.674,13.927,9.101507166839383
11.731,47.53,9.02410717468207
4.192,39.498,9.032564468030076
12.002,33.562,9.164893114064245
13.127,26.804,9.046078748398196
4.572,37.671,8.83427871423726
18.281,20.417,8.930428036788763
13.519,12.942,9.051743154269026
14.277,24.143,8.803619475696012
10.941,12.083,8.885025658050846
9.09,36.01,8.084993888105437
15.322,27.748,9.082472908976099
18.138,18.27,9.301934565137179
15.47,31.725,9.250262761973602
15.114,14.689,8.997827613017998
13.662,11.428,9.176452613308825
11.277,36.347,9.665896385224917
8.939,23.247,8.700847193443972
4.125,9.357,8.688352683504
5.557,17.402,8.214248569898473
11.049,13.508,8.513426104846994
7.922,10.965,8.737677209304541
16.453,13.453,8.784376594390672
5.177,7.194,7.740446986979978
3.934,6.397,8.951466010706174
10.772,17.855,8.938124741758315
9.349,14.25,8.026921546597995
20.672,21.984,8.521543714153495
3.33,12.889,8.983803570093475
5.269,18.934,9.080539156439757
9.083,20.04,7.783390669115358
6.931,8.565,7.4337847364904
9.836,20.234,7.643147441135828
9.254,8.775,7.760807977051705
6.409,23.606,8.609352959334837
10.172,14.743,8.714863025156992
7.628,31.693,8.710998556151479
16.779,31.869,8.425538322814523
9.011,24.743,8.783840577899161
6.647,25.331,8.889570210002098
6.107,40.633,8.798303718484979
28.016,30.377,9.251434329511145
23.638,34.131,9.278139197540618
17.764,18.55,9.736718427268176
9.817,34.156,9.783317921224594
11.093,41.733,9.612707352506106
6.776,23.232,8.96186619208268
9.82,25.682,9.509244243850002
8.019,27.056,9.17981930690823
15.619,28.086,9.695835879989836
21.108,30.555,9.914823062199874
22.003,16.332,8.522220533130263
7.905,11.497,7.278835960228471
20.03,17.25,9.529913476362633
4.087,27.85,8.76205126667709
10.104,25.032,9.499518824292966
5.023,21.637,8.36462459277163
3.839,19.236,8.326541031301957
2.254,35.196,8.464277529069621
6.702,31.966,9.083620017196948
4.891,43.603,8.717109056611143
7.274,17.489,8.765567746947399
14.755,22.073,9.206743912461778
18.691,21.316,9.497457284755317
17.133,17.153,9.224292585594187
4.495,27.835,8.506819570988677
4.852,22.947,9.051872051204388
6.798,27.142,8.588117529752935
18.995,35.883,9.53037830213397
8.691,22.128,9.234418161455212
13.277,28.69,9.633108253321309
9.761,28.338,9.52623811205821
8.804,19.733,9.28628237555134
4.029,14.09,8.821319316283951
4.961,13.493,8.756698161737646
3.202,8.857,7.822645029940664
5.219,18.3,9.112098900130107
5.12,18.224,7.366381935204534
6.501,22.811,9.35293308654114
4.613,24.72,7.10734357067481
4.761,17.339,9.060888634805389
4.713,20.534,9.268184661660621
9.814,35.651,8.289238083104806
8.812,26.616,8.926172118824198
9.111,29.707,9.438829609615144
5.743,30.003,9.89407337792551
9.352,33.676,9.344696424475261
4.596,23.21,8.422882511944996
30.148,36.783,9.64701340720854
39.556,36.797,9.811487388580138
17.761,33.943,9.762943054043788
5.185,29.548,9.606246605935338
13.685,24.705,7.665331599697772
12.109,31.145,9.713101565460091
8.754,29.43,7.517901213038677
2.946,37.853,9.77068732111952
6.828,31.821,10.104786232592852
7.744,23.517,9.375549679160175
17.984,32.594,9.455143648641432
12.13,39.488,9.566454158495537
10.406,20.619,9.170018252497579
16.733,33.511,9.925958186163495
13.6,37.076,9.566454158495537
22.294,44.248,9.520615293080597
15.714,31.702,9.989165123735498
20.177,22.842,9.721227993820253
22.222,25.324,10.121156143570069
16.469,26.575,9.870220282419982
20.036,32.84,10.17301074599697
11.833,22.608,9.832673380630885
13.736,30.577,9.981808779311324
28.999,31.157,9.640556627546886
31.465,36.255,9.521809769320273
9.245,21.541,9.756708799825976
9.149,24.573,9.77724949873907
13.532,22.939,9.857490733343438
15.385,25.798,9.690677921861454
19.057,43.901,9.790447625534432
12.12,17.772,9.716151443866357
8.919,28.995,9.548596730390898
16.42,36.826,9.866315140181745
14.834,35.266,10.444039925604814
24.584,31.063,9.702368423209206
30.799,32.844,9.497352219877659
27.384,31.098,9.544867861659469
13.447,26.838,9.828408339650016
13.246,35.92,9.932560800021836
19.171,31.459,9.828408339650016
17.396,40.073,9.70897397417681
25.395,31.873,10.366104592981754
29.733,38.882,9.950528568790261
26.675,28.934,9.678830356239123
36.857,39.233,9.47900780658653
31.584,47.161,9.738612909345894
30.379,27.09,9.37228063407827
24.948,22.12,9.698312840312669
20.115,24.277,9.818403408149232
23.887,26.759,9.418719463089428
18.307,38.205,9.920187331758541
20.687,45.938,9.730436887908352
25.675,34.27,9.746090776501381
26.956,30.639,9.817493839369153
37.2,37.728,9.714455530850687
17.397,44.66,9.267589892776877
12.907,21.076,9.817493839369153
24.393,38.594,10.170257482407223
22.559,26.639,10.056929409779432
2.671,37.939,7.584722263313044
5.038,43.42,8.888480847722816
3.531,42.475,9.478472585183248
6.605,51.961,10.220492962616634
21.031,32.729,9.30874575668781
13.607,24.873,9.198500557171974
22.96,26.492,9.608263779484316
18.869,31.452,9.464028647118475
15.503,28.427,9.685971884933805
16.1,46.437,10.006080241292624
14.405,26.539,9.56159565605419
20.246,39.15,9.934879624767186
8.134,31.423,9.363902307098712
8.901,33.522,9.483439122828205
6.057,15.695,9.310629047569947
6.75,26.466,9.621270519515406
19.545,27.222,9.027054350235398
8.518,29.992,8.411276965824689
13.701,29.104,9.643362279655218
22.721,30.857,9.462428944974173
21.249,26.652,9.711891116720048
12.813,48.58,9.958037288956191
10.548,29.842,8.889597773397911
27.391,48.476,9.903027446703671
22.427,32.729,9.609418459759496
12.344,25.206,9.338997404184445
14.52,27.879,9.364048096570398
11.538,45.667,10.076381475180522
4.398,28.315,9.2894564966581
6.4,33.87,8.927420276625895
12.834,26.92,9.450372504955212
15.559,34.25,9.542948007780955
6.245,36.874,9.169987017626967
8.107,34.2,9.823534840812835
19.994,16.477,9.663693650277906
19.419,32.425,9.809105441942316
26.11,29.178,9.626949817300074
22.001,28.103,9.697416188571065
15.773,31.832,9.811114554985705
17.163,30.766,9.947757994321515
19.463,21.313,9.73182696512107
7.147,26.182,9.552183871787022
19.051,17.083,9.471265139326201
27.089,38.772,9.993250556990878
17.015,40.008,9.599161060396233
7.211,31.696,9.20897944633684
19.827,39.524,10.071300195574974
11.982,32.022,9.696635569998804
15.398,26.949,9.419068518816065
11.178,50.985,9.572055592353852
8.474,46.735,7.710384470159079
14.418,56.261,9.44166635569795
14.646,39.884,9.472373812496697
10.512,34.104,8.505424207816239
27.417,13.267,9.601300793881466
35.721,16.762,9.979392480625592
31.656,20.791,9.809874431911936
38.279,19.308,10.191208374237148
21.761,18.446,9.982973181993481
29.523,31.549,9.89808297407727
41.802,39.967,9.99484447395599
10.758,30.675,9.551338067529612
5.893,20.236,10.136149658333187
14.036,31.87,9.893068461832227
11.828,30.192,9.836781350341319
13.926,32.679,9.865063721787706
12.201,18.964,9.741027444837728
10.912,28.795,9.92220625926927
6.187,13.639,9.514850062534222
27.056,14.104,9.215765628621247
36.558,13.678,9.468039927432
26.114,35.865,9.956459437302234
34.875,14.292,8.669553698411278
22.812,16.892,9.72083193995175
28.901,12.278,9.35296777022594
26.853,15.605,9.865339064344157
13.328,22.705,10.098445598205215
12.429,23.89,8.784835808530291
24.018,33.544,9.293338707475352
7.55,37.345,7.883144763243498
7.672,33.33,6.983048263017569
22.164,34.751,9.353721842904003
15.849,21.14,9.356887935514177
22.127,14.937,9.716440849802405
18.045,13.532,9.945775671770107
30.109,23.378,9.556670997458824
28.549,25.958,10.01260201331685
11.599,25.873,9.655378695204073
12.932,23.246,9.503136843563876
13.152,10.795,9.669504212418282
17.367,19.908,9.177166141944873
18.616,13.675,9.48304331533771
20.609,11.44,9.59026200561365
9.2,28.411,9.836653064348905
37.281,33.791,9.851378135737576
30.703,30.447,9.078384879825114
16.128,19.524,9.727877423641196
27.085,22.043,9.71979906191367
25.816,15.457,9.514864812123077
47.004,22.222,8.895067825519886
38.898,43.244,9.460663197670597
35.967,36.348,9.438980787810763
22.655,18.415,9.719979291887604
20.391,10.792,9.450663505566794
22.062,19.977,10.020483611941252
12.931,12.938,8.136635307014172
14.106,6.849,8.12740456269308
8.488,15.582,9.531880245146587
8.788,10.542,9.579459564072476
6.722,8.626,9.289881415375698
22.351,31.102,9.08176809117642
23.58,19.082,9.600827196903634
15.578,12.078,9.049913370517439
18.818,17.635,9.503166690078178
16.433,9.181,9.661556108908009
11.204,9.021,9.312824755528508
17.153,6.578,9.613663187012314
9.299,9.468,8.82576553475952
15.696,20.584,9.173479272743048
22.634,12.281,9.66727775845331
12.068,31.034,8.82912387546551
17.878,18.489,9.855336683973706
20.594,25.92,9.088771428807362
15.308,20.872,9.012230838381615
5.708,23.795,9.28615260533713
11.331,16.976,9.8463297269313
7.602,13.307,9.12839251732875
12.266,27.478,9.59951348330737
12.213,21.07,9.988549948161522
18.218,34.773,9.844215141071057
35.423,30.224,9.29362397611292
19.122,24.159,9.892714733532296
16.018,37.614,10.154942526495583
14.705,14.586,9.699049212852248
14.517,8.026,9.815852344640819
18.319,9.705,9.531394355869015
15.708,17.389,9.599181395863662
24.501,15.715,9.739815016713905
20.644,22.092,9.671019412051582
11.793,27.358,9.766579035268668
6.188,37.986,9.17091323751949
10.659,27.284,9.371268036082466
5.851,38.797,10.013963959676738
5.378,38.666,10.543051977786543
8.385,40.084,9.251894898129615
11.918,18.411,10.009948961987947
5.078,41.84,10.014196738519983
5.753,8.6,8.166812681611626
9.124,14.801,7.855001894976737
11.655,11.266,9.49160187662504
4.857,13.306,7.9139232772589665
6.127,8.872,9.048973719528616
11.454,11.166,9.36427102759989
17.182,27.037,9.521773150148668
20.774,37.858,9.617184528759465
21.5,19.494,9.438885309504156
15.009,21.262,9.65419251248905
17.004,37.877,9.799359610280847
12.683,41.128,9.728270697472105
22.805,40.391,9.585669244493584
26.924,41.479,9.367925148537724
7.196,28.46,9.704481581761714
22.717,29.7,9.82721647332152
9.305,32.02,9.78384779423658
6.609,27.617,9.71982309445373
6.904,19.562,9.077848438926322
6.262,10.007,9.061782357335034
9.877,12.447,9.355989299824529
10.233,9.497,8.625993783221228
11.177,16.053,9.176245698205355
5.979,14.789,8.69863102450807
11.729,15.635,9.459533663347038
10.838,14.98,9.490892083718844
5.721,7.588,8.382952976207761
6.363,6.707,8.710042470096846
8.095,10.117,8.57894658769172
2.841,26.161,8.766877402726355
7.137,9.706,8.717649318405675
14.147,14.708,9.142650223006232
11.0,18.695,9.295122599590796
16.274,20.744,9.617750254450845
28.729,38.664,7.8619196632843735
14.673,16.075,9.64934341010213
12.202,15.629,9.543120085330996
16.804,11.806,9.056804503113925
4.398,9.139,7.6426200528939505
16.174,12.302,8.693194819465372
3.839,20.128,7.890881891042547
10.846,21.45,7.898930824048008
15.175,21.567,9.2314166975781
8.69,26.278,9.374803410468823
12.47,21.589,9.334370520393033
12.51,23.523,9.348056745340017
4.124,26.666,9.334140822180135
8.576,17.157,8.571889688335265
11.925,14.395,9.26938256594324
9.172,15.478,9.034736202929752
4.833,7.925,8.215141704997155
29.341,46.325,9.624613244265321
16.386,29.949,9.472781556562168
14.358,27.129,9.534906294627293
27.625,36.32,9.10139566298681
18.666,21.726,8.633517385703039
35.807,33.197,9.498634756926398
18.671,37.492,9.770693031212394
24.579,38.453,9.593921087417497
17.973,51.421,9.084675102977993
12.596,55.03,9.293743580681957
5.609,44.897,7.67684446311724
17.291,46.599,9.467560659620347
10.225,55.411,10.005443780175389
11.136,46.352,9.635706141790683
15.994,37.972,9.594683983462236
7.494,18.696,8.778372138287686
15.812,23.921,9.901295150979214
15.455,23.269,9.695380386048031
17.359,25.213,9.653582844418377
18.349,23.366,9.81326739655354
29.04,36.525,9.63394005027983
4.523,28.141,9.240830778974182
22.522,36.009,9.557604169675594
12.881,36.761,9.925019076585503
24.752,23.338,9.997701677346118
11.813,29.031,9.530922745019028
3.965,22.792,9.333663588008182
19.242,24.777,9.229672300275675
7.257,21.23,8.803739619267725
10.171,11.93,9.517803012657314
11.671,14.12,9.127817090221114
13.98,15.762,9.079228906108467
17.501,21.851,9.275060126689958
29.677,30.894,9.67044516904267
40.116,27.623,9.384512142629683
16.154,40.305,9.737385741589115
7.643,33.971,8.572892763886605
7.835,33.273,9.746705079243231
21.883,37.884,9.685443476766617
16.584,34.316,9.108816929771795
15.163,26.303,9.754384113930383
17.451,30.562,9.256546247365105
31.706,45.491,9.536870491996204
5.266,64.677,8.904792994407158
12.923,17.724,9.110774148051355
7.064,27.171,8.660756594726356
32.627,28.237,9.720303624006535
6.073,33.019,8.718696267626122
20.579,35.342,9.724540296381123
11.333,24.185,9.053932145807705
4.622,46.961,10.275382088671543
4.436,39.501,8.947572025878705
10.262,41.384,9.089956456963487
11.272,35.887,8.953950226868336
9.164,46.889,8.995078180987774
8.561,41.188,8.650604576840184
10.447,46.919,8.631235907456897
11.576,43.303,9.124379352259076
11.133,42.169,9.59942538922283
3.627,10.431,8.932199305691556
2.839,6.404,8.766035678076475
4.253,8.475,9.11860878137659
4.207,9.025,8.208627908048033
5.974,7.616,8.829767856461055
4.09,14.889,8.99682531755393
6.152,6.325,7.842514415139335
2.545,15.928,7.838146135235074
1.516,21.757,6.651442666276413
4.806,12.933,8.355403407791696
6.207,8.59,8.559447759313073
6.971,16.338,8.46072865443511
11.956,18.653,8.83892880399287
13.777,19.348,9.280621746320008
5.857,31.648,8.98175705191161
4.124,11.816,8.771928428719237
5.759,15.646,9.11655702596768
13.404,17.052,9.207526416514547
3.033,14.394,9.275528681955251
9.063,15.476,9.360775586574471
14.069,17.805,9.356188106123021
18.452,24.584,9.077700010836605
9.181,33.059,8.550763354855569
9.321,12.828,8.607746621256924
5.021,17.468,9.302080550538898
6.023,30.759,8.775101388499907
1.643,13.848,6.306822582410002
0.937,3.585,7.460375224405106
1.22,8.814,7.681652609227191
8.235,10.409,8.38098393078725
2.966,4.585,8.408159270392103
6.842,10.748,8.662625980623773
9.742,34.105,8.545566825604077
4.271,6.412,8.155677980835275
7.914,12.955,9.022455367869274
12.142,13.132,9.009459654460944
13.948,14.683,9.074795525141042
3.368,8.835,8.897901018176384
19.145,21.12,9.244442236921154
15.912,26.863,9.222841901199107
8.114,12.446,8.65041203520246
13.196,14.672,9.276530653206656
10.732,19.148,9.334520679164132
6.035,18.565,9.13312449837302
4.136,30.631,9.285410738023161
4.893,18.625,8.719399071515568
4.006,12.416,8.319936661053873
4.678,3.181,8.098034756176071
7.812,5.666,8.269244521183056
0.735,6.159,7.1331363252365385
3.343,6.486,8.326371611564152
4.98,6.662,8.2211294238254
9.693,10.973,8.71993809785107
4.26,5.407,8.371635486006998
4.253,5.73,8.691146498539675
3.44,5.376,8.492736550982247
5.089,11.996,8.941663223118653
7.245,13.235,9.24753981296529
7.444,10.429,9.127371721236416
5.396,15.948,8.748892041572843
4.03,9.749,8.773043981498308
6.93,18.335,9.358898298617328
4.588,13.064,8.77940359789435
14.678,13.986,9.26506527166543
14.334,14.258,8.978143462408578
4.65,11.844,9.187583384853566
7.414,4.958,8.445439369152847
14.803,9.946,8.830966897372097
9.775,8.478,8.928627117303646
6.322,27.335,9.067716337720768
8.054,19.735,8.835137701994906
12.735,17.998,8.882086273759354
5.131,18.349,9.26313204323622
5.97,26.808,9.221448448225024
5.325,12.222,8.771354674099893
5.815,32.662,9.588817902742425
12.252,16.566,8.624449908147945
15.404,20.375,8.792671095029112
4.552,14.604,9.066700921774572
11.253,16.888,9.163699396645008
6.319,13.151,8.945958072645375
4.369,14.248,9.08243881632363
3.045,23.599,9.093222115305277
1.758,6.974,6.757513615651594
5.305,13.901,8.367253632360443
3.763,38.186,8.847977855847814
3.473,13.791,8.58849007329827
2.42,20.34,7.972569458900024
2.973,10.441,8.36063294424518
4.328,22.427,9.167140552669963
9.993,19.699,9.188851123133198
14.199,24.849,9.391919986932683
3.886,18.867,9.388469820817928
7.958,27.97,9.299961673481217
13.95,18.005,9.26656001197249
18.168,20.045,9.59504479399637
9.373,11.152,8.611248038165078
10.212,9.138,8.589104466883223
11.269,20.176,9.360663736969054
5.008,21.921,8.997679188176354
