ptal_score,imd_score,log_pop_density,ptal_imd_interact,road_node_ratio,LSOA11CD,MSOA11CD,crime_count,hotspot_10
7.487,41.032,9.199451300644014,307.20658399999996,41.03562340966921,E01000077,E02000009,392.0,0.0
6.909,35.033,9.287579152316985,242.042997,31.374812593703147,E01000078,E02000008,390.0,0.0
5.875,34.522,8.620399388194647,202.81674999999998,36.878684807256235,E01000079,E02000010,302.0,0.0
5.888,33.185,8.946856480960744,195.39328,74.52348993288591,E01000080,E02000008,371.0,0.0
4.958,30.608,9.27200915434955,151.754464,61.821362799263355,E01000081,E02000008,257.0,0.0
4.943,27.895,9.384730558443858,137.884985,39.61740166865316,E01000082,E02000008,488.0,0.0
7.386,34.377,9.275003885301905,253.90852200000003,53.08794788273616,E01000083,E02000008,306.0,0.0
13.916,39.815,9.168236305953371,554.0655399999999,56.66824085005903,E01000084,E02000014,515.0,0.0
13.558,35.154,9.335147569236094,476.61793200000005,49.76902887139108,E01000085,E02000014,424.0,0.0
11.325,38.156,9.244123249943751,432.1167,116.38352941176471,E01000086,E02000014,272.0,0.0
7.101,34.357,8.38749444481189,243.969057,37.574292452830186,E01000087,E02000021,627.0,0.0
4.09,28.849,9.073890438838285,117.99240999999999,44.24012806830309,E01000088,E02000021,446.0,0.0
3.147,28.968,9.4364475274741,91.162296,58.808196721311475,E01000089,E02000021,382.0,0.0
3.187,28.317,6.774338165541786,90.246279,25.97823834196891,E01000090,E02000021,484.0,0.0
4.698,42.183,9.047127083820161,198.175734,28.514767932489452,E01000091,E02000023,492.0,0.0
2.502,33.768,9.258987668797705,84.48753599999999,22.425217391304347,E01000092,E02000020,370.0,0.0
4.77,46.922,8.725539806034343,223.81793999999996,34.15549597855228,E01000093,E02000023,560.0,0.0
3.089,28.182,8.3145627992244,87.054198,24.776510067114096,E01000094,E02000023,389.0,0.0
3.884,32.254,6.890812558251825,125.27453599999998,26.066860465116278,E01000095,E02000019,1256.0,1.0
3.52,40.926,7.920555471236099,144.05952000000002,36.96308016877637,E01000096,E02000023,531.0,0.0
14.571,38.009,9.28617114497023,553.8291389999999,59.703791469194314,E01000097,E02006799,376.0,0.0
11.056,39.405,9.309153500195613,435.66168,76.33285509325681,E01000098,E02006799,616.0,0.0
9.591,29.266,9.101105694769755,280.690206,48.631001371742116,E01000099,E02006799,385.0,0.0
4.915,31.83,9.125109227613523,156.44445,71.6109785202864,E01000100,E02000005,335.0,0.0
8.701,40.463,9.24639260926868,352.06856300000004,61.50869565217391,E01000101,E02000005,322.0,0.0
5.783,42.631,8.861917004235215,246.535073,74.88636363636364,E01000102,E02000008,303.0,0.0
3.048,32.894,7.835658326184458,100.26091199999999,36.24483306836248,E01000103,E02000015,346.0,0.0
8.248,34.672,9.07080240451677,285.9746559999999,39.85305798252581,E01000104,E02000015,453.0,0.0
8.917,44.149,9.264620202222515,393.676633,44.77765957446808,E01000105,E02000015,995.0,1.0
4.767,43.523,9.21635226428265,207.47414100000003,32.574355083459785,E01000106,E02000015,624.0,0.0
2.676,28.332,8.111658080857959,75.816432,46.68218623481781,E01000107,E02000011,244.0,0.0
9.59,28.166,8.976009475021396,270.11194,50.7831541218638,E01000108,E02000011,529.0,0.0
4.309,25.691,9.180046099342581,110.702519,46.61749571183533,E01000109,E02000005,406.0,0.0
5.205,17.741,8.997666818445087,92.341905,83.5065502183406,E01000110,E02000003,229.0,0.0
5.315,28.903,8.891057547254514,153.619445,44.54827586206896,E01000111,E02000003,656.0,0.0
9.714,24.743,8.868371054050575,240.353502,39.890143737166326,E01000112,E02000003,553.0,0.0
14.538,25.268,9.468928284223587,367.346184,45.115449915110354,E01000113,E02000003,509.0,0.0
5.975,23.288,9.153007825328938,139.14579999999998,30.226693494299127,E01000114,E02000005,644.0,0.0
7.01,6.227,8.535465236203686,43.651270000000004,38.376647834274955,E01000115,E02000032,190.0,0.0
5.309,7.79,8.870325868930557,41.35711,45.829916476841305,E01000116,E02000032,258.0,0.0
5.748,9.642,8.564553762776075,55.422216,37.60294117647059,E01000117,E02000033,394.0,0.0
5.744,9.812,8.88016824790345,56.360127999999996,51.94691224268689,E01000118,E02000033,238.0,0.0
8.405,11.589,8.414673082425766,97.40554499999999,40.25912067352666,E01000119,E02000032,198.0,0.0
7.207,5.902,8.716142405980047,42.535714,144.5828025477707,E01000120,E02000032,142.0,0.0
3.314,36.203,8.275121630216509,119.97674200000002,44.36538461538461,E01000121,E02000033,202.0,0.0
3.912,10.152,8.764849827011455,39.71462399999999,63.04081632653061,E01000122,E02000032,146.0,0.0
5.588,11.048,8.114504226254825,61.736224,37.69314079422383,E01000123,E02000033,329.0,0.0
12.91,23.589,8.895972034261897,304.53398999999996,29.24515393386545,E01000124,E02000033,724.0,0.0
12.382,26.704,9.056291353647886,330.648928,41.59443911792905,E01000125,E02000047,397.0,0.0
4.623,33.625,9.552617158128589,155.448375,32.55722891566265,E01000126,E02000049,421.0,0.0
14.666,27.543,8.957085490805156,403.945638,60.087520259319284,E01000127,E02000047,298.0,0.0
14.621,27.055,9.02440830512803,395.57115500000003,46.772413793103446,E01000128,E02000047,320.0,0.0
20.556,31.0,9.14178311987904,637.236,56.50757575757576,E01000129,E02000047,806.0,1.0
9.849,30.863,9.334935706698777,303.969687,38.66504381694255,E01000130,E02000044,298.0,0.0
8.717,20.904,8.701861991278541,182.220168,26.22644927536232,E01000131,E02000047,329.0,0.0
10.033,25.53,9.26247731039601,256.14249,98.6641604010025,E01000132,E02000044,229.0,0.0
11.542,30.774,9.266058860732526,355.193508,50.11392405063291,E01000133,E02000044,291.0,0.0
11.042,24.669,9.345212115928398,272.395098,80.10221465076661,E01000134,E02000047,231.0,0.0
14.616,12.523,8.545119594057077,183.036168,46.547504025764894,E01000135,E02000061,268.0,0.0
11.632,8.96,7.957142308840869,104.22272000000001,25.149504195270787,E01000136,E02000061,270.0,0.0
11.49,28.786,9.509014311901428,330.75114,51.831618334892426,E01000137,E02000064,317.0,0.0
10.272,27.86,8.730431850844914,286.17792000000003,38.3859649122807,E01000138,E02000063,330.0,0.0
10.187,12.388,8.282837012887924,126.19655599999999,33.93186180422265,E01000139,E02000064,244.0,0.0
14.511,16.817,9.504762181291023,244.031487,42.18661710037175,E01000140,E02000064,351.0,0.0
17.382,28.797,8.523314418421174,500.549454,34.117867165575305,E01000141,E02000062,1442.0,1.0
12.984,16.669,9.324472306021095,216.430296,25.492319508448542,E01000142,E02000063,372.0,0.0
13.918,31.342,9.167109227783905,436.21795599999996,41.95903165735568,E01000143,E02000064,453.0,0.0
24.466,18.338,9.033674789958386,448.65750800000006,47.690358902181565,E01000144,E02000061,541.0,0.0
12.03,14.626,8.961776443315062,175.95077999999998,67.71204188481676,E01000145,E02000060,316.0,0.0
30.034,18.538,9.111845125227083,556.770292,31.113523573200993,E01000146,E02000061,1269.0,1.0
4.931,12.786,9.154542209045935,63.047765999999996,69.70689655172414,E01000147,E02000053,219.0,0.0
11.27,27.671,9.154542209045935,311.85217,34.84193011647255,E01000148,E02000053,219.0,0.0
5.1,15.583,8.487475976628089,79.4733,38.85283474065139,E01000150,E02000059,929.0,1.0
4.14,38.897,9.401266469966057,161.03357999999997,28.458425312729947,E01000151,E02000049,619.0,0.0
3.95,32.418,9.586417863189755,128.0511,46.12808641975309,E01000152,E02000049,397.0,0.0
5.494,41.649,9.366651573337906,228.819606,34.85446762974853,E01000153,E02000049,308.0,0.0
9.276,32.667,9.562249979714448,303.019092,31.636998254799302,E01000154,E02000049,398.0,0.0
12.02,20.797,9.154542209045935,249.97994,28.04490291262136,E01000155,E02000053,219.0,0.0
8.165,8.319,9.32870990227762,67.924635,50.161712247324616,E01000156,E02000045,265.0,0.0
4.751,12.655,9.438789822080574,60.123905,64.99430740037951,E01000157,E02000045,149.0,0.0
6.748,19.721,8.596965093194397,133.07730800000002,44.72773536895674,E01000158,E02000038,290.0,0.0
4.514,16.257,8.194643583635381,73.38409800000001,37.076775431861805,E01000159,E02000038,315.0,0.0
7.358,12.121,8.773972659128201,89.186318,25.50213169114164,E01000160,E02000038,641.0,0.0
9.431,14.513,9.034628920221834,136.87210299999998,27.514088916718848,E01000161,E02000038,346.0,0.0
10.215,18.504,9.11013322155915,189.01836,17.604723707664885,E01000162,E02000038,523.0,0.0
3.796,28.541,9.086578247137805,108.341636,25.16031987814166,E01000163,E02000045,413.0,0.0
7.307,25.331,8.048852179256402,185.093617,23.5323897659227,E01000164,E02000045,1037.0,1.0
8.897,13.258,9.188605879830176,117.956426,38.447401774397974,E01000165,E02000045,237.0,0.0
5.245,14.861,8.385465884735307,77.94594500000001,26.077834179357023,E01000166,E02000026,217.0,0.0
1.794,28.35,7.744613117208381,50.8599,29.3446261682243,E01000167,E02000025,291.0,0.0
6.793,6.975,8.48272596253399,47.381175,39.80110497237569,E01000168,E02000026,170.0,0.0
6.723,13.226,8.830484529374438,88.91839800000001,38.61923583662714,E01000169,E02000026,182.0,0.0
8.015,20.384,8.76862094660874,163.37776000000002,29.07108626198083,E01000170,E02000029,436.0,0.0
11.328,24.261,8.83563237697444,274.828608,24.73831123517097,E01000171,E02000029,848.0,1.0
3.482,8.421,8.041992078623176,29.321922,19.63751214771623,E01000172,E02000026,169.0,0.0
3.155,9.709,8.438647695694641,30.631894999999997,23.93065693430657,E01000173,E02000029,202.0,0.0
9.698,16.271,9.141793829441072,157.79615800000002,31.715947980835043,E01000174,E02000029,525.0,0.0
5.88,7.614,8.30807581183512,44.77032,32.1570945945946,E01000175,E02000029,185.0,0.0
3.719,30.549,8.966407206454416,113.61173099999999,30.00853374709077,E01000176,E02000050,319.0,0.0
5.029,8.263,9.194332933830365,41.554626999999996,34.44938980617373,E01000177,E02000052,218.0,0.0
4.034,8.055,8.29562340109032,32.493869999999994,51.05588822355289,E01000178,E02000050,270.0,0.0
3.104,8.467,9.431610168908582,26.281568000000004,29.046648793565684,E01000179,E02000052,216.0,0.0
8.578,14.555,9.155662408685407,124.85278999999998,31.48963210702341,E01000180,E02000052,186.0,0.0
14.153,8.204,9.374896724517322,116.11121200000001,52.981505944517835,E01000181,E02000052,430.0,0.0
14.505,8.01,8.907463440141859,116.18505,27.643507030603804,E01000182,E02000052,295.0,0.0
2.927,10.613,8.791972378512495,31.064251,36.02003816793893,E01000183,E02000056,214.0,0.0
1.938,31.921,7.912532965312492,61.862897999999994,27.309485530546624,E01000184,E02000050,354.0,0.0
2.906,25.824,9.386526478664054,75.044544,44.58283772302464,E01000185,E02000052,240.0,0.0
7.951,5.195,8.846324261780557,41.305445,52.273927392739274,E01000186,E02000037,139.0,0.0
4.098,13.015,8.993911725143604,53.33547,42.88726042841037,E01000187,E02000037,188.0,0.0
0.981,8.028,6.20617261960109,7.875468000000001,33.1673640167364,E01000188,E02000037,336.0,0.0
1.919,24.526,9.63179037157599,47.065394,38.50813323005422,E01000189,E02000037,402.0,0.0
4.045,10.149,8.850116280113605,41.052704999999996,59.92813141683778,E01000190,E02000037,198.0,0.0
10.543,6.834,8.714764543417068,72.050862,56.64448336252189,E01000191,E02000037,152.0,0.0
21.425,15.472,8.858325979348173,331.4876,35.6725,E01000192,E02000041,676.0,0.0
20.066,16.117,8.765770543987257,323.403722,26.49254587155963,E01000193,E02000041,1161.0,1.0
16.012,19.392,8.654360466203082,310.504704,33.99916666666667,E01000194,E02000041,672.0,0.0
1.503,26.999,8.76506837894963,40.579496999999996,32.661184210526315,E01000195,E02000036,724.0,0.0
15.332,12.284,9.06441245901511,188.338288,34.30633520449078,E01000196,E02000051,624.0,0.0
9.2,12.516,8.807367156522997,115.1472,47.66,E01000197,E02000046,271.0,0.0
3.231,11.841,8.803964849566656,38.25827099999999,53.50327653997379,E01000198,E02000048,314.0,0.0
4.504,7.222,8.449813304084925,32.527888,38.17120181405895,E01000199,E02000048,184.0,0.0
6.868,9.566,8.87011510152566,65.69928800000001,45.228882833787466,E01000200,E02000051,221.0,0.0
6.115,7.184,8.272366245270868,43.93016,38.57373737373737,E01000201,E02000051,205.0,0.0
7.467,6.735,8.909735154233912,50.290245,62.57787810383747,E01000202,E02000051,211.0,0.0
5.041,15.523,8.706324840138741,78.25144300000001,31.083432657926103,E01000203,E02000051,405.0,0.0
11.442,10.063,8.589588268831587,115.14084600000001,41.37024221453287,E01000204,E02000048,241.0,0.0
4.213,7.725,8.283999304248526,32.545425,33.8862512363996,E01000205,E02000058,270.0,0.0
2.801,9.118,7.036236440630677,25.539518,28.224683544303797,E01000206,E02000056,361.0,0.0
3.897,6.585,8.424068621425763,25.661745,58.65886287625418,E01000207,E02000056,287.0,0.0
10.278,6.612,8.295149035545329,67.95813600000001,30.882789317507417,E01000208,E02000056,274.0,0.0
5.378,7.058,8.21489820179659,37.957924,62.29094412331406,E01000209,E02000058,222.0,0.0
3.921,8.197,8.045620331571948,32.140437,41.769503546099294,E01000210,E02000056,214.0,0.0
8.357,14.568,8.956969545041877,121.74477599999999,49.61699779249448,E01000211,E02000058,803.0,1.0
7.749,10.294,8.262017030520715,79.768206,60.267628205128204,E01000212,E02000058,239.0,0.0
3.382,7.583,8.065045197267658,25.645706,46.98805970149254,E01000213,E02000056,164.0,0.0
16.642,10.503,8.499436469826978,174.79092599999998,43.902160101651845,E01000214,E02000061,358.0,0.0
12.709,13.565,9.191055610564316,172.397585,65.68865979381444,E01000215,E02000060,257.0,0.0
8.802,10.017,9.224696823192803,88.16963399999999,81.05150214592274,E01000216,E02000058,238.0,0.0
6.089,10.826,9.026273292643765,65.919514,64.75205254515599,E01000217,E02000058,184.0,0.0
14.021,15.33,9.40562751116016,214.94193,123.44504021447722,E01000218,E02000060,351.0,0.0
18.705,19.87,9.348919005822218,371.66835,48.84335443037975,E01000219,E02000060,372.0,0.0
13.651,17.109,9.418183466000215,233.55495900000003,78.0626631853786,E01000220,E02000060,264.0,0.0
13.35,45.842,8.116536504300377,611.9907,29.773301262778112,E01000221,E02000062,910.0,1.0
6.69,27.098,8.496990484098719,181.28562,66.78421900161031,E01000222,E02000063,348.0,0.0
8.452,35.812,8.224940690449696,302.683024,38.43698630136986,E01000223,E02000062,769.0,0.0
9.286,19.679,9.263226896498296,182.73919399999997,72.54684512428298,E01000224,E02000063,244.0,0.0
5.415,10.981,8.703108283720322,59.462115,69.87472035794184,E01000225,E02000060,181.0,0.0
6.727,31.658,9.213325910816549,212.963366,45.32426035502959,E01000226,E02000041,278.0,0.0
5.574,9.965,8.8966564969854,55.544909999999994,49.795918367346935,E01000227,E02000041,199.0,0.0
0.814,12.492,6.211804171089457,10.168488,33.12264150943396,E01000228,E02000030,300.0,0.0
2.504,21.609,8.694418450785443,54.10893600000001,70.98930481283422,E01000229,E02000036,205.0,0.0
5.125,7.886,8.883751137208918,40.41575,68.27047913446677,E01000230,E02000036,173.0,0.0
2.991,17.628,8.496357630828099,52.725348000000004,48.042939719240294,E01000231,E02000036,299.0,0.0
7.251,14.534,8.743707056835907,105.38603400000001,44.146964856230035,E01000232,E02000036,245.0,0.0
7.012,8.853,8.89870707870189,62.07723599999999,39.57990314769976,E01000233,E02000036,333.0,0.0
11.874,8.657,8.771354674099893,102.79321800000001,46.67643742953777,E01000234,E02000044,216.0,0.0
12.18,23.347,8.5771399364673,284.36646,57.728155339805824,E01000235,E02000044,370.0,0.0
6.552,10.572,9.04902072305389,69.267744,42.56911447084233,E01000236,E02000057,259.0,0.0
14.366,9.545,8.775317711625693,137.12347,34.82211055276382,E01000237,E02000055,647.0,0.0
4.375,14.457,9.203305686495057,63.249375,40.1614859742229,E01000238,E02000057,324.0,0.0
5.805,21.568,8.479034314315467,125.20224,20.043960244648318,E01000239,E02000054,448.0,0.0
2.379,19.599,8.273311074952627,46.626021,33.60504825538233,E01000240,E02000054,338.0,0.0
2.214,10.706,8.568741453296814,23.703083999999997,50.63195266272189,E01000241,E02000054,296.0,0.0
4.833,19.154,8.664094802978932,92.571282,28.38150642988365,E01000242,E02000055,241.0,0.0
7.486,14.093,9.374710087712002,105.500198,33.65565438373571,E01000243,E02000055,459.0,0.0
8.209,15.649,8.899266840067032,128.462641,37.88020086083214,E01000244,E02000055,526.0,0.0
10.414,24.116,9.337800873978873,251.144024,33.24833209785026,E01000245,E02000055,713.0,0.0
2.349,10.621,7.2535411515887,24.948729000000004,24.64,E01000246,E02000025,156.0,0.0
4.866,10.138,8.761189798525544,49.331508,27.38867635807192,E01000247,E02000025,241.0,0.0
10.532,7.296,8.746684552686583,76.841472,26.421755725190838,E01000248,E02000024,434.0,0.0
2.116,5.863,7.593525315203033,12.406108000000001,28.769633507853403,E01000249,E02000024,139.0,0.0
8.553,13.03,8.408917319121883,111.44559000000001,20.003510825043886,E01000250,E02000024,823.0,1.0
11.95,18.853,9.224686965683105,225.29335,25.138954309938764,E01000251,E02000025,576.0,0.0
8.409,13.376,8.895903562215581,112.478784,26.04945054945055,E01000252,E02000025,266.0,0.0
1.167,9.449,6.393925146195848,11.026983,20.29662522202487,E01000253,E02000030,269.0,0.0
0.537,7.764,6.955497274967558,4.169268000000001,20.47363184079602,E01000254,E02000024,191.0,0.0
1.776,18.729,7.373248752749986,33.262704,37.080736543909346,E01000255,E02000040,280.0,0.0
3.63,10.628,8.140956733968203,38.57964,42.912592592592596,E01000256,E02000039,206.0,0.0
7.101,25.001,8.030767454473782,177.532101,26.52848101265823,E01000257,E02000040,584.0,0.0
6.779,9.156,7.771320111833212,62.068524000000004,47.33391304347826,E01000258,E02000039,526.0,0.0
1.747,13.364,7.630121398211302,23.346908000000003,31.854368932038835,E01000259,E02000048,382.0,0.0
2.565,19.85,7.88397391943618,50.91525,31.91426146010187,E01000260,E02000048,458.0,0.0
2.931,7.628,7.298106749280254,22.357668,30.235457063711912,E01000261,E02000040,151.0,0.0
1.96,11.643,7.624667813092344,22.82028,25.32296296296296,E01000262,E02000040,338.0,0.0
5.374,5.865,8.26343578148419,31.51851,49.30735294117647,E01000263,E02000039,120.0,0.0
10.952,16.482,8.47944978650558,180.510864,33.574703557312255,E01000264,E02000039,832.0,1.0
5.795,15.103,9.11807156251277,87.521885,42.10267857142857,E01000265,E02000034,282.0,0.0
4.411,8.023,7.712756844316225,35.389452999999996,44.13062098501071,E01000266,E02000034,157.0,0.0
7.582,12.75,8.605991304575037,96.6705,25.16386554621849,E01000267,E02000028,212.0,0.0
13.783,15.262,9.01458092987474,210.356146,30.80800942285041,E01000268,E02000028,735.0,0.0
10.033,10.434,8.537799417309184,104.68432199999998,28.665565102445473,E01000269,E02000028,172.0,0.0
10.493,11.98,8.721276239991704,125.70614,34.248794599807134,E01000270,E02000028,162.0,0.0
9.082,6.648,8.474097781310652,60.377136,42.84820031298904,E01000271,E02000031,256.0,0.0
7.155,4.839,8.018823008917593,34.623045000000005,22.72582253240279,E01000272,E02000031,156.0,0.0
12.15,14.148,8.531253875064571,171.8982,29.36698858647937,E01000273,E02000031,330.0,0.0
6.762,15.582,8.888273872662571,105.365484,35.01256873527101,E01000274,E02000034,315.0,0.0
7.429,13.504,8.567163611190878,100.321216,39.60174418604651,E01000275,E02000035,174.0,0.0
2.912,4.061,8.00643423209479,11.825631999999999,36.020757020757024,E01000276,E02000043,88.0,0.0
10.138,18.23,9.097250058256416,184.81574,42.83353010625738,E01000277,E02000035,213.0,0.0
5.125,5.525,8.587166915043747,28.315625,36.25075834175935,E01000278,E02000043,116.0,0.0
1.49,8.956,5.604698516432302,13.344439999999999,26.875,E01000279,E02000030,173.0,0.0
4.762,3.958,7.1829598299228055,18.847996,29.497553017944536,E01000280,E02000030,135.0,0.0
10.197,10.933,8.801860724707147,111.48380099999999,27.676880222841227,E01000281,E02000031,480.0,0.0
9.587,8.582,8.137600487475465,82.27563400000001,24.51740947075209,E01000282,E02000031,276.0,0.0
4.221,4.647,8.330694924298772,19.614987000000003,86.2904109589041,E01000283,E02000035,109.0,0.0
7.858,15.477,8.786380281231773,121.61826599999999,36.69324654190399,E01000284,E02000035,278.0,0.0
3.186,15.134,8.920976886741864,48.216924,28.41761926535589,E01000285,E02000027,168.0,0.0
4.575,23.897,8.76079797662709,109.328775,29.126659856996934,E01000286,E02000030,243.0,0.0
4.132,22.723,8.693563742716753,93.89143599999998,28.159108989657916,E01000287,E02000027,194.0,0.0
8.341,13.041,8.431308452259067,108.774981,28.9873417721519,E01000288,E02000027,166.0,0.0
6.944,38.33,8.63593576656732,266.16352,35.04320987654321,E01000289,E02000027,323.0,0.0
1.48,19.937,6.67544483984311,29.50676,28.427914110429448,E01000290,E02000030,271.0,0.0
