ptal_score,imd_score,log_pop_density,ptal_imd_interact,road_node_ratio
9.59,28.166,8.976009475021396,270.11194,50.7831541218638
4.309,25.691,9.180046099342581,110.702519,46.61749571183533
5.205,17.741,8.997666818445087,92.341905,83.5065502183406
5.315,28.903,8.891057547254514,153.619445,44.54827586206896
9.714,24.743,8.868371054050575,240.353502,39.890143737166326
14.538,25.268,9.468928284223587,367.346184,45.115449915110354
5.975,23.288,9.153007825328938,139.14579999999998,30.226693494299127
5.748,9.642,8.564553762776075,55.422216,37.60294117647059
5.744,9.812,8.88016824790345,56.360127999999996,51.94691224268689
3.314,36.203,8.275121630216509,119.97674200000002,44.36538461538461
5.588,11.048,8.114504226254825,61.736224,37.69314079422383
12.91,23.589,8.895972034261897,304.53398999999996,29.24515393386545
12.382,26.704,9.056291353647886,330.648928,41.59443911792905
4.623,33.625,9.552617158128589,155.448375,32.55722891566265
14.666,27.543,8.957085490805156,403.945638,60.087520259319284
14.621,27.055,9.02440830512803,395.57115500000003,46.772413793103446
20.556,31.0,9.14178311987904,637.236,56.50757575757576
9.849,30.863,9.334935706698777,303.969687,38.66504381694255
8.717,20.904,8.701861991278541,182.220168,26.22644927536232
10.033,25.53,9.26247731039601,256.14249,98.6641604010025
11.542,30.774,9.266058860732526,355.193508,50.11392405063291
11.042,24.669,9.345212115928398,272.395098,80.10221465076661
14.616,12.523,8.545119594057077,183.036168,46.547504025764894
11.632,8.96,7.957142308840869,104.22272000000001,25.149504195270787
17.382,28.797,8.523314418421174,500.549454,34.117867165575305
24.466,18.338,9.033674789958386,448.65750800000006,47.690358902181565
12.03,14.626,8.961776443315062,175.95077999999998,67.71204188481676
30.034,18.538,9.111845125227083,556.770292,31.113523573200993
4.931,12.786,9.154542209045935,63.047765999999996,69.70689655172414
11.27,27.671,9.154542209045935,311.85217,34.84193011647255
5.1,15.583,8.487475976628089,79.4733,38.85283474065139
4.14,38.897,9.401266469966057,161.03357999999997,28.458425312729947
3.95,32.418,9.586417863189755,128.0511,46.12808641975309
5.494,41.649,9.366651573337906,228.819606,34.85446762974853
9.276,32.667,9.562249979714448,303.019092,31.636998254799302
12.02,20.797,9.154542209045935,249.97994,28.04490291262136
8.165,8.319,9.32870990227762,67.924635,50.161712247324616
4.751,12.655,9.438789822080574,60.123905,64.99430740037951
6.748,19.721,8.596965093194397,133.07730800000002,44.72773536895674
4.514,16.257,8.194643583635381,73.38409800000001,37.076775431861805
7.358,12.121,8.773972659128201,89.186318,25.50213169114164
9.431,14.513,9.034628920221834,136.87210299999998,27.514088916718848
10.215,18.504,9.11013322155915,189.01836,17.604723707664885
3.796,28.541,9.086578247137805,108.341636,25.16031987814166
7.307,25.331,8.048852179256402,185.093617,23.5323897659227
8.897,13.258,9.188605879830176,117.956426,38.447401774397974
5.245,14.861,8.385465884735307,77.94594500000001,26.077834179357023
1.794,28.35,7.744613117208381,50.8599,29.3446261682243
6.793,6.975,8.48272596253399,47.381175,39.80110497237569
6.723,13.226,8.830484529374438,88.91839800000001,38.61923583662714
3.482,8.421,8.041992078623176,29.321922,19.63751214771623
3.719,30.549,8.966407206454416,113.61173099999999,30.00853374709077
5.029,8.263,9.194332933830365,41.554626999999996,34.44938980617373
4.034,8.055,8.29562340109032,32.493869999999994,51.05588822355289
3.104,8.467,9.431610168908582,26.281568000000004,29.046648793565684
8.578,14.555,9.155662408685407,124.85278999999998,31.48963210702341
14.153,8.204,9.374896724517322,116.11121200000001,52.981505944517835
14.505,8.01,8.907463440141859,116.18505,27.643507030603804
2.927,10.613,8.791972378512495,31.064251,36.02003816793893
1.938,31.921,7.912532965312492,61.862897999999994,27.309485530546624
2.906,25.824,9.386526478664054,75.044544,44.58283772302464
7.951,5.195,8.846324261780557,41.305445,52.273927392739274
4.098,13.015,8.993911725143604,53.33547,42.88726042841037
0.981,8.028,6.20617261960109,7.875468000000001,33.1673640167364
1.919,24.526,9.63179037157599,47.065394,38.50813323005422
4.045,10.149,8.850116280113605,41.052704999999996,59.92813141683778
10.543,6.834,8.714764543417068,72.050862,56.64448336252189
1.503,26.999,8.76506837894963,40.579496999999996,32.661184210526315
15.332,12.284,9.06441245901511,188.338288,34.30633520449078
9.2,12.516,8.807367156522997,115.1472,47.66
3.231,11.841,8.803964849566656,38.25827099999999,53.50327653997379
4.504,7.222,8.449813304084925,32.527888,38.17120181405895
6.868,9.566,8.87011510152566,65.69928800000001,45.228882833787466
6.115,7.184,8.272366245270868,43.93016,38.57373737373737
7.467,6.735,8.909735154233912,50.290245,62.57787810383747
5.041,15.523,8.706324840138741,78.25144300000001,31.083432657926103
11.442,10.063,8.589588268831587,115.14084600000001,41.37024221453287
2.801,9.118,7.036236440630677,25.539518,28.224683544303797
3.897,6.585,8.424068621425763,25.661745,58.65886287625418
10.278,6.612,8.295149035545329,67.95813600000001,30.882789317507417
3.921,8.197,8.045620331571948,32.140437,41.769503546099294
3.382,7.583,8.065045197267658,25.645706,46.98805970149254
16.642,10.503,8.499436469826978,174.79092599999998,43.902160101651845
12.709,13.565,9.191055610564316,172.397585,65.68865979381444
14.021,15.33,9.40562751116016,214.94193,123.44504021447722
18.705,19.87,9.348919005822218,371.66835,48.84335443037975
13.651,17.109,9.418183466000215,233.55495900000003,78.0626631853786
13.35,45.842,8.116536504300377,611.9907,29.773301262778112
8.452,35.812,8.224940690449696,302.683024,38.43698630136986
5.415,10.981,8.703108283720322,59.462115,69.87472035794184
0.814,12.492,6.211804171089457,10.168488,33.12264150943396
2.504,21.609,8.694418450785443,54.10893600000001,70.98930481283422
5.125,7.886,8.883751137208918,40.41575,68.27047913446677
2.991,17.628,8.496357630828099,52.725348000000004,48.042939719240294
7.251,14.534,8.743707056835907,105.38603400000001,44.146964856230035
7.012,8.853,8.89870707870189,62.07723599999999,39.57990314769976
11.874,8.657,8.771354674099893,102.79321800000001,46.67643742953777
12.18,23.347,8.5771399364673,284.36646,57.728155339805824
6.552,10.572,9.04902072305389,69.267744,42.56911447084233
14.366,9.545,8.775317711625693,137.12347,34.82211055276382
4.375,14.457,9.203305686495057,63.249375,40.1614859742229
5.805,21.568,8.479034314315467,125.20224,20.043960244648318
2.379,19.599,8.273311074952627,46.626021,33.60504825538233
2.214,10.706,8.568741453296814,23.703083999999997,50.63195266272189
4.833,19.154,8.664094802978932,92.571282,28.38150642988365
7.486,14.093,9.374710087712002,105.500198,33.65565438373571
8.209,15.649,8.899266840067032,128.462641,37.88020086083214
10.414,24.116,9.337800873978873,251.144024,33.24833209785026
2.349,10.621,7.2535411515887,24.948729000000004,24.64
4.866,10.138,8.761189798525544,49.331508,27.38867635807192
10.532,7.296,8.746684552686583,76.841472,26.421755725190838
2.116,5.863,7.593525315203033,12.406108000000001,28.769633507853403
8.553,13.03,8.408917319121883,111.44559000000001,20.003510825043886
11.95,18.853,9.224686965683105,225.29335,25.138954309938764
8.409,13.376,8.895903562215581,112.478784,26.04945054945055
1.167,9.449,6.393925146195848,11.026983,20.29662522202487
0.537,7.764,6.955497274967558,4.169268000000001,20.47363184079602
3.63,10.628,8.140956733968203,38.57964,42.912592592592596
6.779,9.156,7.771320111833212,62.068524000000004,47.33391304347826
1.747,13.364,7.630121398211302,23.346908000000003,31.854368932038835
2.565,19.85,7.88397391943618,50.91525,31.91426146010187
5.374,5.865,8.26343578148419,31.51851,49.30735294117647
10.952,16.482,8.47944978650558,180.510864,33.574703557312255
5.795,15.103,9.11807156251277,87.521885,42.10267857142857
4.411,8.023,7.712756844316225,35.389452999999996,44.13062098501071
7.582,12.75,8.605991304575037,96.6705,25.16386554621849
13.783,15.262,9.01458092987474,210.356146,30.80800942285041
10.033,10.434,8.537799417309184,104.68432199999998,28.665565102445473
10.493,11.98,8.721276239991704,125.70614,34.248794599807134
6.762,15.582,8.888273872662571,105.365484,35.01256873527101
2.912,4.061,8.00643423209479,11.825631999999999,36.020757020757024
5.125,5.525,8.587166915043747,28.315625,36.25075834175935
1.49,8.956,5.604698516432302,13.344439999999999,26.875
4.762,3.958,7.1829598299228055,18.847996,29.497553017944536
3.186,15.134,8.920976886741864,48.216924,28.41761926535589
4.575,23.897,8.76079797662709,109.328775,29.126659856996934
4.132,22.723,8.693563742716753,93.89143599999998,28.159108989657916
8.341,13.041,8.431308452259067,108.774981,28.9873417721519
6.944,38.33,8.63593576656732,266.16352,35.04320987654321
1.48,19.937,6.67544483984311,29.50676,28.427914110429448
3.043,32.936,8.741136422901011,100.224248,27.86847599164927
8.11,11.315,8.588098898931968,91.76464999999999,27.14780763790665
16.179,7.608,8.776105350371905,123.08983199999999,27.70557620817844
6.761,12.242,8.6071435786145,82.768162,22.52922077922078
14.572,13.306,8.975870418456754,193.895032,53.28350515463917
16.798,12.11,8.984743814500906,203.42377999999997,41.56901408450704
5.743,9.009,8.72072161785459,51.738687000000006,47.270121278941566
12.427,11.827,8.769242904864294,146.974129,39.95262615859938
11.159,7.059,8.56358047096936,78.771381,66.51698113207547
7.755,6.805,8.844855304044168,52.772774999999996,65.43159922928709
8.914,13.531,9.078852604013269,120.615334,52.44540727902946
4.536,27.857,7.763573877412915,126.35935199999999,38.264355362946915
10.646,14.045,9.506414631311983,149.52307000000002,95.3521472392638
13.583,23.325,8.10119278139269,316.823475,26.764020393299344
3.593,31.832,8.291646755485717,114.372376,35.55223880597015
13.425,13.899,8.863063980097465,186.594075,37.333333333333336
16.942,19.223,8.881266698364637,325.676066,32.96745406824147
11.253,11.072,8.532180321224486,124.593216,37.62436028659161
7.464,24.927,9.397732385583243,186.055128,29.138869979577944
12.428,19.932,9.072594396174201,247.714896,49.9725321888412
17.889,10.677,9.063451593931138,191.00085299999998,34.48913043478261
4.28,32.727,8.120291313968561,140.07156,25.331799884991373
5.176,19.874,8.635598255794859,102.867824,31.442849548112704
5.795,9.915,9.084618406243141,57.45742499999999,75.06367041198502
4.418,8.719,9.02290174528275,38.520542,54.224222585924714
5.712,14.866,9.114600099695346,84.914592,45.06808510638298
6.648,13.755,8.816927344892159,91.44324,42.7144535840188
8.327,5.875,8.345217926676428,48.921124999999996,46.20609318996416
3.414,11.973,8.527955074060268,40.87582200000001,34.19623389494549
3.743,12.987,8.751759256716781,48.610341,21.75725338491296
4.675,16.3,8.755816313578833,76.2025,35.18441660140955
3.276,8.884,8.755690271764294,29.103984,25.608610567514678
2.815,8.918,8.848839516320755,25.104169999999996,38.47196549599507
4.573,8.347,8.513426104846994,38.170831,20.166913287955015
4.493,6.105,8.857458226276147,27.429765000000003,35.962983735277625
4.672,6.252,8.773725096075722,29.209343999999998,29.907349355625218
3.235,4.979,8.549582934217888,16.107065,24.7172131147541
4.258,7.459,8.55072467462503,31.760422,23.08857666463042
3.141,7.587,8.548246022671487,23.830766999999998,26.03808864265928
3.897,5.202,8.486135866950894,20.272194,74.57458563535911
6.972,21.316,8.890809811284736,148.615152,66.76590909090909
7.684,8.189,8.139469701489732,62.924276,33.79982285208149
8.542,6.15,8.636024566261908,52.533300000000004,62.18982387475538
16.179,18.65,8.37675802247492,301.73834999999997,20.934272300469484
5.087,11.27,8.626513855325701,57.33049,58.70059880239521
15.062,12.63,8.461088340031464,190.23306,21.382516188714153
5.381,9.306,8.222902664483488,50.075585999999994,45.54579673776662
10.991,14.39,8.530780464924753,158.16049,36.58969072164948
15.436,9.865,8.847359875474174,152.27614,44.802413273001505
3.21,30.905,9.066446906601573,99.20505,35.08765778401122
2.418,33.932,8.863021522961475,82.047576,38.48309178743961
4.215,14.638,8.778171881033469,61.699169999999995,48.1015037593985
10.758,11.364,8.473136805219317,122.253912,52.5451197053407
4.977,8.174,8.853493984770465,40.681998,79.1167192429022
3.504,29.915,8.904752272544263,104.82216,42.86052303860523
3.114,29.344,9.608351098423514,91.377216,20.89500477251034
2.264,42.38,7.660349918185503,95.94832,28.21010101010101
6.521,18.295,8.508979551641735,119.30169500000001,33.06447534766119
2.193,16.232,7.984462732262196,35.596776,36.81890812250333
1.626,12.286,8.13882755318979,19.977036,24.734396671289876
4.313,21.241,8.228070081168052,91.612433,19.34375
7.054,18.601,8.572003294576158,131.211454,31.91160949868074
5.189,23.317,8.95290295066021,120.991913,31.407759303246237
1.431,27.812,6.6684823457380435,39.798972000000006,37.28228782287823
3.012,6.444,7.896775891020153,19.409328,27.70939420544337
0.677,21.082,6.350536615646436,14.272514000000001,36.54653465346534
7.692,12.076,8.654308155372114,92.888592,12.883486403745723
3.618,32.32,8.119368818404027,116.93375999999999,22.63572149344097
6.656,41.618,7.933330816406272,277.009408,22.815514469453376
7.448,12.348,8.530642344740242,91.967904,37.58029978586724
4.359,10.762,7.957072275925369,46.911558,30.34722222222222
8.036,11.233,8.254866926226764,90.268388,31.032978723404256
2.899,10.167,7.802372835174798,29.474133,33.734475374732334
11.238,22.909,9.089324616707783,257.45134199999995,30.75925925925926
8.814,9.166,8.722237943095191,80.789124,34.91643454038997
15.488,9.317,8.83494849687416,144.301696,51.60382916053019
3.357,20.001,8.827233446478685,67.14335700000001,65.41678939617084
8.834,9.101,8.592708743892382,80.398234,39.751494449188726
10.413,14.705,8.626764827845529,153.123165,39.11542012927055
10.537,29.529,8.250750621956875,311.14707300000003,22.132288946910357
9.788,30.082,9.55775254863573,294.442616,18.91020951114067
3.737,28.889,8.323923926553777,107.958193,32.31996512641674
2.955,23.784,7.399581552738345,70.28171999999999,35.381418092909534
6.054,5.938,8.947923106104142,35.948652,88.40855106888361
3.935,9.621,8.96377465071748,37.858635,56.260554885404105
15.578,13.631,8.769071904902741,212.343718,28.79692125518058
10.021,6.236,8.76511520529414,62.490956000000004,95.74716981132076
6.475,19.563,7.755338812846501,126.67042499999998,34.3427135678392
3.822,8.707,8.64299730537502,33.278154,60.39035087719298
4.25,11.155,8.620760099521288,47.40875,47.815652173913044
5.625,5.619,8.64389632444718,31.606875,35.4632183908046
12.064,6.789,8.407311358881108,81.902496,19.912742382271468
2.024,6.454,8.498418036089904,13.062896,28.431409649952695
4.018,10.343,8.784514380776065,41.558174,26.77691766361717
3.506,12.878,8.504796671079687,45.150268,17.5498861047836
8.349,23.903,7.66439355732328,199.566147,21.47346514047867
3.163,42.524,8.607563919462283,134.503412,25.437936593229445
1.119,16.489,7.2123682120938994,18.451191,31.37433155080214
3.884,36.113,9.010925554236033,140.262892,28.39857142857143
6.73,24.386,8.733094581473388,164.11778,29.764350453172206
9.433,35.521,8.746652754667595,335.069593,33.70581527936146
3.182,38.229,6.937605300951022,121.644678,34.18808777429467
6.342,31.181,9.048480049078872,197.749902,29.96311010215664
5.014,5.016,8.75490215028975,25.150224,85.29177057356608
2.769,13.671,8.548827508189499,37.854999,37.81395348837209
3.66,14.031,9.12913031655064,51.353460000000005,80.74703557312253
4.731,23.787,8.638932833815115,112.53629699999999,66.11747430249633
2.875,7.749,8.653680211866392,22.278375,73.59809523809524
3.738,29.024,8.942826872926032,108.491712,38.629915188897456
4.717,13.895,8.605735063267536,65.54271499999999,71.41622574955909
9.311,18.208,8.488505609551984,169.534688,34.39563862928349
5.53,5.791,7.9441374911141125,32.02423,29.8828025477707
5.514,6.243,8.589346397115445,34.423902000000005,45.469026548672566
14.943,12.09,8.896588071791218,180.66087,26.448593822037804
6.246,5.631,8.42457338929813,35.171226000000004,20.809761508596782
8.924,14.438,8.705248280057953,128.844712,21.152014652014653
2.841,5.115,7.801514062349206,14.531715000000002,22.702844311377245
7.333,7.086,8.015096030214087,51.961638,22.129817444219068
13.393,14.326,8.397801362345435,191.868118,27.612903225806452
4.467,5.128,8.576235385383294,22.906775999999997,27.38881247134342
1.674,23.424,6.588926477533519,39.211776,23.878914405010438
8.045,18.552,9.185155888437126,149.25083999999998,24.40091696383087
3.153,20.855,9.227983807148778,65.755815,24.99051724137931
6.274,19.895,8.428777192042666,124.82123,47.00511073253833
2.371,21.524,9.423304286148547,51.033404000000004,48.85795454545455
10.287,22.928,8.622543707024063,235.86033600000002,30.501988071570576
13.529,25.222,9.65297922783784,341.22843800000004,58.13681868743048
6.016,21.758,9.356101673458335,130.896128,56.30659536541889
11.315,21.12,8.8253100442545,238.9728,35.634419551934826
4.27,19.67,9.175976644548223,83.9909,44.7713567839196
4.594,23.491,8.727583768137784,107.917654,31.94296824368114
10.819,23.721,9.48499799330521,256.63749900000005,62.55858310626703
8.773,15.83,8.630718286005104,138.87659,47.0
8.532,11.775,8.641285172646015,100.46430000000001,44.73324396782842
10.799,27.74,8.768403169797999,299.56426,50.1124031007752
13.84,33.304,8.798031901386011,460.92736,25.950589970501476
4.487,33.513,9.01269398756049,150.372831,26.54696132596685
4.336,38.614,8.641797354640769,167.430304,50.73030303030303
6.625,29.651,9.108584463021796,196.437875,50.232638888888886
1.892,15.555,7.732807530422021,29.430059999999997,44.00541125541125
9.207,17.634,8.775765660721452,162.35623800000002,60.37608695652174
9.82,23.257,8.595911946127629,228.38374000000002,36.50888030888031
18.838,24.206,9.504136217174095,455.992628,36.681390977443606
8.223,21.226,8.622687698096867,174.54139800000002,31.75531914893617
10.222,13.405,8.9931540411361,137.02590999999998,36.57761732851986
12.116,12.31,9.05157907959124,149.14796,22.081893793985923
12.766,19.535,8.991537386760394,249.38381,34.660023446658855
16.572,32.579,9.133070483151517,539.899188,28.113747954173487
9.967,23.67,8.833593907449853,235.91889000000003,49.776744186046514
2.96,32.538,8.685179149442826,96.31248,51.15085158150852
8.178,27.131,8.187021067343505,221.87731800000003,40.59006734006734
7.467,35.651,9.4451990326392,266.20601700000003,58.458741258741256
5.225,28.682,8.517393171418904,149.86344999999997,37.26036866359447
4.523,28.578,8.549428021549595,129.25829399999998,44.65714285714286
8.57,21.374,9.425395298386773,183.17517999999998,22.94534585824082
6.078,20.325,9.279558551412725,123.53535000000001,45.661645422943224
12.778,30.431,8.637462023807181,388.84731800000003,25.987303506650544
8.577,22.007,8.852936591071733,188.754039,43.61746987951807
9.032,37.833,9.343252823095924,341.707656,24.46591519055287
7.725,34.158,9.313627740148034,263.87055,42.8686030428769
13.533,30.111,9.15915233520675,407.492163,34.465
14.705,31.007,9.260244201504367,455.957935,60.049032258064514
11.997,18.91,9.322793674247231,226.86327,40.939516129032256
7.653,15.506,9.209840246934501,118.667418,51.478701825557806
6.202,14.626,9.211080098311182,90.71045199999999,102.7169373549884
8.248,27.517,8.498377277158596,226.96021599999997,44.78077373974209
7.966,19.417,9.162567190504499,154.675822,34.88585209003215
6.82,13.553,8.864464055279676,92.43146000000002,72.97222222222223
5.501,25.937,8.250489525349648,142.679437,40.6985698569857
2.013,20.361,7.918483082339726,40.986693,43.390937829293996
7.163,20.597,8.840840684300627,147.536311,36.35202863961814
18.558,53.09,9.688795684911721,985.24422,25.333333333333332
2.037,31.433,9.56332551697161,64.029021,27.828585224529213
5.203,42.123,9.670350481936143,219.165969,31.12804626187526
5.291,34.204,9.604737791886564,180.973364,23.327205882352942
7.399,46.028,9.649472337554831,340.561172,28.878934624697337
9.065,15.596,9.24454854330592,141.37774,43.975031210986266
12.256,25.279,9.72437882906146,309.819424,27.68235294117647
14.575,22.1,9.595214942468338,322.1075,31.249669749009247
6.5,19.424,9.340368134049003,126.256,57.27703398558187
12.95,11.259,8.449642137153958,145.80405,38.34850640113798
1.642,9.585,8.311447417278448,15.738570000000001,37.488073394495416
7.608,9.401,8.6233713726944,71.522808,58.02647975077882
6.362,10.46,8.263203759930926,66.54652,68.83396226415094
8.284,14.775,8.66816167055217,122.39610000000002,37.892561983471076
9.26,21.407,9.021489545819332,198.22881999999998,37.78827361563518
20.284,30.368,9.715687013493914,615.9845119999999,43.14568345323741
17.021,22.321,9.756390272231554,379.925741,59.03372434017595
17.47,22.673,9.99186466315354,396.09730999999994,52.503824091778206
25.891,32.72,9.813010175903324,847.15352,28.540458015267177
19.178,17.113,9.702826857023977,328.193114,86.39194139194139
16.976,29.062,9.57129614009839,493.356512,67.31884057971014
6.029,21.039,9.11513918623179,126.844131,61.056145675265554
6.412,15.947,8.944615466876444,102.252164,69.18930957683742
24.24,32.007,9.969317427017945,775.8496799999999,36.44606413994169
20.271,23.465,9.674099545124589,475.659015,83.83967935871743
15.212,26.806,8.986308926600678,407.772872,44.71459694989107
13.469,22.118,9.399877500473698,297.90734199999997,52.49519230769231
12.834,19.077,8.926318260355888,244.83421800000002,47.61224489795919
20.736,24.708,9.706030022657314,512.345088,32.259305210918114
3.151,10.862,8.48154528816971,34.226161999999995,39.51609553478713
4.23,9.588,8.351020536361654,40.55724,70.25964010282776
8.365,17.31,8.98879554202567,144.79815,57.51622002820874
5.344,23.892,9.020679951478522,127.678848,55.45579268292683
3.736,14.793,8.912527152324943,55.266648,66.82424242424243
4.896,18.175,8.823765710548049,88.9848,28.58257477243173
14.977,14.257,7.921281608580571,213.527089,30.361247947454842
6.577,9.462,8.259742833908032,62.231573999999995,48.04906937394247
8.264,24.088,9.357915192440302,199.063232,52.35914332784184
9.185,22.247,8.518811880631693,204.338695,41.5750350631136
4.893,12.26,8.845748457077597,59.98818,48.34916864608076
9.529,13.432,8.866511138901402,127.993528,40.70609756097561
7.546,10.723,8.924004060248757,80.91575800000001,32.342465753424655
9.644,17.369,8.985282489498742,167.506636,56.011811023622045
9.455,16.509,8.764256373720674,156.09259500000002,46.04864864864865
7.483,32.606,8.918636891156401,243.990698,35.09860788863109
15.688,28.89,8.86015858749125,453.22632000000004,29.092323651452283
20.798,28.906,9.551807257403718,601.1869879999999,33.7784
